'Time and date','MCL1','II','V','ABP','PLETH','RESP'
'[19:41:47.258 19/11/1995]',-0.042,-0.007,-0.040,86.319,-0.045,-0.461
'[19:41:47.260 19/11/1995]',-0.045,-0.007,0.004,86.319,-0.045,-0.461
'[19:41:47.262 19/11/1995]',-0.048,-0.007,0.004,86.319,-0.045,-0.461
'[19:41:47.264 19/11/1995]',-0.048,-0.008,0.004,85.664,-0.052,-0.456
'[19:41:47.266 19/11/1995]',-0.049,-0.009,0.004,85.664,-0.052,-0.456
'[19:41:47.268 19/11/1995]',-0.045,-0.011,0.004,85.664,-0.052,-0.456
'[19:41:47.270 19/11/1995]',-0.042,-0.013,0.004,85.664,-0.052,-0.456
'[19:41:47.272 19/11/1995]',-0.038,-0.014,0.004,85.009,-0.061,-0.451
'[19:41:47.274 19/11/1995]',-0.035,-0.015,-0.040,85.009,-0.061,-0.451
'[19:41:47.276 19/11/1995]',-0.032,-0.013,0.004,85.009,-0.061,-0.451
'[19:41:47.278 19/11/1995]',-0.030,-0.011,0.004,85.009,-0.061,-0.451
'[19:41:47.280 19/11/1995]',-0.027,-0.007,0.004,84.353,-0.068,-0.446
'[19:41:47.282 19/11/1995]',-0.025,-0.002,0.004,84.353,-0.068,-0.446
'[19:41:47.284 19/11/1995]',-0.023,0.000,0.004,84.353,-0.068,-0.446
'[19:41:47.286 19/11/1995]',-0.021,0.002,0.004,84.353,-0.068,-0.446
'[19:41:47.288 19/11/1995]',-0.019,0.004,0.004,83.748,-0.076,-0.441
'[19:41:47.290 19/11/1995]',-0.016,0.006,0.004,83.748,-0.076,-0.441
'[19:41:47.292 19/11/1995]',-0.011,0.006,0.004,83.748,-0.076,-0.441
'[19:41:47.294 19/11/1995]',-0.007,0.006,0.004,83.748,-0.076,-0.441
'[19:41:47.296 19/11/1995]',-0.004,0.004,0.004,83.093,-0.084,-0.436
'[19:41:47.298 19/11/1995]',0.000,0.002,0.004,83.093,-0.084,-0.436
'[19:41:47.300 19/11/1995]',0.002,-0.004,0.004,83.093,-0.084,-0.436
'[19:41:47.302 19/11/1995]',0.004,-0.009,0.004,83.093,-0.084,-0.436
'[19:41:47.304 19/11/1995]',0.004,-0.016,0.004,82.387,-0.092,-0.433
'[19:41:47.306 19/11/1995]',0.004,-0.022,0.004,82.387,-0.092,-0.433
'[19:41:47.308 19/11/1995]',0.001,-0.025,0.004,82.387,-0.092,-0.433
'[19:41:47.310 19/11/1995]',-0.002,-0.028,0.004,82.387,-0.092,-0.433
'[19:41:47.312 19/11/1995]',-0.005,-0.027,0.004,81.782,-0.101,-0.431
'[19:41:47.314 19/11/1995]',-0.008,-0.026,0.004,81.782,-0.101,-0.431
'[19:41:47.316 19/11/1995]',-0.008,-0.024,0.004,81.782,-0.101,-0.431
'[19:41:47.318 19/11/1995]',-0.008,-0.022,0.004,81.782,-0.101,-0.431
'[19:41:47.320 19/11/1995]',-0.005,-0.021,0.004,81.126,-0.108,-0.430
'[19:41:47.322 19/11/1995]',-0.002,-0.019,0.004,81.126,-0.108,-0.430
'[19:41:47.324 19/11/1995]',0.003,-0.017,0.004,81.126,-0.108,-0.430
'[19:41:47.326 19/11/1995]',0.008,-0.015,0.004,81.126,-0.108,-0.430
'[19:41:47.328 19/11/1995]',0.013,-0.015,0.004,80.521,-0.117,-0.429
'[19:41:47.330 19/11/1995]',0.018,-0.015,0.004,80.521,-0.117,-0.429
'[19:41:47.332 19/11/1995]',0.019,-0.017,0.004,80.521,-0.117,-0.429
'[19:41:47.334 19/11/1995]',0.020,-0.019,0.004,80.521,-0.117,-0.429
'[19:41:47.336 19/11/1995]',0.015,-0.019,0.004,80.017,-0.125,-0.426
'[19:41:47.338 19/11/1995]',0.010,-0.019,0.004,80.017,-0.125,-0.426
'[19:41:47.340 19/11/1995]',-0.002,-0.017,-0.040,80.017,-0.125,-0.426
'[19:41:47.342 19/11/1995]',-0.013,-0.015,0.004,80.017,-0.125,-0.426
'[19:41:47.344 19/11/1995]',-0.024,-0.013,0.004,79.412,-0.133,-0.423
'[19:41:47.346 19/11/1995]',-0.036,-0.011,0.004,79.412,-0.133,-0.423
'[19:41:47.348 19/11/1995]',-0.045,-0.009,0.004,79.412,-0.133,-0.423
'[19:41:47.350 19/11/1995]',-0.055,-0.007,0.004,79.412,-0.133,-0.423
'[19:41:47.352 19/11/1995]',-0.059,-0.007,0.004,78.857,-0.141,-0.419
'[19:41:47.354 19/11/1995]',-0.062,-0.006,-0.040,78.857,-0.141,-0.419
'[19:41:47.356 19/11/1995]',-0.059,-0.003,-0.040,78.857,-0.141,-0.419
'[19:41:47.358 19/11/1995]',-0.056,0.000,-0.040,78.857,-0.141,-0.419
'[19:41:47.360 19/11/1995]',-0.049,0.004,0.004,78.353,-0.149,-0.415
'[19:41:47.362 19/11/1995]',-0.042,0.007,0.004,78.353,-0.149,-0.415
'[19:41:47.364 19/11/1995]',-0.035,0.010,0.004,78.353,-0.149,-0.415
'[19:41:47.366 19/11/1995]',-0.029,0.013,0.004,78.353,-0.149,-0.415
'[19:41:47.368 19/11/1995]',-0.025,0.015,0.004,77.899,-0.159,-0.411
'[19:41:47.370 19/11/1995]',-0.021,0.017,0.004,77.899,-0.159,-0.411
'[19:41:47.372 19/11/1995]',-0.019,0.017,0.004,77.899,-0.159,-0.411
'[19:41:47.374 19/11/1995]',-0.016,0.017,0.004,77.899,-0.159,-0.411
'[19:41:47.376 19/11/1995]',-0.014,0.016,0.004,77.395,-0.166,-0.408
'[19:41:47.378 19/11/1995]',-0.012,0.015,0.004,77.395,-0.166,-0.408
'[19:41:47.380 19/11/1995]',-0.010,0.012,0.004,77.395,-0.166,-0.408
'[19:41:47.382 19/11/1995]',-0.007,0.009,0.004,77.395,-0.166,-0.408
'[19:41:47.384 19/11/1995]',-0.004,0.007,0.004,76.941,-0.174,-0.406
'[19:41:47.386 19/11/1995]',-0.001,0.006,0.004,76.941,-0.174,-0.406
'[19:41:47.388 19/11/1995]',-0.001,0.003,0.004,76.941,-0.174,-0.406
'[19:41:47.390 19/11/1995]',-0.001,0.000,-0.040,76.941,-0.174,-0.406
'[19:41:47.392 19/11/1995]',-0.004,-0.003,0.004,76.538,-0.183,-0.404
'[19:41:47.394 19/11/1995]',-0.006,-0.006,0.004,76.538,-0.183,-0.404
'[19:41:47.396 19/11/1995]',-0.010,-0.008,0.004,76.538,-0.183,-0.404
'[19:41:47.398 19/11/1995]',-0.013,-0.011,0.004,76.538,-0.183,-0.404
'[19:41:47.400 19/11/1995]',-0.016,-0.013,0.004,76.235,-0.191,-0.401
'[19:41:47.402 19/11/1995]',-0.018,-0.015,0.004,76.235,-0.191,-0.401
'[19:41:47.404 19/11/1995]',-0.019,-0.014,0.004,76.235,-0.191,-0.401
'[19:41:47.406 19/11/1995]',-0.019,-0.013,-0.040,76.235,-0.191,-0.401
'[19:41:47.408 19/11/1995]',-0.018,-0.009,0.004,75.933,-0.199,-0.398
'[19:41:47.410 19/11/1995]',-0.017,-0.006,0.004,75.933,-0.199,-0.398
'[19:41:47.412 19/11/1995]',-0.016,-0.003,0.004,75.933,-0.199,-0.398
'[19:41:47.414 19/11/1995]',-0.014,0.000,0.004,75.933,-0.199,-0.398
'[19:41:47.416 19/11/1995]',-0.015,0.003,0.004,75.580,-0.207,-0.394
'[19:41:47.418 19/11/1995]',-0.016,0.006,0.004,75.580,-0.207,-0.394
'[19:41:47.420 19/11/1995]',-0.014,0.007,-0.040,75.580,-0.207,-0.394
'[19:41:47.422 19/11/1995]',-0.013,0.007,-0.040,75.580,-0.207,-0.394
'[19:41:47.424 19/11/1995]',-0.010,0.007,0.004,75.277,-0.216,-0.390
'[19:41:47.426 19/11/1995]',-0.007,0.006,0.004,75.277,-0.216,-0.390
'[19:41:47.428 19/11/1995]',-0.004,0.007,0.004,75.277,-0.216,-0.390
'[19:41:47.430 19/11/1995]',0.000,0.007,0.004,75.277,-0.216,-0.390
'[19:41:47.432 19/11/1995]',0.002,0.008,0.004,74.975,-0.224,-0.386
'[19:41:47.434 19/11/1995]',0.004,0.009,0.004,74.975,-0.224,-0.386
'[19:41:47.436 19/11/1995]',0.003,0.010,0.004,74.975,-0.224,-0.386
'[19:41:47.438 19/11/1995]',0.002,0.011,-0.040,74.975,-0.224,-0.386
'[19:41:47.440 19/11/1995]',-0.001,0.009,-0.040,74.672,-0.232,-0.381
'[19:41:47.442 19/11/1995]',-0.005,0.007,0.004,74.672,-0.232,-0.381
'[19:41:47.444 19/11/1995]',-0.007,0.005,0.004,74.672,-0.232,-0.381
'[19:41:47.446 19/11/1995]',-0.010,0.002,0.004,74.672,-0.232,-0.381
'[19:41:47.448 19/11/1995]',-0.009,0.000,0.004,74.521,-0.238,-0.374
'[19:41:47.450 19/11/1995]',-0.008,-0.002,0.004,74.521,-0.238,-0.374
'[19:41:47.452 19/11/1995]',-0.005,0.000,0.004,74.521,-0.238,-0.374
'[19:41:47.454 19/11/1995]',-0.001,0.002,0.004,74.521,-0.238,-0.374
'[19:41:47.456 19/11/1995]',0.004,0.007,0.004,74.269,-0.244,-0.369
'[19:41:47.458 19/11/1995]',0.010,0.013,0.004,74.269,-0.244,-0.369
'[19:41:47.460 19/11/1995]',0.017,0.020,0.004,74.269,-0.244,-0.369
'[19:41:47.462 19/11/1995]',0.025,0.026,0.004,74.269,-0.244,-0.369
'[19:41:47.464 19/11/1995]',0.034,0.036,0.046,74.118,-0.250,-0.364
'[19:41:47.466 19/11/1995]',0.043,0.047,0.046,74.118,-0.250,-0.364
'[19:41:47.468 19/11/1995]',0.050,0.059,0.046,74.118,-0.250,-0.364
'[19:41:47.470 19/11/1995]',0.057,0.071,0.046,74.118,-0.250,-0.364
'[19:41:47.472 19/11/1995]',0.061,0.081,0.046,73.916,-0.255,-0.360
'[19:41:47.474 19/11/1995]',0.066,0.092,0.004,73.916,-0.255,-0.360
'[19:41:47.476 19/11/1995]',0.064,0.098,0.046,73.916,-0.255,-0.360
'[19:41:47.478 19/11/1995]',0.063,0.105,0.046,73.916,-0.255,-0.360
'[19:41:47.480 19/11/1995]',0.057,0.107,0.046,73.714,-0.260,-0.356
'[19:41:47.482 19/11/1995]',0.051,0.110,0.046,73.714,-0.260,-0.356
'[19:41:47.484 19/11/1995]',0.043,0.112,0.046,73.714,-0.260,-0.356
'[19:41:47.486 19/11/1995]',0.035,0.114,0.004,73.714,-0.260,-0.356
'[19:41:47.488 19/11/1995]',0.027,0.110,0.004,73.614,-0.263,-0.352
'[19:41:47.490 19/11/1995]',0.019,0.106,-0.040,73.614,-0.263,-0.352
'[19:41:47.492 19/11/1995]',0.013,0.102,-0.040,73.614,-0.263,-0.352
'[19:41:47.494 19/11/1995]',0.006,0.097,0.004,73.614,-0.263,-0.352
'[19:41:47.496 19/11/1995]',0.002,0.095,0.004,73.462,-0.266,-0.348
'[19:41:47.498 19/11/1995]',-0.001,0.093,0.004,73.462,-0.266,-0.348
'[19:41:47.500 19/11/1995]',-0.003,0.096,0.004,73.462,-0.266,-0.348
'[19:41:47.502 19/11/1995]',-0.005,0.099,0.004,73.462,-0.266,-0.348
'[19:41:47.504 19/11/1995]',-0.005,0.103,0.004,73.311,-0.268,-0.343
'[19:41:47.506 19/11/1995]',-0.005,0.106,-0.040,73.311,-0.268,-0.343
'[19:41:47.508 19/11/1995]',-0.005,0.108,-0.040,73.311,-0.268,-0.343
'[19:41:47.510 19/11/1995]',-0.006,0.110,0.004,73.311,-0.268,-0.343
'[19:41:47.512 19/11/1995]',-0.009,0.107,0.004,73.210,-0.270,-0.338
'[19:41:47.514 19/11/1995]',-0.012,0.105,0.004,73.210,-0.270,-0.338
'[19:41:47.516 19/11/1995]',-0.018,0.099,0.004,73.210,-0.270,-0.338
'[19:41:47.518 19/11/1995]',-0.024,0.093,0.004,73.210,-0.270,-0.338
'[19:41:47.520 19/11/1995]',-0.030,0.087,-0.040,73.009,-0.273,-0.332
'[19:41:47.522 19/11/1995]',-0.037,0.080,-0.040,73.009,-0.273,-0.332
'[19:41:47.524 19/11/1995]',-0.041,0.075,-0.040,73.009,-0.273,-0.332
'[19:41:47.526 19/11/1995]',-0.045,0.069,-0.040,73.009,-0.273,-0.332
'[19:41:47.528 19/11/1995]',-0.046,0.064,0.004,72.908,-0.274,-0.326
'[19:41:47.530 19/11/1995]',-0.047,0.060,0.004,72.908,-0.274,-0.326
'[19:41:47.532 19/11/1995]',-0.044,0.055,0.004,72.908,-0.274,-0.326
'[19:41:47.534 19/11/1995]',-0.041,0.050,0.004,72.908,-0.274,-0.326
'[19:41:47.536 19/11/1995]',-0.038,0.044,-0.040,72.756,-0.276,-0.321
'[19:41:47.538 19/11/1995]',-0.035,0.037,-0.040,72.756,-0.276,-0.321
'[19:41:47.540 19/11/1995]',-0.033,0.028,-0.083,72.756,-0.276,-0.321
'[19:41:47.542 19/11/1995]',-0.031,0.019,-0.040,72.756,-0.276,-0.321
'[19:41:47.544 19/11/1995]',-0.030,0.010,-0.040,72.555,-0.276,-0.315
'[19:41:47.546 19/11/1995]',-0.029,0.002,0.004,72.555,-0.276,-0.315
'[19:41:47.548 19/11/1995]',-0.027,-0.004,0.004,72.555,-0.276,-0.315
'[19:41:47.550 19/11/1995]',-0.026,-0.009,0.004,72.555,-0.276,-0.315
'[19:41:47.552 19/11/1995]',-0.023,-0.012,0.004,72.403,-0.276,-0.309
'[19:41:47.554 19/11/1995]',-0.019,-0.015,-0.040,72.403,-0.276,-0.309
'[19:41:47.556 19/11/1995]',-0.013,-0.015,-0.040,72.403,-0.276,-0.309
'[19:41:47.558 19/11/1995]',-0.007,-0.015,-0.040,72.403,-0.276,-0.309
'[19:41:47.560 19/11/1995]',-0.001,-0.014,0.004,72.151,-0.277,-0.303
'[19:41:47.562 19/11/1995]',0.005,-0.013,0.004,72.151,-0.277,-0.303
'[19:41:47.564 19/11/1995]',0.007,-0.013,0.004,72.151,-0.277,-0.303
'[19:41:47.566 19/11/1995]',0.008,-0.013,0.004,72.151,-0.277,-0.303
'[19:41:47.568 19/11/1995]',0.006,-0.014,0.004,71.899,-0.277,-0.297
'[19:41:47.570 19/11/1995]',0.004,-0.015,0.004,71.899,-0.277,-0.297
'[19:41:47.572 19/11/1995]',-0.001,-0.017,-0.040,71.899,-0.277,-0.297
'[19:41:47.574 19/11/1995]',-0.005,-0.019,0.004,71.899,-0.277,-0.297
'[19:41:47.576 19/11/1995]',-0.007,-0.024,0.004,71.748,-0.278,-0.290
'[19:41:47.578 19/11/1995]',-0.008,-0.030,0.004,71.748,-0.278,-0.290
'[19:41:47.580 19/11/1995]',-0.004,-0.041,0.004,71.748,-0.278,-0.290
'[19:41:47.582 19/11/1995]',0.001,-0.052,0.046,71.748,-0.278,-0.290
'[19:41:47.584 19/11/1995]',0.015,-0.062,0.046,71.496,-0.278,-0.282
'[19:41:47.586 19/11/1995]',0.029,-0.071,0.046,71.496,-0.278,-0.282
'[19:41:47.588 19/11/1995]',0.050,-0.077,0.089,71.496,-0.278,-0.282
'[19:41:47.590 19/11/1995]',0.070,-0.082,0.089,71.496,-0.278,-0.282
'[19:41:47.592 19/11/1995]',0.093,-0.078,0.133,71.294,-0.278,-0.275
'[19:41:47.594 19/11/1995]',0.116,-0.075,0.177,71.294,-0.278,-0.275
'[19:41:47.596 19/11/1995]',0.133,-0.053,0.177,71.294,-0.278,-0.275
'[19:41:47.598 19/11/1995]',0.150,-0.032,0.177,71.294,-0.278,-0.275
'[19:41:47.600 19/11/1995]',0.158,0.015,0.133,71.093,-0.278,-0.267
'[19:41:47.602 19/11/1995]',0.165,0.062,0.133,71.093,-0.278,-0.267
'[19:41:47.604 19/11/1995]',0.158,0.138,0.089,71.093,-0.278,-0.267
'[19:41:47.606 19/11/1995]',0.152,0.215,0.046,71.093,-0.278,-0.267
'[19:41:47.608 19/11/1995]',0.121,0.322,0.046,70.891,-0.276,-0.259
'[19:41:47.610 19/11/1995]',0.091,0.430,-0.040,70.891,-0.276,-0.259
'[19:41:47.612 19/11/1995]',0.033,0.567,-0.214,70.891,-0.276,-0.259
'[19:41:47.614 19/11/1995]',-0.025,0.704,-0.389,70.891,-0.276,-0.259
'[19:41:47.616 19/11/1995]',-0.103,0.850,-0.563,70.790,-0.275,-0.251
'[19:41:47.618 19/11/1995]',-0.180,0.995,-0.736,70.790,-0.275,-0.251
'[19:41:47.620 19/11/1995]',-0.260,1.113,-0.823,70.790,-0.275,-0.251
'[19:41:47.622 19/11/1995]',-0.339,1.231,-0.911,70.790,-0.275,-0.251
'[19:41:47.624 19/11/1995]',-0.405,1.278,-0.911,70.588,-0.274,-0.243
'[19:41:47.626 19/11/1995]',-0.470,1.326,-0.911,70.588,-0.274,-0.243
'[19:41:47.628 19/11/1995]',-0.514,1.279,-0.867,70.588,-0.274,-0.243
'[19:41:47.630 19/11/1995]',-0.558,1.232,-0.823,70.588,-0.274,-0.243
'[19:41:47.632 19/11/1995]',-0.584,1.097,-0.780,70.488,-0.274,-0.236
'[19:41:47.634 19/11/1995]',-0.611,0.962,-0.736,70.488,-0.274,-0.236
'[19:41:47.636 19/11/1995]',-0.627,0.779,-0.736,70.488,-0.274,-0.236
'[19:41:47.638 19/11/1995]',-0.644,0.596,-0.692,70.488,-0.274,-0.236
'[19:41:47.640 19/11/1995]',-0.646,0.418,-0.649,70.336,-0.273,-0.230
'[19:41:47.642 19/11/1995]',-0.648,0.241,-0.607,70.336,-0.273,-0.230
'[19:41:47.644 19/11/1995]',-0.629,0.112,-0.520,70.336,-0.273,-0.230
'[19:41:47.646 19/11/1995]',-0.610,-0.017,-0.433,70.336,-0.273,-0.230
'[19:41:47.648 19/11/1995]',-0.568,-0.086,-0.345,70.135,-0.271,-0.224
'[19:41:47.650 19/11/1995]',-0.525,-0.155,-0.302,70.135,-0.271,-0.224
'[19:41:47.652 19/11/1995]',-0.466,-0.177,-0.258,70.135,-0.271,-0.224
'[19:41:47.654 19/11/1995]',-0.407,-0.200,-0.214,70.135,-0.271,-0.224
'[19:41:47.656 19/11/1995]',-0.344,-0.197,-0.171,69.832,-0.271,-0.216
'[19:41:47.658 19/11/1995]',-0.281,-0.194,-0.083,69.832,-0.271,-0.216
'[19:41:47.660 19/11/1995]',-0.224,-0.184,-0.040,69.832,-0.271,-0.216
'[19:41:47.662 19/11/1995]',-0.168,-0.174,0.004,69.832,-0.271,-0.216
'[19:41:47.664 19/11/1995]',-0.127,-0.163,0.004,69.580,-0.268,-0.209
'[19:41:47.666 19/11/1995]',-0.085,-0.153,0.004,69.580,-0.268,-0.209
'[19:41:47.668 19/11/1995]',-0.057,-0.144,0.004,69.580,-0.268,-0.209
'[19:41:47.670 19/11/1995]',-0.029,-0.134,0.004,69.580,-0.268,-0.209
'[19:41:47.672 19/11/1995]',-0.012,-0.128,0.004,69.328,-0.268,-0.202
'[19:41:47.674 19/11/1995]',0.005,-0.121,0.004,69.328,-0.268,-0.202
'[19:41:47.676 19/11/1995]',0.013,-0.118,0.046,69.328,-0.268,-0.202
'[19:41:47.678 19/11/1995]',0.021,-0.114,0.046,69.328,-0.268,-0.202
'[19:41:47.680 19/11/1995]',0.024,-0.111,0.046,69.076,-0.268,-0.194
'[19:41:47.682 19/11/1995]',0.026,-0.108,0.046,69.076,-0.268,-0.194
'[19:41:47.684 19/11/1995]',0.026,-0.105,0.046,69.076,-0.268,-0.194
'[19:41:47.686 19/11/1995]',0.025,-0.101,0.004,69.076,-0.268,-0.194
'[19:41:47.688 19/11/1995]',0.024,-0.099,0.004,68.824,-0.267,-0.187
'[19:41:47.690 19/11/1995]',0.023,-0.097,0.004,68.824,-0.267,-0.187
'[19:41:47.692 19/11/1995]',0.022,-0.096,0.004,68.824,-0.267,-0.187
'[19:41:47.694 19/11/1995]',0.021,-0.095,0.046,68.824,-0.267,-0.187
'[19:41:47.696 19/11/1995]',0.024,-0.097,0.046,68.622,-0.266,-0.180
'[19:41:47.698 19/11/1995]',0.026,-0.099,0.046,68.622,-0.266,-0.180
'[19:41:47.700 19/11/1995]',0.028,-0.106,0.046,68.622,-0.266,-0.180
'[19:41:47.702 19/11/1995]',0.030,-0.112,0.046,68.622,-0.266,-0.180
'[19:41:47.704 19/11/1995]',0.031,-0.119,0.004,68.420,-0.265,-0.174
'[19:41:47.706 19/11/1995]',0.032,-0.125,0.004,68.420,-0.265,-0.174
'[19:41:47.708 19/11/1995]',0.033,-0.128,0.004,68.420,-0.265,-0.174
'[19:41:47.710 19/11/1995]',0.035,-0.131,0.046,68.420,-0.265,-0.174
'[19:41:47.712 19/11/1995]',0.037,-0.131,0.046,68.168,-0.264,-0.168
'[19:41:47.714 19/11/1995]',0.039,-0.131,0.046,68.168,-0.264,-0.168
'[19:41:47.716 19/11/1995]',0.041,-0.130,0.046,68.168,-0.264,-0.168
'[19:41:47.718 19/11/1995]',0.042,-0.129,0.046,68.168,-0.264,-0.168
'[19:41:47.720 19/11/1995]',0.040,-0.125,0.046,67.967,-0.264,-0.163
'[19:41:47.722 19/11/1995]',0.038,-0.121,0.004,67.967,-0.264,-0.163
'[19:41:47.724 19/11/1995]',0.035,-0.115,0.004,67.967,-0.264,-0.163
'[19:41:47.726 19/11/1995]',0.032,-0.108,0.004,67.967,-0.264,-0.163
'[19:41:47.728 19/11/1995]',0.029,-0.100,0.046,67.664,-0.263,-0.159
'[19:41:47.730 19/11/1995]',0.026,-0.092,0.046,67.664,-0.263,-0.159
'[19:41:47.732 19/11/1995]',0.024,-0.083,0.046,67.664,-0.263,-0.159
'[19:41:47.734 19/11/1995]',0.021,-0.075,0.046,67.664,-0.263,-0.159
'[19:41:47.736 19/11/1995]',0.021,-0.071,0.046,67.311,-0.261,-0.155
'[19:41:47.738 19/11/1995]',0.021,-0.067,0.046,67.311,-0.261,-0.155
'[19:41:47.740 19/11/1995]',0.024,-0.067,0.004,67.311,-0.261,-0.155
'[19:41:47.742 19/11/1995]',0.027,-0.067,0.046,67.311,-0.261,-0.155
'[19:41:47.744 19/11/1995]',0.032,-0.068,0.046,66.958,-0.261,-0.152
'[19:41:47.746 19/11/1995]',0.036,-0.069,0.046,66.958,-0.261,-0.152
'[19:41:47.748 19/11/1995]',0.041,-0.069,0.046,66.958,-0.261,-0.152
'[19:41:47.750 19/11/1995]',0.045,-0.069,0.046,66.958,-0.261,-0.152
'[19:41:47.752 19/11/1995]',0.050,-0.069,0.046,66.555,-0.260,-0.147
'[19:41:47.754 19/11/1995]',0.054,-0.069,0.046,66.555,-0.260,-0.147
'[19:41:47.756 19/11/1995]',0.058,-0.069,0.046,66.555,-0.260,-0.147
'[19:41:47.758 19/11/1995]',0.062,-0.069,0.046,66.555,-0.260,-0.147
'[19:41:47.760 19/11/1995]',0.064,-0.070,0.046,66.252,-0.259,-0.142
'[19:41:47.762 19/11/1995]',0.067,-0.071,0.046,66.252,-0.259,-0.142
'[19:41:47.764 19/11/1995]',0.069,-0.073,0.089,66.252,-0.259,-0.142
'[19:41:47.766 19/11/1995]',0.070,-0.075,0.089,66.252,-0.259,-0.142
'[19:41:47.768 19/11/1995]',0.072,-0.075,0.046,66.000,-0.257,-0.137
'[19:41:47.770 19/11/1995]',0.074,-0.075,0.046,66.000,-0.257,-0.137
'[19:41:47.772 19/11/1995]',0.074,-0.072,0.004,66.000,-0.257,-0.137
'[19:41:47.774 19/11/1995]',0.074,-0.069,0.004,66.000,-0.257,-0.137
'[19:41:47.776 19/11/1995]',0.073,-0.067,0.046,66.101,-0.256,-0.132
'[19:41:47.778 19/11/1995]',0.073,-0.065,0.046,66.101,-0.256,-0.132
'[19:41:47.780 19/11/1995]',0.070,-0.063,0.089,66.101,-0.256,-0.132
'[19:41:47.782 19/11/1995]',0.068,-0.062,0.089,66.101,-0.256,-0.132
'[19:41:47.784 19/11/1995]',0.064,-0.059,0.046,66.756,-0.253,-0.126
'[19:41:47.786 19/11/1995]',0.060,-0.056,0.046,66.756,-0.253,-0.126
'[19:41:47.788 19/11/1995]',0.055,-0.054,0.004,66.756,-0.253,-0.126
'[19:41:47.790 19/11/1995]',0.050,-0.052,0.004,66.756,-0.253,-0.126
'[19:41:47.792 19/11/1995]',0.047,-0.052,0.004,68.269,-0.251,-0.120
'[19:41:47.794 19/11/1995]',0.043,-0.052,0.046,68.269,-0.251,-0.120
'[19:41:47.796 19/11/1995]',0.042,-0.053,0.046,68.269,-0.251,-0.120
'[19:41:47.798 19/11/1995]',0.042,-0.054,0.046,68.269,-0.251,-0.120
'[19:41:47.800 19/11/1995]',0.042,-0.055,0.046,70.891,-0.248,-0.116
'[19:41:47.802 19/11/1995]',0.043,-0.056,0.046,70.891,-0.248,-0.116
'[19:41:47.804 19/11/1995]',0.043,-0.055,0.004,70.891,-0.248,-0.116
'[19:41:47.806 19/11/1995]',0.043,-0.054,0.004,70.891,-0.248,-0.116
'[19:41:47.808 19/11/1995]',0.044,-0.050,0.004,74.672,-0.246,-0.110
'[19:41:47.810 19/11/1995]',0.044,-0.047,0.046,74.672,-0.246,-0.110
'[19:41:47.812 19/11/1995]',0.045,-0.040,0.046,74.672,-0.246,-0.110
'[19:41:47.814 19/11/1995]',0.047,-0.034,0.046,74.672,-0.246,-0.110
'[19:41:47.816 19/11/1995]',0.046,-0.030,0.046,79.462,-0.240,-0.104
'[19:41:47.818 19/11/1995]',0.045,-0.026,0.046,79.462,-0.240,-0.104
'[19:41:47.820 19/11/1995]',0.047,-0.026,0.004,79.462,-0.240,-0.104
'[19:41:47.822 19/11/1995]',0.048,-0.026,0.004,79.462,-0.240,-0.104
'[19:41:47.824 19/11/1995]',0.051,-0.026,0.046,84.908,-0.235,-0.098
'[19:41:47.826 19/11/1995]',0.054,-0.026,0.046,84.908,-0.235,-0.098
'[19:41:47.828 19/11/1995]',0.059,-0.024,0.046,84.908,-0.235,-0.098
'[19:41:47.830 19/11/1995]',0.063,-0.022,0.089,84.908,-0.235,-0.098
'[19:41:47.832 19/11/1995]',0.068,-0.021,0.089,90.807,-0.227,-0.091
'[19:41:47.834 19/11/1995]',0.073,-0.019,0.089,90.807,-0.227,-0.091
'[19:41:47.836 19/11/1995]',0.079,-0.017,0.046,90.807,-0.227,-0.091
'[19:41:47.838 19/11/1995]',0.085,-0.015,0.046,90.807,-0.227,-0.091
'[19:41:47.840 19/11/1995]',0.090,-0.014,0.046,96.908,-0.215,-0.085
'[19:41:47.842 19/11/1995]',0.094,-0.013,0.046,96.908,-0.215,-0.085
'[19:41:47.844 19/11/1995]',0.096,-0.013,0.089,96.908,-0.215,-0.085
'[19:41:47.846 19/11/1995]',0.097,-0.013,0.089,96.908,-0.215,-0.085
'[19:41:47.848 19/11/1995]',0.094,-0.013,0.089,103.009,-0.203,-0.076
'[19:41:47.850 19/11/1995]',0.091,-0.013,0.046,103.009,-0.203,-0.076
'[19:41:47.852 19/11/1995]',0.085,-0.008,0.046,103.009,-0.203,-0.076
'[19:41:47.854 19/11/1995]',0.079,-0.004,0.004,103.009,-0.203,-0.076
'[19:41:47.856 19/11/1995]',0.074,0.005,0.004,108.857,-0.183,-0.068
'[19:41:47.858 19/11/1995]',0.069,0.013,0.004,108.857,-0.183,-0.068
'[19:41:47.860 19/11/1995]',0.067,0.021,0.046,108.857,-0.183,-0.068
'[19:41:47.862 19/11/1995]',0.064,0.028,0.046,108.857,-0.183,-0.068
'[19:41:47.864 19/11/1995]',0.066,0.032,0.046,114.051,-0.163,-0.058
'[19:41:47.866 19/11/1995]',0.067,0.035,0.046,114.051,-0.163,-0.058
'[19:41:47.868 19/11/1995]',0.072,0.035,0.046,114.051,-0.163,-0.058
'[19:41:47.870 19/11/1995]',0.078,0.034,0.046,114.051,-0.163,-0.058
'[19:41:47.872 19/11/1995]',0.085,0.031,0.046,118.286,-0.137,-0.048
