'Time and date','II','aVR','V','ABP','PAP','PLETH','RESP'
'[14:07:54.810 26/10/1995]',-0.068,0.021,0.093,58.045,27.275,-0.439,0.050
'[14:07:54.812 26/10/1995]',-0.066,0.028,0.093,58.045,27.275,-0.439,0.050
'[14:07:54.814 26/10/1995]',-0.063,0.042,0.083,58.045,27.275,-0.439,0.050
'[14:07:54.816 26/10/1995]',-0.061,0.063,0.074,57.820,27.575,-0.452,0.045
'[14:07:54.818 26/10/1995]',-0.059,0.063,0.074,57.820,27.575,-0.452,0.045
'[14:07:54.820 26/10/1995]',-0.057,0.049,0.083,57.820,27.575,-0.452,0.045
'[14:07:54.822 26/10/1995]',-0.056,0.035,0.093,57.820,27.575,-0.452,0.045
'[14:07:54.824 26/10/1995]',-0.054,0.021,0.083,57.519,28.150,-0.459,0.041
'[14:07:54.826 26/10/1995]',-0.052,0.014,0.083,57.519,28.150,-0.459,0.041
'[14:07:54.828 26/10/1995]',-0.051,0.021,0.083,57.519,28.150,-0.459,0.041
'[14:07:54.830 26/10/1995]',-0.049,0.035,0.074,57.519,28.150,-0.459,0.041
'[14:07:54.832 26/10/1995]',-0.048,0.042,0.065,57.293,29.225,-0.465,0.036
'[14:07:54.834 26/10/1995]',-0.046,0.049,0.065,57.293,29.225,-0.465,0.036
'[14:07:54.836 26/10/1995]',-0.044,0.042,0.074,57.293,29.225,-0.465,0.036
'[14:07:54.838 26/10/1995]',-0.043,0.035,0.074,57.293,29.225,-0.465,0.036
'[14:07:54.840 26/10/1995]',-0.041,0.021,0.074,57.068,30.800,-0.474,0.031
'[14:07:54.842 26/10/1995]',-0.039,0.007,0.074,57.068,30.800,-0.474,0.031
'[14:07:54.844 26/10/1995]',-0.037,0.007,0.065,57.068,30.800,-0.474,0.031
'[14:07:54.846 26/10/1995]',-0.034,0.021,0.065,57.068,30.800,-0.474,0.031
'[14:07:54.848 26/10/1995]',-0.031,0.035,0.065,56.767,32.625,-0.484,0.025
'[14:07:54.850 26/10/1995]',-0.029,0.035,0.056,56.767,32.625,-0.484,0.025
'[14:07:54.852 26/10/1995]',-0.026,0.042,0.065,56.767,32.625,-0.484,0.025
'[14:07:54.854 26/10/1995]',-0.023,0.028,0.065,56.767,32.625,-0.484,0.025
'[14:07:54.856 26/10/1995]',-0.020,0.014,0.065,56.541,34.675,-0.490,0.020
'[14:07:54.858 26/10/1995]',-0.018,0.001,0.065,56.541,34.675,-0.490,0.020
'[14:07:54.860 26/10/1995]',-0.016,-0.006,0.056,56.541,34.675,-0.490,0.020
'[14:07:54.862 26/10/1995]',-0.014,0.007,0.056,56.541,34.675,-0.490,0.020
'[14:07:54.864 26/10/1995]',-0.012,0.014,0.046,56.316,36.775,-0.494,0.015
'[14:07:54.866 26/10/1995]',-0.010,0.021,0.046,56.316,36.775,-0.494,0.015
'[14:07:54.868 26/10/1995]',-0.007,0.035,0.046,56.316,36.775,-0.494,0.015
'[14:07:54.870 26/10/1995]',-0.005,0.014,0.046,56.316,36.775,-0.494,0.015
'[14:07:54.872 26/10/1995]',-0.002,0.007,0.046,56.241,38.700,-0.503,0.011
'[14:07:54.874 26/10/1995]',0.001,-0.013,0.046,56.241,38.700,-0.503,0.011
'[14:07:54.876 26/10/1995]',0.004,-0.020,0.046,56.241,38.700,-0.503,0.011
'[14:07:54.878 26/10/1995]',0.008,-0.013,0.028,56.241,38.700,-0.503,0.011
'[14:07:54.880 26/10/1995]',0.011,0.001,0.028,56.241,40.525,-0.510,0.006
'[14:07:54.882 26/10/1995]',0.015,0.007,0.019,56.241,40.525,-0.510,0.006
'[14:07:54.884 26/10/1995]',0.019,0.014,0.019,56.241,40.525,-0.510,0.006
'[14:07:54.886 26/10/1995]',0.023,0.007,0.019,56.241,40.525,-0.510,0.006
'[14:07:54.888 26/10/1995]',0.027,-0.006,0.019,56.767,42.225,-0.513,0.002
'[14:07:54.890 26/10/1995]',0.032,-0.020,0.019,56.767,42.225,-0.513,0.002
'[14:07:54.892 26/10/1995]',0.037,-0.034,0.010,56.767,42.225,-0.513,0.002
'[14:07:54.894 26/10/1995]',0.042,-0.034,0.010,56.767,42.225,-0.513,0.002
'[14:07:54.896 26/10/1995]',0.047,-0.027,0.001,58.045,44.050,-0.523,-0.002
'[14:07:54.898 26/10/1995]',0.053,-0.013,0.001,58.045,44.050,-0.523,-0.002
'[14:07:54.900 26/10/1995]',0.059,-0.006,0.001,58.045,44.050,-0.523,-0.002
'[14:07:54.902 26/10/1995]',0.064,-0.013,0.001,58.045,44.050,-0.523,-0.002
'[14:07:54.904 26/10/1995]',0.070,-0.027,0.001,60.376,45.925,-0.523,-0.005
'[14:07:54.906 26/10/1995]',0.075,-0.041,0.001,60.376,45.925,-0.523,-0.005
'[14:07:54.908 26/10/1995]',0.080,-0.062,-0.008,60.376,45.925,-0.523,-0.005
'[14:07:54.910 26/10/1995]',0.085,-0.069,-0.008,60.376,45.925,-0.523,-0.005
'[14:07:54.912 26/10/1995]',0.091,-0.062,-0.018,63.985,47.900,-0.523,-0.009
'[14:07:54.914 26/10/1995]',0.096,-0.048,-0.036,63.985,47.900,-0.523,-0.009
'[14:07:54.916 26/10/1995]',0.100,-0.041,-0.036,63.985,47.900,-0.523,-0.009
'[14:07:54.918 26/10/1995]',0.105,-0.034,-0.036,63.985,47.900,-0.523,-0.009
'[14:07:54.920 26/10/1995]',0.109,-0.041,-0.036,68.346,49.725,-0.523,-0.012
'[14:07:54.922 26/10/1995]',0.112,-0.062,-0.027,68.346,49.725,-0.523,-0.012
'[14:07:54.924 26/10/1995]',0.115,-0.083,-0.036,68.346,49.725,-0.523,-0.012
'[14:07:54.926 26/10/1995]',0.118,-0.089,-0.036,68.346,49.725,-0.523,-0.012
'[14:07:54.928 26/10/1995]',0.120,-0.089,-0.045,72.932,51.300,-0.516,-0.015
'[14:07:54.930 26/10/1995]',0.121,-0.076,-0.054,72.932,51.300,-0.516,-0.015
'[14:07:54.932 26/10/1995]',0.121,-0.062,-0.054,72.932,51.300,-0.516,-0.015
'[14:07:54.934 26/10/1995]',0.121,-0.048,-0.054,72.932,51.300,-0.516,-0.015
'[14:07:54.936 26/10/1995]',0.120,-0.048,-0.045,77.218,52.600,-0.507,-0.019
'[14:07:54.938 26/10/1995]',0.119,-0.069,-0.045,77.218,52.600,-0.507,-0.019
'[14:07:54.940 26/10/1995]',0.118,-0.083,-0.036,77.218,52.600,-0.507,-0.019
'[14:07:54.942 26/10/1995]',0.117,-0.096,-0.045,77.218,52.600,-0.507,-0.019
'[14:07:54.944 26/10/1995]',0.116,-0.089,-0.045,81.053,53.525,-0.490,-0.024
'[14:07:54.946 26/10/1995]',0.114,-0.083,-0.054,81.053,53.525,-0.490,-0.024
'[14:07:54.948 26/10/1995]',0.112,-0.062,-0.054,81.053,53.525,-0.490,-0.024
'[14:07:54.950 26/10/1995]',0.110,-0.041,-0.054,81.053,53.525,-0.490,-0.024
'[14:07:54.952 26/10/1995]',0.107,-0.048,-0.054,84.586,54.225,-0.462,-0.029
'[14:07:54.954 26/10/1995]',0.104,-0.062,-0.045,84.586,54.225,-0.462,-0.029
'[14:07:54.956 26/10/1995]',0.100,-0.069,-0.045,84.586,54.225,-0.462,-0.029
'[14:07:54.958 26/10/1995]',0.096,-0.083,-0.036,84.586,54.225,-0.462,-0.029
'[14:07:54.960 26/10/1995]',0.091,-0.083,-0.036,87.895,54.775,-0.432,-0.032
'[14:07:54.962 26/10/1995]',0.086,-0.069,-0.045,87.895,54.775,-0.432,-0.032
'[14:07:54.964 26/10/1995]',0.081,-0.041,-0.045,87.895,54.775,-0.432,-0.032
'[14:07:54.966 26/10/1995]',0.076,-0.027,-0.045,87.895,54.775,-0.432,-0.032
'[14:07:54.968 26/10/1995]',0.071,-0.020,-0.036,90.752,55.125,-0.381,-0.035
'[14:07:54.970 26/10/1995]',0.067,-0.034,-0.027,90.752,55.125,-0.381,-0.035
'[14:07:54.972 26/10/1995]',0.062,-0.041,-0.018,90.752,55.125,-0.381,-0.035
'[14:07:54.974 26/10/1995]',0.057,-0.062,-0.027,90.752,55.125,-0.381,-0.035
'[14:07:54.976 26/10/1995]',0.053,-0.062,-0.018,93.083,55.300,-0.326,-0.037
'[14:07:54.978 26/10/1995]',0.049,-0.048,-0.018,93.083,55.300,-0.326,-0.037
'[14:07:54.980 26/10/1995]',0.045,-0.027,-0.018,93.083,55.300,-0.326,-0.037
'[14:07:54.982 26/10/1995]',0.040,-0.013,-0.018,93.083,55.300,-0.326,-0.037
'[14:07:54.984 26/10/1995]',0.037,0.001,-0.008,94.887,55.300,-0.265,-0.040
'[14:07:54.986 26/10/1995]',0.033,-0.006,0.001,94.887,55.300,-0.265,-0.040
'[14:07:54.988 26/10/1995]',0.029,-0.013,0.001,94.887,55.300,-0.265,-0.040
'[14:07:54.990 26/10/1995]',0.025,-0.027,0.001,94.887,55.300,-0.265,-0.040
'[14:07:54.992 26/10/1995]',0.022,-0.027,0.001,96.241,55.050,-0.191,-0.043
'[14:07:54.994 26/10/1995]',0.018,-0.027,0.001,96.241,55.050,-0.191,-0.043
'[14:07:54.996 26/10/1995]',0.014,-0.006,0.001,96.241,55.050,-0.191,-0.043
'[14:07:54.998 26/10/1995]',0.011,0.007,0.001,96.241,55.050,-0.191,-0.043
'[14:07:55.000 26/10/1995]',0.007,0.021,0.001,97.143,54.650,-0.113,-0.045
'[14:07:55.002 26/10/1995]',0.003,0.021,0.001,97.143,54.650,-0.113,-0.045
'[14:07:55.004 26/10/1995]',-0.000,0.014,0.010,97.143,54.650,-0.113,-0.045
'[14:07:55.006 26/10/1995]',-0.004,0.001,0.019,97.143,54.650,-0.113,-0.045
'[14:07:55.008 26/10/1995]',-0.006,-0.013,0.019,97.744,54.125,-0.033,-0.048
'[14:07:55.010 26/10/1995]',-0.008,-0.006,0.019,97.744,54.125,-0.033,-0.048
'[14:07:55.012 26/10/1995]',-0.010,0.007,0.019,97.744,54.125,-0.033,-0.048
'[14:07:55.014 26/10/1995]',-0.011,0.021,0.019,97.744,54.125,-0.033,-0.048
'[14:07:55.016 26/10/1995]',-0.013,0.028,0.019,98.045,53.475,0.051,-0.050
'[14:07:55.018 26/10/1995]',-0.014,0.035,0.019,98.045,53.475,0.051,-0.050
'[14:07:55.020 26/10/1995]',-0.016,0.028,0.028,98.045,53.475,0.051,-0.050
'[14:07:55.022 26/10/1995]',-0.018,0.007,0.037,98.045,53.475,0.051,-0.050
'[14:07:55.024 26/10/1995]',-0.020,-0.006,0.037,98.045,52.700,0.136,-0.051
'[14:07:55.026 26/10/1995]',-0.021,-0.006,0.037,98.045,52.700,0.136,-0.051
'[14:07:55.028 26/10/1995]',-0.022,0.007,0.037,98.045,52.700,0.136,-0.051
'[14:07:55.030 26/10/1995]',-0.023,0.021,0.028,98.045,52.700,0.136,-0.051
'[14:07:55.032 26/10/1995]',-0.023,0.042,0.037,97.744,51.825,0.213,-0.052
'[14:07:55.034 26/10/1995]',-0.024,0.042,0.028,97.744,51.825,0.213,-0.052
'[14:07:55.036 26/10/1995]',-0.025,0.042,0.037,97.744,51.825,0.213,-0.052
'[14:07:55.038 26/10/1995]',-0.026,0.028,0.037,97.744,51.825,0.213,-0.052
'[14:07:55.040 26/10/1995]',-0.027,0.014,0.046,97.293,50.775,0.287,-0.053
'[14:07:55.042 26/10/1995]',-0.028,0.007,0.046,97.293,50.775,0.287,-0.053
'[14:07:55.044 26/10/1995]',-0.028,0.007,0.046,97.293,50.775,0.287,-0.053
'[14:07:55.046 26/10/1995]',-0.029,0.021,0.037,97.293,50.775,0.287,-0.053
'[14:07:55.048 26/10/1995]',-0.029,0.035,0.037,96.541,49.375,0.354,-0.053
'[14:07:55.050 26/10/1995]',-0.029,0.049,0.037,96.541,49.375,0.354,-0.053
'[14:07:55.052 26/10/1995]',-0.029,0.042,0.046,96.541,49.375,0.354,-0.053
'[14:07:55.054 26/10/1995]',-0.028,0.035,0.046,96.541,49.375,0.354,-0.053
'[14:07:55.056 26/10/1995]',-0.027,0.021,0.046,95.714,47.550,0.413,-0.054
'[14:07:55.058 26/10/1995]',-0.026,0.007,0.046,95.714,47.550,0.413,-0.054
'[14:07:55.060 26/10/1995]',-0.024,0.007,0.056,95.714,47.550,0.413,-0.054
'[14:07:55.062 26/10/1995]',-0.023,0.014,0.046,95.714,47.550,0.413,-0.054
'[14:07:55.064 26/10/1995]',-0.022,0.028,0.037,94.511,45.575,0.461,-0.056
'[14:07:55.066 26/10/1995]',-0.022,0.049,0.037,94.511,45.575,0.461,-0.056
'[14:07:55.068 26/10/1995]',-0.021,0.042,0.037,94.511,45.575,0.461,-0.056
'[14:07:55.070 26/10/1995]',-0.021,0.035,0.046,94.511,45.575,0.461,-0.056
'[14:07:55.072 26/10/1995]',-0.020,0.021,0.046,93.083,43.525,0.506,-0.057
'[14:07:55.074 26/10/1995]',-0.019,0.007,0.046,93.083,43.525,0.506,-0.057
'[14:07:55.076 26/10/1995]',-0.018,0.007,0.046,93.083,43.525,0.506,-0.057
'[14:07:55.078 26/10/1995]',-0.018,0.007,0.037,93.083,43.525,0.506,-0.057
'[14:07:55.080 26/10/1995]',-0.017,0.021,0.028,91.429,41.650,0.516,-0.059
'[14:07:55.082 26/10/1995]',-0.017,0.028,0.028,91.429,41.650,0.516,-0.059
'[14:07:55.084 26/10/1995]',-0.017,0.042,0.028,91.429,41.650,0.516,-0.059
'[14:07:55.086 26/10/1995]',-0.017,0.042,0.037,91.429,41.650,0.516,-0.059
'[14:07:55.088 26/10/1995]',-0.016,0.028,0.037,89.549,39.825,0.539,-0.061
'[14:07:55.090 26/10/1995]',-0.015,0.007,0.046,89.549,39.825,0.539,-0.061
'[14:07:55.092 26/10/1995]',-0.013,0.001,0.037,89.549,39.825,0.539,-0.061
'[14:07:55.094 26/10/1995]',-0.011,0.001,0.037,89.549,39.825,0.539,-0.061
'[14:07:55.096 26/10/1995]',-0.010,0.014,0.028,87.444,37.775,0.561,-0.065
'[14:07:55.098 26/10/1995]',-0.009,0.021,0.028,87.444,37.775,0.561,-0.065
'[14:07:55.100 26/10/1995]',-0.008,0.028,0.028,87.444,37.775,0.561,-0.065
'[14:07:55.102 26/10/1995]',-0.007,0.028,0.028,87.444,37.775,0.561,-0.065
'[14:07:55.104 26/10/1995]',-0.006,0.021,0.037,85.338,35.725,0.571,-0.068
'[14:07:55.106 26/10/1995]',-0.006,0.001,0.037,85.338,35.725,0.571,-0.068
'[14:07:55.108 26/10/1995]',-0.005,-0.006,0.037,85.338,35.725,0.571,-0.068
'[14:07:55.110 26/10/1995]',-0.005,-0.006,0.037,85.338,35.725,0.571,-0.068
'[14:07:55.112 26/10/1995]',-0.004,0.001,0.028,83.233,34.075,0.571,-0.072
'[14:07:55.114 26/10/1995]',-0.004,0.014,0.019,83.233,34.075,0.571,-0.072
'[14:07:55.116 26/10/1995]',-0.004,0.028,0.019,83.233,34.075,0.571,-0.072
'[14:07:55.118 26/10/1995]',-0.004,0.028,0.019,83.233,34.075,0.571,-0.072
'[14:07:55.120 26/10/1995]',-0.003,0.021,0.028,81.203,33.150,0.568,-0.076
'[14:07:55.122 26/10/1995]',-0.003,0.007,0.028,81.203,33.150,0.568,-0.076
'[14:07:55.124 26/10/1995]',-0.002,-0.006,0.037,81.203,33.150,0.568,-0.076
'[14:07:55.126 26/10/1995]',-0.002,-0.013,0.028,81.203,33.150,0.568,-0.076
'[14:07:55.128 26/10/1995]',-0.001,-0.013,0.028,79.323,33.025,0.555,-0.081
'[14:07:55.130 26/10/1995]',-0.001,0.007,0.019,79.323,33.025,0.555,-0.081
'[14:07:55.132 26/10/1995]',-0.000,0.021,0.010,79.323,33.025,0.555,-0.081
'[14:07:55.134 26/10/1995]',0.000,0.028,0.010,79.323,33.025,0.555,-0.081
'[14:07:55.136 26/10/1995]',0.000,0.021,0.019,77.744,33.325,0.532,-0.086
'[14:07:55.138 26/10/1995]',0.000,0.007,0.028,77.744,33.325,0.532,-0.086
'[14:07:55.140 26/10/1995]',0.000,0.001,0.028,77.744,33.325,0.532,-0.086
'[14:07:55.142 26/10/1995]',0.000,-0.013,0.028,77.744,33.325,0.532,-0.086
'[14:07:55.144 26/10/1995]',-0.000,-0.006,0.019,76.165,33.725,0.510,-0.091
'[14:07:55.146 26/10/1995]',-0.001,0.001,0.019,76.165,33.725,0.510,-0.091
'[14:07:55.148 26/10/1995]',-0.001,0.014,0.010,76.165,33.725,0.510,-0.091
'[14:07:55.150 26/10/1995]',-0.002,0.028,0.010,76.165,33.725,0.510,-0.091
'[14:07:55.152 26/10/1995]',-0.004,0.028,0.019,74.887,34.075,0.481,-0.097
'[14:07:55.154 26/10/1995]',-0.005,0.014,0.028,74.887,34.075,0.481,-0.097
'[14:07:55.156 26/10/1995]',-0.005,0.001,0.028,74.887,34.075,0.481,-0.097
'[14:07:55.158 26/10/1995]',-0.006,-0.006,0.028,74.887,34.075,0.481,-0.097
'[14:07:55.160 26/10/1995]',-0.006,-0.006,0.028,73.835,34.375,0.449,-0.103
'[14:07:55.162 26/10/1995]',-0.005,0.001,0.019,73.835,34.375,0.449,-0.103
'[14:07:55.164 26/10/1995]',-0.006,0.007,0.010,73.835,34.375,0.449,-0.103
'[14:07:55.166 26/10/1995]',-0.006,0.021,0.019,73.835,34.375,0.449,-0.103
'[14:07:55.168 26/10/1995]',-0.006,0.028,0.019,72.932,34.375,0.413,-0.110
'[14:07:55.170 26/10/1995]',-0.007,0.021,0.019,72.932,34.375,0.413,-0.110
'[14:07:55.172 26/10/1995]',-0.008,0.007,0.028,72.932,34.375,0.413,-0.110
'[14:07:55.174 26/10/1995]',-0.009,0.001,0.037,72.932,34.375,0.413,-0.110
'[14:07:55.176 26/10/1995]',-0.009,-0.006,0.028,72.105,34.075,0.371,-0.116
'[14:07:55.178 26/10/1995]',-0.009,0.001,0.028,72.105,34.075,0.371,-0.116
'[14:07:55.180 26/10/1995]',-0.010,0.007,0.019,72.105,34.075,0.371,-0.116
'[14:07:55.182 26/10/1995]',-0.011,0.021,0.019,72.105,34.075,0.371,-0.116
'[14:07:55.184 26/10/1995]',-0.011,0.028,0.019,71.429,33.550,0.333,-0.122
'[14:07:55.186 26/10/1995]',-0.012,0.028,0.028,71.429,33.550,0.333,-0.122
'[14:07:55.188 26/10/1995]',-0.013,0.014,0.037,71.429,33.550,0.333,-0.122
'[14:07:55.190 26/10/1995]',-0.013,0.007,0.037,71.429,33.550,0.333,-0.122
'[14:07:55.192 26/10/1995]',-0.014,0.001,0.028,70.827,32.900,0.293,-0.128
'[14:07:55.194 26/10/1995]',-0.015,0.001,0.028,70.827,32.900,0.293,-0.128
'[14:07:55.196 26/10/1995]',-0.016,0.014,0.019,70.827,32.900,0.293,-0.128
'[14:07:55.198 26/10/1995]',-0.016,0.028,0.019,70.827,32.900,0.293,-0.128
'[14:07:55.200 26/10/1995]',-0.017,0.035,0.019,70.301,32.150,0.248,-0.133
'[14:07:55.202 26/10/1995]',-0.018,0.035,0.028,70.301,32.150,0.248,-0.133
'[14:07:55.204 26/10/1995]',-0.018,0.028,0.028,70.301,32.150,0.248,-0.133
'[14:07:55.206 26/10/1995]',-0.019,0.014,0.037,70.301,32.150,0.248,-0.133
'[14:07:55.208 26/10/1995]',-0.020,0.001,0.037,69.850,31.375,0.210,-0.138
'[14:07:55.210 26/10/1995]',-0.020,-0.006,0.037,69.850,31.375,0.210,-0.138
'[14:07:55.212 26/10/1995]',-0.019,0.007,0.028,69.850,31.375,0.210,-0.138
'[14:07:55.214 26/10/1995]',-0.019,0.021,0.028,69.850,31.375,0.210,-0.138
'[14:07:55.216 26/10/1995]',-0.017,0.035,0.028,69.398,30.675,0.171,-0.144
'[14:07:55.218 26/10/1995]',-0.016,0.035,0.028,69.398,30.675,0.171,-0.144
'[14:07:55.220 26/10/1995]',-0.013,0.028,0.037,69.398,30.675,0.171,-0.144
'[14:07:55.222 26/10/1995]',-0.009,0.014,0.046,69.398,30.675,0.171,-0.144
'[14:07:55.224 26/10/1995]',-0.005,0.001,0.046,69.023,30.100,0.133,-0.150
'[14:07:55.226 26/10/1995]',-0.001,-0.006,0.046,69.023,30.100,0.133,-0.150
'[14:07:55.228 26/10/1995]',0.002,-0.006,0.046,69.023,30.100,0.133,-0.150
'[14:07:55.230 26/10/1995]',0.006,0.007,0.046,69.023,30.100,0.133,-0.150
'[14:07:55.232 26/10/1995]',0.008,0.021,0.046,68.571,29.625,0.090,-0.158
'[14:07:55.234 26/10/1995]',0.011,0.021,0.046,68.571,29.625,0.090,-0.158
'[14:07:55.236 26/10/1995]',0.012,0.014,0.056,68.571,29.625,0.090,-0.158
'[14:07:55.238 26/10/1995]',0.013,0.001,0.065,68.571,29.625,0.090,-0.158
'[14:07:55.240 26/10/1995]',0.015,-0.013,0.065,68.120,29.150,0.055,-0.165
'[14:07:55.242 26/10/1995]',0.016,-0.020,0.065,68.120,29.150,0.055,-0.165
'[14:07:55.244 26/10/1995]',0.018,-0.013,0.065,68.120,29.150,0.055,-0.165
'[14:07:55.246 26/10/1995]',0.020,-0.006,0.056,68.120,29.150,0.055,-0.165
'[14:07:55.248 26/10/1995]',0.024,0.007,0.056,67.744,28.800,0.019,-0.172
'[14:07:55.250 26/10/1995]',0.027,0.021,0.056,67.744,28.800,0.019,-0.172
'[14:07:55.252 26/10/1995]',0.031,0.014,0.056,67.744,28.800,0.019,-0.172
'[14:07:55.254 26/10/1995]',0.035,0.001,0.056,67.744,28.800,0.019,-0.172
'[14:07:55.256 26/10/1995]',0.039,-0.020,0.056,67.293,28.525,-0.016,-0.178
'[14:07:55.258 26/10/1995]',0.043,-0.027,0.046,67.293,28.525,-0.016,-0.178
'[14:07:55.260 26/10/1995]',0.047,-0.034,0.037,67.293,28.525,-0.016,-0.178
'[14:07:55.262 26/10/1995]',0.051,-0.034,0.028,67.293,28.525,-0.016,-0.178
'[14:07:55.264 26/10/1995]',0.053,-0.020,0.019,66.767,28.225,-0.045,-0.185
'[14:07:55.266 26/10/1995]',0.054,-0.013,0.010,66.767,28.225,-0.045,-0.185
'[14:07:55.268 26/10/1995]',0.054,-0.013,0.010,66.767,28.225,-0.045,-0.185
'[14:07:55.270 26/10/1995]',0.053,-0.020,0.010,66.767,28.225,-0.045,-0.185
'[14:07:55.272 26/10/1995]',0.050,-0.034,0.019,66.316,28.050,-0.071,-0.192
'[14:07:55.274 26/10/1995]',0.047,-0.048,0.010,66.316,28.050,-0.071,-0.192
'[14:07:55.276 26/10/1995]',0.042,-0.048,0.010,66.316,28.050,-0.071,-0.192
'[14:07:55.278 26/10/1995]',0.036,-0.041,0.001,66.316,28.050,-0.071,-0.192
'[14:07:55.280 26/10/1995]',0.031,-0.020,0.001,65.865,27.875,-0.103,-0.198
'[14:07:55.282 26/10/1995]',0.025,-0.013,0.001,65.865,27.875,-0.103,-0.198
'[14:07:55.284 26/10/1995]',0.020,-0.006,0.001,65.865,27.875,-0.103,-0.198
'[14:07:55.286 26/10/1995]',0.015,0.001,0.001,65.865,27.875,-0.103,-0.198
'[14:07:55.288 26/10/1995]',0.010,-0.006,0.001,65.414,27.700,-0.129,-0.204
'[14:07:55.290 26/10/1995]',0.005,-0.020,0.010,65.414,27.700,-0.129,-0.204
'[14:07:55.292 26/10/1995]',0.000,-0.027,0.010,65.414,27.700,-0.129,-0.204
'[14:07:55.294 26/10/1995]',-0.005,-0.020,0.001,65.414,27.700,-0.129,-0.204
'[14:07:55.296 26/10/1995]',-0.009,0.001,0.001,65.113,27.625,-0.158,-0.211
'[14:07:55.298 26/10/1995]',-0.013,0.014,0.001,65.113,27.625,-0.158,-0.211
'[14:07:55.300 26/10/1995]',-0.017,0.028,0.001,65.113,27.625,-0.158,-0.211
'[14:07:55.302 26/10/1995]',-0.020,0.028,0.010,65.113,27.625,-0.158,-0.211
'[14:07:55.304 26/10/1995]',-0.024,0.021,0.019,64.662,27.525,-0.177,-0.217
'[14:07:55.306 26/10/1995]',-0.028,0.007,0.019,64.662,27.525,-0.177,-0.217
'[14:07:55.308 26/10/1995]',-0.031,0.001,0.019,64.662,27.525,-0.177,-0.217
'[14:07:55.310 26/10/1995]',-0.035,0.001,0.019,64.662,27.525,-0.177,-0.217
'[14:07:55.312 26/10/1995]',-0.036,0.014,0.019,64.286,27.450,-0.203,-0.223
'[14:07:55.314 26/10/1995]',-0.037,0.035,0.010,64.286,27.450,-0.203,-0.223
'[14:07:55.316 26/10/1995]',-0.038,0.049,0.010,64.286,27.450,-0.203,-0.223
'[14:07:55.318 26/10/1995]',-0.039,0.049,0.019,64.286,27.450,-0.203,-0.223
'[14:07:55.320 26/10/1995]',-0.039,0.042,0.019,63.759,27.400,-0.223,-0.228
'[14:07:55.322 26/10/1995]',-0.039,0.028,0.028,63.759,27.400,-0.223,-0.228
'[14:07:55.324 26/10/1995]',-0.039,0.014,0.028,63.759,27.400,-0.223,-0.228
'[14:07:55.326 26/10/1995]',-0.039,0.007,0.028,63.759,27.400,-0.223,-0.228
'[14:07:55.328 26/10/1995]',-0.039,0.014,0.028,63.158,27.275,-0.248,-0.233
'[14:07:55.330 26/10/1995]',-0.039,0.021,0.010,63.158,27.275,-0.248,-0.233
'[14:07:55.332 26/10/1995]',-0.039,0.035,0.019,63.158,27.275,-0.248,-0.233
'[14:07:55.334 26/10/1995]',-0.039,0.042,0.019,63.158,27.275,-0.248,-0.233
'[14:07:55.336 26/10/1995]',-0.039,0.042,0.019,62.632,27.175,-0.265,-0.237
'[14:07:55.338 26/10/1995]',-0.039,0.028,0.028,62.632,27.175,-0.265,-0.237
'[14:07:55.340 26/10/1995]',-0.038,0.014,0.037,62.632,27.175,-0.265,-0.237
'[14:07:55.342 26/10/1995]',-0.038,0.007,0.028,62.632,27.175,-0.265,-0.237
'[14:07:55.344 26/10/1995]',-0.037,0.014,0.028,62.180,27.000,-0.287,-0.242
'[14:07:55.346 26/10/1995]',-0.037,0.028,0.028,62.180,27.000,-0.287,-0.242
'[14:07:55.348 26/10/1995]',-0.037,0.035,0.019,62.180,27.000,-0.287,-0.242
'[14:07:55.350 26/10/1995]',-0.036,0.049,0.019,62.180,27.000,-0.287,-0.242
'[14:07:55.352 26/10/1995]',-0.037,0.035,0.019,61.880,26.750,-0.303,-0.246
'[14:07:55.354 26/10/1995]',-0.037,0.028,0.028,61.880,26.750,-0.303,-0.246
'[14:07:55.356 26/10/1995]',-0.037,0.007,0.037,61.880,26.750,-0.303,-0.246
'[14:07:55.358 26/10/1995]',-0.038,0.001,0.028,61.880,26.750,-0.303,-0.246
'[14:07:55.360 26/10/1995]',-0.041,0.007,0.028,61.504,26.525,-0.320,-0.250
'[14:07:55.362 26/10/1995]',-0.044,0.014,0.019,61.504,26.525,-0.320,-0.250
'[14:07:55.364 26/10/1995]',-0.050,0.035,0.019,61.504,26.525,-0.320,-0.250
'[14:07:55.366 26/10/1995]',-0.056,0.042,0.019,61.504,26.525,-0.320,-0.250
'[14:07:55.368 26/10/1995]',-0.061,0.042,0.019,61.128,26.400,-0.342,-0.254
'[14:07:55.370 26/10/1995]',-0.067,0.042,0.037,61.128,26.400,-0.342,-0.254
'[14:07:55.372 26/10/1995]',-0.066,0.035,0.065,61.128,26.400,-0.342,-0.254
'[14:07:55.374 26/10/1995]',-0.065,0.035,0.074,61.128,26.400,-0.342,-0.254
'[14:07:55.376 26/10/1995]',-0.047,0.028,0.074,60.827,26.450,-0.355,-0.258
'[14:07:55.378 26/10/1995]',-0.029,0.042,0.065,60.827,26.450,-0.355,-0.258
'[14:07:55.380 26/10/1995]',0.012,0.063,0.065,60.827,26.450,-0.355,-0.258
'[14:07:55.382 26/10/1995]',0.053,0.070,0.056,60.827,26.450,-0.355,-0.258
