'Time and date','MCL1','I','V','ABP','PAP','PLETH','RESP'
'[10:56:21.160 10/11/1995]',0.119,-0.033,0.065,76.450,45.000,-0.601,-0.872
'[10:56:21.162 10/11/1995]',0.119,-0.033,0.065,76.450,45.000,-0.601,-0.872
'[10:56:21.164 10/11/1995]',0.119,-0.033,0.065,76.450,45.000,-0.601,-0.872
'[10:56:21.166 10/11/1995]',0.119,-0.033,0.065,76.450,45.000,-0.601,-0.872
'[10:56:21.168 10/11/1995]',0.119,-0.033,0.065,85.050,45.000,-0.601,-0.832
'[10:56:21.170 10/11/1995]',0.139,-0.033,0.065,85.050,45.000,-0.601,-0.832
'[10:56:21.172 10/11/1995]',0.139,-0.033,0.073,85.050,45.000,-0.601,-0.832
'[10:56:21.174 10/11/1995]',0.139,-0.033,0.073,85.050,45.000,-0.601,-0.832
'[10:56:21.176 10/11/1995]',0.139,-0.033,0.065,96.050,45.000,-0.594,-0.789
'[10:56:21.178 10/11/1995]',0.119,-0.022,0.051,96.050,45.000,-0.594,-0.789
'[10:56:21.180 10/11/1995]',0.119,-0.022,0.051,96.050,45.000,-0.594,-0.789
'[10:56:21.182 10/11/1995]',0.119,-0.022,0.051,96.050,45.000,-0.594,-0.789
'[10:56:21.184 10/11/1995]',0.119,-0.022,0.065,108.300,45.000,-0.572,-0.748
'[10:56:21.186 10/11/1995]',0.119,-0.010,0.051,108.300,45.000,-0.572,-0.748
'[10:56:21.188 10/11/1995]',0.119,-0.010,0.051,108.300,45.000,-0.572,-0.748
'[10:56:21.190 10/11/1995]',0.099,-0.022,0.044,108.300,45.000,-0.572,-0.748
'[10:56:21.192 10/11/1995]',0.119,-0.010,0.044,120.800,45.000,-0.546,-0.705
'[10:56:21.194 10/11/1995]',0.099,-0.010,0.036,120.800,45.000,-0.546,-0.705
'[10:56:21.196 10/11/1995]',0.080,-0.010,0.029,120.800,45.000,-0.546,-0.705
'[10:56:21.198 10/11/1995]',0.080,-0.010,0.022,120.800,45.000,-0.546,-0.705
'[10:56:21.200 10/11/1995]',0.080,0.001,0.022,132.750,45.000,-0.505,-0.662
'[10:56:21.202 10/11/1995]',0.080,-0.010,0.015,132.750,45.000,-0.505,-0.662
'[10:56:21.204 10/11/1995]',0.080,0.001,0.015,132.750,45.000,-0.505,-0.662
'[10:56:21.206 10/11/1995]',0.080,0.001,0.022,132.750,45.000,-0.505,-0.662
'[10:56:21.208 10/11/1995]',0.080,-0.010,0.015,143.200,44.350,-0.443,-0.622
'[10:56:21.210 10/11/1995]',0.080,-0.010,0.022,143.200,44.350,-0.443,-0.622
'[10:56:21.212 10/11/1995]',0.080,0.001,0.022,143.200,44.350,-0.443,-0.622
'[10:56:21.214 10/11/1995]',0.080,0.001,0.015,143.200,44.350,-0.443,-0.622
'[10:56:21.216 10/11/1995]',0.080,0.001,0.015,151.300,41.825,-0.370,-0.584
'[10:56:21.218 10/11/1995]',0.060,0.001,0.008,151.300,41.825,-0.370,-0.584
'[10:56:21.220 10/11/1995]',0.080,0.001,0.008,151.300,41.825,-0.370,-0.584
'[10:56:21.222 10/11/1995]',0.080,-0.010,0.008,151.300,41.825,-0.370,-0.584
'[10:56:21.224 10/11/1995]',0.080,-0.010,0.008,156.550,40.425,-0.279,-0.549
'[10:56:21.226 10/11/1995]',0.080,0.001,0.008,156.550,40.425,-0.279,-0.549
'[10:56:21.228 10/11/1995]',0.060,-0.010,0.001,156.550,40.425,-0.279,-0.549
'[10:56:21.230 10/11/1995]',0.060,-0.010,0.001,156.550,40.425,-0.279,-0.549
'[10:56:21.232 10/11/1995]',0.060,-0.010,0.001,158.950,40.000,-0.172,-0.517
'[10:56:21.234 10/11/1995]',0.060,-0.022,0.001,158.950,40.000,-0.172,-0.517
'[10:56:21.236 10/11/1995]',0.060,-0.010,0.001,158.950,40.000,-0.172,-0.517
'[10:56:21.238 10/11/1995]',0.060,-0.010,-0.007,158.950,40.000,-0.172,-0.517
'[10:56:21.240 10/11/1995]',0.040,0.001,-0.007,158.900,40.300,-0.051,-0.489
'[10:56:21.242 10/11/1995]',0.040,0.001,0.001,158.900,40.300,-0.051,-0.489
'[10:56:21.244 10/11/1995]',0.021,0.012,-0.014,158.900,40.300,-0.051,-0.489
'[10:56:21.246 10/11/1995]',0.021,0.012,-0.014,158.900,40.300,-0.051,-0.489
'[10:56:21.248 10/11/1995]',0.021,0.012,-0.007,156.950,41.050,0.070,-0.466
'[10:56:21.250 10/11/1995]',0.021,0.012,-0.014,156.950,41.050,0.070,-0.466
'[10:56:21.252 10/11/1995]',0.021,0.001,-0.014,156.950,41.050,0.070,-0.466
'[10:56:21.254 10/11/1995]',0.021,0.001,-0.014,156.950,41.050,0.070,-0.466
'[10:56:21.256 10/11/1995]',0.021,0.001,-0.014,153.850,41.875,0.198,-0.447
'[10:56:21.258 10/11/1995]',0.002,0.001,-0.014,153.850,41.875,0.198,-0.447
'[10:56:21.260 10/11/1995]',0.002,0.001,-0.014,153.850,41.875,0.198,-0.447
'[10:56:21.262 10/11/1995]',0.002,0.012,-0.014,153.850,41.875,0.198,-0.447
'[10:56:21.264 10/11/1995]',0.021,0.001,-0.007,149.850,42.350,0.323,-0.430
'[10:56:21.266 10/11/1995]',0.002,0.001,-0.014,149.850,42.350,0.323,-0.430
'[10:56:21.268 10/11/1995]',0.002,0.024,-0.007,149.850,42.350,0.323,-0.430
'[10:56:21.270 10/11/1995]',0.002,0.012,0.001,149.850,42.350,0.323,-0.430
'[10:56:21.272 10/11/1995]',0.002,0.024,-0.007,145.300,42.300,0.436,-0.417
'[10:56:21.274 10/11/1995]',0.021,0.012,0.001,145.300,42.300,0.436,-0.417
'[10:56:21.276 10/11/1995]',0.021,0.012,0.001,145.300,42.300,0.436,-0.417
'[10:56:21.278 10/11/1995]',0.002,0.024,-0.007,145.300,42.300,0.436,-0.417
'[10:56:21.280 10/11/1995]',0.002,0.024,-0.007,140.250,41.600,0.531,-0.406
'[10:56:21.282 10/11/1995]',0.002,0.035,-0.007,140.250,41.600,0.531,-0.406
'[10:56:21.284 10/11/1995]',0.002,0.035,-0.007,140.250,41.600,0.531,-0.406
'[10:56:21.286 10/11/1995]',0.002,0.035,-0.007,140.250,41.600,0.531,-0.406
'[10:56:21.288 10/11/1995]',0.002,0.035,-0.014,134.850,40.350,0.616,-0.396
'[10:56:21.290 10/11/1995]',0.002,0.024,0.001,134.850,40.350,0.616,-0.396
'[10:56:21.292 10/11/1995]',0.002,0.012,0.001,134.850,40.350,0.616,-0.396
'[10:56:21.294 10/11/1995]',0.002,0.012,0.008,134.850,40.350,0.616,-0.396
'[10:56:21.296 10/11/1995]',0.002,0.024,0.001,129.250,38.675,0.685,-0.388
'[10:56:21.298 10/11/1995]',0.002,0.035,0.001,129.250,38.675,0.685,-0.388
'[10:56:21.300 10/11/1995]',0.002,0.035,0.001,129.250,38.675,0.685,-0.388
'[10:56:21.302 10/11/1995]',0.002,0.035,0.001,129.250,38.675,0.685,-0.388
'[10:56:21.304 10/11/1995]',0.002,0.024,0.001,123.600,36.850,0.737,-0.382
'[10:56:21.306 10/11/1995]',0.002,0.024,0.001,123.600,36.850,0.737,-0.382
'[10:56:21.308 10/11/1995]',0.002,0.024,0.008,123.600,36.850,0.737,-0.382
'[10:56:21.310 10/11/1995]',0.021,0.012,0.015,123.600,36.850,0.737,-0.382
'[10:56:21.312 10/11/1995]',0.021,0.001,0.008,118.000,35.100,0.766,-0.377
'[10:56:21.314 10/11/1995]',0.021,0.012,0.015,118.000,35.100,0.766,-0.377
'[10:56:21.316 10/11/1995]',0.021,0.001,0.008,118.000,35.100,0.766,-0.377
'[10:56:21.318 10/11/1995]',0.040,0.001,0.008,118.000,35.100,0.766,-0.377
'[10:56:21.320 10/11/1995]',0.040,0.001,0.001,112.500,33.525,0.788,-0.373
'[10:56:21.322 10/11/1995]',0.021,0.001,0.001,112.500,33.525,0.788,-0.373
'[10:56:21.324 10/11/1995]',0.021,0.001,-0.007,112.500,33.525,0.788,-0.373
'[10:56:21.326 10/11/1995]',0.021,0.001,-0.007,112.500,33.525,0.788,-0.373
'[10:56:21.328 10/11/1995]',0.021,0.001,-0.007,107.050,32.275,0.791,-0.370
'[10:56:21.330 10/11/1995]',0.002,0.001,-0.014,107.050,32.275,0.791,-0.370
'[10:56:21.332 10/11/1995]',0.021,0.001,-0.007,107.050,32.275,0.791,-0.370
'[10:56:21.334 10/11/1995]',0.021,0.001,-0.014,107.050,32.275,0.791,-0.370
'[10:56:21.336 10/11/1995]',0.021,-0.010,-0.007,101.650,31.650,0.784,-0.369
'[10:56:21.338 10/11/1995]',0.021,0.001,-0.007,101.650,31.650,0.784,-0.369
'[10:56:21.340 10/11/1995]',0.002,0.001,-0.014,101.650,31.650,0.784,-0.369
'[10:56:21.342 10/11/1995]',0.002,0.001,-0.014,101.650,31.650,0.784,-0.369
'[10:56:21.344 10/11/1995]',0.002,0.001,-0.021,96.400,31.650,0.766,-0.368
'[10:56:21.346 10/11/1995]',0.002,0.012,-0.014,96.400,31.650,0.766,-0.368
'[10:56:21.348 10/11/1995]',0.002,0.012,-0.014,96.400,31.650,0.766,-0.368
'[10:56:21.350 10/11/1995]',0.002,0.012,-0.014,96.400,31.650,0.766,-0.368
'[10:56:21.352 10/11/1995]',0.002,0.012,-0.021,91.500,32.175,0.744,-0.367
'[10:56:21.354 10/11/1995]',0.002,0.024,-0.021,91.500,32.175,0.744,-0.367
'[10:56:21.356 10/11/1995]',0.002,0.012,-0.021,91.500,32.175,0.744,-0.367
'[10:56:21.358 10/11/1995]',0.002,0.012,-0.028,91.500,32.175,0.744,-0.367
'[10:56:21.360 10/11/1995]',0.002,0.024,-0.028,87.100,33.050,0.708,-0.367
'[10:56:21.362 10/11/1995]',0.002,0.035,-0.021,87.100,33.050,0.708,-0.367
'[10:56:21.364 10/11/1995]',0.002,0.024,-0.021,87.100,33.050,0.708,-0.367
'[10:56:21.366 10/11/1995]',0.002,0.012,-0.021,87.100,33.050,0.708,-0.367
'[10:56:21.368 10/11/1995]',0.002,0.024,-0.021,83.300,34.225,0.670,-0.367
'[10:56:21.370 10/11/1995]',0.002,0.024,-0.021,83.300,34.225,0.670,-0.367
'[10:56:21.372 10/11/1995]',0.002,0.024,-0.021,83.300,34.225,0.670,-0.367
'[10:56:21.374 10/11/1995]',0.002,0.035,-0.021,83.300,34.225,0.670,-0.367
'[10:56:21.376 10/11/1995]',0.002,0.035,-0.021,80.150,35.450,0.620,-0.367
'[10:56:21.378 10/11/1995]',0.002,0.035,-0.021,80.150,35.450,0.620,-0.367
'[10:56:21.380 10/11/1995]',0.002,0.035,-0.021,80.150,35.450,0.620,-0.367
'[10:56:21.382 10/11/1995]',0.002,0.035,-0.021,80.150,35.450,0.620,-0.367
'[10:56:21.384 10/11/1995]',0.002,0.035,-0.021,77.600,36.450,0.568,-0.366
'[10:56:21.386 10/11/1995]',0.002,0.012,-0.021,77.600,36.450,0.568,-0.366
'[10:56:21.388 10/11/1995]',0.002,0.012,-0.014,77.600,36.450,0.568,-0.366
'[10:56:21.390 10/11/1995]',0.002,0.001,-0.014,77.600,36.450,0.568,-0.366
'[10:56:21.392 10/11/1995]',0.021,0.001,-0.007,75.600,36.975,0.509,-0.366
'[10:56:21.394 10/11/1995]',0.021,0.001,0.001,75.600,36.975,0.509,-0.366
'[10:56:21.396 10/11/1995]',0.021,-0.010,-0.007,75.600,36.975,0.509,-0.366
'[10:56:21.398 10/11/1995]',0.021,0.001,-0.007,75.600,36.975,0.509,-0.366
'[10:56:21.400 10/11/1995]',0.021,0.001,-0.007,74.150,36.975,0.455,-0.364
'[10:56:21.402 10/11/1995]',0.002,0.001,-0.007,74.150,36.975,0.455,-0.364
'[10:56:21.404 10/11/1995]',0.021,0.001,0.001,74.150,36.975,0.455,-0.364
'[10:56:21.406 10/11/1995]',0.021,0.001,0.001,74.150,36.975,0.455,-0.364
'[10:56:21.408 10/11/1995]',0.021,0.001,0.008,73.050,36.500,0.389,-0.362
'[10:56:21.410 10/11/1995]',0.021,0.001,0.015,73.050,36.500,0.389,-0.362
'[10:56:21.412 10/11/1995]',0.040,0.001,0.015,73.050,36.500,0.389,-0.362
'[10:56:21.414 10/11/1995]',0.021,0.001,0.015,73.050,36.500,0.389,-0.362
'[10:56:21.416 10/11/1995]',0.021,0.001,0.015,72.200,35.625,0.330,-0.358
'[10:56:21.418 10/11/1995]',0.040,0.001,0.022,72.200,35.625,0.330,-0.358
'[10:56:21.420 10/11/1995]',0.021,0.001,0.022,72.200,35.625,0.330,-0.358
'[10:56:21.422 10/11/1995]',0.021,0.001,0.015,72.200,35.625,0.330,-0.358
'[10:56:21.424 10/11/1995]',0.040,0.001,0.029,71.700,34.450,0.264,-0.353
'[10:56:21.426 10/11/1995]',0.040,0.001,0.022,71.700,34.450,0.264,-0.353
'[10:56:21.428 10/11/1995]',0.040,0.001,0.022,71.700,34.450,0.264,-0.353
'[10:56:21.430 10/11/1995]',0.040,0.001,0.029,71.700,34.450,0.264,-0.353
'[10:56:21.432 10/11/1995]',0.040,0.001,0.015,71.350,33.050,0.205,-0.347
'[10:56:21.434 10/11/1995]',0.021,0.001,0.015,71.350,33.050,0.205,-0.347
'[10:56:21.436 10/11/1995]',0.021,0.001,0.008,71.350,33.050,0.205,-0.347
'[10:56:21.438 10/11/1995]',0.021,0.001,0.008,71.350,33.050,0.205,-0.347
'[10:56:21.440 10/11/1995]',0.021,0.001,0.008,71.150,31.575,0.154,-0.340
'[10:56:21.442 10/11/1995]',0.021,0.001,0.015,71.150,31.575,0.154,-0.340
'[10:56:21.444 10/11/1995]',0.040,-0.010,0.015,71.150,31.575,0.154,-0.340
'[10:56:21.446 10/11/1995]',0.040,0.001,0.022,71.150,31.575,0.154,-0.340
'[10:56:21.448 10/11/1995]',0.040,0.001,0.015,71.150,30.125,0.099,-0.332
'[10:56:21.450 10/11/1995]',0.040,0.001,0.015,71.150,30.125,0.099,-0.332
'[10:56:21.452 10/11/1995]',0.021,0.001,0.008,71.150,30.125,0.099,-0.332
'[10:56:21.454 10/11/1995]',0.002,0.001,-0.007,71.150,30.125,0.099,-0.332
'[10:56:21.456 10/11/1995]',0.002,0.001,-0.007,71.250,28.775,0.051,-0.323
'[10:56:21.458 10/11/1995]',0.002,0.001,-0.021,71.250,28.775,0.051,-0.323
'[10:56:21.460 10/11/1995]',0.002,0.001,-0.021,71.250,28.775,0.051,-0.323
'[10:56:21.462 10/11/1995]',0.002,0.012,-0.021,71.250,28.775,0.051,-0.323
'[10:56:21.464 10/11/1995]',-0.018,0.012,-0.028,71.350,27.600,0.011,-0.313
'[10:56:21.466 10/11/1995]',-0.018,0.012,-0.028,71.350,27.600,0.011,-0.313
'[10:56:21.468 10/11/1995]',-0.018,0.024,-0.035,71.350,27.600,0.011,-0.313
'[10:56:21.470 10/11/1995]',-0.018,0.012,-0.028,71.350,27.600,0.011,-0.313
'[10:56:21.472 10/11/1995]',-0.018,0.024,-0.028,71.400,26.650,-0.022,-0.302
'[10:56:21.474 10/11/1995]',-0.018,0.035,-0.028,71.400,26.650,-0.022,-0.302
'[10:56:21.476 10/11/1995]',-0.018,0.035,-0.028,71.400,26.650,-0.022,-0.302
'[10:56:21.478 10/11/1995]',-0.018,0.035,-0.028,71.400,26.650,-0.022,-0.302
'[10:56:21.480 10/11/1995]',-0.018,0.035,-0.035,71.500,26.075,-0.051,-0.291
'[10:56:21.482 10/11/1995]',-0.018,0.024,-0.035,71.500,26.075,-0.051,-0.291
'[10:56:21.484 10/11/1995]',-0.018,0.024,-0.035,71.500,26.075,-0.051,-0.291
'[10:56:21.486 10/11/1995]',-0.018,0.035,-0.035,71.500,26.075,-0.051,-0.291
'[10:56:21.488 10/11/1995]',0.002,0.035,-0.043,71.600,25.725,-0.070,-0.279
'[10:56:21.490 10/11/1995]',0.002,0.024,-0.043,71.600,25.725,-0.070,-0.279
'[10:56:21.492 10/11/1995]',0.002,0.024,-0.043,71.600,25.725,-0.070,-0.279
'[10:56:21.494 10/11/1995]',0.002,0.012,-0.050,71.600,25.725,-0.070,-0.279
'[10:56:21.496 10/11/1995]',0.002,0.001,-0.064,71.500,25.725,-0.084,-0.267
'[10:56:21.498 10/11/1995]',0.021,0.001,-0.064,71.500,25.725,-0.084,-0.267
'[10:56:21.500 10/11/1995]',0.021,-0.010,-0.079,71.500,25.725,-0.084,-0.267
'[10:56:21.502 10/11/1995]',0.040,-0.022,-0.086,71.500,25.725,-0.084,-0.267
'[10:56:21.504 10/11/1995]',0.040,-0.033,-0.100,71.450,25.950,-0.095,-0.255
'[10:56:21.506 10/11/1995]',0.002,-0.033,-0.115,71.450,25.950,-0.095,-0.255
'[10:56:21.508 10/11/1995]',0.002,-0.022,-0.143,71.450,25.950,-0.095,-0.255
'[10:56:21.510 10/11/1995]',-0.057,0.001,-0.165,71.450,25.950,-0.095,-0.255
'[10:56:21.512 10/11/1995]',-0.136,0.035,-0.201,71.300,26.250,-0.099,-0.242
'[10:56:21.514 10/11/1995]',-0.234,0.093,-0.230,71.300,26.250,-0.099,-0.242
'[10:56:21.516 10/11/1995]',-0.332,0.150,-0.273,71.300,26.250,-0.099,-0.242
'[10:56:21.518 10/11/1995]',-0.450,0.242,-0.295,71.300,26.250,-0.099,-0.242
'[10:56:21.520 10/11/1995]',-0.567,0.345,-0.302,71.000,26.550,-0.102,-0.230
'[10:56:21.522 10/11/1995]',-0.685,0.425,-0.302,71.000,26.550,-0.102,-0.230
'[10:56:21.524 10/11/1995]',-0.744,0.494,-0.309,71.000,26.550,-0.102,-0.230
'[10:56:21.526 10/11/1995]',-0.823,0.540,-0.302,71.000,26.550,-0.102,-0.230
'[10:56:21.528 10/11/1995]',-0.842,0.563,-0.302,70.650,26.600,-0.099,-0.217
'[10:56:21.530 10/11/1995]',-0.842,0.574,-0.302,70.650,26.600,-0.099,-0.217
'[10:56:21.532 10/11/1995]',-0.803,0.551,-0.280,70.650,26.600,-0.099,-0.217
'[10:56:21.534 10/11/1995]',-0.744,0.517,-0.266,70.650,26.600,-0.099,-0.217
'[10:56:21.536 10/11/1995]',-0.685,0.460,-0.230,70.250,26.550,-0.095,-0.206
'[10:56:21.538 10/11/1995]',-0.606,0.414,-0.194,70.250,26.550,-0.095,-0.206
'[10:56:21.540 10/11/1995]',-0.548,0.379,-0.158,70.250,26.550,-0.095,-0.206
'[10:56:21.542 10/11/1995]',-0.509,0.345,-0.136,70.250,26.550,-0.095,-0.206
'[10:56:21.544 10/11/1995]',-0.450,0.311,-0.107,69.800,26.375,-0.091,-0.197
'[10:56:21.546 10/11/1995]',-0.411,0.265,-0.086,69.800,26.375,-0.091,-0.197
'[10:56:21.548 10/11/1995]',-0.352,0.219,-0.064,69.800,26.375,-0.091,-0.197
'[10:56:21.550 10/11/1995]',-0.312,0.184,-0.043,69.800,26.375,-0.091,-0.197
'[10:56:21.552 10/11/1995]',-0.274,0.162,-0.021,69.300,26.200,-0.088,-0.188
'[10:56:21.554 10/11/1995]',-0.215,0.139,-0.014,69.300,26.200,-0.088,-0.188
'[10:56:21.556 10/11/1995]',-0.195,0.116,-0.007,69.300,26.200,-0.088,-0.188
'[10:56:21.558 10/11/1995]',-0.156,0.104,0.001,69.300,26.200,-0.088,-0.188
'[10:56:21.560 10/11/1995]',-0.136,0.070,0.008,68.800,26.125,-0.084,-0.180
'[10:56:21.562 10/11/1995]',-0.097,0.047,0.015,68.800,26.125,-0.084,-0.180
'[10:56:21.564 10/11/1995]',-0.057,0.024,0.015,68.800,26.125,-0.084,-0.180
'[10:56:21.566 10/11/1995]',-0.018,0.001,0.029,68.800,26.125,-0.084,-0.180
'[10:56:21.568 10/11/1995]',0.002,-0.010,0.036,68.350,26.200,-0.084,-0.174
'[10:56:21.570 10/11/1995]',0.021,-0.033,0.036,68.350,26.200,-0.084,-0.174
'[10:56:21.572 10/11/1995]',0.040,-0.045,0.036,68.350,26.200,-0.084,-0.174
'[10:56:21.574 10/11/1995]',0.060,-0.056,0.044,68.350,26.200,-0.084,-0.174
'[10:56:21.576 10/11/1995]',0.060,-0.068,0.051,67.850,26.250,-0.084,-0.171
'[10:56:21.578 10/11/1995]',0.080,-0.068,0.065,67.850,26.250,-0.084,-0.171
'[10:56:21.580 10/11/1995]',0.080,-0.068,0.051,67.850,26.250,-0.084,-0.171
'[10:56:21.582 10/11/1995]',0.080,-0.068,0.044,67.850,26.250,-0.084,-0.171
'[10:56:21.584 10/11/1995]',0.099,-0.068,0.065,67.350,26.025,-0.091,-0.169
'[10:56:21.586 10/11/1995]',0.099,-0.068,0.065,67.350,26.025,-0.091,-0.169
'[10:56:21.588 10/11/1995]',0.099,-0.068,0.051,67.350,26.025,-0.091,-0.169
'[10:56:21.590 10/11/1995]',0.099,-0.079,0.051,67.350,26.025,-0.091,-0.169
'[10:56:21.592 10/11/1995]',0.119,-0.079,0.065,66.850,25.425,-0.095,-0.168
'[10:56:21.594 10/11/1995]',0.119,-0.091,0.051,66.850,25.425,-0.095,-0.168
'[10:56:21.596 10/11/1995]',0.099,-0.091,0.051,66.850,25.425,-0.095,-0.168
'[10:56:21.598 10/11/1995]',0.099,-0.103,0.051,66.850,25.425,-0.095,-0.168
'[10:56:21.600 10/11/1995]',0.119,-0.103,0.044,66.350,24.250,-0.099,-0.169
'[10:56:21.602 10/11/1995]',0.119,-0.103,0.051,66.350,24.250,-0.099,-0.169
'[10:56:21.604 10/11/1995]',0.119,-0.103,0.051,66.350,24.250,-0.099,-0.169
'[10:56:21.606 10/11/1995]',0.119,-0.091,0.065,66.350,24.250,-0.099,-0.169
'[10:56:21.608 10/11/1995]',0.139,-0.091,0.065,65.850,23.075,-0.110,-0.172
'[10:56:21.610 10/11/1995]',0.119,-0.103,0.065,65.850,23.075,-0.110,-0.172
'[10:56:21.612 10/11/1995]',0.119,-0.103,0.065,65.850,23.075,-0.110,-0.172
'[10:56:21.614 10/11/1995]',0.139,-0.103,0.051,65.850,23.075,-0.110,-0.172
'[10:56:21.616 10/11/1995]',0.119,-0.103,0.051,65.250,22.675,-0.117,-0.175
'[10:56:21.618 10/11/1995]',0.119,-0.103,0.051,65.250,22.675,-0.117,-0.175
'[10:56:21.620 10/11/1995]',0.139,-0.103,0.065,65.250,22.675,-0.117,-0.175
'[10:56:21.622 10/11/1995]',0.139,-0.103,0.065,65.250,22.675,-0.117,-0.175
'[10:56:21.624 10/11/1995]',0.119,-0.103,0.065,64.700,23.850,-0.128,-0.181
'[10:56:21.626 10/11/1995]',0.119,-0.091,0.065,64.700,23.850,-0.128,-0.181
'[10:56:21.628 10/11/1995]',0.139,-0.091,0.065,64.700,23.850,-0.128,-0.181
'[10:56:21.630 10/11/1995]',0.119,-0.091,0.065,64.700,23.850,-0.128,-0.181
'[10:56:21.632 10/11/1995]',0.119,-0.091,0.051,64.200,26.025,-0.139,-0.189
'[10:56:21.634 10/11/1995]',0.099,-0.079,0.051,64.200,26.025,-0.139,-0.189
'[10:56:21.636 10/11/1995]',0.099,-0.068,0.051,64.200,26.025,-0.139,-0.189
'[10:56:21.638 10/11/1995]',0.099,-0.068,0.051,64.200,26.025,-0.139,-0.189
'[10:56:21.640 10/11/1995]',0.099,-0.068,0.051,63.650,27.375,-0.150,-0.198
'[10:56:21.642 10/11/1995]',0.099,-0.068,0.051,63.650,27.375,-0.150,-0.198
'[10:56:21.644 10/11/1995]',0.099,-0.068,0.051,63.650,27.375,-0.150,-0.198
'[10:56:21.646 10/11/1995]',0.099,-0.068,0.051,63.650,27.375,-0.150,-0.198
'[10:56:21.648 10/11/1995]',0.119,-0.068,0.065,63.150,26.950,-0.165,-0.208
'[10:56:21.650 10/11/1995]',0.099,-0.068,0.044,63.150,26.950,-0.165,-0.208
'[10:56:21.652 10/11/1995]',0.080,-0.056,0.044,63.150,26.950,-0.165,-0.208
'[10:56:21.654 10/11/1995]',0.099,-0.056,0.044,63.150,26.950,-0.165,-0.208
'[10:56:21.656 10/11/1995]',0.080,-0.056,0.044,62.600,25.250,-0.175,-0.220
'[10:56:21.658 10/11/1995]',0.080,-0.056,0.036,62.600,25.250,-0.175,-0.220
'[10:56:21.660 10/11/1995]',0.080,-0.056,0.044,62.600,25.250,-0.175,-0.220
'[10:56:21.662 10/11/1995]',0.080,-0.056,0.044,62.600,25.250,-0.175,-0.220
'[10:56:21.664 10/11/1995]',0.080,-0.056,0.044,62.100,23.200,-0.191,-0.231
'[10:56:21.666 10/11/1995]',0.080,-0.056,0.044,62.100,23.200,-0.191,-0.231
'[10:56:21.668 10/11/1995]',0.099,-0.045,0.044,62.100,23.200,-0.191,-0.231
'[10:56:21.670 10/11/1995]',0.099,-0.045,0.051,62.100,23.200,-0.191,-0.231
'[10:56:21.672 10/11/1995]',0.099,-0.056,0.051,61.550,21.275,-0.198,-0.242
'[10:56:21.674 10/11/1995]',0.099,-0.068,0.044,61.550,21.275,-0.198,-0.242
'[10:56:21.676 10/11/1995]',0.099,-0.068,0.044,61.550,21.275,-0.198,-0.242
'[10:56:21.678 10/11/1995]',0.099,-0.068,0.044,61.550,21.275,-0.198,-0.242
'[10:56:21.680 10/11/1995]',0.099,-0.068,0.051,61.100,20.575,-0.212,-0.254
'[10:56:21.682 10/11/1995]',0.099,-0.068,0.051,61.100,20.575,-0.212,-0.254
'[10:56:21.684 10/11/1995]',0.119,-0.056,0.051,61.100,20.575,-0.212,-0.254
'[10:56:21.686 10/11/1995]',0.119,-0.056,0.051,61.100,20.575,-0.212,-0.254
'[10:56:21.688 10/11/1995]',0.099,-0.045,0.044,60.750,21.800,-0.224,-0.266
'[10:56:21.690 10/11/1995]',0.099,-0.045,0.051,60.750,21.800,-0.224,-0.266
'[10:56:21.692 10/11/1995]',0.099,-0.033,0.044,60.750,21.800,-0.224,-0.266
'[10:56:21.694 10/11/1995]',0.099,-0.045,0.036,60.750,21.800,-0.224,-0.266
'[10:56:21.696 10/11/1995]',0.099,-0.045,0.029,60.600,24.550,-0.234,-0.278
'[10:56:21.698 10/11/1995]',0.099,-0.056,0.029,60.600,24.550,-0.234,-0.278
'[10:56:21.700 10/11/1995]',0.099,-0.056,0.029,60.600,24.550,-0.234,-0.278
'[10:56:21.702 10/11/1995]',0.099,-0.056,0.022,60.600,24.550,-0.234,-0.278
'[10:56:21.704 10/11/1995]',0.099,-0.056,0.022,61.150,27.825,-0.245,-0.290
'[10:56:21.706 10/11/1995]',0.099,-0.056,0.022,61.150,27.825,-0.245,-0.290
'[10:56:21.708 10/11/1995]',0.099,-0.045,0.015,61.150,27.825,-0.245,-0.290
'[10:56:21.710 10/11/1995]',0.099,-0.045,0.015,61.150,27.825,-0.245,-0.290
'[10:56:21.712 10/11/1995]',0.099,-0.045,0.015,62.950,30.825,-0.257,-0.302
'[10:56:21.714 10/11/1995]',0.099,-0.045,0.015,62.950,30.825,-0.257,-0.302
'[10:56:21.716 10/11/1995]',0.119,-0.056,0.015,62.950,30.825,-0.257,-0.302
'[10:56:21.718 10/11/1995]',0.099,-0.056,0.022,62.950,30.825,-0.257,-0.302
'[10:56:21.720 10/11/1995]',0.099,-0.045,0.015,66.700,33.050,-0.264,-0.313
'[10:56:21.722 10/11/1995]',0.099,-0.033,0.015,66.700,33.050,-0.264,-0.313
'[10:56:21.724 10/11/1995]',0.099,-0.045,0.015,66.700,33.050,-0.264,-0.313
'[10:56:21.726 10/11/1995]',0.099,-0.045,0.015,66.700,33.050,-0.264,-0.313
'[10:56:21.728 10/11/1995]',0.099,-0.045,0.015,72.550,34.450,-0.271,-0.323
'[10:56:21.730 10/11/1995]',0.099,-0.045,0.008,72.550,34.450,-0.271,-0.323
'[10:56:21.732 10/11/1995]',0.080,-0.045,0.001,72.550,34.450,-0.271,-0.323
