'Time and date','MCL1','V','ABP','PLETH','RESP'
'[11:09:20.474 07/11/1995]',-0.065,-0.066,52.331,0.000,-0.308
'[11:09:20.476 07/11/1995]',-0.065,-0.066,52.331,0.000,-0.308
'[11:09:20.478 07/11/1995]',-0.065,-0.066,52.331,0.000,-0.308
'[11:09:20.480 07/11/1995]',-0.065,-0.067,52.105,0.000,-0.294
'[11:09:20.482 07/11/1995]',-0.054,-0.067,52.105,0.000,-0.294
'[11:09:20.484 07/11/1995]',-0.054,-0.068,52.105,0.000,-0.294
'[11:09:20.486 07/11/1995]',-0.043,-0.069,52.105,0.000,-0.294
'[11:09:20.488 07/11/1995]',-0.054,-0.070,51.955,0.000,-0.280
'[11:09:20.490 07/11/1995]',-0.054,-0.070,51.955,0.000,-0.280
'[11:09:20.492 07/11/1995]',-0.065,-0.070,51.955,0.000,-0.280
'[11:09:20.494 07/11/1995]',-0.054,-0.070,51.955,0.000,-0.280
'[11:09:20.496 07/11/1995]',-0.065,-0.070,51.805,0.000,-0.265
'[11:09:20.498 07/11/1995]',-0.054,-0.070,51.805,0.000,-0.265
'[11:09:20.500 07/11/1995]',-0.043,-0.070,51.805,0.000,-0.265
'[11:09:20.502 07/11/1995]',-0.043,-0.070,51.805,0.000,-0.265
'[11:09:20.504 07/11/1995]',-0.043,-0.070,51.955,0.000,-0.248
'[11:09:20.506 07/11/1995]',-0.054,-0.070,51.955,0.000,-0.248
'[11:09:20.508 07/11/1995]',-0.054,-0.070,51.955,0.000,-0.248
'[11:09:20.510 07/11/1995]',-0.054,-0.070,51.955,0.000,-0.248
'[11:09:20.512 07/11/1995]',-0.054,-0.070,52.632,0.000,-0.231
'[11:09:20.514 07/11/1995]',-0.054,-0.070,52.632,0.000,-0.231
'[11:09:20.516 07/11/1995]',-0.043,-0.070,52.632,0.000,-0.231
'[11:09:20.518 07/11/1995]',-0.032,-0.071,52.632,0.000,-0.231
'[11:09:20.520 07/11/1995]',-0.032,-0.072,54.586,0.000,-0.212
'[11:09:20.522 07/11/1995]',-0.043,-0.073,54.586,0.000,-0.212
'[11:09:20.524 07/11/1995]',-0.043,-0.073,54.586,0.000,-0.212
'[11:09:20.526 07/11/1995]',-0.054,-0.074,54.586,0.000,-0.212
'[11:09:20.528 07/11/1995]',-0.054,-0.073,58.195,0.000,-0.194
'[11:09:20.530 07/11/1995]',-0.054,-0.073,58.195,0.000,-0.194
'[11:09:20.532 07/11/1995]',-0.043,-0.073,58.195,0.000,-0.194
'[11:09:20.534 07/11/1995]',-0.043,-0.074,58.195,0.000,-0.194
'[11:09:20.536 07/11/1995]',-0.032,-0.075,63.459,0.000,-0.173
'[11:09:20.538 07/11/1995]',-0.032,-0.076,63.459,0.000,-0.173
'[11:09:20.540 07/11/1995]',-0.043,-0.077,63.459,0.000,-0.173
'[11:09:20.542 07/11/1995]',-0.054,-0.078,63.459,0.000,-0.173
'[11:09:20.544 07/11/1995]',-0.054,-0.077,69.774,0.000,-0.153
'[11:09:20.546 07/11/1995]',-0.054,-0.077,69.774,0.000,-0.153
'[11:09:20.548 07/11/1995]',-0.043,-0.077,69.774,0.000,-0.153
'[11:09:20.550 07/11/1995]',-0.032,-0.078,69.774,0.000,-0.153
'[11:09:20.552 07/11/1995]',-0.032,-0.079,76.541,0.000,-0.133
'[11:09:20.554 07/11/1995]',-0.032,-0.080,76.541,0.000,-0.133
'[11:09:20.556 07/11/1995]',-0.043,-0.081,76.541,0.000,-0.133
'[11:09:20.558 07/11/1995]',-0.043,-0.082,76.541,0.000,-0.133
'[11:09:20.560 07/11/1995]',-0.054,-0.083,83.383,0.000,-0.112
'[11:09:20.562 07/11/1995]',-0.054,-0.084,83.383,0.000,-0.112
'[11:09:20.564 07/11/1995]',-0.043,-0.085,83.383,0.000,-0.112
'[11:09:20.566 07/11/1995]',-0.043,-0.085,83.383,0.000,-0.112
'[11:09:20.568 07/11/1995]',-0.032,-0.085,90.075,0.000,-0.092
'[11:09:20.570 07/11/1995]',-0.032,-0.084,90.075,0.000,-0.092
'[11:09:20.572 07/11/1995]',-0.043,-0.084,90.075,0.000,-0.092
'[11:09:20.574 07/11/1995]',-0.043,-0.084,90.075,0.000,-0.092
'[11:09:20.576 07/11/1995]',-0.054,-0.084,96.541,0.000,-0.072
'[11:09:20.578 07/11/1995]',-0.054,-0.084,96.541,0.000,-0.072
'[11:09:20.580 07/11/1995]',-0.054,-0.084,96.541,0.000,-0.072
'[11:09:20.582 07/11/1995]',-0.043,-0.084,96.541,0.000,-0.072
'[11:09:20.584 07/11/1995]',-0.043,-0.084,102.406,0.000,-0.052
'[11:09:20.586 07/11/1995]',-0.032,-0.084,102.406,0.000,-0.052
'[11:09:20.588 07/11/1995]',-0.032,-0.084,102.406,0.000,-0.052
'[11:09:20.590 07/11/1995]',-0.043,-0.083,102.406,0.000,-0.052
'[11:09:20.592 07/11/1995]',-0.054,-0.082,107.519,0.000,-0.034
'[11:09:20.594 07/11/1995]',-0.054,-0.081,107.519,0.000,-0.034
'[11:09:20.596 07/11/1995]',-0.054,-0.081,107.519,0.000,-0.034
'[11:09:20.598 07/11/1995]',-0.043,-0.081,107.519,0.000,-0.034
'[11:09:20.600 07/11/1995]',-0.043,-0.081,111.579,0.000,-0.015
'[11:09:20.602 07/11/1995]',-0.043,-0.080,111.579,0.000,-0.015
'[11:09:20.604 07/11/1995]',-0.043,-0.079,111.579,0.000,-0.015
'[11:09:20.606 07/11/1995]',-0.043,-0.078,111.579,0.000,-0.015
'[11:09:20.608 07/11/1995]',-0.054,-0.076,114.586,0.000,0.002
'[11:09:20.610 07/11/1995]',-0.054,-0.075,114.586,0.000,0.002
'[11:09:20.612 07/11/1995]',-0.054,-0.074,114.586,0.000,0.002
'[11:09:20.614 07/11/1995]',-0.043,-0.073,114.586,0.000,0.002
'[11:09:20.616 07/11/1995]',-0.043,-0.071,116.692,0.000,0.018
'[11:09:20.618 07/11/1995]',-0.032,-0.070,116.692,0.000,0.018
'[11:09:20.620 07/11/1995]',-0.032,-0.069,116.692,0.000,0.018
'[11:09:20.622 07/11/1995]',-0.043,-0.068,116.692,0.000,0.018
'[11:09:20.624 07/11/1995]',-0.043,-0.067,117.820,0.000,0.032
'[11:09:20.626 07/11/1995]',-0.043,-0.066,117.820,0.000,0.032
'[11:09:20.628 07/11/1995]',-0.054,-0.064,117.820,0.000,0.032
'[11:09:20.630 07/11/1995]',-0.043,-0.062,117.820,0.000,0.032
'[11:09:20.632 07/11/1995]',-0.032,-0.060,118.271,0.000,0.043
'[11:09:20.634 07/11/1995]',-0.032,-0.058,118.271,0.000,0.043
'[11:09:20.636 07/11/1995]',-0.032,-0.056,118.271,0.000,0.043
'[11:09:20.638 07/11/1995]',-0.032,-0.053,118.271,0.000,0.043
'[11:09:20.640 07/11/1995]',-0.032,-0.051,118.195,0.000,0.053
'[11:09:20.642 07/11/1995]',-0.043,-0.048,118.195,0.000,0.053
'[11:09:20.644 07/11/1995]',-0.043,-0.045,118.195,0.000,0.053
'[11:09:20.646 07/11/1995]',-0.032,-0.042,118.195,0.000,0.053
'[11:09:20.648 07/11/1995]',-0.032,-0.039,117.669,0.000,0.061
'[11:09:20.650 07/11/1995]',-0.021,-0.036,117.669,0.000,0.061
'[11:09:20.652 07/11/1995]',-0.021,-0.034,117.669,0.000,0.061
'[11:09:20.654 07/11/1995]',-0.021,-0.031,117.669,0.000,0.061
'[11:09:20.656 07/11/1995]',-0.021,-0.028,116.917,0.000,0.067
'[11:09:20.658 07/11/1995]',-0.032,-0.025,116.917,0.000,0.067
'[11:09:20.660 07/11/1995]',-0.032,-0.022,116.917,0.000,0.067
'[11:09:20.662 07/11/1995]',-0.032,-0.020,116.917,0.000,0.067
'[11:09:20.664 07/11/1995]',-0.021,-0.018,115.940,0.000,0.070
'[11:09:20.666 07/11/1995]',-0.010,-0.015,115.940,0.000,0.070
'[11:09:20.668 07/11/1995]',-0.010,-0.012,115.940,0.000,0.070
'[11:09:20.670 07/11/1995]',-0.010,-0.009,115.940,0.000,0.070
'[11:09:20.672 07/11/1995]',-0.010,-0.006,115.038,0.000,0.072
'[11:09:20.674 07/11/1995]',-0.010,-0.004,115.038,0.000,0.072
'[11:09:20.676 07/11/1995]',-0.021,-0.001,115.038,0.000,0.072
'[11:09:20.678 07/11/1995]',-0.010,0.002,115.038,0.000,0.072
'[11:09:20.680 07/11/1995]',-0.010,0.005,113.910,0.000,0.072
'[11:09:20.682 07/11/1995]',-0.010,0.008,113.910,0.000,0.072
'[11:09:20.684 07/11/1995]',0.001,0.009,113.910,0.000,0.072
'[11:09:20.686 07/11/1995]',0.001,0.011,113.910,0.000,0.072
'[11:09:20.688 07/11/1995]',0.001,0.011,112.632,0.000,0.070
'[11:09:20.690 07/11/1995]',-0.010,0.011,112.632,0.000,0.070
'[11:09:20.692 07/11/1995]',-0.010,0.011,112.632,0.000,0.070
'[11:09:20.694 07/11/1995]',-0.010,0.012,112.632,0.000,0.070
'[11:09:20.696 07/11/1995]',-0.010,0.013,111.053,0.000,0.067
'[11:09:20.698 07/11/1995]',0.001,0.014,111.053,0.000,0.067
'[11:09:20.700 07/11/1995]',0.001,0.015,111.053,0.000,0.067
'[11:09:20.702 07/11/1995]',0.001,0.015,111.053,0.000,0.067
'[11:09:20.704 07/11/1995]',0.001,0.015,109.173,0.000,0.062
'[11:09:20.706 07/11/1995]',0.001,0.014,109.173,0.000,0.062
'[11:09:20.708 07/11/1995]',0.001,0.014,109.173,0.000,0.062
'[11:09:20.710 07/11/1995]',0.001,0.014,109.173,0.000,0.062
'[11:09:20.712 07/11/1995]',0.001,0.014,107.068,0.000,0.057
'[11:09:20.714 07/11/1995]',0.001,0.014,107.068,0.000,0.057
'[11:09:20.716 07/11/1995]',0.001,0.015,107.068,0.000,0.057
'[11:09:20.718 07/11/1995]',0.001,0.015,107.068,0.000,0.057
'[11:09:20.720 07/11/1995]',0.001,0.016,104.662,0.000,0.051
'[11:09:20.722 07/11/1995]',0.001,0.017,104.662,0.000,0.051
'[11:09:20.724 07/11/1995]',0.001,0.018,104.662,0.000,0.051
'[11:09:20.726 07/11/1995]',0.001,0.019,104.662,0.000,0.051
'[11:09:20.728 07/11/1995]',0.001,0.018,102.030,0.000,0.045
'[11:09:20.730 07/11/1995]',0.001,0.018,102.030,0.000,0.045
'[11:09:20.732 07/11/1995]',0.001,0.018,102.030,0.000,0.045
'[11:09:20.734 07/11/1995]',0.001,0.019,102.030,0.000,0.045
'[11:09:20.736 07/11/1995]',0.011,0.020,99.098,0.000,0.040
'[11:09:20.738 07/11/1995]',0.011,0.021,99.098,0.000,0.040
'[11:09:20.740 07/11/1995]',0.001,0.021,99.098,0.000,0.040
'[11:09:20.742 07/11/1995]',0.001,0.022,99.098,0.000,0.040
'[11:09:20.744 07/11/1995]',0.001,0.022,95.940,0.000,0.035
'[11:09:20.746 07/11/1995]',0.001,0.022,95.940,0.000,0.035
'[11:09:20.748 07/11/1995]',0.001,0.022,95.940,0.000,0.035
'[11:09:20.750 07/11/1995]',0.011,0.022,95.940,0.000,0.035
'[11:09:20.752 07/11/1995]',0.011,0.022,92.632,0.000,0.030
'[11:09:20.754 07/11/1995]',0.011,0.023,92.632,0.000,0.030
'[11:09:20.756 07/11/1995]',0.011,0.024,92.632,0.000,0.030
'[11:09:20.758 07/11/1995]',0.001,0.025,92.632,0.000,0.030
'[11:09:20.760 07/11/1995]',0.001,0.025,89.248,0.000,0.026
'[11:09:20.762 07/11/1995]',0.001,0.026,89.248,0.000,0.026
'[11:09:20.764 07/11/1995]',0.001,0.025,89.248,0.000,0.026
'[11:09:20.766 07/11/1995]',0.011,0.025,89.248,0.000,0.026
'[11:09:20.768 07/11/1995]',0.011,0.025,85.789,0.000,0.023
'[11:09:20.770 07/11/1995]',0.011,0.025,85.789,0.000,0.023
'[11:09:20.772 07/11/1995]',0.011,0.025,85.789,0.000,0.023
'[11:09:20.774 07/11/1995]',0.011,0.025,85.789,0.000,0.023
'[11:09:20.776 07/11/1995]',0.001,0.025,82.556,0.000,0.019
'[11:09:20.778 07/11/1995]',0.001,0.025,82.556,0.000,0.019
'[11:09:20.780 07/11/1995]',0.011,0.025,82.556,0.000,0.019
'[11:09:20.782 07/11/1995]',0.011,0.025,82.556,0.000,0.019
'[11:09:20.784 07/11/1995]',0.011,0.025,79.323,0.000,0.017
'[11:09:20.786 07/11/1995]',0.022,0.026,79.323,0.000,0.017
'[11:09:20.788 07/11/1995]',0.011,0.027,79.323,0.000,0.017
'[11:09:20.790 07/11/1995]',0.011,0.028,79.323,0.000,0.017
'[11:09:20.792 07/11/1995]',0.011,0.029,76.391,0.000,0.014
'[11:09:20.794 07/11/1995]',0.001,0.029,76.391,0.000,0.014
'[11:09:20.796 07/11/1995]',0.001,0.029,76.391,0.000,0.014
'[11:09:20.798 07/11/1995]',0.011,0.029,76.391,0.000,0.014
'[11:09:20.800 07/11/1995]',0.011,0.029,73.835,0.000,0.012
'[11:09:20.802 07/11/1995]',0.022,0.029,73.835,0.000,0.012
'[11:09:20.804 07/11/1995]',0.011,0.029,73.835,0.000,0.012
'[11:09:20.806 07/11/1995]',0.011,0.028,73.835,0.000,0.012
'[11:09:20.808 07/11/1995]',0.011,0.027,71.579,0.000,0.011
'[11:09:20.810 07/11/1995]',0.001,0.026,71.579,0.000,0.011
'[11:09:20.812 07/11/1995]',0.001,0.025,71.579,0.000,0.011
'[11:09:20.814 07/11/1995]',0.011,0.025,71.579,0.000,0.011
'[11:09:20.816 07/11/1995]',0.011,0.025,69.624,0.000,0.011
'[11:09:20.818 07/11/1995]',0.022,0.025,69.624,0.000,0.011
'[11:09:20.820 07/11/1995]',0.022,0.025,69.624,0.000,0.011
'[11:09:20.822 07/11/1995]',0.011,0.025,69.624,0.000,0.011
'[11:09:20.824 07/11/1995]',0.011,0.025,68.045,0.000,0.012
'[11:09:20.826 07/11/1995]',0.001,0.025,68.045,0.000,0.012
'[11:09:20.828 07/11/1995]',0.001,0.025,68.045,0.000,0.012
'[11:09:20.830 07/11/1995]',0.001,0.025,68.045,0.000,0.012
'[11:09:20.832 07/11/1995]',0.011,0.025,66.767,0.000,0.014
'[11:09:20.834 07/11/1995]',0.011,0.025,66.767,0.000,0.014
'[11:09:20.836 07/11/1995]',0.011,0.025,66.767,0.000,0.014
'[11:09:20.838 07/11/1995]',0.011,0.025,66.767,0.000,0.014
'[11:09:20.840 07/11/1995]',0.011,0.025,65.940,0.000,0.017
'[11:09:20.842 07/11/1995]',0.001,0.025,65.940,0.000,0.017
'[11:09:20.844 07/11/1995]',0.001,0.025,65.940,0.000,0.017
'[11:09:20.846 07/11/1995]',0.001,0.025,65.940,0.000,0.017
'[11:09:20.848 07/11/1995]',0.011,0.025,65.263,0.000,0.021
'[11:09:20.850 07/11/1995]',0.011,0.025,65.263,0.000,0.021
'[11:09:20.852 07/11/1995]',0.011,0.025,65.263,0.000,0.021
'[11:09:20.854 07/11/1995]',0.011,0.025,65.263,0.000,0.021
'[11:09:20.856 07/11/1995]',0.011,0.025,64.962,0.000,0.025
'[11:09:20.858 07/11/1995]',0.001,0.024,64.962,0.000,0.025
'[11:09:20.860 07/11/1995]',0.001,0.023,64.962,0.000,0.025
'[11:09:20.862 07/11/1995]',0.001,0.022,64.962,0.000,0.025
'[11:09:20.864 07/11/1995]',0.011,0.022,64.887,0.000,0.029
'[11:09:20.866 07/11/1995]',0.011,0.022,64.887,0.000,0.029
'[11:09:20.868 07/11/1995]',0.011,0.022,64.887,0.000,0.029
'[11:09:20.870 07/11/1995]',0.011,0.023,64.887,0.000,0.029
'[11:09:20.872 07/11/1995]',0.011,0.024,65.113,0.000,0.033
'[11:09:20.874 07/11/1995]',0.001,0.024,65.113,0.000,0.033
'[11:09:20.876 07/11/1995]',0.001,0.024,65.113,0.000,0.033
'[11:09:20.878 07/11/1995]',0.001,0.024,65.113,0.000,0.033
'[11:09:20.880 07/11/1995]',0.001,0.024,65.489,0.000,0.036
'[11:09:20.882 07/11/1995]',0.011,0.024,65.489,0.000,0.036
'[11:09:20.884 07/11/1995]',0.011,0.024,65.489,0.000,0.036
'[11:09:20.886 07/11/1995]',0.011,0.024,65.489,0.000,0.036
'[11:09:20.888 07/11/1995]',0.011,0.024,65.940,0.000,0.040
'[11:09:20.890 07/11/1995]',0.001,0.024,65.940,0.000,0.040
'[11:09:20.892 07/11/1995]',0.001,0.024,65.940,0.000,0.040
'[11:09:20.894 07/11/1995]',0.001,0.023,65.940,0.000,0.040
'[11:09:20.896 07/11/1995]',0.001,0.022,66.541,0.000,0.043
'[11:09:20.898 07/11/1995]',0.001,0.022,66.541,0.000,0.043
'[11:09:20.900 07/11/1995]',0.011,0.022,66.541,0.000,0.043
'[11:09:20.902 07/11/1995]',0.011,0.022,66.541,0.000,0.043
'[11:09:20.904 07/11/1995]',0.011,0.022,67.143,0.000,0.046
'[11:09:20.906 07/11/1995]',0.001,0.022,67.143,0.000,0.046
'[11:09:20.908 07/11/1995]',0.001,0.022,67.143,0.000,0.046
'[11:09:20.910 07/11/1995]',0.001,0.022,67.143,0.000,0.046
'[11:09:20.912 07/11/1995]',0.001,0.022,67.744,0.000,0.048
'[11:09:20.914 07/11/1995]',0.001,0.022,67.744,0.000,0.048
'[11:09:20.916 07/11/1995]',0.011,0.022,67.744,0.000,0.048
'[11:09:20.918 07/11/1995]',0.011,0.022,67.744,0.000,0.048
'[11:09:20.920 07/11/1995]',0.011,0.022,68.271,0.000,0.048
'[11:09:20.922 07/11/1995]',0.011,0.022,68.271,0.000,0.048
'[11:09:20.924 07/11/1995]',0.001,0.021,68.271,0.000,0.048
'[11:09:20.926 07/11/1995]',0.001,0.021,68.271,0.000,0.048
'[11:09:20.928 07/11/1995]',0.001,0.020,68.722,0.000,0.047
'[11:09:20.930 07/11/1995]',0.001,0.019,68.722,0.000,0.047
'[11:09:20.932 07/11/1995]',0.001,0.018,68.722,0.000,0.047
'[11:09:20.934 07/11/1995]',0.011,0.018,68.722,0.000,0.047
'[11:09:20.936 07/11/1995]',0.011,0.019,69.098,0.000,0.045
'[11:09:20.938 07/11/1995]',0.011,0.021,69.098,0.000,0.045
'[11:09:20.940 07/11/1995]',0.001,0.021,69.098,0.000,0.045
'[11:09:20.942 07/11/1995]',0.001,0.021,69.098,0.000,0.045
'[11:09:20.944 07/11/1995]',0.001,0.020,69.474,0.000,0.044
'[11:09:20.946 07/11/1995]',0.001,0.019,69.474,0.000,0.044
'[11:09:20.948 07/11/1995]',0.001,0.018,69.474,0.000,0.044
'[11:09:20.950 07/11/1995]',0.011,0.017,69.474,0.000,0.044
'[11:09:20.952 07/11/1995]',0.011,0.018,69.699,0.000,0.042
'[11:09:20.954 07/11/1995]',0.011,0.018,69.699,0.000,0.042
'[11:09:20.956 07/11/1995]',0.001,0.018,69.699,0.000,0.042
'[11:09:20.958 07/11/1995]',0.001,0.018,69.699,0.000,0.042
'[11:09:20.960 07/11/1995]',0.001,0.018,69.850,0.000,0.040
'[11:09:20.962 07/11/1995]',0.001,0.018,69.850,0.000,0.040
'[11:09:20.964 07/11/1995]',0.001,0.018,69.850,0.000,0.040
'[11:09:20.966 07/11/1995]',0.001,0.018,69.850,0.000,0.040
'[11:09:20.968 07/11/1995]',0.011,0.018,69.925,0.000,0.036
'[11:09:20.970 07/11/1995]',0.011,0.018,69.925,0.000,0.036
'[11:09:20.972 07/11/1995]',0.011,0.018,69.925,0.000,0.036
'[11:09:20.974 07/11/1995]',0.001,0.018,69.925,0.000,0.036
'[11:09:20.976 07/11/1995]',0.001,0.018,69.774,0.000,0.033
'[11:09:20.978 07/11/1995]',0.001,0.018,69.774,0.000,0.033
'[11:09:20.980 07/11/1995]',0.001,0.018,69.774,0.000,0.033
'[11:09:20.982 07/11/1995]',0.001,0.018,69.774,0.000,0.033
'[11:09:20.984 07/11/1995]',0.011,0.018,69.624,0.000,0.028
'[11:09:20.986 07/11/1995]',0.011,0.019,69.624,0.000,0.028
'[11:09:20.988 07/11/1995]',0.011,0.020,69.624,0.000,0.028
'[11:09:20.990 07/11/1995]',0.001,0.021,69.624,0.000,0.028
'[11:09:20.992 07/11/1995]',0.001,0.021,69.398,0.000,0.022
'[11:09:20.994 07/11/1995]',0.001,0.022,69.398,0.000,0.022
'[11:09:20.996 07/11/1995]',0.001,0.022,69.398,0.000,0.022
'[11:09:20.998 07/11/1995]',0.011,0.022,69.398,0.000,0.022
'[11:09:21.000 07/11/1995]',0.011,0.022,69.023,0.000,0.016
'[11:09:21.002 07/11/1995]',0.022,0.022,69.023,0.000,0.016
'[11:09:21.004 07/11/1995]',0.022,0.021,69.023,0.000,0.016
'[11:09:21.006 07/11/1995]',0.022,0.021,69.023,0.000,0.016
'[11:09:21.008 07/11/1995]',0.011,0.020,68.647,0.000,0.009
'[11:09:21.010 07/11/1995]',0.011,0.019,68.647,0.000,0.009
'[11:09:21.012 07/11/1995]',0.011,0.018,68.647,0.000,0.009
'[11:09:21.014 07/11/1995]',0.011,0.017,68.647,0.000,0.009
'[11:09:21.016 07/11/1995]',0.011,0.018,68.271,0.000,0.003
'[11:09:21.018 07/11/1995]',0.011,0.018,68.271,0.000,0.003
'[11:09:21.020 07/11/1995]',0.011,0.018,68.271,0.000,0.003
'[11:09:21.022 07/11/1995]',0.011,0.018,68.271,0.000,0.003
'[11:09:21.024 07/11/1995]',0.011,0.018,67.820,0.000,-0.004
'[11:09:21.026 07/11/1995]',0.001,0.019,67.820,0.000,-0.004
'[11:09:21.028 07/11/1995]',0.001,0.020,67.820,0.000,-0.004
'[11:09:21.030 07/11/1995]',0.011,0.021,67.820,0.000,-0.004
'[11:09:21.032 07/11/1995]',0.011,0.021,67.293,0.000,-0.012
'[11:09:21.034 07/11/1995]',0.022,0.022,67.293,0.000,-0.012
'[11:09:21.036 07/11/1995]',0.022,0.022,67.293,0.000,-0.012
'[11:09:21.038 07/11/1995]',0.011,0.022,67.293,0.000,-0.012
'[11:09:21.040 07/11/1995]',0.011,0.022,66.842,0.000,-0.021
'[11:09:21.042 07/11/1995]',0.011,0.022,66.842,0.000,-0.021
'[11:09:21.044 07/11/1995]',0.001,0.022,66.842,0.000,-0.021
'[11:09:21.046 07/11/1995]',0.001,0.022,66.842,0.000,-0.021
'[11:09:21.048 07/11/1995]',0.011,0.022,66.391,0.000,-0.029
'[11:09:21.050 07/11/1995]',0.011,0.022,66.391,0.000,-0.029
'[11:09:21.052 07/11/1995]',0.011,0.021,66.391,0.000,-0.029
'[11:09:21.054 07/11/1995]',0.011,0.021,66.391,0.000,-0.029
'[11:09:21.056 07/11/1995]',0.001,0.019,65.789,0.000,-0.039
'[11:09:21.058 07/11/1995]',0.001,0.018,65.789,0.000,-0.039
'[11:09:21.060 07/11/1995]',0.001,0.015,65.789,0.000,-0.039
'[11:09:21.062 07/11/1995]',0.001,0.013,65.789,0.000,-0.039
'[11:09:21.064 07/11/1995]',0.001,0.012,65.263,0.000,-0.048
'[11:09:21.066 07/11/1995]',0.001,0.011,65.263,0.000,-0.048
'[11:09:21.068 07/11/1995]',0.001,0.011,65.263,0.000,-0.048
'[11:09:21.070 07/11/1995]',0.001,0.010,65.263,0.000,-0.048
'[11:09:21.072 07/11/1995]',-0.010,0.011,64.662,0.000,-0.057
'[11:09:21.074 07/11/1995]',-0.021,0.011,64.662,0.000,-0.057
'[11:09:21.076 07/11/1995]',-0.032,0.011,64.662,0.000,-0.057
'[11:09:21.078 07/11/1995]',-0.021,0.012,64.662,0.000,-0.057
'[11:09:21.080 07/11/1995]',-0.021,0.013,64.060,0.000,-0.065
'[11:09:21.082 07/11/1995]',-0.010,0.014,64.060,0.000,-0.065
'[11:09:21.084 07/11/1995]',-0.010,0.015,64.060,0.000,-0.065
'[11:09:21.086 07/11/1995]',-0.010,0.015,64.060,0.000,-0.065
'[11:09:21.088 07/11/1995]',-0.010,0.015,63.534,0.000,-0.072
'[11:09:21.090 07/11/1995]',-0.010,0.014,63.534,0.000,-0.072
'[11:09:21.092 07/11/1995]',-0.010,0.014,63.534,0.000,-0.072
'[11:09:21.094 07/11/1995]',-0.021,0.014,63.534,0.000,-0.072
'[11:09:21.096 07/11/1995]',-0.010,0.014,62.932,0.000,-0.079
'[11:09:21.098 07/11/1995]',-0.010,0.014,62.932,0.000,-0.079
'[11:09:21.100 07/11/1995]',0.001,0.015,62.932,0.000,-0.079
'[11:09:21.102 07/11/1995]',0.001,0.015,62.932,0.000,-0.079
'[11:09:21.104 07/11/1995]',0.001,0.017,62.406,0.000,-0.084
'[11:09:21.106 07/11/1995]',0.001,0.018,62.406,0.000,-0.084
'[11:09:21.108 07/11/1995]',0.001,0.022,62.406,0.000,-0.084
'[11:09:21.110 07/11/1995]',0.001,0.026,62.406,0.000,-0.084
'[11:09:21.112 07/11/1995]',0.001,0.035,61.880,0.000,-0.087
'[11:09:21.114 07/11/1995]',0.011,0.045,61.880,0.000,-0.087
'[11:09:21.116 07/11/1995]',0.022,0.070,61.880,0.000,-0.087
'[11:09:21.118 07/11/1995]',0.034,0.094,61.880,0.000,-0.087
'[11:09:21.120 07/11/1995]',0.034,0.140,61.278,0.000,-0.090
'[11:09:21.122 07/11/1995]',0.056,0.185,61.278,0.000,-0.090
'[11:09:21.124 07/11/1995]',0.077,0.249,61.278,0.000,-0.090
'[11:09:21.126 07/11/1995]',0.133,0.313,61.278,0.000,-0.090
'[11:09:21.128 07/11/1995]',0.187,0.381,60.752,0.000,-0.092
'[11:09:21.130 07/11/1995]',0.275,0.449,60.752,0.000,-0.092
'[11:09:21.132 07/11/1995]',0.362,0.504,60.752,0.000,-0.092
'[11:09:21.134 07/11/1995]',0.440,0.560,60.752,0.000,-0.092
'[11:09:21.136 07/11/1995]',0.494,0.587,60.226,0.000,-0.093
'[11:09:21.138 07/11/1995]',0.527,0.614,60.226,0.000,-0.093
'[11:09:21.140 07/11/1995]',0.538,0.608,60.226,0.000,-0.093
'[11:09:21.142 07/11/1995]',0.527,0.602,60.226,0.000,-0.093
'[11:09:21.144 07/11/1995]',0.505,0.566,59.699,0.000,-0.093
'[11:09:21.146 07/11/1995]',0.483,0.529,59.699,0.000,-0.093
'[11:09:21.148 07/11/1995]',0.451,0.474,59.699,0.000,-0.093
'[11:09:21.150 07/11/1995]',0.406,0.420,59.699,0.000,-0.093
'[11:09:21.152 07/11/1995]',0.330,0.359,59.248,0.000,-0.092
'[11:09:21.154 07/11/1995]',0.231,0.299,59.248,0.000,-0.092
'[11:09:21.156 07/11/1995]',0.154,0.242,59.248,0.000,-0.092
'[11:09:21.158 07/11/1995]',0.077,0.186,59.248,0.000,-0.092
'[11:09:21.160 07/11/1995]',0.011,0.140,58.797,0.000,-0.090
'[11:09:21.162 07/11/1995]',-0.032,0.093,58.797,0.000,-0.090
'[11:09:21.164 07/11/1995]',-0.065,0.059,58.797,0.000,-0.090
'[11:09:21.166 07/11/1995]',-0.098,0.026,58.797,0.000,-0.090
'[11:09:21.168 07/11/1995]',-0.109,0.005,58.346,0.000,-0.088
'[11:09:21.170 07/11/1995]',-0.109,-0.015,58.346,0.000,-0.088
'[11:09:21.172 07/11/1995]',-0.098,-0.027,58.346,0.000,-0.088
'[11:09:21.174 07/11/1995]',-0.098,-0.039,58.346,0.000,-0.088
'[11:09:21.176 07/11/1995]',-0.098,-0.046,57.895,0.000,-0.085
'[11:09:21.178 07/11/1995]',-0.087,-0.054,57.895,0.000,-0.085
'[11:09:21.180 07/11/1995]',-0.087,-0.058,57.895,0.000,-0.085
'[11:09:21.182 07/11/1995]',-0.076,-0.061,57.895,0.000,-0.085
'[11:09:21.184 07/11/1995]',-0.076,-0.061,57.594,0.000,-0.082
'[11:09:21.186 07/11/1995]',-0.065,-0.062,57.594,0.000,-0.082
