'Time and date','MCL1 ','III ','V ','ABP ','PAP ','PLETH ','RESP '
'[15:37:19.402 02/03/1995]',-0.026,-0.027,-0.030,88.100,21.250,-0.366,-0.228
'[15:37:19.404 02/03/1995]',-0.027,-0.029,-0.030,88.100,21.250,-0.366,-0.228
'[15:37:19.406 02/03/1995]',-0.028,-0.030,-0.030,88.100,21.250,-0.366,-0.228
'[15:37:19.408 02/03/1995]',-0.029,-0.030,-0.030,88.550,20.425,-0.370,-0.237
'[15:37:19.410 02/03/1995]',-0.029,-0.030,-0.030,88.550,20.425,-0.370,-0.237
'[15:37:19.412 02/03/1995]',-0.029,-0.030,-0.030,88.550,20.425,-0.370,-0.237
'[15:37:19.414 02/03/1995]',-0.030,-0.030,-0.030,88.550,20.425,-0.370,-0.237
'[15:37:19.416 02/03/1995]',-0.029,-0.030,-0.030,88.750,19.900,-0.364,-0.247
'[15:37:19.418 02/03/1995]',-0.029,-0.030,-0.030,88.750,19.900,-0.364,-0.247
'[15:37:19.420 02/03/1995]',-0.028,-0.030,-0.030,88.750,19.900,-0.364,-0.247
'[15:37:19.422 02/03/1995]',-0.027,-0.031,-0.030,88.750,19.900,-0.364,-0.247
'[15:37:19.424 02/03/1995]',-0.025,-0.033,-0.030,88.650,19.725,-0.351,-0.257
'[15:37:19.426 02/03/1995]',-0.024,-0.034,-0.030,88.650,19.725,-0.351,-0.257
'[15:37:19.428 02/03/1995]',-0.024,-0.035,-0.029,88.650,19.725,-0.351,-0.257
'[15:37:19.430 02/03/1995]',-0.023,-0.037,-0.029,88.650,19.725,-0.351,-0.257
'[15:37:19.432 02/03/1995]',-0.022,-0.037,-0.028,88.400,19.675,-0.337,-0.267
'[15:37:19.434 02/03/1995]',-0.021,-0.037,-0.027,88.400,19.675,-0.337,-0.267
'[15:37:19.436 02/03/1995]',-0.020,-0.037,-0.026,88.400,19.675,-0.337,-0.267
'[15:37:19.438 02/03/1995]',-0.019,-0.037,-0.025,88.400,19.675,-0.337,-0.267
'[15:37:19.440 02/03/1995]',-0.018,-0.037,-0.025,88.050,19.800,-0.319,-0.276
'[15:37:19.442 02/03/1995]',-0.018,-0.037,-0.026,88.050,19.800,-0.319,-0.276
'[15:37:19.444 02/03/1995]',-0.018,-0.037,-0.026,88.050,19.800,-0.319,-0.276
'[15:37:19.446 02/03/1995]',-0.019,-0.037,-0.026,88.050,19.800,-0.319,-0.276
'[15:37:19.448 02/03/1995]',-0.019,-0.037,-0.026,87.550,19.975,-0.302,-0.285
'[15:37:19.450 02/03/1995]',-0.019,-0.038,-0.026,87.550,19.975,-0.302,-0.285
'[15:37:19.452 02/03/1995]',-0.019,-0.039,-0.026,87.550,19.975,-0.302,-0.285
'[15:37:19.454 02/03/1995]',-0.019,-0.040,-0.026,87.550,19.975,-0.302,-0.285
'[15:37:19.456 02/03/1995]',-0.019,-0.041,-0.025,87.100,20.150,-0.285,-0.293
'[15:37:19.458 02/03/1995]',-0.019,-0.041,-0.025,87.100,20.150,-0.285,-0.293
'[15:37:19.460 02/03/1995]',-0.019,-0.041,-0.024,87.100,20.150,-0.285,-0.293
'[15:37:19.462 02/03/1995]',-0.019,-0.040,-0.023,87.100,20.150,-0.285,-0.293
'[15:37:19.464 02/03/1995]',-0.018,-0.039,-0.022,86.500,20.200,-0.276,-0.302
'[15:37:19.466 02/03/1995]',-0.018,-0.038,-0.021,86.500,20.200,-0.276,-0.302
'[15:37:19.468 02/03/1995]',-0.017,-0.035,-0.018,86.500,20.200,-0.276,-0.302
'[15:37:19.470 02/03/1995]',-0.015,-0.032,-0.016,86.500,20.200,-0.276,-0.302
'[15:37:19.472 02/03/1995]',-0.011,-0.028,-0.009,85.950,20.150,-0.267,-0.310
'[15:37:19.474 02/03/1995]',-0.006,-0.024,-0.001,85.950,20.150,-0.267,-0.310
'[15:37:19.476 02/03/1995]',0.003,-0.019,0.013,85.950,20.150,-0.267,-0.310
'[15:37:19.478 02/03/1995]',0.011,-0.015,0.028,85.950,20.150,-0.267,-0.310
'[15:37:19.480 02/03/1995]',0.025,-0.013,0.049,85.300,19.975,-0.262,-0.318
'[15:37:19.482 02/03/1995]',0.039,-0.012,0.070,85.300,19.975,-0.262,-0.318
'[15:37:19.484 02/03/1995]',0.056,-0.018,0.096,85.300,19.975,-0.262,-0.318
'[15:37:19.486 02/03/1995]',0.073,-0.023,0.121,85.300,19.975,-0.262,-0.318
'[15:37:19.488 02/03/1995]',0.091,-0.035,0.148,84.650,19.900,-0.263,-0.325
'[15:37:19.490 02/03/1995]',0.109,-0.047,0.176,84.650,19.900,-0.263,-0.325
'[15:37:19.492 02/03/1995]',0.124,-0.064,0.202,84.650,19.900,-0.263,-0.325
'[15:37:19.494 02/03/1995]',0.140,-0.080,0.227,84.650,19.900,-0.263,-0.325
'[15:37:19.496 02/03/1995]',0.150,-0.097,0.248,84.000,20.075,-0.269,-0.332
'[15:37:19.498 02/03/1995]',0.161,-0.113,0.270,84.000,20.075,-0.269,-0.332
'[15:37:19.500 02/03/1995]',0.167,-0.128,0.285,84.000,20.075,-0.269,-0.332
'[15:37:19.502 02/03/1995]',0.173,-0.142,0.300,84.000,20.075,-0.269,-0.332
'[15:37:19.504 02/03/1995]',0.173,-0.154,0.308,83.350,20.425,-0.263,-0.339
'[15:37:19.506 02/03/1995]',0.174,-0.167,0.316,83.350,20.425,-0.263,-0.339
'[15:37:19.508 02/03/1995]',0.167,-0.180,0.312,83.350,20.425,-0.263,-0.339
'[15:37:19.510 02/03/1995]',0.159,-0.193,0.309,83.350,20.425,-0.263,-0.339
'[15:37:19.512 02/03/1995]',0.138,-0.206,0.283,82.750,20.900,-0.277,-0.344
'[15:37:19.514 02/03/1995]',0.116,-0.219,0.258,82.750,20.900,-0.277,-0.344
'[15:37:19.516 02/03/1995]',0.074,-0.231,0.200,82.750,20.900,-0.277,-0.344
'[15:37:19.518 02/03/1995]',0.033,-0.242,0.142,82.750,20.900,-0.277,-0.344
'[15:37:19.520 02/03/1995]',-0.028,-0.251,0.053,82.200,21.425,-0.289,-0.350
'[15:37:19.522 02/03/1995]',-0.089,-0.260,-0.036,82.200,21.425,-0.289,-0.350
'[15:37:19.524 02/03/1995]',-0.157,-0.267,-0.138,82.200,21.425,-0.289,-0.350
'[15:37:19.526 02/03/1995]',-0.225,-0.273,-0.239,82.200,21.425,-0.289,-0.350
'[15:37:19.528 02/03/1995]',-0.279,-0.276,-0.323,81.600,22.125,-0.307,-0.354
'[15:37:19.530 02/03/1995]',-0.333,-0.279,-0.406,81.600,22.125,-0.307,-0.354
'[15:37:19.532 02/03/1995]',-0.359,-0.278,-0.450,81.600,22.125,-0.307,-0.354
'[15:37:19.534 02/03/1995]',-0.385,-0.277,-0.493,81.600,22.125,-0.307,-0.354
'[15:37:19.536 02/03/1995]',-0.380,-0.272,-0.490,81.050,23.075,-0.326,-0.359
'[15:37:19.538 02/03/1995]',-0.374,-0.266,-0.488,81.050,23.075,-0.326,-0.359
'[15:37:19.540 02/03/1995]',-0.346,-0.254,-0.454,81.050,23.075,-0.326,-0.359
'[15:37:19.542 02/03/1995]',-0.318,-0.242,-0.420,81.050,23.075,-0.326,-0.359
'[15:37:19.544 02/03/1995]',-0.282,-0.224,-0.376,80.550,24.300,-0.347,-0.363
'[15:37:19.546 02/03/1995]',-0.247,-0.205,-0.331,80.550,24.300,-0.347,-0.363
'[15:37:19.548 02/03/1995]',-0.214,-0.184,-0.290,80.550,24.300,-0.347,-0.363
'[15:37:19.550 02/03/1995]',-0.181,-0.163,-0.250,80.550,24.300,-0.347,-0.363
'[15:37:19.552 02/03/1995]',-0.155,-0.142,-0.217,80.050,25.525,-0.367,-0.368
'[15:37:19.554 02/03/1995]',-0.129,-0.121,-0.184,80.050,25.525,-0.367,-0.368
'[15:37:19.556 02/03/1995]',-0.109,-0.101,-0.158,80.050,25.525,-0.367,-0.368
'[15:37:19.558 02/03/1995]',-0.089,-0.081,-0.132,80.050,25.525,-0.367,-0.368
'[15:37:19.560 02/03/1995]',-0.073,-0.062,-0.112,79.600,26.350,-0.388,-0.373
'[15:37:19.562 02/03/1995]',-0.057,-0.043,-0.092,79.600,26.350,-0.388,-0.373
'[15:37:19.564 02/03/1995]',-0.044,-0.029,-0.076,79.600,26.350,-0.388,-0.373
'[15:37:19.566 02/03/1995]',-0.032,-0.014,-0.061,79.600,26.350,-0.388,-0.373
'[15:37:19.568 02/03/1995]',-0.024,-0.005,-0.050,79.200,26.350,-0.409,-0.380
'[15:37:19.570 02/03/1995]',-0.015,0.003,-0.038,79.200,26.350,-0.409,-0.380
'[15:37:19.572 02/03/1995]',-0.010,0.007,-0.030,79.200,26.350,-0.409,-0.380
'[15:37:19.574 02/03/1995]',-0.005,0.012,-0.023,79.200,26.350,-0.409,-0.380
'[15:37:19.576 02/03/1995]',-0.003,0.013,-0.019,78.800,25.525,-0.430,-0.387
'[15:37:19.578 02/03/1995]',0.000,0.015,-0.016,78.800,25.525,-0.430,-0.387
'[15:37:19.580 02/03/1995]',0.002,0.015,-0.013,78.800,25.525,-0.430,-0.387
'[15:37:19.582 02/03/1995]',0.004,0.016,-0.011,78.800,25.525,-0.430,-0.387
'[15:37:19.584 02/03/1995]',0.005,0.017,-0.009,78.500,24.550,-0.451,-0.397
'[15:37:19.586 02/03/1995]',0.007,0.018,-0.006,78.500,24.550,-0.451,-0.397
'[15:37:19.588 02/03/1995]',0.008,0.021,-0.004,78.500,24.550,-0.451,-0.397
'[15:37:19.590 02/03/1995]',0.009,0.023,-0.003,78.500,24.550,-0.451,-0.397
'[15:37:19.592 02/03/1995]',0.010,0.024,-0.002,78.250,23.650,-0.470,-0.407
'[15:37:19.594 02/03/1995]',0.011,0.025,0.000,78.250,23.650,-0.470,-0.407
'[15:37:19.596 02/03/1995]',0.013,0.026,0.002,78.250,23.650,-0.470,-0.407
'[15:37:19.598 02/03/1995]',0.014,0.027,0.004,78.250,23.650,-0.470,-0.407
'[15:37:19.600 02/03/1995]',0.015,0.028,0.006,78.000,23.125,-0.485,-0.418
'[15:37:19.602 02/03/1995]',0.015,0.028,0.008,78.000,23.125,-0.485,-0.418
'[15:37:19.604 02/03/1995]',0.015,0.029,0.010,78.000,23.125,-0.485,-0.418
'[15:37:19.606 02/03/1995]',0.014,0.029,0.012,78.000,23.125,-0.485,-0.418
'[15:37:19.608 02/03/1995]',0.014,0.029,0.013,77.750,23.125,-0.501,-0.430
'[15:37:19.610 02/03/1995]',0.014,0.030,0.014,77.750,23.125,-0.501,-0.430
'[15:37:19.612 02/03/1995]',0.014,0.031,0.015,77.750,23.125,-0.501,-0.430
'[15:37:19.614 02/03/1995]',0.014,0.032,0.015,77.750,23.125,-0.501,-0.430
'[15:37:19.616 02/03/1995]',0.014,0.033,0.015,77.450,23.475,-0.519,-0.443
'[15:37:19.618 02/03/1995]',0.014,0.034,0.014,77.450,23.475,-0.519,-0.443
'[15:37:19.620 02/03/1995]',0.014,0.035,0.014,77.450,23.475,-0.519,-0.443
'[15:37:19.622 02/03/1995]',0.014,0.036,0.014,77.450,23.475,-0.519,-0.443
'[15:37:19.624 02/03/1995]',0.014,0.036,0.014,77.200,23.950,-0.530,-0.456
'[15:37:19.626 02/03/1995]',0.014,0.036,0.014,77.200,23.950,-0.530,-0.456
'[15:37:19.628 02/03/1995]',0.015,0.035,0.014,77.200,23.950,-0.530,-0.456
'[15:37:19.630 02/03/1995]',0.015,0.035,0.014,77.200,23.950,-0.530,-0.456
'[15:37:19.632 02/03/1995]',0.016,0.034,0.014,77.100,24.175,-0.543,-0.468
'[15:37:19.634 02/03/1995]',0.017,0.033,0.014,77.100,24.175,-0.543,-0.468
'[15:37:19.636 02/03/1995]',0.018,0.033,0.014,77.100,24.175,-0.543,-0.468
'[15:37:19.638 02/03/1995]',0.020,0.032,0.014,77.100,24.175,-0.543,-0.468
'[15:37:19.640 02/03/1995]',0.021,0.033,0.014,77.100,24.250,-0.550,-0.480
'[15:37:19.642 02/03/1995]',0.022,0.033,0.014,77.100,24.250,-0.550,-0.480
'[15:37:19.644 02/03/1995]',0.024,0.035,0.015,77.100,24.250,-0.550,-0.480
'[15:37:19.646 02/03/1995]',0.025,0.036,0.015,77.100,24.250,-0.550,-0.480
'[15:37:19.648 02/03/1995]',0.025,0.036,0.016,77.100,24.375,-0.561,-0.491
'[15:37:19.650 02/03/1995]',0.026,0.036,0.017,77.100,24.375,-0.561,-0.491
'[15:37:19.652 02/03/1995]',0.026,0.036,0.018,77.100,24.375,-0.561,-0.491
'[15:37:19.654 02/03/1995]',0.026,0.036,0.020,77.100,24.375,-0.561,-0.491
'[15:37:19.656 02/03/1995]',0.027,0.036,0.021,77.150,24.375,-0.565,-0.503
'[15:37:19.658 02/03/1995]',0.028,0.036,0.021,77.150,24.375,-0.565,-0.503
'[15:37:19.660 02/03/1995]',0.029,0.036,0.022,77.150,24.375,-0.565,-0.503
'[15:37:19.662 02/03/1995]',0.030,0.037,0.023,77.150,24.375,-0.565,-0.503
'[15:37:19.664 02/03/1995]',0.032,0.038,0.025,77.400,24.250,-0.568,-0.514
'[15:37:19.666 02/03/1995]',0.033,0.040,0.026,77.400,24.250,-0.568,-0.514
'[15:37:19.668 02/03/1995]',0.035,0.041,0.028,77.400,24.250,-0.568,-0.514
'[15:37:19.670 02/03/1995]',0.037,0.041,0.030,77.400,24.250,-0.568,-0.514
'[15:37:19.672 02/03/1995]',0.039,0.042,0.032,77.900,23.900,-0.572,-0.524
'[15:37:19.674 02/03/1995]',0.041,0.043,0.033,77.900,23.900,-0.572,-0.524
'[15:37:19.676 02/03/1995]',0.043,0.043,0.035,77.900,23.900,-0.572,-0.524
'[15:37:19.678 02/03/1995]',0.044,0.044,0.038,77.900,23.900,-0.572,-0.524
'[15:37:19.680 02/03/1995]',0.046,0.043,0.041,78.850,23.725,-0.570,-0.533
'[15:37:19.682 02/03/1995]',0.048,0.043,0.044,78.850,23.725,-0.570,-0.533
'[15:37:19.684 02/03/1995]',0.050,0.042,0.046,78.850,23.725,-0.570,-0.533
'[15:37:19.686 02/03/1995]',0.052,0.041,0.049,78.850,23.725,-0.570,-0.533
'[15:37:19.688 02/03/1995]',0.054,0.040,0.052,80.300,23.900,-0.567,-0.541
'[15:37:19.690 02/03/1995]',0.056,0.039,0.055,80.300,23.900,-0.567,-0.541
'[15:37:19.692 02/03/1995]',0.058,0.038,0.058,80.300,23.900,-0.567,-0.541
'[15:37:19.694 02/03/1995]',0.060,0.037,0.060,80.300,23.900,-0.567,-0.541
'[15:37:19.696 02/03/1995]',0.063,0.038,0.064,82.350,24.550,-0.562,-0.549
'[15:37:19.698 02/03/1995]',0.066,0.040,0.068,82.350,24.550,-0.562,-0.549
'[15:37:19.700 02/03/1995]',0.069,0.042,0.073,82.350,24.550,-0.562,-0.549
'[15:37:19.702 02/03/1995]',0.072,0.043,0.078,82.350,24.550,-0.562,-0.549
'[15:37:19.704 02/03/1995]',0.074,0.044,0.082,85.000,25.600,-0.553,-0.556
'[15:37:19.706 02/03/1995]',0.077,0.045,0.086,85.000,25.600,-0.553,-0.556
'[15:37:19.708 02/03/1995]',0.080,0.046,0.089,85.000,25.600,-0.553,-0.556
'[15:37:19.710 02/03/1995]',0.082,0.048,0.092,85.000,25.600,-0.553,-0.556
'[15:37:19.712 02/03/1995]',0.084,0.050,0.095,88.050,26.825,-0.543,-0.562
'[15:37:19.714 02/03/1995]',0.085,0.051,0.097,88.050,26.825,-0.543,-0.562
'[15:37:19.716 02/03/1995]',0.086,0.053,0.100,88.050,26.825,-0.543,-0.562
'[15:37:19.718 02/03/1995]',0.087,0.055,0.102,88.050,26.825,-0.543,-0.562
'[15:37:19.720 02/03/1995]',0.088,0.056,0.103,91.450,28.125,-0.528,-0.569
'[15:37:19.722 02/03/1995]',0.089,0.056,0.104,91.450,28.125,-0.528,-0.569
'[15:37:19.724 02/03/1995]',0.090,0.057,0.104,91.450,28.125,-0.528,-0.569
'[15:37:19.726 02/03/1995]',0.091,0.057,0.105,91.450,28.125,-0.528,-0.569
'[15:37:19.728 02/03/1995]',0.091,0.057,0.105,95.000,29.350,-0.506,-0.575
'[15:37:19.730 02/03/1995]',0.091,0.057,0.105,95.000,29.350,-0.506,-0.575
'[15:37:19.732 02/03/1995]',0.090,0.057,0.103,95.000,29.350,-0.506,-0.575
'[15:37:19.734 02/03/1995]',0.090,0.056,0.102,95.000,29.350,-0.506,-0.575
'[15:37:19.736 02/03/1995]',0.089,0.056,0.100,98.650,30.450,-0.481,-0.581
'[15:37:19.738 02/03/1995]',0.088,0.056,0.097,98.650,30.450,-0.481,-0.581
'[15:37:19.740 02/03/1995]',0.087,0.057,0.096,98.650,30.450,-0.481,-0.581
'[15:37:19.742 02/03/1995]',0.086,0.058,0.094,98.650,30.450,-0.481,-0.581
'[15:37:19.744 02/03/1995]',0.085,0.058,0.091,102.200,31.450,-0.445,-0.586
'[15:37:19.746 02/03/1995]',0.084,0.058,0.089,102.200,31.450,-0.445,-0.586
'[15:37:19.748 02/03/1995]',0.081,0.057,0.086,102.200,31.450,-0.445,-0.586
'[15:37:19.750 02/03/1995]',0.078,0.055,0.083,102.200,31.450,-0.445,-0.586
'[15:37:19.752 02/03/1995]',0.075,0.054,0.079,105.500,32.150,-0.404,-0.591
'[15:37:19.754 02/03/1995]',0.072,0.053,0.075,105.500,32.150,-0.404,-0.591
'[15:37:19.756 02/03/1995]',0.069,0.052,0.071,105.500,32.150,-0.404,-0.591
'[15:37:19.758 02/03/1995]',0.065,0.051,0.067,105.500,32.150,-0.404,-0.591
'[15:37:19.760 02/03/1995]',0.062,0.048,0.064,108.350,32.500,-0.353,-0.596
'[15:37:19.762 02/03/1995]',0.059,0.045,0.060,108.350,32.500,-0.353,-0.596
'[15:37:19.764 02/03/1995]',0.054,0.043,0.056,108.350,32.500,-0.353,-0.596
'[15:37:19.766 02/03/1995]',0.050,0.040,0.052,108.350,32.500,-0.353,-0.596
'[15:37:19.768 02/03/1995]',0.046,0.037,0.047,110.700,32.450,-0.291,-0.601
'[15:37:19.770 02/03/1995]',0.042,0.035,0.042,110.700,32.450,-0.291,-0.601
'[15:37:19.772 02/03/1995]',0.038,0.034,0.036,110.700,32.450,-0.291,-0.601
'[15:37:19.774 02/03/1995]',0.034,0.032,0.031,110.700,32.450,-0.291,-0.601
'[15:37:19.776 02/03/1995]',0.030,0.030,0.027,112.500,32.100,-0.221,-0.607
'[15:37:19.778 02/03/1995]',0.027,0.029,0.023,112.500,32.100,-0.221,-0.607
'[15:37:19.780 02/03/1995]',0.024,0.029,0.020,112.500,32.100,-0.221,-0.607
'[15:37:19.782 02/03/1995]',0.021,0.029,0.017,112.500,32.100,-0.221,-0.607
'[15:37:19.784 02/03/1995]',0.018,0.029,0.015,113.600,31.400,-0.143,-0.613
'[15:37:19.786 02/03/1995]',0.016,0.028,0.012,113.600,31.400,-0.143,-0.613
'[15:37:19.788 02/03/1995]',0.013,0.026,0.009,113.600,31.400,-0.143,-0.613
'[15:37:19.790 02/03/1995]',0.010,0.025,0.005,113.600,31.400,-0.143,-0.613
'[15:37:19.792 02/03/1995]',0.007,0.023,0.001,114.000,30.575,-0.060,-0.619
'[15:37:19.794 02/03/1995]',0.005,0.021,-0.003,114.000,30.575,-0.060,-0.619
'[15:37:19.796 02/03/1995]',0.002,0.019,-0.007,114.000,30.575,-0.060,-0.619
'[15:37:19.798 02/03/1995]',-0.001,0.017,-0.012,114.000,30.575,-0.060,-0.619
'[15:37:19.800 02/03/1995]',-0.003,0.015,-0.017,113.650,29.575,0.024,-0.626
'[15:37:19.802 02/03/1995]',-0.005,0.013,-0.021,113.650,29.575,0.024,-0.626
'[15:37:19.804 02/03/1995]',-0.006,0.011,-0.024,113.650,29.575,0.024,-0.626
'[15:37:19.806 02/03/1995]',-0.008,0.010,-0.027,113.650,29.575,0.024,-0.626
'[15:37:19.808 02/03/1995]',-0.009,0.009,-0.029,112.600,28.575,0.110,-0.633
'[15:37:19.810 02/03/1995]',-0.011,0.007,-0.031,112.600,28.575,0.110,-0.633
'[15:37:19.812 02/03/1995]',-0.011,0.006,-0.032,112.600,28.575,0.110,-0.633
'[15:37:19.814 02/03/1995]',-0.012,0.005,-0.033,112.600,28.575,0.110,-0.633
'[15:37:19.816 02/03/1995]',-0.013,0.004,-0.034,111.000,27.525,0.188,-0.641
'[15:37:19.818 02/03/1995]',-0.015,0.004,-0.035,111.000,27.525,0.188,-0.641
'[15:37:19.820 02/03/1995]',-0.015,0.004,-0.035,111.000,27.525,0.188,-0.641
'[15:37:19.822 02/03/1995]',-0.015,0.003,-0.036,111.000,27.525,0.188,-0.641
'[15:37:19.824 02/03/1995]',-0.015,0.003,-0.036,108.850,26.425,0.259,-0.650
'[15:37:19.826 02/03/1995]',-0.016,0.003,-0.037,108.850,26.425,0.259,-0.650
'[15:37:19.828 02/03/1995]',-0.017,0.003,-0.037,108.850,26.425,0.259,-0.650
'[15:37:19.830 02/03/1995]',-0.017,0.003,-0.037,108.850,26.425,0.259,-0.650
'[15:37:19.832 02/03/1995]',-0.017,0.003,-0.037,106.200,25.175,0.322,-0.658
'[15:37:19.834 02/03/1995]',-0.017,0.003,-0.037,106.200,25.175,0.322,-0.658
'[15:37:19.836 02/03/1995]',-0.018,0.003,-0.037,106.200,25.175,0.322,-0.658
'[15:37:19.838 02/03/1995]',-0.018,0.002,-0.037,106.200,25.175,0.322,-0.658
'[15:37:19.840 02/03/1995]',-0.018,0.001,-0.036,103.150,23.900,0.372,-0.666
'[15:37:19.842 02/03/1995]',-0.018,0.000,-0.036,103.150,23.900,0.372,-0.666
'[15:37:19.844 02/03/1995]',-0.017,-0.001,-0.035,103.150,23.900,0.372,-0.666
'[15:37:19.846 02/03/1995]',-0.016,-0.001,-0.033,103.150,23.900,0.372,-0.666
'[15:37:19.848 02/03/1995]',-0.015,-0.001,-0.032,99.800,22.550,0.410,-0.674
'[15:37:19.850 02/03/1995]',-0.014,0.000,-0.030,99.800,22.550,0.410,-0.674
'[15:37:19.852 02/03/1995]',-0.012,0.001,-0.029,99.800,22.550,0.410,-0.674
'[15:37:19.854 02/03/1995]',-0.010,0.001,-0.029,99.800,22.550,0.410,-0.674
'[15:37:19.856 02/03/1995]',-0.009,0.003,-0.029,96.350,21.250,0.434,-0.681
'[15:37:19.858 02/03/1995]',-0.007,0.004,-0.029,96.350,21.250,0.434,-0.681
'[15:37:19.860 02/03/1995]',-0.005,0.005,-0.028,96.350,21.250,0.434,-0.681
'[15:37:19.862 02/03/1995]',-0.004,0.007,-0.027,96.350,21.250,0.434,-0.681
'[15:37:19.864 02/03/1995]',-0.004,0.009,-0.025,92.900,20.375,0.443,-0.686
'[15:37:19.866 02/03/1995]',-0.004,0.012,-0.024,92.900,20.375,0.443,-0.686
'[15:37:19.868 02/03/1995]',-0.004,0.013,-0.024,92.900,20.375,0.443,-0.686
'[15:37:19.870 02/03/1995]',-0.003,0.014,-0.023,92.900,20.375,0.443,-0.686
'[15:37:19.872 02/03/1995]',-0.002,0.015,-0.022,89.750,20.325,0.439,-0.691
'[15:37:19.874 02/03/1995]',-0.001,0.015,-0.021,89.750,20.325,0.439,-0.691
'[15:37:19.876 02/03/1995]',-0.001,0.015,-0.020,89.750,20.325,0.439,-0.691
'[15:37:19.878 02/03/1995]',0.000,0.014,-0.019,89.750,20.325,0.439,-0.691
'[15:37:19.880 02/03/1995]',0.000,0.014,-0.018,86.950,21.200,0.419,-0.695
'[15:37:19.882 02/03/1995]',0.000,0.014,-0.018,86.950,21.200,0.419,-0.695
'[15:37:19.884 02/03/1995]',0.000,0.014,-0.018,86.950,21.200,0.419,-0.695
'[15:37:19.886 02/03/1995]',0.000,0.014,-0.019,86.950,21.200,0.419,-0.695
'[15:37:19.888 02/03/1995]',0.000,0.014,-0.019,84.700,22.950,0.392,-0.697
'[15:37:19.890 02/03/1995]',0.000,0.014,-0.019,84.700,22.950,0.392,-0.697
'[15:37:19.892 02/03/1995]',0.001,0.015,-0.019,84.700,22.950,0.392,-0.697
'[15:37:19.894 02/03/1995]',0.001,0.015,-0.019,84.700,22.950,0.392,-0.697
'[15:37:19.896 02/03/1995]',0.003,0.017,-0.018,82.900,25.000,0.349,-0.698
'[15:37:19.898 02/03/1995]',0.004,0.019,-0.018,82.900,25.000,0.349,-0.698
'[15:37:19.900 02/03/1995]',0.005,0.024,-0.017,82.900,25.000,0.349,-0.698
'[15:37:19.902 02/03/1995]',0.007,0.028,-0.016,82.900,25.000,0.349,-0.698
'[15:37:19.904 02/03/1995]',0.009,0.034,-0.015,81.650,26.950,0.296,-0.698
'[15:37:19.906 02/03/1995]',0.011,0.039,-0.013,81.650,26.950,0.296,-0.698
'[15:37:19.908 02/03/1995]',0.011,0.046,-0.010,81.650,26.950,0.296,-0.698
'[15:37:19.910 02/03/1995]',0.012,0.054,-0.007,81.650,26.950,0.296,-0.698
'[15:37:19.912 02/03/1995]',0.013,0.061,-0.005,80.950,28.575,0.236,-0.697
'[15:37:19.914 02/03/1995]',0.015,0.069,-0.003,80.950,28.575,0.236,-0.697
'[15:37:19.916 02/03/1995]',0.017,0.076,-0.002,80.950,28.575,0.236,-0.697
'[15:37:19.918 02/03/1995]',0.018,0.084,0.000,80.950,28.575,0.236,-0.697
'[15:37:19.920 02/03/1995]',0.019,0.090,0.002,80.700,29.700,0.173,-0.696
'[15:37:19.922 02/03/1995]',0.020,0.097,0.004,80.700,29.700,0.173,-0.696
'[15:37:19.924 02/03/1995]',0.021,0.103,0.006,80.700,29.700,0.173,-0.696
'[15:37:19.926 02/03/1995]',0.022,0.110,0.008,80.700,29.700,0.173,-0.696
'[15:37:19.928 02/03/1995]',0.025,0.116,0.010,80.900,30.050,0.101,-0.696
'[15:37:19.930 02/03/1995]',0.027,0.121,0.012,80.900,30.050,0.101,-0.696
'[15:37:19.932 02/03/1995]',0.030,0.126,0.013,80.900,30.050,0.101,-0.696
'[15:37:19.934 02/03/1995]',0.033,0.130,0.014,80.900,30.050,0.101,-0.696
'[15:37:19.936 02/03/1995]',0.035,0.133,0.015,81.400,29.800,0.029,-0.697
'[15:37:19.938 02/03/1995]',0.038,0.135,0.015,81.400,29.800,0.029,-0.697
'[15:37:19.940 02/03/1995]',0.039,0.135,0.015,81.400,29.800,0.029,-0.697
'[15:37:19.942 02/03/1995]',0.040,0.135,0.014,81.400,29.800,0.029,-0.697
'[15:37:19.944 02/03/1995]',0.040,0.132,0.014,82.100,29.050,-0.040,-0.699
'[15:37:19.946 02/03/1995]',0.039,0.129,0.014,82.100,29.050,-0.040,-0.699
'[15:37:19.948 02/03/1995]',0.037,0.123,0.014,82.100,29.050,-0.040,-0.699
'[15:37:19.950 02/03/1995]',0.036,0.118,0.014,82.100,29.050,-0.040,-0.699
'[15:37:19.952 02/03/1995]',0.034,0.111,0.013,83.000,28.000,-0.105,-0.701
'[15:37:19.954 02/03/1995]',0.032,0.103,0.013,83.000,28.000,-0.105,-0.701
'[15:37:19.956 02/03/1995]',0.029,0.096,0.012,83.000,28.000,-0.105,-0.701
'[15:37:19.958 02/03/1995]',0.027,0.088,0.011,83.000,28.000,-0.105,-0.701
'[15:37:19.960 02/03/1995]',0.025,0.081,0.010,84.000,26.700,-0.165,-0.703
'[15:37:19.962 02/03/1995]',0.022,0.074,0.009,84.000,26.700,-0.165,-0.703
'[15:37:19.964 02/03/1995]',0.019,0.069,0.008,84.000,26.700,-0.165,-0.703
'[15:37:19.966 02/03/1995]',0.017,0.063,0.007,84.000,26.700,-0.165,-0.703
'[15:37:19.968 02/03/1995]',0.015,0.058,0.004,84.950,25.300,-0.213,-0.705
'[15:37:19.970 02/03/1995]',0.014,0.052,0.001,84.950,25.300,-0.213,-0.705
