'Time and date','V','II','V','ABP','PAP','PLETH','RESP'
'[07:24:40.360 15/12/1995]',-0.007,0.039,-0.005,46.662,37.100,0.000,-0.765
'[07:24:40.362 15/12/1995]',-0.007,0.043,-0.005,46.662,37.100,0.000,-0.765
'[07:24:40.364 15/12/1995]',-0.006,0.048,-0.005,46.662,37.100,0.000,-0.765
'[07:24:40.366 15/12/1995]',-0.006,0.053,-0.005,46.662,37.100,0.000,-0.765
'[07:24:40.368 15/12/1995]',-0.005,0.057,-0.011,46.662,36.750,0.000,-0.757
'[07:24:40.370 15/12/1995]',-0.004,0.062,-0.011,46.662,36.750,0.000,-0.757
'[07:24:40.372 15/12/1995]',-0.003,0.066,-0.023,46.662,36.750,0.000,-0.757
'[07:24:40.374 15/12/1995]',-0.002,0.069,-0.011,46.662,36.750,0.000,-0.757
'[07:24:40.376 15/12/1995]',-0.002,0.072,-0.011,46.587,36.350,0.000,-0.749
'[07:24:40.378 15/12/1995]',-0.003,0.076,-0.011,46.587,36.350,0.000,-0.749
'[07:24:40.380 15/12/1995]',-0.004,0.079,-0.005,46.587,36.350,0.000,-0.749
'[07:24:40.382 15/12/1995]',-0.005,0.082,-0.011,46.587,36.350,0.000,-0.749
'[07:24:40.384 15/12/1995]',-0.006,0.085,-0.023,46.437,35.800,0.000,-0.740
'[07:24:40.386 15/12/1995]',-0.008,0.088,-0.023,46.437,35.800,0.000,-0.740
'[07:24:40.388 15/12/1995]',-0.011,0.092,-0.034,46.437,35.800,0.000,-0.740
'[07:24:40.390 15/12/1995]',-0.013,0.095,-0.034,46.437,35.800,0.000,-0.740
'[07:24:40.392 15/12/1995]',-0.015,0.098,-0.034,46.287,35.250,0.000,-0.731
'[07:24:40.394 15/12/1995]',-0.017,0.101,-0.028,46.287,35.250,0.000,-0.731
'[07:24:40.396 15/12/1995]',-0.018,0.102,-0.023,46.287,35.250,0.000,-0.731
'[07:24:40.398 15/12/1995]',-0.020,0.102,-0.023,46.287,35.250,0.000,-0.731
'[07:24:40.400 15/12/1995]',-0.020,0.101,-0.028,45.986,34.450,0.000,-0.722
'[07:24:40.402 15/12/1995]',-0.020,0.099,-0.034,45.986,34.450,0.000,-0.722
'[07:24:40.404 15/12/1995]',-0.020,0.096,-0.034,45.986,34.450,0.000,-0.722
'[07:24:40.406 15/12/1995]',-0.020,0.092,-0.034,45.986,34.450,0.000,-0.722
'[07:24:40.408 15/12/1995]',-0.019,0.088,-0.023,45.686,33.650,0.000,-0.713
'[07:24:40.410 15/12/1995]',-0.019,0.083,-0.023,45.686,33.650,0.000,-0.713
'[07:24:40.412 15/12/1995]',-0.019,0.080,-0.023,45.686,33.650,0.000,-0.713
'[07:24:40.414 15/12/1995]',-0.020,0.076,-0.023,45.686,33.650,0.000,-0.713
'[07:24:40.416 15/12/1995]',-0.021,0.076,-0.028,45.236,32.750,0.000,-0.706
'[07:24:40.418 15/12/1995]',-0.022,0.076,-0.034,45.236,32.750,0.000,-0.706
'[07:24:40.420 15/12/1995]',-0.024,0.077,-0.046,45.236,32.750,0.000,-0.706
'[07:24:40.422 15/12/1995]',-0.025,0.079,-0.046,45.236,32.750,0.000,-0.706
'[07:24:40.424 15/12/1995]',-0.027,0.081,-0.046,44.786,31.900,0.000,-0.699
'[07:24:40.426 15/12/1995]',-0.029,0.084,-0.034,44.786,31.900,0.000,-0.699
'[07:24:40.428 15/12/1995]',-0.029,0.085,-0.034,44.786,31.900,0.000,-0.699
'[07:24:40.430 15/12/1995]',-0.029,0.085,-0.028,44.786,31.900,0.000,-0.699
'[07:24:40.432 15/12/1995]',-0.029,0.083,-0.028,44.336,31.200,0.000,-0.692
'[07:24:40.434 15/12/1995]',-0.028,0.080,-0.034,44.336,31.200,0.000,-0.692
'[07:24:40.436 15/12/1995]',-0.026,0.077,-0.028,44.336,31.200,0.000,-0.692
'[07:24:40.438 15/12/1995]',-0.024,0.073,-0.034,44.336,31.200,0.000,-0.692
'[07:24:40.440 15/12/1995]',-0.021,0.069,-0.028,43.811,30.550,0.000,-0.683
'[07:24:40.442 15/12/1995]',-0.019,0.065,-0.023,43.811,30.550,0.000,-0.683
'[07:24:40.444 15/12/1995]',-0.016,0.060,-0.011,43.811,30.550,0.000,-0.683
'[07:24:40.446 15/12/1995]',-0.014,0.056,-0.005,43.811,30.550,0.000,-0.683
'[07:24:40.448 15/12/1995]',-0.011,0.050,-0.005,43.286,30.100,0.000,-0.673
'[07:24:40.450 15/12/1995]',-0.009,0.045,-0.011,43.286,30.100,0.000,-0.673
'[07:24:40.452 15/12/1995]',-0.006,0.039,-0.023,43.286,30.100,0.000,-0.673
'[07:24:40.454 15/12/1995]',-0.004,0.033,-0.011,43.286,30.100,0.000,-0.673
'[07:24:40.456 15/12/1995]',-0.002,0.026,-0.011,42.686,29.700,0.000,-0.663
'[07:24:40.458 15/12/1995]',0.001,0.019,-0.011,42.686,29.700,0.000,-0.663
'[07:24:40.460 15/12/1995]',0.002,0.013,0.001,42.686,29.700,0.000,-0.663
'[07:24:40.462 15/12/1995]',0.004,0.006,0.006,42.686,29.700,0.000,-0.663
'[07:24:40.464 15/12/1995]',0.005,0.000,0.006,42.161,29.350,0.000,-0.651
'[07:24:40.466 15/12/1995]',0.006,-0.006,0.001,42.161,29.350,0.000,-0.651
'[07:24:40.468 15/12/1995]',0.007,-0.011,0.001,42.161,29.350,0.000,-0.651
'[07:24:40.470 15/12/1995]',0.008,-0.016,-0.005,42.161,29.350,0.000,-0.651
'[07:24:40.472 15/12/1995]',0.009,-0.020,-0.005,41.635,29.100,0.000,-0.638
'[07:24:40.474 15/12/1995]',0.009,-0.024,-0.005,41.635,29.100,0.000,-0.638
'[07:24:40.476 15/12/1995]',0.010,-0.027,0.001,41.635,29.100,0.000,-0.638
'[07:24:40.478 15/12/1995]',0.010,-0.030,0.001,41.635,29.100,0.000,-0.638
'[07:24:40.480 15/12/1995]',0.010,-0.032,0.006,41.110,28.850,0.000,-0.624
'[07:24:40.482 15/12/1995]',0.010,-0.034,0.006,41.110,28.850,0.000,-0.624
'[07:24:40.484 15/12/1995]',0.012,-0.036,0.006,41.110,28.850,0.000,-0.624
'[07:24:40.486 15/12/1995]',0.013,-0.037,0.006,41.110,28.850,0.000,-0.624
'[07:24:40.488 15/12/1995]',0.014,-0.039,0.006,40.585,28.600,0.000,-0.608
'[07:24:40.490 15/12/1995]',0.016,-0.040,0.006,40.585,28.600,0.000,-0.608
'[07:24:40.492 15/12/1995]',0.016,-0.041,0.006,40.585,28.600,0.000,-0.608
'[07:24:40.494 15/12/1995]',0.017,-0.043,0.012,40.585,28.600,0.000,-0.608
'[07:24:40.496 15/12/1995]',0.017,-0.044,0.023,40.060,28.450,0.000,-0.592
'[07:24:40.498 15/12/1995]',0.017,-0.045,0.023,40.060,28.450,0.000,-0.592
'[07:24:40.500 15/12/1995]',0.017,-0.045,0.012,40.060,28.450,0.000,-0.592
'[07:24:40.502 15/12/1995]',0.016,-0.045,0.006,40.060,28.450,0.000,-0.592
'[07:24:40.504 15/12/1995]',0.015,-0.045,0.001,39.535,28.400,0.000,-0.577
'[07:24:40.506 15/12/1995]',0.013,-0.044,-0.005,39.535,28.400,0.000,-0.577
'[07:24:40.508 15/12/1995]',0.012,-0.043,0.001,39.535,28.400,0.000,-0.577
'[07:24:40.510 15/12/1995]',0.011,-0.041,0.001,39.535,28.400,0.000,-0.577
'[07:24:40.512 15/12/1995]',0.010,-0.039,0.006,39.160,28.450,0.000,-0.562
'[07:24:40.514 15/12/1995]',0.009,-0.036,0.006,39.160,28.450,0.000,-0.562
'[07:24:40.516 15/12/1995]',0.010,-0.033,0.006,39.160,28.450,0.000,-0.562
'[07:24:40.518 15/12/1995]',0.010,-0.031,0.001,39.160,28.450,0.000,-0.562
'[07:24:40.520 15/12/1995]',0.011,-0.028,0.001,38.785,28.600,0.000,-0.548
'[07:24:40.522 15/12/1995]',0.012,-0.026,0.006,38.785,28.600,0.000,-0.548
'[07:24:40.524 15/12/1995]',0.013,-0.021,0.012,38.785,28.600,0.000,-0.548
'[07:24:40.526 15/12/1995]',0.013,-0.015,0.012,38.785,28.600,0.000,-0.548
'[07:24:40.528 15/12/1995]',0.010,-0.004,0.006,38.560,28.750,0.000,-0.534
'[07:24:40.530 15/12/1995]',0.007,0.007,0.001,38.560,28.750,0.000,-0.534
'[07:24:40.532 15/12/1995]',-0.002,0.026,-0.011,38.560,28.750,0.000,-0.534
'[07:24:40.534 15/12/1995]',-0.011,0.044,-0.034,38.560,28.750,0.000,-0.534
'[07:24:40.536 15/12/1995]',-0.028,0.071,-0.069,38.335,28.900,0.000,-0.520
'[07:24:40.538 15/12/1995]',-0.044,0.098,-0.098,38.335,28.900,0.000,-0.520
'[07:24:40.540 15/12/1995]',-0.067,0.131,-0.132,38.335,28.900,0.000,-0.520
'[07:24:40.542 15/12/1995]',-0.090,0.164,-0.155,38.335,28.900,0.000,-0.520
'[07:24:40.544 15/12/1995]',-0.117,0.199,-0.190,38.185,29.000,0.000,-0.506
'[07:24:40.546 15/12/1995]',-0.144,0.235,-0.213,38.185,29.000,0.000,-0.506
'[07:24:40.548 15/12/1995]',-0.171,0.267,-0.242,38.185,29.000,0.000,-0.506
'[07:24:40.550 15/12/1995]',-0.197,0.298,-0.265,38.185,29.000,0.000,-0.506
'[07:24:40.552 15/12/1995]',-0.218,0.320,-0.282,38.110,29.000,0.000,-0.491
'[07:24:40.554 15/12/1995]',-0.239,0.342,-0.288,38.110,29.000,0.000,-0.491
'[07:24:40.556 15/12/1995]',-0.252,0.349,-0.299,38.110,29.000,0.000,-0.491
'[07:24:40.558 15/12/1995]',-0.265,0.356,-0.299,38.110,29.000,0.000,-0.491
'[07:24:40.560 15/12/1995]',-0.268,0.344,-0.288,37.959,28.950,0.000,-0.478
'[07:24:40.562 15/12/1995]',-0.272,0.332,-0.282,37.959,28.950,0.000,-0.478
'[07:24:40.564 15/12/1995]',-0.266,0.302,-0.265,37.959,28.950,0.000,-0.478
'[07:24:40.566 15/12/1995]',-0.261,0.273,-0.253,37.959,28.950,0.000,-0.478
'[07:24:40.568 15/12/1995]',-0.246,0.232,-0.219,37.884,28.850,0.000,-0.466
'[07:24:40.570 15/12/1995]',-0.231,0.191,-0.196,37.884,28.850,0.000,-0.466
'[07:24:40.572 15/12/1995]',-0.210,0.149,-0.172,37.884,28.850,0.000,-0.466
'[07:24:40.574 15/12/1995]',-0.188,0.106,-0.138,37.884,28.850,0.000,-0.466
'[07:24:40.576 15/12/1995]',-0.164,0.068,-0.109,37.809,28.600,0.000,-0.454
'[07:24:40.578 15/12/1995]',-0.139,0.031,-0.086,37.809,28.600,0.000,-0.454
'[07:24:40.580 15/12/1995]',-0.115,-0.001,-0.063,37.809,28.600,0.000,-0.454
'[07:24:40.582 15/12/1995]',-0.091,-0.033,-0.046,37.809,28.600,0.000,-0.454
'[07:24:40.584 15/12/1995]',-0.070,-0.059,-0.028,37.659,28.450,0.000,-0.444
'[07:24:40.586 15/12/1995]',-0.049,-0.085,-0.011,37.659,28.450,0.000,-0.444
'[07:24:40.588 15/12/1995]',-0.032,-0.107,-0.005,37.659,28.450,0.000,-0.444
'[07:24:40.590 15/12/1995]',-0.016,-0.129,0.006,37.659,28.450,0.000,-0.444
'[07:24:40.592 15/12/1995]',-0.004,-0.146,0.012,37.584,28.400,0.000,-0.434
'[07:24:40.594 15/12/1995]',0.008,-0.163,0.029,37.584,28.400,0.000,-0.434
'[07:24:40.596 15/12/1995]',0.017,-0.174,0.029,37.584,28.400,0.000,-0.434
'[07:24:40.598 15/12/1995]',0.025,-0.185,0.035,37.584,28.400,0.000,-0.434
'[07:24:40.600 15/12/1995]',0.030,-0.189,0.035,37.434,28.800,0.000,-0.428
'[07:24:40.602 15/12/1995]',0.035,-0.193,0.029,37.434,28.800,0.000,-0.428
'[07:24:40.604 15/12/1995]',0.038,-0.191,0.035,37.434,28.800,0.000,-0.428
'[07:24:40.606 15/12/1995]',0.042,-0.188,0.035,37.434,28.800,0.000,-0.428
'[07:24:40.608 15/12/1995]',0.044,-0.182,0.035,37.209,29.800,0.000,-0.423
'[07:24:40.610 15/12/1995]',0.046,-0.175,0.035,37.209,29.800,0.000,-0.423
'[07:24:40.612 15/12/1995]',0.047,-0.166,0.047,37.209,29.800,0.000,-0.423
'[07:24:40.614 15/12/1995]',0.048,-0.157,0.047,37.209,29.800,0.000,-0.423
'[07:24:40.616 15/12/1995]',0.048,-0.146,0.047,36.909,31.350,0.000,-0.421
'[07:24:40.618 15/12/1995]',0.048,-0.135,0.035,36.909,31.350,0.000,-0.421
'[07:24:40.620 15/12/1995]',0.048,-0.124,0.035,36.909,31.350,0.000,-0.421
'[07:24:40.622 15/12/1995]',0.047,-0.113,0.029,36.909,31.350,0.000,-0.421
'[07:24:40.624 15/12/1995]',0.047,-0.103,0.029,36.609,33.200,0.000,-0.422
'[07:24:40.626 15/12/1995]',0.047,-0.094,0.035,36.609,33.200,0.000,-0.422
'[07:24:40.628 15/12/1995]',0.046,-0.086,0.047,36.609,33.200,0.000,-0.422
'[07:24:40.630 15/12/1995]',0.046,-0.079,0.047,36.609,33.200,0.000,-0.422
'[07:24:40.632 15/12/1995]',0.045,-0.074,0.035,36.309,34.950,0.000,-0.428
'[07:24:40.634 15/12/1995]',0.045,-0.069,0.035,36.309,34.950,0.000,-0.428
'[07:24:40.636 15/12/1995]',0.044,-0.066,0.029,36.309,34.950,0.000,-0.428
'[07:24:40.638 15/12/1995]',0.044,-0.063,0.029,36.309,34.950,0.000,-0.428
'[07:24:40.640 15/12/1995]',0.042,-0.061,0.029,36.009,36.400,0.000,-0.440
'[07:24:40.642 15/12/1995]',0.041,-0.059,0.029,36.009,36.400,0.000,-0.440
'[07:24:40.644 15/12/1995]',0.040,-0.058,0.035,36.009,36.400,0.000,-0.440
'[07:24:40.646 15/12/1995]',0.040,-0.056,0.035,36.009,36.400,0.000,-0.440
'[07:24:40.648 15/12/1995]',0.040,-0.054,0.035,35.784,37.200,0.000,-0.456
'[07:24:40.650 15/12/1995]',0.039,-0.053,0.029,35.784,37.200,0.000,-0.456
'[07:24:40.652 15/12/1995]',0.040,-0.051,0.029,35.784,37.200,0.000,-0.456
'[07:24:40.654 15/12/1995]',0.040,-0.050,0.029,35.784,37.200,0.000,-0.456
'[07:24:40.656 15/12/1995]',0.041,-0.051,0.029,35.484,37.350,0.000,-0.474
'[07:24:40.658 15/12/1995]',0.042,-0.051,0.035,35.484,37.350,0.000,-0.474
'[07:24:40.660 15/12/1995]',0.042,-0.052,0.035,35.484,37.350,0.000,-0.474
'[07:24:40.662 15/12/1995]',0.042,-0.053,0.047,35.484,37.350,0.000,-0.474
'[07:24:40.664 15/12/1995]',0.043,-0.053,0.035,35.184,37.000,0.000,-0.493
'[07:24:40.666 15/12/1995]',0.043,-0.053,0.035,35.184,37.000,0.000,-0.493
'[07:24:40.668 15/12/1995]',0.042,-0.053,0.029,35.184,37.000,0.000,-0.493
'[07:24:40.670 15/12/1995]',0.042,-0.053,0.023,35.184,37.000,0.000,-0.493
'[07:24:40.672 15/12/1995]',0.040,-0.051,0.029,34.809,36.650,0.000,-0.512
'[07:24:40.674 15/12/1995]',0.039,-0.050,0.029,34.809,36.650,0.000,-0.512
'[07:24:40.676 15/12/1995]',0.039,-0.048,0.035,34.809,36.650,0.000,-0.512
'[07:24:40.678 15/12/1995]',0.038,-0.047,0.035,34.809,36.650,0.000,-0.512
'[07:24:40.680 15/12/1995]',0.038,-0.044,0.035,34.509,36.350,0.000,-0.531
'[07:24:40.682 15/12/1995]',0.037,-0.041,0.029,34.509,36.350,0.000,-0.531
'[07:24:40.684 15/12/1995]',0.037,-0.038,0.023,34.509,36.350,0.000,-0.531
'[07:24:40.686 15/12/1995]',0.036,-0.035,0.023,34.509,36.350,0.000,-0.531
'[07:24:40.688 15/12/1995]',0.036,-0.033,0.012,34.209,36.250,0.000,-0.550
'[07:24:40.690 15/12/1995]',0.036,-0.031,0.012,34.209,36.250,0.000,-0.550
'[07:24:40.692 15/12/1995]',0.036,-0.029,0.023,34.209,36.250,0.000,-0.550
'[07:24:40.694 15/12/1995]',0.036,-0.027,0.029,34.209,36.250,0.000,-0.550
'[07:24:40.696 15/12/1995]',0.036,-0.026,0.035,34.209,36.350,0.000,-0.568
'[07:24:40.698 15/12/1995]',0.036,-0.025,0.035,34.209,36.350,0.000,-0.568
'[07:24:40.700 15/12/1995]',0.036,-0.025,0.035,34.209,36.350,0.000,-0.568
'[07:24:40.702 15/12/1995]',0.036,-0.025,0.029,34.209,36.350,0.000,-0.568
'[07:24:40.704 15/12/1995]',0.036,-0.025,0.023,34.959,36.750,0.000,-0.584
'[07:24:40.706 15/12/1995]',0.036,-0.024,0.029,34.959,36.750,0.000,-0.584
'[07:24:40.708 15/12/1995]',0.036,-0.023,0.029,34.959,36.750,0.000,-0.584
'[07:24:40.710 15/12/1995]',0.035,-0.022,0.029,34.959,36.750,0.000,-0.584
'[07:24:40.712 15/12/1995]',0.034,-0.021,0.029,37.659,37.450,0.000,-0.599
'[07:24:40.714 15/12/1995]',0.033,-0.019,0.029,37.659,37.450,0.000,-0.599
'[07:24:40.716 15/12/1995]',0.031,-0.018,0.023,37.659,37.450,0.000,-0.599
'[07:24:40.718 15/12/1995]',0.030,-0.016,0.012,37.659,37.450,0.000,-0.599
'[07:24:40.720 15/12/1995]',0.028,-0.014,0.006,44.036,38.400,0.000,-0.613
'[07:24:40.722 15/12/1995]',0.026,-0.013,0.006,44.036,38.400,0.000,-0.613
'[07:24:40.724 15/12/1995]',0.025,-0.011,0.006,44.036,38.400,0.000,-0.613
'[07:24:40.726 15/12/1995]',0.024,-0.008,0.006,44.036,38.400,0.000,-0.613
'[07:24:40.728 15/12/1995]',0.023,-0.006,0.023,55.439,39.650,0.000,-0.625
'[07:24:40.730 15/12/1995]',0.023,-0.005,0.023,55.439,39.650,0.000,-0.625
'[07:24:40.732 15/12/1995]',0.023,-0.003,0.023,55.439,39.650,0.000,-0.625
'[07:24:40.734 15/12/1995]',0.022,-0.002,0.012,55.439,39.650,0.000,-0.625
'[07:24:40.736 15/12/1995]',0.022,-0.001,0.006,71.643,40.950,0.000,-0.636
'[07:24:40.738 15/12/1995]',0.022,0.000,0.006,71.643,40.950,0.000,-0.636
'[07:24:40.740 15/12/1995]',0.022,0.002,0.006,71.643,40.950,0.000,-0.636
'[07:24:40.742 15/12/1995]',0.021,0.003,0.012,71.643,40.950,0.000,-0.636
'[07:24:40.744 15/12/1995]',0.019,0.005,0.012,90.323,42.450,0.000,-0.646
'[07:24:40.746 15/12/1995]',0.018,0.006,0.012,90.323,42.450,0.000,-0.646
'[07:24:40.748 15/12/1995]',0.018,0.008,0.012,90.323,42.450,0.000,-0.646
'[07:24:40.750 15/12/1995]',0.017,0.010,0.006,90.323,42.450,0.000,-0.646
'[07:24:40.752 15/12/1995]',0.017,0.012,0.006,107.727,43.900,0.000,-0.654
'[07:24:40.754 15/12/1995]',0.016,0.014,-0.005,107.727,43.900,0.000,-0.654
'[07:24:40.756 15/12/1995]',0.016,0.016,0.001,107.727,43.900,0.000,-0.654
'[07:24:40.758 15/12/1995]',0.015,0.017,0.001,107.727,43.900,0.000,-0.654
'[07:24:40.760 15/12/1995]',0.015,0.017,0.012,120.180,45.550,0.000,-0.659
'[07:24:40.762 15/12/1995]',0.015,0.018,0.012,120.180,45.550,0.000,-0.659
'[07:24:40.764 15/12/1995]',0.015,0.018,0.012,120.180,45.550,0.000,-0.659
'[07:24:40.766 15/12/1995]',0.015,0.019,0.012,120.180,45.550,0.000,-0.659
'[07:24:40.768 15/12/1995]',0.015,0.020,0.006,125.881,47.300,0.000,-0.662
'[07:24:40.770 15/12/1995]',0.015,0.021,0.001,125.881,47.300,0.000,-0.662
'[07:24:40.772 15/12/1995]',0.015,0.021,0.001,125.881,47.300,0.000,-0.662
'[07:24:40.774 15/12/1995]',0.015,0.022,0.001,125.881,47.300,0.000,-0.662
'[07:24:40.776 15/12/1995]',0.014,0.023,0.006,125.356,48.950,0.000,-0.663
'[07:24:40.778 15/12/1995]',0.013,0.024,0.006,125.356,48.950,0.000,-0.663
'[07:24:40.780 15/12/1995]',0.013,0.024,0.012,125.356,48.950,0.000,-0.663
'[07:24:40.782 15/12/1995]',0.013,0.024,0.006,125.356,48.950,0.000,-0.663
'[07:24:40.784 15/12/1995]',0.013,0.023,0.006,120.930,50.400,0.000,-0.663
'[07:24:40.786 15/12/1995]',0.013,0.021,0.001,120.930,50.400,0.000,-0.663
'[07:24:40.788 15/12/1995]',0.013,0.019,0.001,120.930,50.400,0.000,-0.663
'[07:24:40.790 15/12/1995]',0.013,0.016,0.006,120.930,50.400,0.000,-0.663
'[07:24:40.792 15/12/1995]',0.014,0.013,0.012,114.854,51.450,0.000,-0.662
'[07:24:40.794 15/12/1995]',0.015,0.011,0.012,114.854,51.450,0.000,-0.662
'[07:24:40.796 15/12/1995]',0.015,0.010,0.012,114.854,51.450,0.000,-0.662
'[07:24:40.798 15/12/1995]',0.015,0.008,0.012,114.854,51.450,0.000,-0.662
'[07:24:40.800 15/12/1995]',0.015,0.009,0.012,108.927,52.150,0.000,-0.660
'[07:24:40.802 15/12/1995]',0.015,0.010,0.006,108.927,52.150,0.000,-0.660
'[07:24:40.804 15/12/1995]',0.015,0.011,0.001,108.927,52.150,0.000,-0.660
'[07:24:40.806 15/12/1995]',0.015,0.012,0.001,108.927,52.150,0.000,-0.660
'[07:24:40.808 15/12/1995]',0.014,0.012,0.006,103.601,52.450,0.000,-0.657
'[07:24:40.810 15/12/1995]',0.013,0.012,0.006,103.601,52.450,0.000,-0.657
'[07:24:40.812 15/12/1995]',0.012,0.011,0.012,103.601,52.450,0.000,-0.657
'[07:24:40.814 15/12/1995]',0.011,0.011,0.006,103.601,52.450,0.000,-0.657
'[07:24:40.816 15/12/1995]',0.011,0.009,0.006,99.025,52.500,0.000,-0.653
'[07:24:40.818 15/12/1995]',0.011,0.008,0.006,99.025,52.500,0.000,-0.653
'[07:24:40.820 15/12/1995]',0.011,0.006,0.001,99.025,52.500,0.000,-0.653
'[07:24:40.822 15/12/1995]',0.011,0.005,0.001,99.025,52.500,0.000,-0.653
'[07:24:40.824 15/12/1995]',0.011,0.005,0.001,95.124,52.350,0.000,-0.647
'[07:24:40.826 15/12/1995]',0.011,0.004,0.006,95.124,52.350,0.000,-0.647
'[07:24:40.828 15/12/1995]',0.012,0.003,0.012,95.124,52.350,0.000,-0.647
'[07:24:40.830 15/12/1995]',0.012,0.002,0.012,95.124,52.350,0.000,-0.647
'[07:24:40.832 15/12/1995]',0.012,0.000,0.023,91.673,52.000,0.000,-0.639
'[07:24:40.834 15/12/1995]',0.013,-0.002,0.006,91.673,52.000,0.000,-0.639
'[07:24:40.836 15/12/1995]',0.013,-0.003,0.001,91.673,52.000,0.000,-0.639
'[07:24:40.838 15/12/1995]',0.013,-0.005,0.001,91.673,52.000,0.000,-0.639
'[07:24:40.840 15/12/1995]',0.012,-0.006,0.001,88.747,51.400,0.000,-0.630
'[07:24:40.842 15/12/1995]',0.011,-0.006,0.001,88.747,51.400,0.000,-0.630
'[07:24:40.844 15/12/1995]',0.010,-0.006,0.006,88.747,51.400,0.000,-0.630
'[07:24:40.846 15/12/1995]',0.009,-0.006,0.006,88.747,51.400,0.000,-0.630
'[07:24:40.848 15/12/1995]',0.008,-0.005,0.001,86.272,50.700,0.000,-0.620
'[07:24:40.850 15/12/1995]',0.007,-0.005,0.001,86.272,50.700,0.000,-0.620
'[07:24:40.852 15/12/1995]',0.007,-0.004,-0.005,86.272,50.700,0.000,-0.620
'[07:24:40.854 15/12/1995]',0.007,-0.004,-0.005,86.272,50.700,0.000,-0.620
'[07:24:40.856 15/12/1995]',0.008,-0.005,0.001,84.246,49.800,0.000,-0.609
'[07:24:40.858 15/12/1995]',0.008,-0.005,0.001,84.246,49.800,0.000,-0.609
'[07:24:40.860 15/12/1995]',0.009,-0.006,0.006,84.246,49.800,0.000,-0.609
'[07:24:40.862 15/12/1995]',0.009,-0.007,0.012,84.246,49.800,0.000,-0.609
'[07:24:40.864 15/12/1995]',0.010,-0.008,0.012,82.596,48.900,0.000,-0.599
'[07:24:40.866 15/12/1995]',0.011,-0.009,0.006,82.596,48.900,0.000,-0.599
'[07:24:40.868 15/12/1995]',0.012,-0.011,0.001,82.596,48.900,0.000,-0.599
'[07:24:40.870 15/12/1995]',0.012,-0.012,0.001,82.596,48.900,0.000,-0.599
'[07:24:40.872 15/12/1995]',0.012,-0.013,0.001,81.095,47.900,0.000,-0.589
'[07:24:40.874 15/12/1995]',0.013,-0.014,0.001,81.095,47.900,0.000,-0.589
'[07:24:40.876 15/12/1995]',0.013,-0.014,0.006,81.095,47.900,0.000,-0.589
'[07:24:40.878 15/12/1995]',0.013,-0.014,0.012,81.095,47.900,0.000,-0.589
'[07:24:40.880 15/12/1995]',0.013,-0.012,0.012,79.670,46.750,0.000,-0.579
'[07:24:40.882 15/12/1995]',0.012,-0.011,0.006,79.670,46.750,0.000,-0.579
'[07:24:40.884 15/12/1995]',0.012,-0.007,0.006,79.670,46.750,0.000,-0.579
'[07:24:40.886 15/12/1995]',0.011,-0.004,0.001,79.670,46.750,0.000,-0.579
'[07:24:40.888 15/12/1995]',0.011,0.000,0.001,78.170,45.600,0.000,-0.571
'[07:24:40.890 15/12/1995]',0.011,0.004,-0.005,78.170,45.600,0.000,-0.571
'[07:24:40.892 15/12/1995]',0.011,0.008,0.001,78.170,45.600,0.000,-0.571
'[07:24:40.894 15/12/1995]',0.011,0.011,0.006,78.170,45.600,0.000,-0.571
'[07:24:40.896 15/12/1995]',0.010,0.013,0.006,76.444,44.300,0.000,-0.563
'[07:24:40.898 15/12/1995]',0.009,0.014,0.001,76.444,44.300,0.000,-0.563
'[07:24:40.900 15/12/1995]',0.008,0.015,0.001,76.444,44.300,0.000,-0.563
'[07:24:40.902 15/12/1995]',0.007,0.015,-0.005,76.444,44.300,0.000,-0.563
'[07:24:40.904 15/12/1995]',0.007,0.016,-0.005,74.344,42.950,0.000,-0.556
'[07:24:40.906 15/12/1995]',0.007,0.016,-0.005,74.344,42.950,0.000,-0.556
'[07:24:40.908 15/12/1995]',0.007,0.016,0.001,74.344,42.950,0.000,-0.556
'[07:24:40.910 15/12/1995]',0.007,0.017,0.006,74.344,42.950,0.000,-0.556
'[07:24:40.912 15/12/1995]',0.007,0.018,0.006,71.943,41.600,0.000,-0.550
'[07:24:40.914 15/12/1995]',0.007,0.018,0.006,71.943,41.600,0.000,-0.550
'[07:24:40.916 15/12/1995]',0.007,0.020,0.001,71.943,41.600,0.000,-0.550
'[07:24:40.918 15/12/1995]',0.007,0.022,-0.005,71.943,41.600,0.000,-0.550
'[07:24:40.920 15/12/1995]',0.007,0.024,0.001,69.167,40.350,0.000,-0.545
'[07:24:40.922 15/12/1995]',0.007,0.027,-0.005,69.167,40.350,0.000,-0.545
'[07:24:40.924 15/12/1995]',0.006,0.029,-0.005,69.167,40.350,0.000,-0.545
'[07:24:40.926 15/12/1995]',0.005,0.031,0.001,69.167,40.350,0.000,-0.545
'[07:24:40.928 15/12/1995]',0.004,0.032,0.001,65.941,39.200,0.000,-0.539
'[07:24:40.930 15/12/1995]',0.004,0.034,0.001,65.941,39.200,0.000,-0.539
'[07:24:40.932 15/12/1995]',0.003,0.036,0.001,65.941,39.200,0.000,-0.539
'[07:24:40.934 15/12/1995]',0.003,0.037,-0.005,65.941,39.200,0.000,-0.539
'[07:24:40.936 15/12/1995]',0.002,0.039,-0.011,62.566,38.300,0.000,-0.534
'[07:24:40.938 15/12/1995]',0.002,0.040,-0.011,62.566,38.300,0.000,-0.534
