'Time and date','I','MCL1','V','ABP','PAP','RESP'
'[12:46:19.704 22/05/1995]',0.002,0.002,0.002,101.737,32.832,-0.709
'[12:46:19.706 22/05/1995]',0.002,0.002,0.002,101.737,32.832,-0.709
'[12:46:19.708 22/05/1995]',0.019,0.002,0.002,101.737,32.832,-0.709
'[12:46:19.710 22/05/1995]',0.019,0.002,0.002,101.737,32.832,-0.709
'[12:46:19.712 22/05/1995]',0.036,-0.017,0.002,105.227,31.729,-0.718
'[12:46:19.714 22/05/1995]',0.036,-0.036,-0.016,105.227,31.729,-0.718
'[12:46:19.716 22/05/1995]',0.036,-0.036,-0.016,105.227,31.729,-0.718
'[12:46:19.718 22/05/1995]',0.054,-0.055,-0.034,105.227,31.729,-0.718
'[12:46:19.720 22/05/1995]',0.054,-0.055,-0.034,109.224,29.599,-0.727
'[12:46:19.722 22/05/1995]',0.054,-0.073,-0.034,109.224,29.599,-0.727
'[12:46:19.724 22/05/1995]',0.054,-0.073,-0.034,109.224,29.599,-0.727
'[12:46:19.726 22/05/1995]',0.054,-0.073,-0.034,109.224,29.599,-0.727
'[12:46:19.728 22/05/1995]',0.054,-0.073,-0.034,113.372,27.794,-0.736
'[12:46:19.730 22/05/1995]',0.054,-0.073,-0.034,113.372,27.794,-0.736
'[12:46:19.732 22/05/1995]',0.054,-0.073,-0.051,113.372,27.794,-0.736
'[12:46:19.734 22/05/1995]',0.054,-0.073,-0.034,113.372,27.794,-0.736
'[12:46:19.736 22/05/1995]',0.054,-0.073,-0.034,117.521,27.143,-0.745
'[12:46:19.738 22/05/1995]',0.054,-0.073,-0.034,117.521,27.143,-0.745
'[12:46:19.740 22/05/1995]',0.054,-0.073,-0.034,117.521,27.143,-0.745
'[12:46:19.742 22/05/1995]',0.054,-0.073,-0.034,117.521,27.143,-0.745
'[12:46:19.744 22/05/1995]',0.054,-0.073,-0.034,121.770,27.544,-0.754
'[12:46:19.746 22/05/1995]',0.054,-0.073,-0.034,121.770,27.544,-0.754
'[12:46:19.748 22/05/1995]',0.036,-0.073,-0.034,121.770,27.544,-0.754
'[12:46:19.750 22/05/1995]',0.036,-0.073,-0.034,121.770,27.544,-0.754
'[12:46:19.752 22/05/1995]',0.036,-0.055,-0.034,125.969,28.195,-0.763
'[12:46:19.754 22/05/1995]',0.019,-0.055,-0.016,125.969,28.195,-0.763
'[12:46:19.756 22/05/1995]',0.019,-0.036,-0.016,125.969,28.195,-0.763
'[12:46:19.758 22/05/1995]',0.002,-0.036,-0.016,125.969,28.195,-0.763
'[12:46:19.760 22/05/1995]',0.002,-0.036,-0.016,130.067,28.145,-0.772
'[12:46:19.762 22/05/1995]',0.002,-0.036,-0.016,130.067,28.145,-0.772
'[12:46:19.764 22/05/1995]',0.002,-0.036,-0.016,130.067,28.145,-0.772
'[12:46:19.766 22/05/1995]',0.002,-0.036,-0.016,130.067,28.145,-0.772
'[12:46:19.768 22/05/1995]',0.002,-0.036,-0.016,133.861,27.143,-0.779
'[12:46:19.770 22/05/1995]',0.002,0.002,-0.016,133.861,27.143,-0.779
'[12:46:19.772 22/05/1995]',0.002,-0.036,-0.016,133.861,27.143,-0.779
'[12:46:19.774 22/05/1995]',0.002,-0.017,-0.016,133.861,27.143,-0.779
'[12:46:19.776 22/05/1995]',0.002,-0.017,-0.016,137.302,25.614,-0.786
'[12:46:19.778 22/05/1995]',0.002,-0.036,-0.016,137.302,25.614,-0.786
'[12:46:19.780 22/05/1995]',0.002,-0.017,-0.016,137.302,25.614,-0.786
'[12:46:19.782 22/05/1995]',0.002,-0.036,-0.016,137.302,25.614,-0.786
'[12:46:19.784 22/05/1995]',0.002,-0.036,-0.016,140.236,24.311,-0.792
'[12:46:19.786 22/05/1995]',0.002,-0.017,-0.016,140.236,24.311,-0.792
'[12:46:19.788 22/05/1995]',0.002,-0.017,-0.016,140.236,24.311,-0.792
'[12:46:19.790 22/05/1995]',0.002,-0.017,-0.016,140.236,24.311,-0.792
'[12:46:19.792 22/05/1995]',0.002,-0.036,-0.016,142.563,23.784,-0.797
'[12:46:19.794 22/05/1995]',0.002,-0.017,-0.016,142.563,23.784,-0.797
'[12:46:19.796 22/05/1995]',0.002,-0.017,-0.016,142.563,23.784,-0.797
'[12:46:19.798 22/05/1995]',0.002,-0.017,-0.016,142.563,23.784,-0.797
'[12:46:19.800 22/05/1995]',0.002,-0.017,-0.016,144.435,24.035,-0.801
'[12:46:19.802 22/05/1995]',0.002,-0.017,-0.016,144.435,24.035,-0.801
'[12:46:19.804 22/05/1995]',0.002,-0.017,-0.016,144.435,24.035,-0.801
'[12:46:19.806 22/05/1995]',0.002,-0.036,-0.016,144.435,24.035,-0.801
'[12:46:19.808 22/05/1995]',0.002,-0.017,-0.016,145.750,24.486,-0.804
'[12:46:19.810 22/05/1995]',0.002,-0.036,-0.016,145.750,24.486,-0.804
'[12:46:19.812 22/05/1995]',0.002,-0.017,-0.016,145.750,24.486,-0.804
'[12:46:19.814 22/05/1995]',0.002,-0.017,0.002,145.750,24.486,-0.804
'[12:46:19.816 22/05/1995]',-0.016,0.002,0.002,146.458,24.837,-0.807
'[12:46:19.818 22/05/1995]',-0.034,0.020,0.002,146.458,24.837,-0.807
'[12:46:19.820 22/05/1995]',-0.070,0.057,0.002,146.458,24.837,-0.807
'[12:46:19.822 22/05/1995]',-0.105,0.113,0.036,146.458,24.837,-0.807
'[12:46:19.824 22/05/1995]',-0.141,0.132,0.054,146.610,25.088,-0.808
'[12:46:19.826 22/05/1995]',-0.159,0.151,0.071,146.610,25.088,-0.808
'[12:46:19.828 22/05/1995]',-0.141,0.151,0.071,146.610,25.088,-0.808
'[12:46:19.830 22/05/1995]',-0.123,0.132,0.054,146.610,25.088,-0.808
'[12:46:19.832 22/05/1995]',-0.105,0.076,0.018,146.104,25.088,-0.809
'[12:46:19.834 22/05/1995]',-0.052,0.020,0.002,146.104,25.088,-0.809
'[12:46:19.836 22/05/1995]',-0.016,-0.017,-0.016,146.104,25.088,-0.809
'[12:46:19.838 22/05/1995]',0.036,-0.092,-0.051,146.104,25.088,-0.809
'[12:46:19.840 22/05/1995]',0.144,-0.223,-0.122,144.840,24.787,-0.810
'[12:46:19.842 22/05/1995]',0.268,-0.354,-0.174,144.840,24.787,-0.810
'[12:46:19.844 22/05/1995]',0.393,-0.504,-0.245,144.840,24.787,-0.810
'[12:46:19.846 22/05/1995]',0.552,-0.672,-0.297,144.840,24.787,-0.810
'[12:46:19.848 22/05/1995]',0.749,-0.877,-0.385,142.715,24.261,-0.810
'[12:46:19.850 22/05/1995]',0.962,-1.158,-0.525,142.715,24.261,-0.810
'[12:46:19.852 22/05/1995]',1.175,-1.419,-0.630,142.715,24.261,-0.810
'[12:46:19.854 22/05/1995]',1.264,-1.551,-0.701,142.715,24.261,-0.810
'[12:46:19.856 22/05/1995]',1.229,-1.551,-0.718,139.578,23.784,-0.809
'[12:46:19.858 22/05/1995]',1.139,-1.494,-0.701,139.578,23.784,-0.809
'[12:46:19.860 22/05/1995]',0.944,-1.289,-0.666,139.578,23.784,-0.809
'[12:46:19.862 22/05/1995]',0.731,-1.046,-0.595,139.578,23.784,-0.809
'[12:46:19.864 22/05/1995]',0.552,-0.821,-0.542,135.430,23.734,-0.807
'[12:46:19.866 22/05/1995]',0.393,-0.634,-0.490,135.430,23.734,-0.807
'[12:46:19.868 22/05/1995]',0.303,-0.540,-0.420,135.430,23.734,-0.807
'[12:46:19.870 22/05/1995]',0.215,-0.448,-0.367,135.430,23.734,-0.807
'[12:46:19.872 22/05/1995]',0.179,-0.391,-0.314,130.168,23.960,-0.805
'[12:46:19.874 22/05/1995]',0.144,-0.354,-0.279,130.168,23.960,-0.805
'[12:46:19.876 22/05/1995]',0.126,-0.298,-0.245,130.168,23.960,-0.805
'[12:46:19.878 22/05/1995]',0.090,-0.242,-0.192,130.168,23.960,-0.805
'[12:46:19.880 22/05/1995]',0.054,-0.186,-0.157,124.249,24.211,-0.799
'[12:46:19.882 22/05/1995]',0.019,-0.130,-0.104,124.249,24.211,-0.799
'[12:46:19.884 22/05/1995]',0.002,-0.073,-0.069,124.249,24.211,-0.799
'[12:46:19.886 22/05/1995]',-0.016,-0.036,-0.034,124.249,24.211,-0.799
'[12:46:19.888 22/05/1995]',-0.034,0.002,-0.016,117.824,24.486,-0.789
'[12:46:19.890 22/05/1995]',-0.052,0.002,0.002,117.824,24.486,-0.789
'[12:46:19.892 22/05/1995]',-0.070,0.038,0.002,117.824,24.486,-0.789
'[12:46:19.894 22/05/1995]',-0.088,0.038,0.002,117.824,24.486,-0.789
'[12:46:19.896 22/05/1995]',-0.088,0.076,0.002,111.096,24.662,-0.774
'[12:46:19.898 22/05/1995]',-0.105,0.095,0.018,111.096,24.662,-0.774
'[12:46:19.900 22/05/1995]',-0.105,0.095,0.018,111.096,24.662,-0.774
'[12:46:19.902 22/05/1995]',-0.105,0.095,0.018,111.096,24.662,-0.774
'[12:46:19.904 22/05/1995]',-0.105,0.113,0.018,104.367,24.962,-0.755
'[12:46:19.906 22/05/1995]',-0.105,0.113,0.018,104.367,24.962,-0.755
'[12:46:19.908 22/05/1995]',-0.105,0.113,0.036,104.367,24.962,-0.755
'[12:46:19.910 22/05/1995]',-0.105,0.132,0.036,104.367,24.962,-0.755
'[12:46:19.912 22/05/1995]',-0.105,0.132,0.036,97.740,25.388,-0.734
'[12:46:19.914 22/05/1995]',-0.123,0.132,0.036,97.740,25.388,-0.734
'[12:46:19.916 22/05/1995]',-0.123,0.132,0.036,97.740,25.388,-0.734
'[12:46:19.918 22/05/1995]',-0.123,0.132,0.036,97.740,25.388,-0.734
'[12:46:19.920 22/05/1995]',-0.105,0.132,0.054,91.416,25.789,-0.713
'[12:46:19.922 22/05/1995]',-0.123,0.132,0.054,91.416,25.789,-0.713
'[12:46:19.924 22/05/1995]',-0.123,0.132,0.054,91.416,25.789,-0.713
'[12:46:19.926 22/05/1995]',-0.123,0.132,0.054,91.416,25.789,-0.713
'[12:46:19.928 22/05/1995]',-0.123,0.132,0.054,85.396,26.015,-0.692
'[12:46:19.930 22/05/1995]',-0.105,0.132,0.054,85.396,26.015,-0.692
'[12:46:19.932 22/05/1995]',-0.105,0.132,0.054,85.396,26.015,-0.692
'[12:46:19.934 22/05/1995]',-0.105,0.132,0.054,85.396,26.015,-0.692
'[12:46:19.936 22/05/1995]',-0.123,0.132,0.054,79.781,26.090,-0.670
'[12:46:19.938 22/05/1995]',-0.105,0.132,0.071,79.781,26.090,-0.670
'[12:46:19.940 22/05/1995]',-0.105,0.132,0.054,79.781,26.090,-0.670
'[12:46:19.942 22/05/1995]',-0.105,0.132,0.054,79.781,26.090,-0.670
'[12:46:19.944 22/05/1995]',-0.105,0.132,0.054,74.772,25.840,-0.652
'[12:46:19.946 22/05/1995]',-0.105,0.132,0.054,74.772,25.840,-0.652
'[12:46:19.948 22/05/1995]',-0.105,0.132,0.054,74.772,25.840,-0.652
'[12:46:19.950 22/05/1995]',-0.105,0.132,0.054,74.772,25.840,-0.652
'[12:46:19.952 22/05/1995]',-0.105,0.132,0.054,70.219,25.840,-0.639
'[12:46:19.954 22/05/1995]',-0.105,0.132,0.054,70.219,25.840,-0.639
'[12:46:19.956 22/05/1995]',-0.105,0.132,0.054,70.219,25.840,-0.639
'[12:46:19.958 22/05/1995]',-0.105,0.132,0.054,70.219,25.840,-0.639
'[12:46:19.960 22/05/1995]',-0.105,0.132,0.054,66.121,26.717,-0.630
'[12:46:19.962 22/05/1995]',-0.105,0.132,0.054,66.121,26.717,-0.630
'[12:46:19.964 22/05/1995]',-0.105,0.132,0.054,66.121,26.717,-0.630
'[12:46:19.966 22/05/1995]',-0.105,0.132,0.054,66.121,26.717,-0.630
'[12:46:19.968 22/05/1995]',-0.105,0.132,0.054,62.428,28.020,-0.626
'[12:46:19.970 22/05/1995]',-0.105,0.132,0.054,62.428,28.020,-0.626
'[12:46:19.972 22/05/1995]',-0.105,0.132,0.071,62.428,28.020,-0.626
'[12:46:19.974 22/05/1995]',-0.105,0.132,0.071,62.428,28.020,-0.626
'[12:46:19.976 22/05/1995]',-0.105,0.132,0.071,59.241,28.321,-0.625
'[12:46:19.978 22/05/1995]',-0.105,0.132,0.071,59.241,28.321,-0.625
'[12:46:19.980 22/05/1995]',-0.105,0.132,0.071,59.241,28.321,-0.625
'[12:46:19.982 22/05/1995]',-0.105,0.132,0.071,59.241,28.321,-0.625
'[12:46:19.984 22/05/1995]',-0.105,0.132,0.071,56.914,27.619,-0.628
'[12:46:19.986 22/05/1995]',-0.105,0.132,0.071,56.914,27.619,-0.628
'[12:46:19.988 22/05/1995]',-0.105,0.132,0.071,56.914,27.619,-0.628
'[12:46:19.990 22/05/1995]',-0.105,0.132,0.071,56.914,27.619,-0.628
'[12:46:19.992 22/05/1995]',-0.105,0.132,0.071,55.548,27.318,-0.634
'[12:46:19.994 22/05/1995]',-0.105,0.132,0.071,55.548,27.318,-0.634
'[12:46:19.996 22/05/1995]',-0.105,0.132,0.071,55.548,27.318,-0.634
'[12:46:19.998 22/05/1995]',-0.105,0.132,0.071,55.548,27.318,-0.634
'[12:46:20.000 22/05/1995]',-0.105,0.132,0.071,55.143,28.195,-0.643
'[12:46:20.002 22/05/1995]',-0.105,0.132,0.071,55.143,28.195,-0.643
'[12:46:20.004 22/05/1995]',-0.105,0.132,0.071,55.143,28.195,-0.643
'[12:46:20.006 22/05/1995]',-0.105,0.132,0.071,55.143,28.195,-0.643
'[12:46:20.008 22/05/1995]',-0.105,0.132,0.071,56.003,29.900,-0.651
'[12:46:20.010 22/05/1995]',-0.105,0.132,0.089,56.003,29.900,-0.651
'[12:46:20.012 22/05/1995]',-0.123,0.151,0.089,56.003,29.900,-0.651
'[12:46:20.014 22/05/1995]',-0.105,0.151,0.089,56.003,29.900,-0.651
'[12:46:20.016 22/05/1995]',-0.123,0.151,0.089,58.330,31.779,-0.658
'[12:46:20.018 22/05/1995]',-0.105,0.151,0.089,58.330,31.779,-0.658
'[12:46:20.020 22/05/1995]',-0.123,0.151,0.089,58.330,31.779,-0.658
'[12:46:20.022 22/05/1995]',-0.123,0.151,0.089,58.330,31.779,-0.658
'[12:46:20.024 22/05/1995]',-0.123,0.151,0.089,61.720,33.358,-0.663
'[12:46:20.026 22/05/1995]',-0.123,0.151,0.089,61.720,33.358,-0.663
'[12:46:20.028 22/05/1995]',-0.123,0.151,0.089,61.720,33.358,-0.663
'[12:46:20.030 22/05/1995]',-0.123,0.170,0.089,61.720,33.358,-0.663
'[12:46:20.032 22/05/1995]',-0.123,0.170,0.089,65.565,34.787,-0.667
'[12:46:20.034 22/05/1995]',-0.123,0.170,0.071,65.565,34.787,-0.667
'[12:46:20.036 22/05/1995]',-0.123,0.170,0.089,65.565,34.787,-0.667
'[12:46:20.038 22/05/1995]',-0.141,0.170,0.089,65.565,34.787,-0.667
'[12:46:20.040 22/05/1995]',-0.141,0.170,0.089,69.713,36.416,-0.668
'[12:46:20.042 22/05/1995]',-0.141,0.170,0.089,69.713,36.416,-0.668
'[12:46:20.044 22/05/1995]',-0.141,0.170,0.089,69.713,36.416,-0.668
'[12:46:20.046 22/05/1995]',-0.141,0.170,0.089,69.713,36.416,-0.668
'[12:46:20.048 22/05/1995]',-0.141,0.170,0.089,74.165,37.995,-0.667
'[12:46:20.050 22/05/1995]',-0.141,0.188,0.106,74.165,37.995,-0.667
'[12:46:20.052 22/05/1995]',-0.141,0.188,0.106,74.165,37.995,-0.667
'[12:46:20.054 22/05/1995]',-0.141,0.170,0.106,74.165,37.995,-0.667
'[12:46:20.056 22/05/1995]',-0.141,0.170,0.106,78.769,38.546,-0.663
'[12:46:20.058 22/05/1995]',-0.159,0.170,0.106,78.769,38.546,-0.663
'[12:46:20.060 22/05/1995]',-0.159,0.188,0.106,78.769,38.546,-0.663
'[12:46:20.062 22/05/1995]',-0.159,0.188,0.106,78.769,38.546,-0.663
'[12:46:20.064 22/05/1995]',-0.159,0.188,0.106,83.474,37.644,-0.658
'[12:46:20.066 22/05/1995]',-0.159,0.188,0.106,83.474,37.644,-0.658
'[12:46:20.068 22/05/1995]',-0.177,0.188,0.106,83.474,37.644,-0.658
'[12:46:20.070 22/05/1995]',-0.159,0.188,0.106,83.474,37.644,-0.658
'[12:46:20.072 22/05/1995]',-0.159,0.188,0.106,88.179,36.316,-0.651
'[12:46:20.074 22/05/1995]',-0.159,0.170,0.106,88.179,36.316,-0.651
'[12:46:20.076 22/05/1995]',-0.159,0.170,0.089,88.179,36.316,-0.651
'[12:46:20.078 22/05/1995]',-0.159,0.170,0.089,88.179,36.316,-0.651
'[12:46:20.080 22/05/1995]',-0.159,0.170,0.089,92.883,35.714,-0.645
'[12:46:20.082 22/05/1995]',-0.141,0.151,0.089,92.883,35.714,-0.645
'[12:46:20.084 22/05/1995]',-0.159,0.151,0.089,92.883,35.714,-0.645
'[12:46:20.086 22/05/1995]',-0.141,0.151,0.089,92.883,35.714,-0.645
'[12:46:20.088 22/05/1995]',-0.141,0.151,0.089,97.487,36.416,-0.639
'[12:46:20.090 22/05/1995]',-0.141,0.132,0.071,97.487,36.416,-0.639
'[12:46:20.092 22/05/1995]',-0.141,0.132,0.071,97.487,36.416,-0.639
'[12:46:20.094 22/05/1995]',-0.141,0.132,0.071,97.487,36.416,-0.639
'[12:46:20.096 22/05/1995]',-0.123,0.132,0.071,101.838,37.995,-0.633
'[12:46:20.098 22/05/1995]',-0.123,0.113,0.054,101.838,37.995,-0.633
'[12:46:20.100 22/05/1995]',-0.123,0.113,0.054,101.838,37.995,-0.633
'[12:46:20.102 22/05/1995]',-0.105,0.113,0.054,101.838,37.995,-0.633
'[12:46:20.104 22/05/1995]',-0.105,0.095,0.054,105.936,39.424,-0.627
'[12:46:20.106 22/05/1995]',-0.105,0.076,0.054,105.936,39.424,-0.627
'[12:46:20.108 22/05/1995]',-0.105,0.076,0.036,105.936,39.424,-0.627
'[12:46:20.110 22/05/1995]',-0.088,0.057,0.036,105.936,39.424,-0.627
'[12:46:20.112 22/05/1995]',-0.088,0.057,0.036,109.679,39.699,-0.622
'[12:46:20.114 22/05/1995]',-0.088,0.038,0.018,109.679,39.699,-0.622
'[12:46:20.116 22/05/1995]',-0.070,0.020,0.018,109.679,39.699,-0.622
'[12:46:20.118 22/05/1995]',-0.052,0.020,0.002,109.679,39.699,-0.622
'[12:46:20.120 22/05/1995]',-0.052,0.002,0.002,113.018,39.073,-0.618
'[12:46:20.122 22/05/1995]',-0.034,0.002,0.002,113.018,39.073,-0.618
'[12:46:20.124 22/05/1995]',-0.034,0.002,0.002,113.018,39.073,-0.618
'[12:46:20.126 22/05/1995]',-0.034,0.002,0.002,113.018,39.073,-0.618
'[12:46:20.128 22/05/1995]',-0.016,0.002,0.002,115.801,38.070,-0.613
'[12:46:20.130 22/05/1995]',-0.016,0.002,0.002,115.801,38.070,-0.613
'[12:46:20.132 22/05/1995]',0.002,0.002,0.002,115.801,38.070,-0.613
'[12:46:20.134 22/05/1995]',0.002,-0.017,0.002,115.801,38.070,-0.613
'[12:46:20.136 22/05/1995]',0.002,-0.017,0.002,118.077,37.193,-0.609
'[12:46:20.138 22/05/1995]',0.002,-0.036,0.002,118.077,37.193,-0.609
'[12:46:20.140 22/05/1995]',0.002,-0.036,0.002,118.077,37.193,-0.609
'[12:46:20.142 22/05/1995]',0.002,-0.036,0.002,118.077,37.193,-0.609
'[12:46:20.144 22/05/1995]',0.002,-0.036,0.002,119.797,36.717,-0.606
'[12:46:20.146 22/05/1995]',0.002,-0.055,0.002,119.797,36.717,-0.606
'[12:46:20.148 22/05/1995]',0.002,-0.036,0.002,119.797,36.717,-0.606
'[12:46:20.150 22/05/1995]',0.002,-0.036,0.002,119.797,36.717,-0.606
'[12:46:20.152 22/05/1995]',0.002,-0.036,0.002,121.012,36.842,-0.604
'[12:46:20.154 22/05/1995]',0.019,-0.055,0.002,121.012,36.842,-0.604
'[12:46:20.156 22/05/1995]',0.019,-0.055,-0.016,121.012,36.842,-0.604
'[12:46:20.158 22/05/1995]',0.019,-0.055,-0.016,121.012,36.842,-0.604
'[12:46:20.160 22/05/1995]',0.019,-0.055,-0.016,121.669,37.419,-0.601
'[12:46:20.162 22/05/1995]',0.019,-0.055,-0.016,121.669,37.419,-0.601
'[12:46:20.164 22/05/1995]',0.019,-0.055,-0.016,121.669,37.419,-0.601
'[12:46:20.166 22/05/1995]',0.036,-0.055,-0.016,121.669,37.419,-0.601
'[12:46:20.168 22/05/1995]',0.019,-0.055,-0.016,121.770,37.820,-0.599
'[12:46:20.170 22/05/1995]',0.019,-0.055,-0.016,121.770,37.820,-0.599
'[12:46:20.172 22/05/1995]',0.019,-0.055,-0.016,121.770,37.820,-0.599
'[12:46:20.174 22/05/1995]',0.036,-0.055,-0.016,121.770,37.820,-0.599
'[12:46:20.176 22/05/1995]',0.036,-0.055,-0.016,121.416,37.644,-0.597
'[12:46:20.178 22/05/1995]',0.019,-0.055,-0.016,121.416,37.644,-0.597
'[12:46:20.180 22/05/1995]',0.019,-0.055,-0.016,121.416,37.644,-0.597
'[12:46:20.182 22/05/1995]',0.036,-0.055,-0.016,121.416,37.644,-0.597
'[12:46:20.184 22/05/1995]',0.036,-0.055,-0.016,120.506,37.018,-0.594
'[12:46:20.186 22/05/1995]',0.036,-0.055,-0.016,120.506,37.018,-0.594
'[12:46:20.188 22/05/1995]',0.036,-0.055,-0.034,120.506,37.018,-0.594
'[12:46:20.190 22/05/1995]',0.036,-0.055,-0.034,120.506,37.018,-0.594
'[12:46:20.192 22/05/1995]',0.036,-0.055,-0.034,119.190,36.316,-0.591
'[12:46:20.194 22/05/1995]',0.036,-0.055,-0.016,119.190,36.316,-0.591
'[12:46:20.196 22/05/1995]',0.036,-0.055,-0.016,119.190,36.316,-0.591
'[12:46:20.198 22/05/1995]',0.036,-0.055,-0.016,119.190,36.316,-0.591
'[12:46:20.200 22/05/1995]',0.036,-0.036,-0.016,117.369,35.539,-0.588
'[12:46:20.202 22/05/1995]',0.036,-0.055,-0.016,117.369,35.539,-0.588
'[12:46:20.204 22/05/1995]',0.036,-0.055,-0.016,117.369,35.539,-0.588
'[12:46:20.206 22/05/1995]',0.036,-0.055,-0.016,117.369,35.539,-0.588
'[12:46:20.208 22/05/1995]',0.036,-0.055,-0.016,115.194,34.712,-0.585
'[12:46:20.210 22/05/1995]',0.036,-0.055,-0.016,115.194,34.712,-0.585
'[12:46:20.212 22/05/1995]',0.036,-0.055,-0.016,115.194,34.712,-0.585
'[12:46:20.214 22/05/1995]',0.036,-0.055,-0.016,115.194,34.712,-0.585
'[12:46:20.216 22/05/1995]',0.036,-0.036,-0.016,112.512,33.784,-0.583
'[12:46:20.218 22/05/1995]',0.036,-0.036,-0.016,112.512,33.784,-0.583
'[12:46:20.220 22/05/1995]',0.036,-0.036,-0.016,112.512,33.784,-0.583
'[12:46:20.222 22/05/1995]',0.036,-0.036,-0.016,112.512,33.784,-0.583
'[12:46:20.224 22/05/1995]',0.019,-0.036,-0.016,109.629,32.832,-0.582
'[12:46:20.226 22/05/1995]',0.019,-0.036,-0.016,109.629,32.832,-0.582
'[12:46:20.228 22/05/1995]',0.019,-0.036,-0.016,109.629,32.832,-0.582
'[12:46:20.230 22/05/1995]',0.019,-0.036,-0.034,109.629,32.832,-0.582
'[12:46:20.232 22/05/1995]',0.019,-0.036,-0.016,106.492,32.005,-0.580
'[12:46:20.234 22/05/1995]',0.036,-0.036,-0.016,106.492,32.005,-0.580
'[12:46:20.236 22/05/1995]',0.036,-0.036,-0.016,106.492,32.005,-0.580
'[12:46:20.238 22/05/1995]',0.036,-0.017,-0.016,106.492,32.005,-0.580
'[12:46:20.240 22/05/1995]',0.036,-0.036,-0.016,103.254,31.253,-0.578
'[12:46:20.242 22/05/1995]',0.036,-0.036,-0.034,103.254,31.253,-0.578
'[12:46:20.244 22/05/1995]',0.019,-0.036,-0.016,103.254,31.253,-0.578
'[12:46:20.246 22/05/1995]',0.019,-0.036,-0.016,103.254,31.253,-0.578
'[12:46:20.248 22/05/1995]',0.019,-0.036,-0.016,100.270,30.251,-0.576
'[12:46:20.250 22/05/1995]',0.019,-0.036,-0.016,100.270,30.251,-0.576
'[12:46:20.252 22/05/1995]',0.036,-0.036,-0.016,100.270,30.251,-0.576
'[12:46:20.254 22/05/1995]',0.019,-0.036,-0.016,100.270,30.251,-0.576
'[12:46:20.256 22/05/1995]',0.019,-0.036,-0.016,97.487,28.672,-0.573
'[12:46:20.258 22/05/1995]',0.036,-0.036,-0.016,97.487,28.672,-0.573
'[12:46:20.260 22/05/1995]',0.019,-0.036,-0.016,97.487,28.672,-0.573
'[12:46:20.262 22/05/1995]',0.019,-0.036,-0.016,97.487,28.672,-0.573
'[12:46:20.264 22/05/1995]',0.019,-0.017,-0.016,94.907,26.792,-0.570
'[12:46:20.266 22/05/1995]',0.019,-0.036,-0.016,94.907,26.792,-0.570
'[12:46:20.268 22/05/1995]',0.019,-0.036,-0.016,94.907,26.792,-0.570
'[12:46:20.270 22/05/1995]',0.019,-0.017,-0.016,94.907,26.792,-0.570
'[12:46:20.272 22/05/1995]',0.019,-0.036,-0.016,92.782,26.316,-0.565
'[12:46:20.274 22/05/1995]',0.019,-0.036,-0.016,92.782,26.316,-0.565
'[12:46:20.276 22/05/1995]',0.019,-0.017,-0.016,92.782,26.316,-0.565
'[12:46:20.278 22/05/1995]',0.019,-0.017,-0.016,92.782,26.316,-0.565
'[12:46:20.280 22/05/1995]',0.019,-0.017,-0.016,90.910,28.371,-0.559
'[12:46:20.282 22/05/1995]',0.019,-0.017,-0.016,90.910,28.371,-0.559
'[12:46:20.284 22/05/1995]',0.019,-0.017,-0.016,90.910,28.371,-0.559
'[12:46:20.286 22/05/1995]',0.036,-0.036,-0.016,90.910,28.371,-0.559
'[12:46:20.288 22/05/1995]',0.036,-0.036,-0.016,89.292,31.378,-0.553
'[12:46:20.290 22/05/1995]',0.036,-0.036,-0.016,89.292,31.378,-0.553
'[12:46:20.292 22/05/1995]',0.036,-0.036,-0.016,89.292,31.378,-0.553
'[12:46:20.294 22/05/1995]',0.019,-0.036,-0.016,89.292,31.378,-0.553
'[12:46:20.296 22/05/1995]',0.036,-0.036,-0.016,88.077,32.556,-0.546
'[12:46:20.298 22/05/1995]',0.036,-0.036,-0.016,88.077,32.556,-0.546
'[12:46:20.300 22/05/1995]',0.019,-0.036,-0.016,88.077,32.556,-0.546
'[12:46:20.302 22/05/1995]',0.019,-0.036,-0.016,88.077,32.556,-0.546
'[12:46:20.304 22/05/1995]',0.019,-0.036,-0.016,87.521,30.727,-0.539
'[12:46:20.306 22/05/1995]',0.036,-0.036,-0.016,87.521,30.727,-0.539
'[12:46:20.308 22/05/1995]',0.036,-0.036,-0.016,87.521,30.727,-0.539
'[12:46:20.310 22/05/1995]',0.036,-0.036,-0.016,87.521,30.727,-0.539
'[12:46:20.312 22/05/1995]',0.036,-0.036,-0.016,87.369,27.193,-0.531
'[12:46:20.314 22/05/1995]',0.036,-0.036,-0.034,87.369,27.193,-0.531
'[12:46:20.316 22/05/1995]',0.036,-0.036,-0.034,87.369,27.193,-0.531
'[12:46:20.318 22/05/1995]',0.036,-0.036,-0.034,87.369,27.193,-0.531
'[12:46:20.320 22/05/1995]',0.036,-0.036,-0.016,87.824,24.261,-0.523
'[12:46:20.322 22/05/1995]',0.036,-0.036,-0.016,87.824,24.261,-0.523
'[12:46:20.324 22/05/1995]',0.036,-0.036,-0.016,87.824,24.261,-0.523
'[12:46:20.326 22/05/1995]',0.036,-0.036,-0.016,87.824,24.261,-0.523
'[12:46:20.328 22/05/1995]',0.036,-0.036,-0.016,88.735,23.383,-0.515
