'Time and date','MCL1 ','II ','V ','ABP ','PAP ','PLETH ','RESP '
'[14:00:45.982 04/04/1995]',0.013,0.018,0.013,50.700,27.136,0.000,0.239
'[14:00:45.984 04/04/1995]',0.013,0.018,0.013,53.250,26.734,0.000,0.252
'[14:00:45.986 04/04/1995]',0.013,0.018,0.006,53.250,26.734,0.000,0.252
'[14:00:45.988 04/04/1995]',0.013,0.018,0.006,53.250,26.734,0.000,0.252
'[14:00:45.990 04/04/1995]',0.013,0.018,0.006,53.250,26.734,0.000,0.252
'[14:00:45.992 04/04/1995]',0.013,0.018,0.013,57.200,26.558,0.000,0.264
'[14:00:45.994 04/04/1995]',0.013,0.018,0.006,57.200,26.558,0.000,0.264
'[14:00:45.996 04/04/1995]',0.013,0.027,0.006,57.200,26.558,0.000,0.264
'[14:00:45.998 04/04/1995]',0.013,0.027,0.006,57.200,26.558,0.000,0.264
'[14:00:46.000 04/04/1995]',0.007,0.027,0.006,62.600,26.734,0.000,0.274
'[14:00:46.002 04/04/1995]',0.013,0.027,0.006,62.600,26.734,0.000,0.274
'[14:00:46.004 04/04/1995]',0.007,0.018,0.006,62.600,26.734,0.000,0.274
'[14:00:46.006 04/04/1995]',0.007,0.027,0.006,62.600,26.734,0.000,0.274
'[14:00:46.008 04/04/1995]',0.007,0.027,0.001,69.100,27.136,0.000,0.282
'[14:00:46.010 04/04/1995]',0.007,0.027,0.006,69.100,27.136,0.000,0.282
'[14:00:46.012 04/04/1995]',0.007,0.027,0.006,69.100,27.136,0.000,0.282
'[14:00:46.014 04/04/1995]',0.007,0.036,0.006,69.100,27.136,0.000,0.282
'[14:00:46.016 04/04/1995]',0.013,0.045,0.006,76.050,27.563,0.000,0.290
'[14:00:46.018 04/04/1995]',0.007,0.036,0.006,76.050,27.563,0.000,0.290
'[14:00:46.020 04/04/1995]',0.007,0.036,0.006,76.050,27.563,0.000,0.290
'[14:00:46.022 04/04/1995]',0.007,0.036,0.001,76.050,27.563,0.000,0.290
'[14:00:46.024 04/04/1995]',0.007,0.036,0.006,82.600,28.015,0.000,0.297
'[14:00:46.026 04/04/1995]',0.007,0.036,0.006,82.600,28.015,0.000,0.297
'[14:00:46.028 04/04/1995]',0.007,0.036,0.006,82.600,28.015,0.000,0.297
'[14:00:46.030 04/04/1995]',0.007,0.036,0.006,82.600,28.015,0.000,0.297
'[14:00:46.032 04/04/1995]',0.007,0.036,0.006,88.050,28.618,0.000,0.304
'[14:00:46.034 04/04/1995]',0.007,0.036,0.006,88.050,28.618,0.000,0.304
'[14:00:46.036 04/04/1995]',0.007,0.036,0.006,88.050,28.618,0.000,0.304
'[14:00:46.038 04/04/1995]',0.001,0.036,0.006,88.050,28.618,0.000,0.304
'[14:00:46.040 04/04/1995]',0.007,0.036,0.006,92.000,29.196,0.000,0.310
'[14:00:46.042 04/04/1995]',0.001,0.036,0.006,92.000,29.196,0.000,0.310
'[14:00:46.044 04/04/1995]',0.001,0.027,0.006,92.000,29.196,0.000,0.310
'[14:00:46.046 04/04/1995]',0.001,0.036,0.006,92.000,29.196,0.000,0.310
'[14:00:46.048 04/04/1995]',0.001,0.036,0.006,94.650,29.724,0.000,0.316
'[14:00:46.050 04/04/1995]',0.001,0.036,0.006,94.650,29.724,0.000,0.316
'[14:00:46.052 04/04/1995]',0.007,0.036,0.006,94.650,29.724,0.000,0.316
'[14:00:46.054 04/04/1995]',0.007,0.045,0.006,94.650,29.724,0.000,0.316
'[14:00:46.056 04/04/1995]',0.007,0.036,0.006,96.150,30.075,0.000,0.322
'[14:00:46.058 04/04/1995]',0.007,0.036,0.013,96.150,30.075,0.000,0.322
'[14:00:46.060 04/04/1995]',0.001,0.027,0.006,96.150,30.075,0.000,0.322
'[14:00:46.062 04/04/1995]',0.007,0.036,0.006,96.150,30.075,0.000,0.322
'[14:00:46.064 04/04/1995]',0.001,0.036,0.006,96.900,30.201,0.000,0.329
'[14:00:46.066 04/04/1995]',0.007,0.036,0.006,96.900,30.201,0.000,0.329
'[14:00:46.068 04/04/1995]',0.001,0.036,0.006,96.900,30.201,0.000,0.329
'[14:00:46.070 04/04/1995]',0.001,0.027,0.006,96.900,30.201,0.000,0.329
'[14:00:46.072 04/04/1995]',0.007,0.036,0.013,97.150,30.251,0.000,0.335
'[14:00:46.074 04/04/1995]',0.007,0.036,0.013,97.150,30.251,0.000,0.335
'[14:00:46.076 04/04/1995]',0.007,0.036,0.013,97.150,30.251,0.000,0.335
'[14:00:46.078 04/04/1995]',0.007,0.027,0.013,97.150,30.251,0.000,0.335
'[14:00:46.080 04/04/1995]',0.001,0.027,0.006,97.000,30.201,0.000,0.341
'[14:00:46.082 04/04/1995]',0.001,0.027,0.006,97.000,30.201,0.000,0.341
'[14:00:46.084 04/04/1995]',0.007,0.027,0.006,97.000,30.201,0.000,0.341
'[14:00:46.086 04/04/1995]',0.001,0.027,0.013,97.000,30.201,0.000,0.341
'[14:00:46.088 04/04/1995]',0.001,0.027,0.006,96.450,30.025,0.000,0.346
'[14:00:46.090 04/04/1995]',0.001,0.027,0.006,96.450,30.025,0.000,0.346
'[14:00:46.092 04/04/1995]',0.007,0.009,0.006,96.450,30.025,0.000,0.346
'[14:00:46.094 04/04/1995]',0.007,0.018,0.006,96.450,30.025,0.000,0.346
'[14:00:46.096 04/04/1995]',0.001,0.018,0.006,95.700,29.724,0.000,0.351
'[14:00:46.098 04/04/1995]',0.007,0.027,0.001,95.700,29.724,0.000,0.351
'[14:00:46.100 04/04/1995]',0.001,0.018,0.001,95.700,29.724,0.000,0.351
'[14:00:46.102 04/04/1995]',0.007,0.018,0.001,95.700,29.724,0.000,0.351
'[14:00:46.104 04/04/1995]',0.007,0.018,0.001,94.650,29.447,0.000,0.354
'[14:00:46.106 04/04/1995]',0.001,0.018,0.001,94.650,29.447,0.000,0.354
'[14:00:46.108 04/04/1995]',0.007,0.018,0.001,94.650,29.447,0.000,0.354
'[14:00:46.110 04/04/1995]',0.007,0.018,0.001,94.650,29.447,0.000,0.354
'[14:00:46.112 04/04/1995]',0.007,0.018,0.006,93.250,28.970,0.000,0.357
'[14:00:46.114 04/04/1995]',0.007,0.018,0.001,93.250,28.970,0.000,0.357
'[14:00:46.116 04/04/1995]',0.001,0.018,0.001,93.250,28.970,0.000,0.357
'[14:00:46.118 04/04/1995]',0.007,0.018,0.006,93.250,28.970,0.000,0.357
'[14:00:46.120 04/04/1995]',0.007,0.018,0.006,91.450,28.442,0.000,0.358
'[14:00:46.122 04/04/1995]',0.007,0.018,0.006,91.450,28.442,0.000,0.358
'[14:00:46.124 04/04/1995]',0.007,0.009,0.006,91.450,28.442,0.000,0.358
'[14:00:46.126 04/04/1995]',0.007,0.018,0.006,91.450,28.442,0.000,0.358
'[14:00:46.128 04/04/1995]',0.007,0.009,0.006,89.350,28.090,0.000,0.359
'[14:00:46.130 04/04/1995]',0.007,0.009,0.001,89.350,28.090,0.000,0.359
'[14:00:46.132 04/04/1995]',0.001,0.009,-0.006,89.350,28.090,0.000,0.359
'[14:00:46.134 04/04/1995]',0.001,0.009,0.001,89.350,28.090,0.000,0.359
'[14:00:46.136 04/04/1995]',0.001,0.001,-0.006,86.950,27.739,0.000,0.359
'[14:00:46.138 04/04/1995]',0.001,0.009,0.001,86.950,27.739,0.000,0.359
'[14:00:46.140 04/04/1995]',0.007,0.001,0.001,86.950,27.739,0.000,0.359
'[14:00:46.142 04/04/1995]',0.001,0.001,0.001,86.950,27.739,0.000,0.359
'[14:00:46.144 04/04/1995]',0.007,0.001,0.001,84.250,27.387,0.000,0.358
'[14:00:46.146 04/04/1995]',0.007,0.001,0.006,84.250,27.387,0.000,0.358
'[14:00:46.148 04/04/1995]',0.001,0.009,0.001,84.250,27.387,0.000,0.358
'[14:00:46.150 04/04/1995]',0.001,0.009,0.001,84.250,27.387,0.000,0.358
'[14:00:46.152 04/04/1995]',0.001,0.001,0.001,81.400,27.035,0.000,0.355
'[14:00:46.154 04/04/1995]',0.001,0.001,0.001,81.400,27.035,0.000,0.355
'[14:00:46.156 04/04/1995]',0.001,0.001,0.006,81.400,27.035,0.000,0.355
'[14:00:46.158 04/04/1995]',0.007,0.001,0.006,81.400,27.035,0.000,0.355
'[14:00:46.160 04/04/1995]',0.001,0.001,0.006,78.350,26.910,0.000,0.352
'[14:00:46.162 04/04/1995]',0.001,0.001,0.006,78.350,26.910,0.000,0.352
'[14:00:46.164 04/04/1995]',0.001,0.001,0.001,78.350,26.910,0.000,0.352
'[14:00:46.166 04/04/1995]',0.001,0.001,0.006,78.350,26.910,0.000,0.352
'[14:00:46.168 04/04/1995]',0.007,0.001,0.006,75.250,26.910,0.000,0.347
'[14:00:46.170 04/04/1995]',0.001,0.001,0.006,75.250,26.910,0.000,0.347
'[14:00:46.172 04/04/1995]',0.007,0.001,0.006,75.250,26.910,0.000,0.347
'[14:00:46.174 04/04/1995]',0.001,0.001,0.013,75.250,26.910,0.000,0.347
'[14:00:46.176 04/04/1995]',0.007,0.001,0.006,72.000,27.035,0.000,0.342
'[14:00:46.178 04/04/1995]',0.007,0.001,0.006,72.000,27.035,0.000,0.342
'[14:00:46.180 04/04/1995]',0.001,0.001,0.006,72.000,27.035,0.000,0.342
'[14:00:46.182 04/04/1995]',0.001,0.001,0.006,72.000,27.035,0.000,0.342
'[14:00:46.184 04/04/1995]',0.001,0.001,0.013,68.900,27.035,0.000,0.337
'[14:00:46.186 04/04/1995]',0.007,0.001,0.006,68.900,27.035,0.000,0.337
'[14:00:46.188 04/04/1995]',0.007,0.001,0.006,68.900,27.035,0.000,0.337
'[14:00:46.190 04/04/1995]',0.007,0.001,0.006,68.900,27.035,0.000,0.337
'[14:00:46.192 04/04/1995]',0.007,0.001,0.006,66.000,26.784,0.000,0.331
'[14:00:46.194 04/04/1995]',0.007,0.001,0.006,66.000,26.784,0.000,0.331
'[14:00:46.196 04/04/1995]',0.001,-0.008,0.006,66.000,26.784,0.000,0.331
'[14:00:46.198 04/04/1995]',0.001,0.001,0.006,66.000,26.784,0.000,0.331
'[14:00:46.200 04/04/1995]',0.007,0.001,0.006,63.600,26.382,0.000,0.326
'[14:00:46.202 04/04/1995]',0.001,0.001,0.006,63.600,26.382,0.000,0.326
'[14:00:46.204 04/04/1995]',0.001,-0.008,0.006,63.600,26.382,0.000,0.326
'[14:00:46.206 04/04/1995]',0.001,-0.008,0.006,63.600,26.382,0.000,0.326
'[14:00:46.208 04/04/1995]',0.001,0.001,0.006,61.750,25.854,0.000,0.320
'[14:00:46.210 04/04/1995]',0.007,-0.008,0.013,61.750,25.854,0.000,0.320
'[14:00:46.212 04/04/1995]',0.001,-0.008,0.013,61.750,25.854,0.000,0.320
'[14:00:46.214 04/04/1995]',0.001,-0.008,0.006,61.750,25.854,0.000,0.320
'[14:00:46.216 04/04/1995]',0.001,-0.008,0.006,60.550,25.427,0.000,0.314
'[14:00:46.218 04/04/1995]',0.001,-0.008,0.006,60.550,25.427,0.000,0.314
'[14:00:46.220 04/04/1995]',0.001,-0.008,0.013,60.550,25.427,0.000,0.314
'[14:00:46.222 04/04/1995]',0.001,-0.017,0.006,60.550,25.427,0.000,0.314
'[14:00:46.224 04/04/1995]',0.001,-0.017,0.013,59.900,25.251,0.000,0.306
'[14:00:46.226 04/04/1995]',0.001,-0.017,0.013,59.900,25.251,0.000,0.306
'[14:00:46.228 04/04/1995]',0.001,-0.008,0.013,59.900,25.251,0.000,0.306
'[14:00:46.230 04/04/1995]',0.001,-0.008,0.013,59.900,25.251,0.000,0.306
'[14:00:46.232 04/04/1995]',0.001,-0.008,0.006,59.550,25.151,0.000,0.299
'[14:00:46.234 04/04/1995]',-0.006,-0.017,0.006,59.550,25.151,0.000,0.299
'[14:00:46.236 04/04/1995]',0.001,-0.017,0.006,59.550,25.151,0.000,0.299
'[14:00:46.238 04/04/1995]',0.001,-0.017,0.006,59.550,25.151,0.000,0.299
'[14:00:46.240 04/04/1995]',0.001,-0.017,0.013,59.350,25.025,0.000,0.291
'[14:00:46.242 04/04/1995]',0.001,-0.017,0.013,59.350,25.025,0.000,0.291
'[14:00:46.244 04/04/1995]',0.001,-0.017,0.006,59.350,25.025,0.000,0.291
'[14:00:46.246 04/04/1995]',0.001,-0.008,0.013,59.350,25.025,0.000,0.291
'[14:00:46.248 04/04/1995]',0.001,-0.008,0.013,59.300,24.799,0.000,0.282
'[14:00:46.250 04/04/1995]',0.001,-0.008,0.006,59.300,24.799,0.000,0.282
'[14:00:46.252 04/04/1995]',-0.006,-0.008,0.006,59.300,24.799,0.000,0.282
'[14:00:46.254 04/04/1995]',-0.006,-0.008,0.006,59.300,24.799,0.000,0.282
'[14:00:46.256 04/04/1995]',0.001,-0.008,0.006,59.300,24.070,0.000,0.274
'[14:00:46.258 04/04/1995]',-0.006,0.001,0.006,59.300,24.070,0.000,0.274
'[14:00:46.260 04/04/1995]',-0.006,0.001,0.006,59.300,24.070,0.000,0.274
'[14:00:46.262 04/04/1995]',-0.006,0.001,0.006,59.300,24.070,0.000,0.274
'[14:00:46.264 04/04/1995]',-0.006,0.001,0.006,59.400,22.487,0.000,0.264
'[14:00:46.266 04/04/1995]',-0.006,0.001,0.006,59.400,22.487,0.000,0.264
'[14:00:46.268 04/04/1995]',-0.006,0.001,0.006,59.400,22.487,0.000,0.264
'[14:00:46.270 04/04/1995]',-0.006,0.001,0.006,59.400,22.487,0.000,0.264
'[14:00:46.272 04/04/1995]',-0.006,0.001,0.013,59.550,20.201,0.000,0.255
'[14:00:46.274 04/04/1995]',-0.006,0.001,0.013,59.550,20.201,0.000,0.255
'[14:00:46.276 04/04/1995]',-0.006,0.001,0.013,59.550,20.201,0.000,0.255
'[14:00:46.278 04/04/1995]',-0.006,0.001,0.006,59.550,20.201,0.000,0.255
'[14:00:46.280 04/04/1995]',-0.006,0.001,0.006,59.650,17.714,0.000,0.244
'[14:00:46.282 04/04/1995]',-0.006,0.001,0.006,59.650,17.714,0.000,0.244
'[14:00:46.284 04/04/1995]',0.001,0.001,0.006,59.650,17.714,0.000,0.244
'[14:00:46.286 04/04/1995]',0.001,-0.008,0.001,59.650,17.714,0.000,0.244
'[14:00:46.288 04/04/1995]',-0.006,0.001,0.001,59.700,15.477,0.000,0.234
'[14:00:46.290 04/04/1995]',0.001,-0.008,0.001,59.700,15.477,0.000,0.234
'[14:00:46.292 04/04/1995]',0.001,-0.017,0.001,59.700,15.477,0.000,0.234
'[14:00:46.294 04/04/1995]',0.001,-0.008,0.006,59.700,15.477,0.000,0.234
'[14:00:46.296 04/04/1995]',0.007,-0.008,0.001,59.750,13.417,0.000,0.224
'[14:00:46.298 04/04/1995]',0.001,-0.017,0.001,59.750,13.417,0.000,0.224
'[14:00:46.300 04/04/1995]',0.007,-0.017,0.001,59.750,13.417,0.000,0.224
'[14:00:46.302 04/04/1995]',0.007,-0.026,0.001,59.750,13.417,0.000,0.224
'[14:00:46.304 04/04/1995]',0.007,-0.026,0.001,59.700,11.608,0.000,0.213
'[14:00:46.306 04/04/1995]',0.007,-0.035,0.006,59.700,11.608,0.000,0.213
'[14:00:46.308 04/04/1995]',0.007,-0.035,0.006,59.700,11.608,0.000,0.213
'[14:00:46.310 04/04/1995]',0.013,-0.035,0.001,59.700,11.608,0.000,0.213
'[14:00:46.312 04/04/1995]',0.007,-0.044,0.006,59.600,10.075,0.000,0.203
'[14:00:46.314 04/04/1995]',0.013,-0.035,0.006,59.600,10.075,0.000,0.203
'[14:00:46.316 04/04/1995]',0.007,-0.044,0.006,59.600,10.075,0.000,0.203
'[14:00:46.318 04/04/1995]',0.013,-0.044,0.006,59.600,10.075,0.000,0.203
'[14:00:46.320 04/04/1995]',0.013,-0.044,0.006,59.400,8.945,0.000,0.193
'[14:00:46.322 04/04/1995]',0.013,-0.044,0.006,59.400,8.945,0.000,0.193
'[14:00:46.324 04/04/1995]',0.013,-0.044,0.006,59.400,8.945,0.000,0.193
'[14:00:46.326 04/04/1995]',0.013,-0.044,0.006,59.400,8.945,0.000,0.193
'[14:00:46.328 04/04/1995]',0.013,-0.035,0.006,59.200,8.241,0.000,0.182
'[14:00:46.330 04/04/1995]',0.007,-0.035,0.006,59.200,8.241,0.000,0.182
'[14:00:46.332 04/04/1995]',0.007,-0.035,0.001,59.200,8.241,0.000,0.182
'[14:00:46.334 04/04/1995]',0.007,-0.026,0.006,59.200,8.241,0.000,0.182
'[14:00:46.336 04/04/1995]',0.007,-0.026,0.001,58.950,7.940,0.000,0.172
'[14:00:46.338 04/04/1995]',0.007,-0.026,0.001,58.950,7.940,0.000,0.172
'[14:00:46.340 04/04/1995]',0.007,-0.026,0.001,58.950,7.940,0.000,0.172
'[14:00:46.342 04/04/1995]',0.007,-0.026,0.001,58.950,7.940,0.000,0.172
'[14:00:46.344 04/04/1995]',0.007,-0.035,0.001,58.650,7.839,0.000,0.162
'[14:00:46.346 04/04/1995]',0.013,-0.044,0.006,58.650,7.839,0.000,0.162
'[14:00:46.348 04/04/1995]',0.013,-0.035,0.001,58.650,7.839,0.000,0.162
'[14:00:46.350 04/04/1995]',0.013,-0.044,0.006,58.650,7.839,0.000,0.162
'[14:00:46.352 04/04/1995]',0.007,-0.044,0.001,58.350,7.889,0.000,0.153
'[14:00:46.354 04/04/1995]',0.007,-0.044,0.001,58.350,7.889,0.000,0.153
'[14:00:46.356 04/04/1995]',0.007,-0.044,0.006,58.350,7.889,0.000,0.153
'[14:00:46.358 04/04/1995]',0.007,-0.044,0.006,58.350,7.889,0.000,0.153
'[14:00:46.360 04/04/1995]',0.013,-0.044,0.006,58.000,8.116,0.000,0.144
'[14:00:46.362 04/04/1995]',0.007,-0.044,0.006,58.000,8.116,0.000,0.144
'[14:00:46.364 04/04/1995]',0.007,-0.044,0.006,58.000,8.116,0.000,0.144
'[14:00:46.366 04/04/1995]',0.007,-0.044,0.006,58.000,8.116,0.000,0.144
'[14:00:46.368 04/04/1995]',0.007,-0.044,0.006,57.650,8.417,0.000,0.136
'[14:00:46.370 04/04/1995]',0.007,-0.044,0.006,57.650,8.417,0.000,0.136
'[14:00:46.372 04/04/1995]',0.007,-0.035,0.013,57.650,8.417,0.000,0.136
'[14:00:46.374 04/04/1995]',0.007,-0.044,0.013,57.650,8.417,0.000,0.136
'[14:00:46.376 04/04/1995]',0.007,-0.044,0.013,57.300,8.719,0.000,0.128
'[14:00:46.378 04/04/1995]',0.007,-0.044,0.013,57.300,8.719,0.000,0.128
'[14:00:46.380 04/04/1995]',0.007,-0.044,0.013,57.300,8.719,0.000,0.128
'[14:00:46.382 04/04/1995]',0.007,-0.044,0.013,57.300,8.719,0.000,0.128
'[14:00:46.384 04/04/1995]',0.013,-0.044,0.013,57.000,8.995,0.000,0.120
'[14:00:46.386 04/04/1995]',0.013,-0.053,0.013,57.000,8.995,0.000,0.120
'[14:00:46.388 04/04/1995]',0.007,-0.053,0.013,57.000,8.995,0.000,0.120
'[14:00:46.390 04/04/1995]',0.007,-0.062,0.013,57.000,8.995,0.000,0.120
'[14:00:46.392 04/04/1995]',0.013,-0.062,0.019,56.650,9.347,0.000,0.113
'[14:00:46.394 04/04/1995]',0.007,-0.062,0.013,56.650,9.347,0.000,0.113
'[14:00:46.396 04/04/1995]',0.007,-0.062,0.013,56.650,9.347,0.000,0.113
'[14:00:46.398 04/04/1995]',0.007,-0.053,0.013,56.650,9.347,0.000,0.113
'[14:00:46.400 04/04/1995]',0.007,-0.053,0.013,56.300,9.724,0.000,0.105
'[14:00:46.402 04/04/1995]',0.007,-0.062,0.019,56.300,9.724,0.000,0.105
'[14:00:46.404 04/04/1995]',0.007,-0.062,0.013,56.300,9.724,0.000,0.105
'[14:00:46.406 04/04/1995]',0.013,-0.062,0.013,56.300,9.724,0.000,0.105
'[14:00:46.408 04/04/1995]',0.013,-0.062,0.013,55.900,10.075,0.000,0.099
'[14:00:46.410 04/04/1995]',0.007,-0.062,0.013,55.900,10.075,0.000,0.099
'[14:00:46.412 04/04/1995]',0.007,-0.062,0.019,55.900,10.075,0.000,0.099
'[14:00:46.414 04/04/1995]',0.007,-0.053,0.019,55.900,10.075,0.000,0.099
'[14:00:46.416 04/04/1995]',0.007,-0.044,0.019,55.550,10.251,0.000,0.092
'[14:00:46.418 04/04/1995]',0.007,-0.053,0.013,55.550,10.251,0.000,0.092
'[14:00:46.420 04/04/1995]',0.007,-0.062,0.013,55.550,10.251,0.000,0.092
'[14:00:46.422 04/04/1995]',0.007,-0.062,0.006,55.550,10.251,0.000,0.092
'[14:00:46.424 04/04/1995]',0.007,-0.053,0.013,55.150,10.477,0.000,0.086
'[14:00:46.426 04/04/1995]',0.007,-0.053,0.006,55.150,10.477,0.000,0.086
'[14:00:46.428 04/04/1995]',0.007,-0.062,0.013,55.150,10.477,0.000,0.086
'[14:00:46.430 04/04/1995]',0.007,-0.053,0.013,55.150,10.477,0.000,0.086
'[14:00:46.432 04/04/1995]',0.007,-0.053,0.013,54.800,10.879,0.000,0.080
'[14:00:46.434 04/04/1995]',0.007,-0.053,0.006,54.800,10.879,0.000,0.080
'[14:00:46.436 04/04/1995]',0.007,-0.053,0.006,54.800,10.879,0.000,0.080
'[14:00:46.438 04/04/1995]',0.007,-0.053,0.013,54.800,10.879,0.000,0.080
'[14:00:46.440 04/04/1995]',0.007,-0.053,0.013,54.450,11.533,0.000,0.074
'[14:00:46.442 04/04/1995]',0.007,-0.053,0.013,54.450,11.533,0.000,0.074
'[14:00:46.444 04/04/1995]',0.007,-0.053,0.013,54.450,11.533,0.000,0.074
'[14:00:46.446 04/04/1995]',0.007,-0.044,0.013,54.450,11.533,0.000,0.074
'[14:00:46.448 04/04/1995]',0.001,-0.044,0.013,54.050,12.186,0.000,0.070
'[14:00:46.450 04/04/1995]',0.001,-0.044,0.013,54.050,12.186,0.000,0.070
'[14:00:46.452 04/04/1995]',0.007,-0.044,0.013,54.050,12.186,0.000,0.070
'[14:00:46.454 04/04/1995]',0.007,-0.053,0.013,54.050,12.186,0.000,0.070
'[14:00:46.456 04/04/1995]',0.007,-0.053,0.013,53.700,12.663,0.000,0.065
'[14:00:46.458 04/04/1995]',0.007,-0.062,0.013,53.700,12.663,0.000,0.065
'[14:00:46.460 04/04/1995]',0.007,-0.062,0.013,53.700,12.663,0.000,0.065
'[14:00:46.462 04/04/1995]',0.001,-0.062,0.013,53.700,12.663,0.000,0.065
'[14:00:46.464 04/04/1995]',0.001,-0.071,0.019,53.350,12.889,0.000,0.061
'[14:00:46.466 04/04/1995]',-0.006,-0.071,0.019,53.350,12.889,0.000,0.061
'[14:00:46.468 04/04/1995]',-0.006,-0.062,0.031,53.350,12.889,0.000,0.061
'[14:00:46.470 04/04/1995]',-0.018,-0.071,0.019,53.350,12.889,0.000,0.061
'[14:00:46.472 04/04/1995]',-0.031,-0.062,0.031,53.000,12.940,0.000,0.057
'[14:00:46.474 04/04/1995]',-0.037,-0.062,0.019,53.000,12.940,0.000,0.057
'[14:00:46.476 04/04/1995]',-0.043,-0.044,0.019,53.000,12.940,0.000,0.057
'[14:00:46.478 04/04/1995]',-0.037,-0.044,0.019,53.000,12.940,0.000,0.057
'[14:00:46.480 04/04/1995]',-0.031,-0.026,0.013,52.700,12.839,0.000,0.053
'[14:00:46.482 04/04/1995]',-0.006,-0.008,0.006,52.700,12.839,0.000,0.053
'[14:00:46.484 04/04/1995]',0.013,0.001,-0.006,52.700,12.839,0.000,0.053
'[14:00:46.486 04/04/1995]',0.038,0.027,-0.030,52.700,12.839,0.000,0.053
'[14:00:46.488 04/04/1995]',0.069,0.054,-0.043,52.400,12.538,0.000,0.050
'[14:00:46.490 04/04/1995]',0.088,0.081,-0.067,52.400,12.538,0.000,0.050
'[14:00:46.492 04/04/1995]',0.119,0.117,-0.092,52.400,12.538,0.000,0.050
'[14:00:46.494 04/04/1995]',0.163,0.135,-0.110,52.400,12.538,0.000,0.050
'[14:00:46.496 04/04/1995]',0.193,0.153,-0.135,52.100,12.312,0.000,0.046
'[14:00:46.498 04/04/1995]',0.218,0.189,-0.166,52.100,12.312,0.000,0.046
'[14:00:46.500 04/04/1995]',0.250,0.207,-0.184,52.100,12.312,0.000,0.046
'[14:00:46.502 04/04/1995]',0.268,0.216,-0.196,52.100,12.312,0.000,0.046
'[14:00:46.504 04/04/1995]',0.274,0.224,-0.209,51.800,12.060,0.000,0.043
'[14:00:46.506 04/04/1995]',0.293,0.242,-0.215,51.800,12.060,0.000,0.043
'[14:00:46.508 04/04/1995]',0.299,0.269,-0.221,51.800,12.060,0.000,0.043
'[14:00:46.510 04/04/1995]',0.299,0.296,-0.221,51.800,12.060,0.000,0.043
'[14:00:46.512 04/04/1995]',0.306,0.323,-0.246,51.550,11.960,0.000,0.039
'[14:00:46.514 04/04/1995]',0.306,0.385,-0.276,51.550,11.960,0.000,0.039
'[14:00:46.516 04/04/1995]',0.306,0.439,-0.301,51.550,11.960,0.000,0.039
'[14:00:46.518 04/04/1995]',0.293,0.475,-0.313,51.550,11.960,0.000,0.039
'[14:00:46.520 04/04/1995]',0.274,0.511,-0.319,51.350,11.709,0.000,0.035
'[14:00:46.522 04/04/1995]',0.250,0.520,-0.325,51.350,11.709,0.000,0.035
'[14:00:46.524 04/04/1995]',0.237,0.529,-0.319,51.350,11.709,0.000,0.035
'[14:00:46.526 04/04/1995]',0.212,0.511,-0.301,51.350,11.709,0.000,0.035
'[14:00:46.528 04/04/1995]',0.187,0.466,-0.276,51.050,11.533,0.000,0.032
'[14:00:46.530 04/04/1995]',0.163,0.412,-0.258,51.050,11.533,0.000,0.032
'[14:00:46.532 04/04/1995]',0.144,0.359,-0.221,51.050,11.533,0.000,0.032
'[14:00:46.534 04/04/1995]',0.119,0.296,-0.190,51.050,11.533,0.000,0.032
'[14:00:46.536 04/04/1995]',0.094,0.233,-0.159,50.800,11.407,0.000,0.028
'[14:00:46.538 04/04/1995]',0.082,0.162,-0.116,50.800,11.407,0.000,0.028
'[14:00:46.540 04/04/1995]',0.057,0.081,-0.080,50.800,11.407,0.000,0.028
'[14:00:46.542 04/04/1995]',0.038,0.001,-0.043,50.800,11.407,0.000,0.028
'[14:00:46.544 04/04/1995]',0.019,-0.044,-0.006,50.500,11.357,0.000,0.024
'[14:00:46.546 04/04/1995]',0.007,-0.107,0.013,50.500,11.357,0.000,0.024
'[14:00:46.548 04/04/1995]',0.001,-0.142,0.031,50.500,11.357,0.000,0.024
'[14:00:46.550 04/04/1995]',-0.006,-0.178,0.043,50.500,11.357,0.000,0.024
'[14:00:46.552 04/04/1995]',-0.012,-0.196,0.062,50.300,11.307,0.000,0.020
'[14:00:46.554 04/04/1995]',-0.012,-0.205,0.062,50.300,11.307,0.000,0.020
'[14:00:46.556 04/04/1995]',-0.018,-0.205,0.068,50.300,11.307,0.000,0.020
'[14:00:46.558 04/04/1995]',-0.018,-0.205,0.068,50.300,11.307,0.000,0.020
'[14:00:46.560 04/04/1995]',-0.031,-0.196,0.068,50.050,11.357,0.000,0.015
'[14:00:46.562 04/04/1995]',-0.031,-0.178,0.080,50.050,11.357,0.000,0.015
'[14:00:46.564 04/04/1995]',-0.037,-0.169,0.068,50.050,11.357,0.000,0.015
'[14:00:46.566 04/04/1995]',-0.037,-0.160,0.068,50.050,11.357,0.000,0.015
'[14:00:46.568 04/04/1995]',-0.037,-0.151,0.068,49.750,11.709,0.000,0.010
'[14:00:46.570 04/04/1995]',-0.043,-0.142,0.068,49.750,11.709,0.000,0.010
'[14:00:46.572 04/04/1995]',-0.043,-0.142,0.068,49.750,11.709,0.000,0.010
'[14:00:46.574 04/04/1995]',-0.043,-0.133,0.068,49.750,11.709,0.000,0.010
'[14:00:46.576 04/04/1995]',-0.043,-0.133,0.080,49.500,12.487,0.000,0.004
