'Time and date','II','aVL','V','ABP','PAP','CVP','PLETH'
'[15:14:40.822 01/01/1996]',0.019,-0.022,-0.420,57.889,25.046,10.975,-0.234
'[15:14:40.824 01/01/1996]',0.019,-0.022,-0.388,58.090,25.221,11.675,-0.231
'[15:14:40.826 01/01/1996]',0.018,-0.022,-0.371,58.090,25.221,11.675,-0.231
'[15:14:40.828 01/01/1996]',0.018,-0.022,-0.339,58.090,25.221,11.675,-0.231
'[15:14:40.830 01/01/1996]',0.018,-0.022,-0.306,58.090,25.221,11.675,-0.231
'[15:14:40.832 01/01/1996]',0.019,-0.022,-0.258,58.141,25.746,12.500,-0.228
'[15:14:40.834 01/01/1996]',0.019,-0.022,-0.242,58.141,25.746,12.500,-0.228
'[15:14:40.836 01/01/1996]',0.020,-0.022,-0.242,58.141,25.746,12.500,-0.228
'[15:14:40.838 01/01/1996]',0.020,-0.015,-0.242,58.141,25.746,12.500,-0.228
'[15:14:40.840 01/01/1996]',0.021,-0.015,-0.242,58.040,26.697,13.275,-0.224
'[15:14:40.842 01/01/1996]',0.022,-0.015,-0.226,58.040,26.697,13.275,-0.224
'[15:14:40.844 01/01/1996]',0.022,-0.015,-0.210,58.040,26.697,13.275,-0.224
'[15:14:40.846 01/01/1996]',0.023,-0.015,-0.177,58.040,26.697,13.275,-0.224
'[15:14:40.848 01/01/1996]',0.022,-0.015,-0.129,57.839,27.798,14.025,-0.221
'[15:14:40.850 01/01/1996]',0.021,-0.022,-0.080,57.839,27.798,14.025,-0.221
'[15:14:40.852 01/01/1996]',0.020,-0.022,-0.031,57.839,27.798,14.025,-0.221
'[15:14:40.854 01/01/1996]',0.019,-0.022,0.001,57.839,27.798,14.025,-0.221
'[15:14:40.856 01/01/1996]',0.019,-0.015,0.017,57.789,28.924,14.775,-0.217
'[15:14:40.858 01/01/1996]',0.019,-0.022,0.033,57.789,28.924,14.775,-0.217
'[15:14:40.860 01/01/1996]',0.019,-0.022,0.066,57.789,28.924,14.775,-0.217
'[15:14:40.862 01/01/1996]',0.020,-0.022,0.098,57.789,28.924,14.775,-0.217
'[15:14:40.864 01/01/1996]',0.019,-0.022,0.114,57.839,29.975,15.500,-0.214
'[15:14:40.866 01/01/1996]',0.019,-0.022,0.147,57.839,29.975,15.500,-0.214
'[15:14:40.868 01/01/1996]',0.018,-0.022,0.179,57.839,29.975,15.500,-0.214
'[15:14:40.870 01/01/1996]',0.018,-0.022,0.212,57.839,29.975,15.500,-0.214
'[15:14:40.872 01/01/1996]',0.016,-0.015,0.212,57.889,30.851,16.075,-0.212
'[15:14:40.874 01/01/1996]',0.015,-0.015,0.228,57.889,30.851,16.075,-0.212
'[15:14:40.876 01/01/1996]',0.015,-0.022,0.228,57.889,30.851,16.075,-0.212
'[15:14:40.878 01/01/1996]',0.014,-0.022,0.228,57.889,30.851,16.075,-0.212
'[15:14:40.880 01/01/1996]',0.014,-0.022,0.228,57.839,31.601,16.550,-0.209
'[15:14:40.882 01/01/1996]',0.013,-0.030,0.228,57.839,31.601,16.550,-0.209
'[15:14:40.884 01/01/1996]',0.014,-0.030,0.228,57.839,31.601,16.550,-0.209
'[15:14:40.886 01/01/1996]',0.015,-0.030,0.228,57.839,31.601,16.550,-0.209
'[15:14:40.888 01/01/1996]',0.016,-0.015,0.228,57.739,32.127,16.950,-0.206
'[15:14:40.890 01/01/1996]',0.017,-0.015,0.228,57.739,32.127,16.950,-0.206
'[15:14:40.892 01/01/1996]',0.018,-0.022,0.228,57.739,32.127,16.950,-0.206
'[15:14:40.894 01/01/1996]',0.019,-0.022,0.228,57.739,32.127,16.950,-0.206
'[15:14:40.896 01/01/1996]',0.020,-0.022,0.228,57.688,32.427,17.300,-0.204
'[15:14:40.898 01/01/1996]',0.021,-0.022,0.228,57.688,32.427,17.300,-0.204
'[15:14:40.900 01/01/1996]',0.021,-0.022,0.244,57.688,32.427,17.300,-0.204
'[15:14:40.902 01/01/1996]',0.021,-0.022,0.244,57.688,32.427,17.300,-0.204
'[15:14:40.904 01/01/1996]',0.020,-0.015,0.244,57.688,32.502,17.550,-0.203
'[15:14:40.906 01/01/1996]',0.020,-0.022,0.228,57.688,32.502,17.550,-0.203
'[15:14:40.908 01/01/1996]',0.018,-0.015,0.212,57.688,32.502,17.550,-0.203
'[15:14:40.910 01/01/1996]',0.016,-0.015,0.196,57.688,32.502,17.550,-0.203
'[15:14:40.912 01/01/1996]',0.014,-0.015,0.196,57.588,32.427,17.775,-0.201
'[15:14:40.914 01/01/1996]',0.012,-0.022,0.196,57.588,32.427,17.775,-0.201
'[15:14:40.916 01/01/1996]',0.010,-0.030,0.196,57.588,32.427,17.775,-0.201
'[15:14:40.918 01/01/1996]',0.009,-0.038,0.196,57.588,32.427,17.775,-0.201
'[15:14:40.920 01/01/1996]',0.010,-0.022,0.196,57.487,32.202,17.950,-0.198
'[15:14:40.922 01/01/1996]',0.010,-0.022,0.163,57.487,32.202,17.950,-0.198
'[15:14:40.924 01/01/1996]',0.012,-0.022,0.163,57.487,32.202,17.950,-0.198
'[15:14:40.926 01/01/1996]',0.015,-0.022,0.163,57.487,32.202,17.950,-0.198
'[15:14:40.928 01/01/1996]',0.017,-0.022,0.179,57.136,31.726,18.125,-0.195
'[15:14:40.930 01/01/1996]',0.019,-0.022,0.179,57.136,31.726,18.125,-0.195
'[15:14:40.932 01/01/1996]',0.020,-0.022,0.196,57.136,31.726,18.125,-0.195
'[15:14:40.934 01/01/1996]',0.022,-0.015,0.212,57.136,31.726,18.125,-0.195
'[15:14:40.936 01/01/1996]',0.023,-0.022,0.212,56.784,31.151,18.175,-0.192
'[15:14:40.938 01/01/1996]',0.023,-0.022,0.212,56.784,31.151,18.175,-0.192
'[15:14:40.940 01/01/1996]',0.023,-0.015,0.196,56.784,31.151,18.175,-0.192
'[15:14:40.942 01/01/1996]',0.023,-0.015,0.196,56.784,31.151,18.175,-0.192
'[15:14:40.944 01/01/1996]',0.022,-0.015,0.179,56.432,30.500,18.175,-0.191
'[15:14:40.946 01/01/1996]',0.021,-0.015,0.179,56.432,30.500,18.175,-0.191
'[15:14:40.948 01/01/1996]',0.020,-0.030,0.179,56.432,30.500,18.175,-0.191
'[15:14:40.950 01/01/1996]',0.019,-0.022,0.196,56.432,30.500,18.175,-0.191
'[15:14:40.952 01/01/1996]',0.019,-0.015,0.212,56.181,29.900,18.125,-0.188
'[15:14:40.954 01/01/1996]',0.019,-0.015,0.212,56.181,29.900,18.125,-0.188
'[15:14:40.956 01/01/1996]',0.020,-0.007,0.228,56.181,29.900,18.125,-0.188
'[15:14:40.958 01/01/1996]',0.021,-0.015,0.228,56.181,29.900,18.125,-0.188
'[15:14:40.960 01/01/1996]',0.022,-0.015,0.244,56.030,29.324,18.075,-0.186
'[15:14:40.962 01/01/1996]',0.023,-0.015,0.244,56.030,29.324,18.075,-0.186
'[15:14:40.964 01/01/1996]',0.022,-0.015,0.260,56.030,29.324,18.075,-0.186
'[15:14:40.966 01/01/1996]',0.021,-0.015,0.260,56.030,29.324,18.075,-0.186
'[15:14:40.968 01/01/1996]',0.019,-0.015,0.276,55.779,28.849,17.900,-0.184
'[15:14:40.970 01/01/1996]',0.018,-0.015,0.276,55.779,28.849,17.900,-0.184
'[15:14:40.972 01/01/1996]',0.015,-0.015,0.276,55.779,28.849,17.900,-0.184
'[15:14:40.974 01/01/1996]',0.012,-0.015,0.260,55.779,28.849,17.900,-0.184
'[15:14:40.976 01/01/1996]',0.011,-0.015,0.260,55.477,28.449,17.725,-0.183
'[15:14:40.978 01/01/1996]',0.010,-0.015,0.276,55.477,28.449,17.725,-0.183
'[15:14:40.980 01/01/1996]',0.011,-0.022,0.260,55.477,28.449,17.725,-0.183
'[15:14:40.982 01/01/1996]',0.011,-0.022,0.276,55.477,28.449,17.725,-0.183
'[15:14:40.984 01/01/1996]',0.012,-0.015,0.292,55.276,28.148,17.550,-0.181
'[15:14:40.986 01/01/1996]',0.013,-0.022,0.292,55.276,28.148,17.550,-0.181
'[15:14:40.988 01/01/1996]',0.015,-0.015,0.292,55.276,28.148,17.550,-0.181
'[15:14:40.990 01/01/1996]',0.016,-0.015,0.309,55.276,28.148,17.550,-0.181
'[15:14:40.992 01/01/1996]',0.016,-0.007,0.325,55.025,28.023,17.300,-0.180
'[15:14:40.994 01/01/1996]',0.016,-0.015,0.341,55.025,28.023,17.300,-0.180
'[15:14:40.996 01/01/1996]',0.015,-0.015,0.357,55.025,28.023,17.300,-0.180
'[15:14:40.998 01/01/1996]',0.015,-0.022,0.374,55.025,28.023,17.300,-0.180
'[15:14:41.000 01/01/1996]',0.012,-0.015,0.390,54.925,28.023,17.200,-0.177
'[15:14:41.002 01/01/1996]',0.010,-0.022,0.390,54.925,28.023,17.200,-0.177
'[15:14:41.004 01/01/1996]',0.009,-0.022,0.406,54.925,28.023,17.200,-0.177
'[15:14:41.006 01/01/1996]',0.008,-0.022,0.406,54.925,28.023,17.200,-0.177
'[15:14:41.008 01/01/1996]',0.008,-0.022,0.406,54.774,28.148,17.125,-0.176
'[15:14:41.010 01/01/1996]',0.009,-0.022,0.406,54.774,28.148,17.125,-0.176
'[15:14:41.012 01/01/1996]',0.011,-0.015,0.406,54.774,28.148,17.125,-0.176
'[15:14:41.014 01/01/1996]',0.013,-0.022,0.422,54.774,28.148,17.125,-0.176
'[15:14:41.016 01/01/1996]',0.015,-0.015,0.439,54.523,28.198,17.125,-0.175
'[15:14:41.018 01/01/1996]',0.016,-0.022,0.439,54.523,28.198,17.125,-0.175
'[15:14:41.020 01/01/1996]',0.016,-0.007,0.455,54.523,28.198,17.125,-0.175
'[15:14:41.022 01/01/1996]',0.016,-0.007,0.455,54.523,28.198,17.125,-0.175
'[15:14:41.024 01/01/1996]',0.016,-0.007,0.455,54.322,28.274,17.125,-0.175
'[15:14:41.026 01/01/1996]',0.016,-0.007,0.455,54.322,28.274,17.125,-0.175
'[15:14:41.028 01/01/1996]',0.017,-0.007,0.470,54.322,28.274,17.125,-0.175
'[15:14:41.030 01/01/1996]',0.018,-0.015,0.470,54.322,28.274,17.125,-0.175
'[15:14:41.032 01/01/1996]',0.019,-0.015,0.487,54.020,28.274,17.125,-0.174
'[15:14:41.034 01/01/1996]',0.021,-0.015,0.470,54.020,28.274,17.125,-0.174
'[15:14:41.036 01/01/1996]',0.023,-0.007,0.487,54.020,28.274,17.125,-0.174
'[15:14:41.038 01/01/1996]',0.025,-0.007,0.487,54.020,28.274,17.125,-0.174
'[15:14:41.040 01/01/1996]',0.026,-0.015,0.487,53.719,28.324,17.125,-0.175
'[15:14:41.042 01/01/1996]',0.027,-0.015,0.487,53.719,28.324,17.125,-0.175
'[15:14:41.044 01/01/1996]',0.029,-0.015,0.487,53.719,28.324,17.125,-0.175
'[15:14:41.046 01/01/1996]',0.030,-0.022,0.503,53.719,28.324,17.125,-0.175
'[15:14:41.048 01/01/1996]',0.032,-0.022,0.503,53.417,28.374,17.200,-0.174
'[15:14:41.050 01/01/1996]',0.034,-0.030,0.503,53.417,28.374,17.200,-0.174
'[15:14:41.052 01/01/1996]',0.037,-0.030,0.519,53.417,28.374,17.200,-0.174
'[15:14:41.054 01/01/1996]',0.041,-0.022,0.519,53.417,28.374,17.200,-0.174
'[15:14:41.056 01/01/1996]',0.045,-0.022,0.519,53.015,28.449,17.250,-0.174
'[15:14:41.058 01/01/1996]',0.050,-0.015,0.519,53.015,28.449,17.250,-0.174
'[15:14:41.060 01/01/1996]',0.053,-0.022,0.519,53.015,28.449,17.250,-0.174
'[15:14:41.062 01/01/1996]',0.056,-0.022,0.519,53.015,28.449,17.250,-0.174
'[15:14:41.064 01/01/1996]',0.057,-0.030,0.535,52.663,28.374,17.375,-0.174
'[15:14:41.066 01/01/1996]',0.059,-0.030,0.535,52.663,28.374,17.375,-0.174
'[15:14:41.068 01/01/1996]',0.057,-0.030,0.552,52.663,28.374,17.375,-0.174
'[15:14:41.070 01/01/1996]',0.056,-0.030,0.552,52.663,28.374,17.375,-0.174
'[15:14:41.072 01/01/1996]',0.056,-0.038,0.535,52.362,28.324,17.425,-0.174
'[15:14:41.074 01/01/1996]',0.055,-0.046,0.535,52.362,28.324,17.425,-0.174
'[15:14:41.076 01/01/1996]',0.055,-0.053,0.519,52.362,28.324,17.425,-0.174
'[15:14:41.078 01/01/1996]',0.054,-0.061,0.519,52.362,28.324,17.425,-0.174
'[15:14:41.080 01/01/1996]',0.055,-0.061,0.535,52.111,28.148,17.475,-0.175
'[15:14:41.082 01/01/1996]',0.056,-0.077,0.535,52.111,28.148,17.475,-0.175
'[15:14:41.084 01/01/1996]',0.058,-0.077,0.552,52.111,28.148,17.475,-0.175
'[15:14:41.086 01/01/1996]',0.059,-0.077,0.552,52.111,28.148,17.475,-0.175
'[15:14:41.088 01/01/1996]',0.061,-0.077,0.552,51.960,27.973,17.600,-0.174
'[15:14:41.090 01/01/1996]',0.063,-0.077,0.535,51.960,27.973,17.600,-0.174
'[15:14:41.092 01/01/1996]',0.065,-0.077,0.535,51.960,27.973,17.600,-0.174
'[15:14:41.094 01/01/1996]',0.067,-0.077,0.535,51.960,27.973,17.600,-0.174
'[15:14:41.096 01/01/1996]',0.070,-0.077,0.535,51.859,27.748,17.725,-0.173
'[15:14:41.098 01/01/1996]',0.073,-0.077,0.552,51.859,27.748,17.725,-0.173
'[15:14:41.100 01/01/1996]',0.076,-0.084,0.552,51.859,27.748,17.725,-0.173
'[15:14:41.102 01/01/1996]',0.078,-0.077,0.568,51.859,27.748,17.725,-0.173
'[15:14:41.104 01/01/1996]',0.080,-0.077,0.552,51.910,27.573,17.825,-0.173
'[15:14:41.106 01/01/1996]',0.082,-0.077,0.552,51.910,27.573,17.825,-0.173
'[15:14:41.108 01/01/1996]',0.084,-0.077,0.535,51.910,27.573,17.825,-0.173
'[15:14:41.110 01/01/1996]',0.086,-0.069,0.535,51.910,27.573,17.825,-0.173
'[15:14:41.112 01/01/1996]',0.087,-0.061,0.552,52.060,27.323,18.000,-0.173
'[15:14:41.114 01/01/1996]',0.089,-0.069,0.552,52.060,27.323,18.000,-0.173
'[15:14:41.116 01/01/1996]',0.088,-0.069,0.568,52.060,27.323,18.000,-0.173
'[15:14:41.118 01/01/1996]',0.088,-0.069,0.568,52.060,27.323,18.000,-0.173
'[15:14:41.120 01/01/1996]',0.085,-0.061,0.552,52.111,27.048,18.250,-0.172
'[15:14:41.122 01/01/1996]',0.083,-0.053,0.552,52.111,27.048,18.250,-0.172
'[15:14:41.124 01/01/1996]',0.077,-0.053,0.552,52.111,27.048,18.250,-0.172
'[15:14:41.126 01/01/1996]',0.072,-0.046,0.552,52.111,27.048,18.250,-0.172
'[15:14:41.128 01/01/1996]',0.064,-0.038,0.552,52.060,26.747,18.425,-0.172
'[15:14:41.130 01/01/1996]',0.056,-0.030,0.552,52.060,26.747,18.425,-0.172
'[15:14:41.132 01/01/1996]',0.048,-0.030,0.568,52.060,26.747,18.425,-0.172
'[15:14:41.134 01/01/1996]',0.040,-0.022,0.552,52.060,26.747,18.425,-0.172
'[15:14:41.136 01/01/1996]',0.035,-0.015,0.552,52.010,26.572,18.525,-0.171
'[15:14:41.138 01/01/1996]',0.030,-0.015,0.535,52.010,26.572,18.525,-0.171
'[15:14:41.140 01/01/1996]',0.028,-0.015,0.535,52.010,26.572,18.525,-0.171
'[15:14:41.142 01/01/1996]',0.026,-0.015,0.535,52.010,26.572,18.525,-0.171
'[15:14:41.144 01/01/1996]',0.024,-0.015,0.535,52.010,26.447,18.600,-0.172
'[15:14:41.146 01/01/1996]',0.023,-0.015,0.535,52.010,26.447,18.600,-0.172
'[15:14:41.148 01/01/1996]',0.021,-0.015,0.552,52.010,26.447,18.600,-0.172
'[15:14:41.150 01/01/1996]',0.020,-0.015,0.552,52.010,26.447,18.600,-0.172
'[15:14:41.152 01/01/1996]',0.017,-0.015,0.552,51.960,26.322,18.775,-0.171
'[15:14:41.154 01/01/1996]',0.015,-0.015,0.552,51.960,26.322,18.775,-0.171
'[15:14:41.156 01/01/1996]',0.010,-0.015,0.519,51.960,26.322,18.775,-0.171
'[15:14:41.158 01/01/1996]',0.006,-0.007,0.503,51.960,26.322,18.775,-0.171
'[15:14:41.160 01/01/1996]',0.001,-0.007,0.503,51.859,26.272,18.950,-0.169
'[15:14:41.162 01/01/1996]',-0.004,0.001,0.487,51.859,26.272,18.950,-0.169
'[15:14:41.164 01/01/1996]',-0.009,0.001,0.487,51.859,26.272,18.950,-0.169
'[15:14:41.166 01/01/1996]',-0.013,-0.007,0.487,51.859,26.272,18.950,-0.169
'[15:14:41.168 01/01/1996]',-0.016,0.001,0.470,51.709,26.272,19.125,-0.169
'[15:14:41.170 01/01/1996]',-0.020,0.001,0.470,51.709,26.272,19.125,-0.169
'[15:14:41.172 01/01/1996]',-0.020,0.001,0.455,51.709,26.272,19.125,-0.169
'[15:14:41.174 01/01/1996]',-0.021,-0.007,0.439,51.709,26.272,19.125,-0.169
'[15:14:41.176 01/01/1996]',-0.020,0.001,0.439,51.508,26.222,19.250,-0.167
'[15:14:41.178 01/01/1996]',-0.019,-0.007,0.422,51.508,26.222,19.250,-0.167
'[15:14:41.180 01/01/1996]',-0.017,-0.007,0.439,51.508,26.222,19.250,-0.167
'[15:14:41.182 01/01/1996]',-0.015,0.001,0.439,51.508,26.222,19.250,-0.167
'[15:14:41.184 01/01/1996]',-0.012,0.001,0.439,51.256,26.147,19.350,-0.165
'[15:14:41.186 01/01/1996]',-0.010,0.008,0.439,51.256,26.147,19.350,-0.165
'[15:14:41.188 01/01/1996]',-0.007,0.008,0.439,51.256,26.147,19.350,-0.165
'[15:14:41.190 01/01/1996]',-0.004,0.008,0.422,51.256,26.147,19.350,-0.165
'[15:14:41.192 01/01/1996]',-0.002,0.008,0.422,51.005,26.147,19.425,-0.162
'[15:14:41.194 01/01/1996]',0.000,0.008,0.422,51.005,26.147,19.425,-0.162
'[15:14:41.196 01/01/1996]',0.001,0.008,0.439,51.005,26.147,19.425,-0.162
'[15:14:41.198 01/01/1996]',0.002,0.008,0.439,51.005,26.147,19.425,-0.162
'[15:14:41.200 01/01/1996]',0.002,0.001,0.439,50.905,26.097,19.475,-0.160
'[15:14:41.202 01/01/1996]',0.002,0.001,0.439,50.905,26.097,19.475,-0.160
'[15:14:41.204 01/01/1996]',0.000,0.001,0.439,50.905,26.097,19.475,-0.160
'[15:14:41.206 01/01/1996]',-0.001,0.008,0.439,50.905,26.097,19.475,-0.160
'[15:14:41.208 01/01/1996]',-0.003,0.008,0.422,50.854,25.972,19.525,-0.158
'[15:14:41.210 01/01/1996]',-0.005,0.001,0.422,50.854,25.972,19.525,-0.158
'[15:14:41.212 01/01/1996]',-0.006,0.008,0.422,50.854,25.972,19.525,-0.158
'[15:14:41.214 01/01/1996]',-0.007,0.001,0.422,50.854,25.972,19.525,-0.158
'[15:14:41.216 01/01/1996]',-0.007,-0.007,0.422,50.754,25.796,19.600,-0.155
'[15:14:41.218 01/01/1996]',-0.007,-0.015,0.422,50.754,25.796,19.600,-0.155
'[15:14:41.220 01/01/1996]',-0.006,-0.007,0.422,50.754,25.796,19.600,-0.155
'[15:14:41.222 01/01/1996]',-0.005,0.001,0.422,50.754,25.796,19.600,-0.155
'[15:14:41.224 01/01/1996]',-0.004,0.008,0.422,50.653,25.571,19.600,-0.153
'[15:14:41.226 01/01/1996]',-0.002,0.008,0.422,50.653,25.571,19.600,-0.153
'[15:14:41.228 01/01/1996]',-0.001,0.001,0.422,50.653,25.571,19.600,-0.153
'[15:14:41.230 01/01/1996]',0.000,0.001,0.422,50.653,25.571,19.600,-0.153
'[15:14:41.232 01/01/1996]',0.001,-0.007,0.422,50.402,25.346,19.600,-0.150
'[15:14:41.234 01/01/1996]',0.001,0.001,0.422,50.402,25.346,19.600,-0.150
'[15:14:41.236 01/01/1996]',0.001,0.001,0.422,50.402,25.346,19.600,-0.150
'[15:14:41.238 01/01/1996]',0.000,0.001,0.422,50.402,25.346,19.600,-0.150
'[15:14:41.240 01/01/1996]',-0.002,0.008,0.422,50.302,25.221,19.525,-0.149
'[15:14:41.242 01/01/1996]',-0.004,0.001,0.406,50.302,25.221,19.525,-0.149
'[15:14:41.244 01/01/1996]',-0.004,0.008,0.406,50.302,25.221,19.525,-0.149
'[15:14:41.246 01/01/1996]',-0.005,0.001,0.406,50.302,25.221,19.525,-0.149
'[15:14:41.248 01/01/1996]',-0.005,0.001,0.422,50.302,25.096,19.475,-0.146
'[15:14:41.250 01/01/1996]',-0.004,-0.007,0.422,50.302,25.096,19.475,-0.146
'[15:14:41.252 01/01/1996]',-0.003,-0.007,0.422,50.302,25.096,19.475,-0.146
'[15:14:41.254 01/01/1996]',-0.001,0.001,0.422,50.302,25.096,19.475,-0.146
'[15:14:41.256 01/01/1996]',0.001,0.008,0.422,50.352,25.046,19.475,-0.144
'[15:14:41.258 01/01/1996]',0.003,0.008,0.422,50.352,25.046,19.475,-0.144
'[15:14:41.260 01/01/1996]',0.004,0.016,0.422,50.352,25.046,19.475,-0.144
'[15:14:41.262 01/01/1996]',0.004,0.016,0.422,50.352,25.046,19.475,-0.144
'[15:14:41.264 01/01/1996]',0.004,0.016,0.439,50.402,24.921,19.425,-0.142
'[15:14:41.266 01/01/1996]',0.003,0.008,0.439,50.402,24.921,19.425,-0.142
'[15:14:41.268 01/01/1996]',0.001,-0.007,0.439,50.402,24.921,19.425,-0.142
'[15:14:41.270 01/01/1996]',-0.001,-0.007,0.422,50.402,24.921,19.425,-0.142
'[15:14:41.272 01/01/1996]',-0.002,0.001,0.422,50.352,24.871,19.250,-0.141
'[15:14:41.274 01/01/1996]',-0.004,0.001,0.422,50.352,24.871,19.250,-0.141
'[15:14:41.276 01/01/1996]',-0.004,0.008,0.422,50.352,24.871,19.250,-0.141
'[15:14:41.278 01/01/1996]',-0.005,0.008,0.422,50.352,24.871,19.250,-0.141
'[15:14:41.280 01/01/1996]',-0.005,0.001,0.422,50.251,24.871,19.075,-0.139
'[15:14:41.282 01/01/1996]',-0.006,0.001,0.422,50.251,24.871,19.075,-0.139
'[15:14:41.284 01/01/1996]',-0.005,0.001,0.422,50.251,24.871,19.075,-0.139
'[15:14:41.286 01/01/1996]',-0.004,0.001,0.422,50.251,24.871,19.075,-0.139
'[15:14:41.288 01/01/1996]',-0.002,0.001,0.406,50.151,24.921,18.900,-0.137
'[15:14:41.290 01/01/1996]',0.000,0.001,0.390,50.151,24.921,18.900,-0.137
'[15:14:41.292 01/01/1996]',0.002,0.001,0.390,50.151,24.921,18.900,-0.137
'[15:14:41.294 01/01/1996]',0.004,0.008,0.390,50.151,24.921,18.900,-0.137
'[15:14:41.296 01/01/1996]',0.005,0.008,0.390,49.899,24.996,18.725,-0.135
'[15:14:41.298 01/01/1996]',0.007,0.008,0.406,49.899,24.996,18.725,-0.135
'[15:14:41.300 01/01/1996]',0.007,0.008,0.390,49.899,24.996,18.725,-0.135
'[15:14:41.302 01/01/1996]',0.007,-0.007,0.390,49.899,24.996,18.725,-0.135
'[15:14:41.304 01/01/1996]',0.006,0.008,0.390,49.648,25.171,18.600,-0.133
'[15:14:41.306 01/01/1996]',0.005,0.008,0.374,49.648,25.171,18.600,-0.133
'[15:14:41.308 01/01/1996]',0.004,0.008,0.374,49.648,25.171,18.600,-0.133
'[15:14:41.310 01/01/1996]',0.003,0.008,0.357,49.648,25.171,18.600,-0.133
'[15:14:41.312 01/01/1996]',0.004,0.008,0.357,49.497,25.271,18.425,-0.129
'[15:14:41.314 01/01/1996]',0.006,0.001,0.357,49.497,25.271,18.425,-0.129
'[15:14:41.316 01/01/1996]',0.010,0.001,0.357,49.497,25.271,18.425,-0.129
'[15:14:41.318 01/01/1996]',0.013,-0.007,0.357,49.497,25.271,18.425,-0.129
'[15:14:41.320 01/01/1996]',0.019,-0.007,0.357,49.296,25.346,18.250,-0.127
'[15:14:41.322 01/01/1996]',0.025,-0.007,0.341,49.296,25.346,18.250,-0.127
'[15:14:41.324 01/01/1996]',0.033,-0.015,0.341,49.296,25.346,18.250,-0.127
'[15:14:41.326 01/01/1996]',0.041,-0.030,0.357,49.296,25.346,18.250,-0.127
'[15:14:41.328 01/01/1996]',0.050,-0.046,0.374,49.095,25.396,18.125,-0.125
'[15:14:41.330 01/01/1996]',0.059,-0.069,0.406,49.095,25.396,18.125,-0.125
'[15:14:41.332 01/01/1996]',0.065,-0.100,0.439,49.095,25.396,18.125,-0.125
'[15:14:41.334 01/01/1996]',0.071,-0.123,0.470,49.095,25.396,18.125,-0.125
'[15:14:41.336 01/01/1996]',0.073,-0.154,0.503,48.844,25.396,18.000,-0.123
'[15:14:41.338 01/01/1996]',0.075,-0.192,0.535,48.844,25.396,18.000,-0.123
'[15:14:41.340 01/01/1996]',0.072,-0.223,0.568,48.844,25.396,18.000,-0.123
'[15:14:41.342 01/01/1996]',0.069,-0.254,0.600,48.844,25.396,18.000,-0.123
'[15:14:41.344 01/01/1996]',0.059,-0.285,0.649,48.643,25.346,17.900,-0.122
'[15:14:41.346 01/01/1996]',0.050,-0.323,0.697,48.643,25.346,17.900,-0.122
'[15:14:41.348 01/01/1996]',0.031,-0.362,0.746,48.643,25.346,17.900,-0.122
'[15:14:41.350 01/01/1996]',0.013,-0.400,0.795,48.643,25.346,17.900,-0.122
'[15:14:41.352 01/01/1996]',-0.014,-0.424,0.827,48.593,25.221,17.825,-0.119
'[15:14:41.354 01/01/1996]',-0.041,-0.424,0.843,48.593,25.221,17.825,-0.119
'[15:14:41.356 01/01/1996]',-0.075,-0.416,0.876,48.593,25.221,17.825,-0.119
'[15:14:41.358 01/01/1996]',-0.109,-0.400,0.908,48.593,25.221,17.825,-0.119
'[15:14:41.360 01/01/1996]',-0.144,-0.393,0.940,48.593,25.096,17.725,-0.118
'[15:14:41.362 01/01/1996]',-0.179,-0.393,0.973,48.593,25.096,17.725,-0.118
'[15:14:41.364 01/01/1996]',-0.207,-0.385,0.973,48.593,25.096,17.725,-0.118
'[15:14:41.366 01/01/1996]',-0.235,-0.369,1.005,48.593,25.096,17.725,-0.118
'[15:14:41.368 01/01/1996]',-0.252,-0.354,1.038,48.543,24.871,17.725,-0.116
'[15:14:41.370 01/01/1996]',-0.269,-0.354,1.086,48.543,24.871,17.725,-0.116
'[15:14:41.372 01/01/1996]',-0.272,-0.346,1.119,48.543,24.871,17.725,-0.116
'[15:14:41.374 01/01/1996]',-0.276,-0.331,1.151,48.543,24.871,17.725,-0.116
'[15:14:41.376 01/01/1996]',-0.269,-0.323,1.199,48.492,24.395,17.825,-0.115
'[15:14:41.378 01/01/1996]',-0.261,-0.331,1.216,48.492,24.395,17.825,-0.115
'[15:14:41.380 01/01/1996]',-0.248,-0.346,1.264,48.492,24.395,17.825,-0.115
'[15:14:41.382 01/01/1996]',-0.234,-0.369,1.329,48.492,24.395,17.825,-0.115
'[15:14:41.384 01/01/1996]',-0.221,-0.377,1.362,48.342,23.570,18.175,-0.114
'[15:14:41.386 01/01/1996]',-0.208,-0.393,1.410,48.342,23.570,18.175,-0.114
'[15:14:41.388 01/01/1996]',-0.199,-0.416,1.459,48.342,23.570,18.175,-0.114
'[15:14:41.390 01/01/1996]',-0.191,-0.431,1.507,48.342,23.570,18.175,-0.114
'[15:14:41.392 01/01/1996]',-0.189,-0.439,1.512,48.241,22.519,18.825,-0.113
'[15:14:41.394 01/01/1996]',-0.187,-0.446,1.512,48.241,22.519,18.825,-0.113
'[15:14:41.396 01/01/1996]',-0.192,-0.446,1.512,48.241,22.519,18.825,-0.113
'[15:14:41.398 01/01/1996]',-0.198,-0.446,1.512,48.241,22.519,18.825,-0.113
'[15:14:41.400 01/01/1996]',-0.209,-0.431,1.512,48.090,21.518,19.825,-0.110
