'Time and date','V','II','ABP','RESP'
'[10:41:36.880 04/04/1996]',-0.022,0.002,74.042,-0.817
'[10:41:36.882 04/04/1996]',-0.022,0.002,74.042,-0.817
'[10:41:36.884 04/04/1996]',-0.022,0.002,74.042,-0.817
'[10:41:36.886 04/04/1996]',-0.022,0.002,74.042,-0.817
'[10:41:36.888 04/04/1996]',-0.022,0.002,71.421,-0.824
'[10:41:36.890 04/04/1996]',-0.011,-0.025,71.421,-0.824
'[10:41:36.892 04/04/1996]',0.001,-0.025,71.421,-0.824
'[10:41:36.894 04/04/1996]',0.001,-0.052,71.421,-0.824
'[10:41:36.896 04/04/1996]',0.001,-0.052,69.153,-0.831
'[10:41:36.898 04/04/1996]',0.001,-0.052,69.153,-0.831
'[10:41:36.900 04/04/1996]',0.012,-0.079,69.153,-0.831
'[10:41:36.902 04/04/1996]',0.024,-0.079,69.153,-0.831
'[10:41:36.904 04/04/1996]',0.012,-0.079,67.288,-0.837
'[10:41:36.906 04/04/1996]',0.012,-0.106,67.288,-0.837
'[10:41:36.908 04/04/1996]',0.024,-0.106,67.288,-0.837
'[10:41:36.910 04/04/1996]',0.024,-0.106,67.288,-0.837
'[10:41:36.912 04/04/1996]',0.024,-0.106,65.827,-0.842
'[10:41:36.914 04/04/1996]',0.024,-0.106,65.827,-0.842
'[10:41:36.916 04/04/1996]',0.024,-0.106,65.827,-0.842
'[10:41:36.918 04/04/1996]',0.024,-0.106,65.827,-0.842
'[10:41:36.920 04/04/1996]',0.024,-0.106,64.667,-0.847
'[10:41:36.922 04/04/1996]',0.024,-0.106,64.667,-0.847
'[10:41:36.924 04/04/1996]',0.024,-0.106,64.667,-0.847
'[10:41:36.926 04/04/1996]',0.024,-0.133,64.667,-0.847
'[10:41:36.928 04/04/1996]',0.035,-0.133,63.962,-0.851
'[10:41:36.930 04/04/1996]',0.047,-0.160,63.962,-0.851
'[10:41:36.932 04/04/1996]',0.058,-0.160,63.962,-0.851
'[10:41:36.934 04/04/1996]',0.070,-0.160,63.962,-0.851
'[10:41:36.936 04/04/1996]',0.058,-0.160,63.558,-0.854
'[10:41:36.938 04/04/1996]',0.047,-0.106,63.558,-0.854
'[10:41:36.940 04/04/1996]',0.024,-0.025,63.558,-0.854
'[10:41:36.942 04/04/1996]',-0.011,0.055,63.558,-0.854
'[10:41:36.944 04/04/1996]',-0.057,0.218,63.558,-0.857
'[10:41:36.946 04/04/1996]',-0.138,0.407,63.558,-0.857
'[10:41:36.948 04/04/1996]',-0.230,0.624,63.558,-0.857
'[10:41:36.950 04/04/1996]',-0.311,0.840,63.558,-0.857
'[10:41:36.952 04/04/1996]',-0.391,1.002,63.810,-0.860
'[10:41:36.954 04/04/1996]',-0.461,1.138,63.810,-0.860
'[10:41:36.956 04/04/1996]',-0.518,1.218,63.810,-0.860
'[10:41:36.958 04/04/1996]',-0.541,1.245,63.810,-0.860
'[10:41:36.960 04/04/1996]',-0.541,1.245,64.315,-0.863
'[10:41:36.962 04/04/1996]',-0.518,1.191,64.315,-0.863
'[10:41:36.964 04/04/1996]',-0.461,1.030,64.315,-0.863
'[10:41:36.966 04/04/1996]',-0.380,0.760,64.315,-0.863
'[10:41:36.968 04/04/1996]',-0.264,0.461,65.020,-0.865
'[10:41:36.970 04/04/1996]',-0.161,0.164,65.020,-0.865
'[10:41:36.972 04/04/1996]',-0.080,-0.025,65.020,-0.865
'[10:41:36.974 04/04/1996]',-0.022,-0.160,65.020,-0.865
'[10:41:36.976 04/04/1996]',0.001,-0.242,65.877,-0.866
'[10:41:36.978 04/04/1996]',0.024,-0.269,65.877,-0.866
'[10:41:36.980 04/04/1996]',0.024,-0.269,65.877,-0.866
'[10:41:36.982 04/04/1996]',0.035,-0.269,65.877,-0.866
'[10:41:36.984 04/04/1996]',0.047,-0.242,66.734,-0.866
'[10:41:36.986 04/04/1996]',0.058,-0.242,66.734,-0.866
'[10:41:36.988 04/04/1996]',0.058,-0.215,66.734,-0.866
'[10:41:36.990 04/04/1996]',0.058,-0.187,66.734,-0.866
'[10:41:36.992 04/04/1996]',0.058,-0.187,67.641,-0.865
'[10:41:36.994 04/04/1996]',0.047,-0.160,67.641,-0.865
'[10:41:36.996 04/04/1996]',0.047,-0.160,67.641,-0.865
'[10:41:36.998 04/04/1996]',0.047,-0.133,67.641,-0.865
'[10:41:37.000 04/04/1996]',0.047,-0.133,68.397,-0.864
'[10:41:37.002 04/04/1996]',0.058,-0.133,68.397,-0.864
'[10:41:37.004 04/04/1996]',0.058,-0.133,68.397,-0.864
'[10:41:37.006 04/04/1996]',0.058,-0.133,68.397,-0.864
'[10:41:37.008 04/04/1996]',0.058,-0.133,69.002,-0.863
'[10:41:37.010 04/04/1996]',0.058,-0.133,69.002,-0.863
'[10:41:37.012 04/04/1996]',0.058,-0.133,69.002,-0.863
'[10:41:37.014 04/04/1996]',0.047,-0.106,69.002,-0.863
'[10:41:37.016 04/04/1996]',0.058,-0.106,69.456,-0.862
'[10:41:37.018 04/04/1996]',0.058,-0.106,69.456,-0.862
'[10:41:37.020 04/04/1996]',0.047,-0.106,69.456,-0.862
'[10:41:37.022 04/04/1996]',0.047,-0.106,69.456,-0.862
'[10:41:37.024 04/04/1996]',0.047,-0.079,69.808,-0.860
'[10:41:37.026 04/04/1996]',0.035,-0.079,69.808,-0.860
'[10:41:37.028 04/04/1996]',0.035,-0.079,69.808,-0.860
'[10:41:37.030 04/04/1996]',0.035,-0.079,69.808,-0.860
'[10:41:37.032 04/04/1996]',0.035,-0.079,70.010,-0.860
'[10:41:37.034 04/04/1996]',0.035,-0.052,70.010,-0.860
'[10:41:37.036 04/04/1996]',0.047,-0.052,70.010,-0.860
'[10:41:37.038 04/04/1996]',0.035,-0.052,70.010,-0.860
'[10:41:37.040 04/04/1996]',0.024,-0.052,70.060,-0.860
'[10:41:37.042 04/04/1996]',0.035,-0.052,70.060,-0.860
'[10:41:37.044 04/04/1996]',0.024,-0.025,70.060,-0.860
'[10:41:37.046 04/04/1996]',0.024,-0.025,70.060,-0.860
'[10:41:37.048 04/04/1996]',0.024,-0.025,69.960,-0.862
'[10:41:37.050 04/04/1996]',0.024,0.002,69.960,-0.862
'[10:41:37.052 04/04/1996]',0.024,0.002,69.960,-0.862
'[10:41:37.054 04/04/1996]',0.024,0.002,69.960,-0.862
'[10:41:37.056 04/04/1996]',0.024,0.002,69.708,-0.864
'[10:41:37.058 04/04/1996]',0.024,0.002,69.708,-0.864
'[10:41:37.060 04/04/1996]',0.024,0.002,69.708,-0.864
'[10:41:37.062 04/04/1996]',0.012,0.002,69.708,-0.864
'[10:41:37.064 04/04/1996]',0.001,0.028,69.355,-0.867
'[10:41:37.066 04/04/1996]',0.001,0.028,69.355,-0.867
'[10:41:37.068 04/04/1996]',0.001,0.028,69.355,-0.867
'[10:41:37.070 04/04/1996]',0.001,0.055,69.355,-0.867
'[10:41:37.072 04/04/1996]',0.001,0.055,68.952,-0.870
'[10:41:37.074 04/04/1996]',0.001,0.055,68.952,-0.870
'[10:41:37.076 04/04/1996]',0.001,0.055,68.952,-0.870
'[10:41:37.078 04/04/1996]',0.001,0.083,68.952,-0.870
'[10:41:37.080 04/04/1996]',0.001,0.083,68.448,-0.874
'[10:41:37.082 04/04/1996]',0.001,0.083,68.448,-0.874
'[10:41:37.084 04/04/1996]',0.001,0.110,68.448,-0.874
'[10:41:37.086 04/04/1996]',0.001,0.110,68.448,-0.874
'[10:41:37.088 04/04/1996]',0.001,0.110,67.944,-0.878
'[10:41:37.090 04/04/1996]',0.001,0.110,67.944,-0.878
'[10:41:37.092 04/04/1996]',0.001,0.110,67.944,-0.878
'[10:41:37.094 04/04/1996]',0.001,0.110,67.944,-0.878
'[10:41:37.096 04/04/1996]',0.001,0.110,67.339,-0.882
'[10:41:37.098 04/04/1996]',0.001,0.110,67.339,-0.882
'[10:41:37.100 04/04/1996]',0.001,0.110,67.339,-0.882
'[10:41:37.102 04/04/1996]',0.001,0.110,67.339,-0.882
'[10:41:37.104 04/04/1996]',0.001,0.110,66.885,-0.886
'[10:41:37.106 04/04/1996]',0.001,0.110,66.885,-0.886
'[10:41:37.108 04/04/1996]',0.012,0.110,66.885,-0.886
'[10:41:37.110 04/04/1996]',0.001,0.110,66.885,-0.886
'[10:41:37.112 04/04/1996]',0.012,0.110,66.683,-0.889
'[10:41:37.114 04/04/1996]',0.012,0.083,66.683,-0.889
'[10:41:37.116 04/04/1996]',0.012,0.083,66.683,-0.889
'[10:41:37.118 04/04/1996]',0.024,0.083,66.683,-0.889
'[10:41:37.120 04/04/1996]',0.024,0.055,67.238,-0.891
'[10:41:37.122 04/04/1996]',0.024,0.055,67.238,-0.891
'[10:41:37.124 04/04/1996]',0.012,0.055,67.238,-0.891
'[10:41:37.126 04/04/1996]',0.024,0.028,67.238,-0.891
'[10:41:37.128 04/04/1996]',0.024,0.028,68.750,-0.893
'[10:41:37.130 04/04/1996]',0.024,0.002,68.750,-0.893
'[10:41:37.132 04/04/1996]',0.024,0.002,68.750,-0.893
'[10:41:37.134 04/04/1996]',0.024,0.002,68.750,-0.893
'[10:41:37.136 04/04/1996]',0.024,0.002,71.472,-0.893
'[10:41:37.138 04/04/1996]',0.024,0.002,71.472,-0.893
'[10:41:37.140 04/04/1996]',0.024,0.002,71.472,-0.893
'[10:41:37.142 04/04/1996]',0.024,0.002,71.472,-0.893
'[10:41:37.144 04/04/1996]',0.024,0.002,75.202,-0.891
'[10:41:37.146 04/04/1996]',0.024,-0.025,75.202,-0.891
'[10:41:37.148 04/04/1996]',0.024,-0.025,75.202,-0.891
'[10:41:37.150 04/04/1996]',0.024,-0.025,75.202,-0.891
'[10:41:37.152 04/04/1996]',0.024,-0.025,79.688,-0.888
'[10:41:37.154 04/04/1996]',0.024,-0.025,79.688,-0.888
'[10:41:37.156 04/04/1996]',0.024,-0.025,79.688,-0.888
'[10:41:37.158 04/04/1996]',0.012,-0.025,79.688,-0.888
'[10:41:37.160 04/04/1996]',0.012,-0.052,84.627,-0.885
'[10:41:37.162 04/04/1996]',0.012,-0.052,84.627,-0.885
'[10:41:37.164 04/04/1996]',0.012,-0.025,84.627,-0.885
'[10:41:37.166 04/04/1996]',0.012,-0.052,84.627,-0.885
'[10:41:37.168 04/04/1996]',0.012,-0.052,89.667,-0.881
'[10:41:37.170 04/04/1996]',0.012,-0.052,89.667,-0.881
'[10:41:37.172 04/04/1996]',0.012,-0.052,89.667,-0.881
'[10:41:37.174 04/04/1996]',0.012,-0.052,89.667,-0.881
'[10:41:37.176 04/04/1996]',0.012,-0.052,94.405,-0.878
'[10:41:37.178 04/04/1996]',0.024,-0.052,94.405,-0.878
'[10:41:37.180 04/04/1996]',0.012,-0.052,94.405,-0.878
'[10:41:37.182 04/04/1996]',0.012,-0.079,94.405,-0.878
'[10:41:37.184 04/04/1996]',0.012,-0.079,98.589,-0.875
'[10:41:37.186 04/04/1996]',0.012,-0.079,98.589,-0.875
'[10:41:37.188 04/04/1996]',0.012,-0.079,98.589,-0.875
'[10:41:37.190 04/04/1996]',0.012,-0.079,98.589,-0.875
'[10:41:37.192 04/04/1996]',0.001,-0.079,101.815,-0.872
'[10:41:37.194 04/04/1996]',0.012,-0.079,101.815,-0.872
'[10:41:37.196 04/04/1996]',0.012,-0.079,101.815,-0.872
'[10:41:37.198 04/04/1996]',0.012,-0.079,101.815,-0.872
'[10:41:37.200 04/04/1996]',0.012,-0.079,103.881,-0.869
'[10:41:37.202 04/04/1996]',0.012,-0.079,103.881,-0.869
'[10:41:37.204 04/04/1996]',0.012,-0.079,103.881,-0.869
'[10:41:37.206 04/04/1996]',0.012,-0.079,103.881,-0.869
'[10:41:37.208 04/04/1996]',0.001,-0.079,104.738,-0.867
'[10:41:37.210 04/04/1996]',0.001,-0.052,104.738,-0.867
'[10:41:37.212 04/04/1996]',0.001,-0.052,104.738,-0.867
'[10:41:37.214 04/04/1996]',0.001,-0.052,104.738,-0.867
'[10:41:37.216 04/04/1996]',0.001,-0.052,104.284,-0.866
'[10:41:37.218 04/04/1996]',0.001,-0.052,104.284,-0.866
'[10:41:37.220 04/04/1996]',0.001,-0.052,104.284,-0.866
'[10:41:37.222 04/04/1996]',0.012,-0.052,104.284,-0.866
'[10:41:37.224 04/04/1996]',0.001,-0.052,102.772,-0.865
'[10:41:37.226 04/04/1996]',0.001,-0.052,102.772,-0.865
'[10:41:37.228 04/04/1996]',0.001,-0.052,102.772,-0.865
'[10:41:37.230 04/04/1996]',0.001,-0.025,102.772,-0.865
'[10:41:37.232 04/04/1996]',0.001,-0.052,100.504,-0.865
'[10:41:37.234 04/04/1996]',0.012,-0.025,100.504,-0.865
'[10:41:37.236 04/04/1996]',0.012,-0.025,100.504,-0.865
'[10:41:37.238 04/04/1996]',0.001,-0.025,100.504,-0.865
'[10:41:37.240 04/04/1996]',0.001,-0.025,97.631,-0.866
'[10:41:37.242 04/04/1996]',0.001,-0.025,97.631,-0.866
'[10:41:37.244 04/04/1996]',0.001,-0.025,97.631,-0.866
'[10:41:37.246 04/04/1996]',0.001,-0.052,97.631,-0.866
'[10:41:37.248 04/04/1996]',0.001,-0.025,94.506,-0.868
'[10:41:37.250 04/04/1996]',0.001,-0.025,94.506,-0.868
'[10:41:37.252 04/04/1996]',0.001,-0.025,94.506,-0.868
'[10:41:37.254 04/04/1996]',0.001,-0.025,94.506,-0.868
'[10:41:37.256 04/04/1996]',0.012,-0.025,91.230,-0.870
'[10:41:37.258 04/04/1996]',0.001,-0.025,91.230,-0.870
'[10:41:37.260 04/04/1996]',0.001,-0.025,91.230,-0.870
'[10:41:37.262 04/04/1996]',0.001,0.002,91.230,-0.870
'[10:41:37.264 04/04/1996]',0.001,0.002,87.954,-0.872
'[10:41:37.266 04/04/1996]',0.001,0.002,87.954,-0.872
'[10:41:37.268 04/04/1996]',0.001,0.002,87.954,-0.872
'[10:41:37.270 04/04/1996]',0.001,0.002,87.954,-0.872
'[10:41:37.272 04/04/1996]',0.001,0.002,84.627,-0.874
'[10:41:37.274 04/04/1996]',0.001,0.002,84.627,-0.874
'[10:41:37.276 04/04/1996]',0.001,0.002,84.627,-0.874
'[10:41:37.278 04/04/1996]',0.001,0.002,84.627,-0.874
'[10:41:37.280 04/04/1996]',0.001,0.002,81.351,-0.876
'[10:41:37.282 04/04/1996]',0.001,0.002,81.351,-0.876
'[10:41:37.284 04/04/1996]',0.001,0.002,81.351,-0.876
'[10:41:37.286 04/04/1996]',-0.011,0.002,81.351,-0.876
'[10:41:37.288 04/04/1996]',0.001,0.002,78.075,-0.879
'[10:41:37.290 04/04/1996]',-0.011,0.002,78.075,-0.879
'[10:41:37.292 04/04/1996]',-0.022,0.002,78.075,-0.879
'[10:41:37.294 04/04/1996]',-0.011,0.002,78.075,-0.879
'[10:41:37.296 04/04/1996]',-0.011,0.002,75.000,-0.880
'[10:41:37.298 04/04/1996]',-0.022,0.002,75.000,-0.880
'[10:41:37.300 04/04/1996]',-0.011,0.002,75.000,-0.880
'[10:41:37.302 04/04/1996]',-0.022,0.002,75.000,-0.880
'[10:41:37.304 04/04/1996]',-0.011,0.002,72.228,-0.881
'[10:41:37.306 04/04/1996]',-0.022,0.002,72.228,-0.881
'[10:41:37.308 04/04/1996]',-0.011,0.002,72.228,-0.881
'[10:41:37.310 04/04/1996]',-0.011,-0.025,72.228,-0.881
'[10:41:37.312 04/04/1996]',0.001,-0.025,69.808,-0.881
'[10:41:37.314 04/04/1996]',0.012,-0.052,69.808,-0.881
'[10:41:37.316 04/04/1996]',0.024,-0.052,69.808,-0.881
'[10:41:37.318 04/04/1996]',0.012,-0.052,69.808,-0.881
'[10:41:37.320 04/04/1996]',0.024,-0.079,67.893,-0.881
'[10:41:37.322 04/04/1996]',0.024,-0.079,67.893,-0.881
'[10:41:37.324 04/04/1996]',0.024,-0.079,67.893,-0.881
'[10:41:37.326 04/04/1996]',0.024,-0.106,67.893,-0.881
'[10:41:37.328 04/04/1996]',0.024,-0.106,66.280,-0.880
'[10:41:37.330 04/04/1996]',0.024,-0.106,66.280,-0.880
'[10:41:37.332 04/04/1996]',0.024,-0.106,66.280,-0.880
'[10:41:37.334 04/04/1996]',0.024,-0.106,66.280,-0.880
'[10:41:37.336 04/04/1996]',0.035,-0.106,65.020,-0.880
'[10:41:37.338 04/04/1996]',0.035,-0.106,65.020,-0.880
'[10:41:37.340 04/04/1996]',0.024,-0.106,65.020,-0.880
'[10:41:37.342 04/04/1996]',0.035,-0.133,65.020,-0.880
'[10:41:37.344 04/04/1996]',0.035,-0.106,64.163,-0.879
'[10:41:37.346 04/04/1996]',0.035,-0.133,64.163,-0.879
'[10:41:37.348 04/04/1996]',0.047,-0.133,64.163,-0.879
'[10:41:37.350 04/04/1996]',0.058,-0.160,64.163,-0.879
'[10:41:37.352 04/04/1996]',0.070,-0.160,63.609,-0.878
'[10:41:37.354 04/04/1996]',0.081,-0.160,63.609,-0.878
'[10:41:37.356 04/04/1996]',0.070,-0.133,63.609,-0.878
'[10:41:37.358 04/04/1996]',0.047,-0.079,63.609,-0.878
'[10:41:37.360 04/04/1996]',0.012,0.002,63.458,-0.876
'[10:41:37.362 04/04/1996]',-0.022,0.110,63.458,-0.876
'[10:41:37.364 04/04/1996]',-0.080,0.273,63.458,-0.876
'[10:41:37.366 04/04/1996]',-0.161,0.488,63.458,-0.876
'[10:41:37.368 04/04/1996]',-0.253,0.705,63.508,-0.875
'[10:41:37.370 04/04/1996]',-0.333,0.894,63.508,-0.875
'[10:41:37.372 04/04/1996]',-0.414,1.057,63.508,-0.875
'[10:41:37.374 04/04/1996]',-0.472,1.191,63.508,-0.875
'[10:41:37.376 04/04/1996]',-0.529,1.273,63.861,-0.873
'[10:41:37.378 04/04/1996]',-0.553,1.300,63.861,-0.873
'[10:41:37.380 04/04/1996]',-0.541,1.273,63.861,-0.873
'[10:41:37.382 04/04/1996]',-0.518,1.191,63.861,-0.873
'[10:41:37.384 04/04/1996]',-0.437,1.002,64.466,-0.871
'[10:41:37.386 04/04/1996]',-0.345,0.705,64.466,-0.871
'[10:41:37.388 04/04/1996]',-0.230,0.381,64.466,-0.871
'[10:41:37.390 04/04/1996]',-0.126,0.110,64.466,-0.871
'[10:41:37.392 04/04/1996]',-0.057,-0.079,65.171,-0.868
'[10:41:37.394 04/04/1996]',0.001,-0.187,65.171,-0.868
'[10:41:37.396 04/04/1996]',0.012,-0.242,65.171,-0.868
'[10:41:37.398 04/04/1996]',0.024,-0.242,65.171,-0.868
'[10:41:37.400 04/04/1996]',0.035,-0.269,65.978,-0.865
'[10:41:37.402 04/04/1996]',0.047,-0.269,65.978,-0.865
'[10:41:37.404 04/04/1996]',0.047,-0.242,65.978,-0.865
'[10:41:37.406 04/04/1996]',0.058,-0.242,65.978,-0.865
'[10:41:37.408 04/04/1996]',0.058,-0.215,66.835,-0.862
'[10:41:37.410 04/04/1996]',0.058,-0.187,66.835,-0.862
'[10:41:37.412 04/04/1996]',0.058,-0.160,66.835,-0.862
'[10:41:37.414 04/04/1996]',0.058,-0.160,66.835,-0.862
'[10:41:37.416 04/04/1996]',0.058,-0.160,67.641,-0.858
'[10:41:37.418 04/04/1996]',0.058,-0.133,67.641,-0.858
'[10:41:37.420 04/04/1996]',0.058,-0.133,67.641,-0.858
'[10:41:37.422 04/04/1996]',0.058,-0.133,67.641,-0.858
'[10:41:37.424 04/04/1996]',0.058,-0.133,68.397,-0.854
'[10:41:37.426 04/04/1996]',0.058,-0.133,68.397,-0.854
'[10:41:37.428 04/04/1996]',0.058,-0.133,68.397,-0.854
'[10:41:37.430 04/04/1996]',0.058,-0.133,68.397,-0.854
'[10:41:37.432 04/04/1996]',0.058,-0.133,69.002,-0.849
'[10:41:37.434 04/04/1996]',0.058,-0.106,69.002,-0.849
'[10:41:37.436 04/04/1996]',0.058,-0.106,69.002,-0.849
'[10:41:37.438 04/04/1996]',0.047,-0.106,69.002,-0.849
'[10:41:37.440 04/04/1996]',0.047,-0.106,69.456,-0.843
'[10:41:37.442 04/04/1996]',0.047,-0.106,69.456,-0.843
'[10:41:37.444 04/04/1996]',0.047,-0.079,69.456,-0.843
'[10:41:37.446 04/04/1996]',0.047,-0.079,69.456,-0.843
'[10:41:37.448 04/04/1996]',0.035,-0.079,69.808,-0.838
'[10:41:37.450 04/04/1996]',0.035,-0.079,69.808,-0.838
'[10:41:37.452 04/04/1996]',0.035,-0.052,69.808,-0.838
'[10:41:37.454 04/04/1996]',0.047,-0.052,69.808,-0.838
'[10:41:37.456 04/04/1996]',0.047,-0.052,69.960,-0.835
'[10:41:37.458 04/04/1996]',0.035,-0.052,69.960,-0.835
'[10:41:37.460 04/04/1996]',0.035,-0.052,69.960,-0.835
'[10:41:37.462 04/04/1996]',0.024,-0.025,69.960,-0.835
'[10:41:37.464 04/04/1996]',0.024,-0.025,69.960,-0.833
'[10:41:37.466 04/04/1996]',0.024,-0.025,69.960,-0.833
'[10:41:37.468 04/04/1996]',0.024,0.002,69.960,-0.833
'[10:41:37.470 04/04/1996]',0.024,0.002,69.960,-0.833
'[10:41:37.472 04/04/1996]',0.024,0.002,69.758,-0.832
'[10:41:37.474 04/04/1996]',0.024,0.002,69.758,-0.832
'[10:41:37.476 04/04/1996]',0.024,0.002,69.758,-0.832
'[10:41:37.478 04/04/1996]',0.024,0.002,69.758,-0.832
'[10:41:37.480 04/04/1996]',0.024,0.002,69.456,-0.832
'[10:41:37.482 04/04/1996]',0.012,0.002,69.456,-0.832
'[10:41:37.484 04/04/1996]',0.012,0.028,69.456,-0.832
'[10:41:37.486 04/04/1996]',0.001,0.028,69.456,-0.832
'[10:41:37.488 04/04/1996]',0.012,0.028,69.052,-0.833
'[10:41:37.490 04/04/1996]',0.012,0.055,69.052,-0.833
'[10:41:37.492 04/04/1996]',0.001,0.055,69.052,-0.833
'[10:41:37.494 04/04/1996]',0.001,0.055,69.052,-0.833
'[10:41:37.496 04/04/1996]',0.001,0.055,68.599,-0.834
'[10:41:37.498 04/04/1996]',0.001,0.083,68.599,-0.834
'[10:41:37.500 04/04/1996]',0.001,0.083,68.599,-0.834
'[10:41:37.502 04/04/1996]',0.001,0.083,68.599,-0.834
'[10:41:37.504 04/04/1996]',0.001,0.083,68.044,-0.836
'[10:41:37.506 04/04/1996]',0.001,0.110,68.044,-0.836
'[10:41:37.508 04/04/1996]',0.001,0.110,68.044,-0.836
'[10:41:37.510 04/04/1996]',0.001,0.110,68.044,-0.836
'[10:41:37.512 04/04/1996]',0.001,0.110,67.591,-0.838
'[10:41:37.514 04/04/1996]',0.001,0.137,67.591,-0.838
'[10:41:37.516 04/04/1996]',0.001,0.137,67.591,-0.838
'[10:41:37.518 04/04/1996]',0.001,0.137,67.591,-0.838
'[10:41:37.520 04/04/1996]',0.001,0.137,67.087,-0.840
'[10:41:37.522 04/04/1996]',0.001,0.110,67.087,-0.840
'[10:41:37.524 04/04/1996]',0.001,0.110,67.087,-0.840
'[10:41:37.526 04/04/1996]',0.001,0.110,67.087,-0.840
'[10:41:37.528 04/04/1996]',0.001,0.110,66.935,-0.842
'[10:41:37.530 04/04/1996]',0.001,0.110,66.935,-0.842
'[10:41:37.532 04/04/1996]',0.001,0.110,66.935,-0.842
'[10:41:37.534 04/04/1996]',0.001,0.110,66.935,-0.842
'[10:41:37.536 04/04/1996]',0.001,0.083,67.288,-0.843
'[10:41:37.538 04/04/1996]',0.001,0.083,67.288,-0.843
'[10:41:37.540 04/04/1996]',0.012,0.083,67.288,-0.843
'[10:41:37.542 04/04/1996]',0.012,0.055,67.288,-0.843
'[10:41:37.544 04/04/1996]',0.024,0.055,68.548,-0.843
'[10:41:37.546 04/04/1996]',0.012,0.055,68.548,-0.843
'[10:41:37.548 04/04/1996]',0.012,0.028,68.548,-0.843
'[10:41:37.550 04/04/1996]',0.024,0.028,68.548,-0.843
'[10:41:37.552 04/04/1996]',0.024,0.028,70.968,-0.841
'[10:41:37.554 04/04/1996]',0.024,0.002,70.968,-0.841
'[10:41:37.556 04/04/1996]',0.024,0.002,70.968,-0.841
'[10:41:37.558 04/04/1996]',0.024,0.002,70.968,-0.841
'[10:41:37.560 04/04/1996]',0.024,0.002,74.446,-0.839
'[10:41:37.562 04/04/1996]',0.024,0.002,74.446,-0.839
'[10:41:37.564 04/04/1996]',0.024,0.002,74.446,-0.839
'[10:41:37.566 04/04/1996]',0.024,0.002,74.446,-0.839
'[10:41:37.568 04/04/1996]',0.024,0.002,78.931,-0.835
'[10:41:37.570 04/04/1996]',0.024,-0.025,78.931,-0.835
'[10:41:37.572 04/04/1996]',0.024,-0.025,78.931,-0.835
'[10:41:37.574 04/04/1996]',0.024,-0.025,78.931,-0.835
'[10:41:37.576 04/04/1996]',0.024,-0.025,83.921,-0.831
'[10:41:37.578 04/04/1996]',0.024,-0.025,83.921,-0.831
'[10:41:37.580 04/04/1996]',0.024,-0.025,83.921,-0.831
'[10:41:37.582 04/04/1996]',0.024,-0.025,83.921,-0.831
'[10:41:37.584 04/04/1996]',0.024,-0.052,89.214,-0.826
'[10:41:37.586 04/04/1996]',0.024,-0.052,89.214,-0.826
'[10:41:37.588 04/04/1996]',0.012,-0.052,89.214,-0.826
'[10:41:37.590 04/04/1996]',0.012,-0.052,89.214,-0.826
'[10:41:37.592 04/04/1996]',0.024,-0.052,94.204,-0.820
'[10:41:37.594 04/04/1996]',0.012,-0.052,94.204,-0.820
'[10:41:37.596 04/04/1996]',0.012,-0.052,94.204,-0.820
'[10:41:37.598 04/04/1996]',0.012,-0.052,94.204,-0.820
'[10:41:37.600 04/04/1996]',0.012,-0.052,98.690,-0.815
'[10:41:37.602 04/04/1996]',0.012,-0.079,98.690,-0.815
'[10:41:37.604 04/04/1996]',0.024,-0.079,98.690,-0.815
'[10:41:37.606 04/04/1996]',0.024,-0.079,98.690,-0.815
'[10:41:37.608 04/04/1996]',0.024,-0.079,102.319,-0.809
'[10:41:37.610 04/04/1996]',0.024,-0.079,102.319,-0.809
'[10:41:37.612 04/04/1996]',0.012,-0.079,102.319,-0.809
'[10:41:37.614 04/04/1996]',0.012,-0.079,102.319,-0.809
'[10:41:37.616 04/04/1996]',0.012,-0.079,104.738,-0.804
'[10:41:37.618 04/04/1996]',0.012,-0.079,104.738,-0.804
'[10:41:37.620 04/04/1996]',0.012,-0.079,104.738,-0.804
'[10:41:37.622 04/04/1996]',0.024,-0.079,104.738,-0.804
'[10:41:37.624 04/04/1996]',0.012,-0.079,105.847,-0.799
'[10:41:37.626 04/04/1996]',0.012,-0.079,105.847,-0.799
'[10:41:37.628 04/04/1996]',0.012,-0.079,105.847,-0.799
'[10:41:37.630 04/04/1996]',0.012,-0.079,105.847,-0.799
'[10:41:37.632 04/04/1996]',0.012,-0.052,105.746,-0.794
'[10:41:37.634 04/04/1996]',0.012,-0.052,105.746,-0.794
'[10:41:37.636 04/04/1996]',0.012,-0.052,105.746,-0.794
'[10:41:37.638 04/04/1996]',0.012,-0.052,105.746,-0.794
'[10:41:37.640 04/04/1996]',0.001,-0.052,104.486,-0.791
'[10:41:37.642 04/04/1996]',0.001,-0.052,104.486,-0.791
'[10:41:37.644 04/04/1996]',0.012,-0.052,104.486,-0.791
'[10:41:37.646 04/04/1996]',0.012,-0.025,104.486,-0.791
'[10:41:37.648 04/04/1996]',0.001,-0.025,102.419,-0.788
'[10:41:37.650 04/04/1996]',0.012,-0.025,102.419,-0.788
'[10:41:37.652 04/04/1996]',0.012,-0.025,102.419,-0.788
'[10:41:37.654 04/04/1996]',0.001,-0.025,102.419,-0.788
'[10:41:37.656 04/04/1996]',0.012,-0.025,99.698,-0.787
'[10:41:37.658 04/04/1996]',0.001,-0.025,99.698,-0.787
'[10:41:37.660 04/04/1996]',0.001,-0.025,99.698,-0.787
