'Time and date','II','MCL1','V','ABP','PAP'
'[09:39:49.138 20/12/1995]',0.103,-0.111,-0.054,88.009,40.125
'[09:39:49.140 20/12/1995]',0.103,-0.136,-0.064,88.009,40.125
'[09:39:49.142 20/12/1995]',0.103,-0.136,-0.064,88.009,40.125
'[09:39:49.144 20/12/1995]',0.103,-0.136,-0.073,91.564,39.675
'[09:39:49.146 20/12/1995]',0.103,-0.149,-0.073,91.564,39.675
'[09:39:49.148 20/12/1995]',0.103,-0.136,-0.064,91.564,39.675
'[09:39:49.150 20/12/1995]',0.083,-0.149,-0.064,91.564,39.675
'[09:39:49.152 20/12/1995]',0.103,-0.149,-0.073,95.024,39.200
'[09:39:49.154 20/12/1995]',0.083,-0.161,-0.073,95.024,39.200
'[09:39:49.156 20/12/1995]',0.083,-0.161,-0.064,95.024,39.200
'[09:39:49.158 20/12/1995]',0.083,-0.161,-0.073,95.024,39.200
'[09:39:49.160 20/12/1995]',0.083,-0.161,-0.073,98.057,38.625
'[09:39:49.162 20/12/1995]',0.062,-0.174,-0.073,98.057,38.625
'[09:39:49.164 20/12/1995]',0.062,-0.186,-0.073,98.057,38.625
'[09:39:49.166 20/12/1995]',0.062,-0.174,-0.073,98.057,38.625
'[09:39:49.168 20/12/1995]',0.042,-0.186,-0.073,100.664,37.675
'[09:39:49.170 20/12/1995]',0.062,-0.186,-0.082,100.664,37.675
'[09:39:49.172 20/12/1995]',0.062,-0.186,-0.082,100.664,37.675
'[09:39:49.174 20/12/1995]',0.042,-0.186,-0.082,100.664,37.675
'[09:39:49.176 20/12/1995]',0.042,-0.198,-0.082,102.844,36.750
'[09:39:49.178 20/12/1995]',0.042,-0.211,-0.082,102.844,36.750
'[09:39:49.180 20/12/1995]',0.042,-0.211,-0.082,102.844,36.750
'[09:39:49.182 20/12/1995]',0.042,-0.211,-0.082,102.844,36.750
'[09:39:49.184 20/12/1995]',0.021,-0.211,-0.082,104.502,36.100
'[09:39:49.186 20/12/1995]',0.021,-0.198,-0.082,104.502,36.100
'[09:39:49.188 20/12/1995]',0.021,-0.211,-0.082,104.502,36.100
'[09:39:49.190 20/12/1995]',0.021,-0.211,-0.082,104.502,36.100
'[09:39:49.192 20/12/1995]',0.002,-0.198,-0.082,105.687,36.150
'[09:39:49.194 20/12/1995]',0.002,-0.198,-0.082,105.687,36.150
'[09:39:49.196 20/12/1995]',0.002,-0.186,-0.082,105.687,36.150
'[09:39:49.198 20/12/1995]',0.002,-0.186,-0.082,105.687,36.150
'[09:39:49.200 20/12/1995]',0.002,-0.186,-0.073,106.351,36.750
'[09:39:49.202 20/12/1995]',0.002,-0.186,-0.073,106.351,36.750
'[09:39:49.204 20/12/1995]',0.002,-0.174,-0.064,106.351,36.750
'[09:39:49.206 20/12/1995]',0.002,-0.161,-0.064,106.351,36.750
'[09:39:49.208 20/12/1995]',0.002,-0.161,-0.064,106.682,37.625
'[09:39:49.210 20/12/1995]',-0.019,-0.161,-0.054,106.682,37.625
'[09:39:49.212 20/12/1995]',-0.019,-0.149,-0.054,106.682,37.625
'[09:39:49.214 20/12/1995]',-0.019,-0.136,-0.045,106.682,37.625
'[09:39:49.216 20/12/1995]',-0.039,-0.136,-0.036,106.635,38.500
'[09:39:49.218 20/12/1995]',-0.039,-0.111,-0.036,106.635,38.500
'[09:39:49.220 20/12/1995]',-0.060,-0.099,-0.027,106.635,38.500
'[09:39:49.222 20/12/1995]',-0.060,-0.099,-0.027,106.635,38.500
'[09:39:49.224 20/12/1995]',-0.060,-0.099,-0.018,106.256,39.150
'[09:39:49.226 20/12/1995]',-0.060,-0.086,-0.018,106.256,39.150
'[09:39:49.228 20/12/1995]',-0.060,-0.074,-0.018,106.256,39.150
'[09:39:49.230 20/12/1995]',-0.060,-0.074,-0.008,106.256,39.150
'[09:39:49.232 20/12/1995]',-0.060,-0.061,-0.008,105.687,39.500
'[09:39:49.234 20/12/1995]',-0.080,-0.061,-0.008,105.687,39.500
'[09:39:49.236 20/12/1995]',-0.080,-0.049,0.001,105.687,39.500
'[09:39:49.238 20/12/1995]',-0.080,-0.049,0.001,105.687,39.500
'[09:39:49.240 20/12/1995]',-0.080,-0.036,0.001,104.929,39.600
'[09:39:49.242 20/12/1995]',-0.080,-0.024,0.001,104.929,39.600
'[09:39:49.244 20/12/1995]',-0.080,-0.024,0.001,104.929,39.600
'[09:39:49.246 20/12/1995]',-0.101,-0.011,0.001,104.929,39.600
'[09:39:49.248 20/12/1995]',-0.101,-0.011,0.010,104.123,39.200
'[09:39:49.250 20/12/1995]',-0.101,-0.011,0.010,104.123,39.200
'[09:39:49.252 20/12/1995]',-0.101,-0.011,0.010,104.123,39.200
'[09:39:49.254 20/12/1995]',-0.101,0.001,0.019,104.123,39.200
'[09:39:49.256 20/12/1995]',-0.101,0.001,0.010,103.128,38.375
'[09:39:49.258 20/12/1995]',-0.101,0.001,0.010,103.128,38.375
'[09:39:49.260 20/12/1995]',-0.101,0.001,0.010,103.128,38.375
'[09:39:49.262 20/12/1995]',-0.101,0.013,0.010,103.128,38.375
'[09:39:49.264 20/12/1995]',-0.101,0.001,0.019,102.038,37.150
'[09:39:49.266 20/12/1995]',-0.121,0.001,0.019,102.038,37.150
'[09:39:49.268 20/12/1995]',-0.121,0.013,0.028,102.038,37.150
'[09:39:49.270 20/12/1995]',-0.121,0.013,0.019,102.038,37.150
'[09:39:49.272 20/12/1995]',-0.121,0.026,0.019,100.948,35.625
'[09:39:49.274 20/12/1995]',-0.121,0.026,0.019,100.948,35.625
'[09:39:49.276 20/12/1995]',-0.121,0.026,0.019,100.948,35.625
'[09:39:49.278 20/12/1995]',-0.121,0.026,0.028,100.948,35.625
'[09:39:49.280 20/12/1995]',-0.101,0.026,0.028,99.716,34.050
'[09:39:49.282 20/12/1995]',-0.101,0.026,0.028,99.716,34.050
'[09:39:49.284 20/12/1995]',-0.101,0.026,0.028,99.716,34.050
'[09:39:49.286 20/12/1995]',-0.101,0.026,0.028,99.716,34.050
'[09:39:49.288 20/12/1995]',-0.101,0.038,0.028,98.436,32.275
'[09:39:49.290 20/12/1995]',-0.101,0.038,0.028,98.436,32.275
'[09:39:49.292 20/12/1995]',-0.101,0.038,0.028,98.436,32.275
'[09:39:49.294 20/12/1995]',-0.101,0.038,0.028,98.436,32.275
'[09:39:49.296 20/12/1995]',-0.101,0.026,0.028,97.062,30.650
'[09:39:49.298 20/12/1995]',-0.101,0.038,0.028,97.062,30.650
'[09:39:49.300 20/12/1995]',-0.101,0.038,0.037,97.062,30.650
'[09:39:49.302 20/12/1995]',-0.101,0.051,0.028,97.062,30.650
'[09:39:49.304 20/12/1995]',-0.101,0.038,0.028,95.592,29.525
'[09:39:49.306 20/12/1995]',-0.101,0.038,0.028,95.592,29.525
'[09:39:49.308 20/12/1995]',-0.101,0.038,0.028,95.592,29.525
'[09:39:49.310 20/12/1995]',-0.101,0.038,0.028,95.592,29.525
'[09:39:49.312 20/12/1995]',-0.080,0.051,0.028,94.123,29.075
'[09:39:49.314 20/12/1995]',-0.080,0.038,0.028,94.123,29.075
'[09:39:49.316 20/12/1995]',-0.080,0.051,0.028,94.123,29.075
'[09:39:49.318 20/12/1995]',-0.101,0.038,0.028,94.123,29.075
'[09:39:49.320 20/12/1995]',-0.080,0.051,0.028,92.607,28.875
'[09:39:49.322 20/12/1995]',-0.080,0.038,0.028,92.607,28.875
'[09:39:49.324 20/12/1995]',-0.080,0.038,0.028,92.607,28.875
'[09:39:49.326 20/12/1995]',-0.080,0.051,0.028,92.607,28.875
'[09:39:49.328 20/12/1995]',-0.080,0.051,0.028,91.137,28.475
'[09:39:49.330 20/12/1995]',-0.080,0.038,0.028,91.137,28.475
'[09:39:49.332 20/12/1995]',-0.080,0.038,0.028,91.137,28.475
'[09:39:49.334 20/12/1995]',-0.080,0.038,0.028,91.137,28.475
'[09:39:49.336 20/12/1995]',-0.080,0.038,0.028,89.621,28.075
'[09:39:49.338 20/12/1995]',-0.080,0.051,0.037,89.621,28.075
'[09:39:49.340 20/12/1995]',-0.080,0.051,0.037,89.621,28.075
'[09:39:49.342 20/12/1995]',-0.080,0.051,0.037,89.621,28.075
'[09:39:49.344 20/12/1995]',-0.080,0.051,0.037,88.294,28.250
'[09:39:49.346 20/12/1995]',-0.080,0.051,0.028,88.294,28.250
'[09:39:49.348 20/12/1995]',-0.080,0.051,0.028,88.294,28.250
'[09:39:49.350 20/12/1995]',-0.080,0.051,0.028,88.294,28.250
'[09:39:49.352 20/12/1995]',-0.080,0.051,0.037,87.156,29.000
'[09:39:49.354 20/12/1995]',-0.080,0.051,0.028,87.156,29.000
'[09:39:49.356 20/12/1995]',-0.080,0.051,0.028,87.156,29.000
'[09:39:49.358 20/12/1995]',-0.080,0.051,0.028,87.156,29.000
'[09:39:49.360 20/12/1995]',-0.080,0.051,0.028,86.351,29.775
'[09:39:49.362 20/12/1995]',-0.080,0.051,0.028,86.351,29.775
'[09:39:49.364 20/12/1995]',-0.080,0.051,0.037,86.351,29.775
'[09:39:49.366 20/12/1995]',-0.101,0.051,0.028,86.351,29.775
'[09:39:49.368 20/12/1995]',-0.080,0.051,0.028,85.782,30.125
'[09:39:49.370 20/12/1995]',-0.101,0.038,0.037,85.782,30.125
'[09:39:49.372 20/12/1995]',-0.101,0.051,0.037,85.782,30.125
'[09:39:49.374 20/12/1995]',-0.101,0.051,0.037,85.782,30.125
'[09:39:49.376 20/12/1995]',-0.080,0.051,0.037,85.640,29.950
'[09:39:49.378 20/12/1995]',-0.080,0.051,0.028,85.640,29.950
'[09:39:49.380 20/12/1995]',-0.101,0.051,0.037,85.640,29.950
'[09:39:49.382 20/12/1995]',-0.080,0.051,0.037,85.640,29.950
'[09:39:49.384 20/12/1995]',-0.101,0.051,0.037,85.782,29.600
'[09:39:49.386 20/12/1995]',-0.101,0.051,0.037,85.782,29.600
'[09:39:49.388 20/12/1995]',-0.101,0.051,0.037,85.782,29.600
'[09:39:49.390 20/12/1995]',-0.101,0.051,0.037,85.782,29.600
'[09:39:49.392 20/12/1995]',-0.101,0.038,0.037,86.303,29.350
'[09:39:49.394 20/12/1995]',-0.101,0.038,0.028,86.303,29.350
'[09:39:49.396 20/12/1995]',-0.101,0.038,0.028,86.303,29.350
'[09:39:49.398 20/12/1995]',-0.101,0.038,0.037,86.303,29.350
'[09:39:49.400 20/12/1995]',-0.121,0.038,0.028,87.014,29.250
'[09:39:49.402 20/12/1995]',-0.101,0.038,0.037,87.014,29.250
'[09:39:49.404 20/12/1995]',-0.101,0.038,0.037,87.014,29.250
'[09:39:49.406 20/12/1995]',-0.121,0.038,0.037,87.014,29.250
'[09:39:49.408 20/12/1995]',-0.121,0.038,0.037,87.962,28.875
'[09:39:49.410 20/12/1995]',-0.121,0.051,0.028,87.962,28.875
'[09:39:49.412 20/12/1995]',-0.121,0.051,0.037,87.962,28.875
'[09:39:49.414 20/12/1995]',-0.121,0.051,0.046,87.962,28.875
'[09:39:49.416 20/12/1995]',-0.121,0.051,0.046,89.005,28.300
'[09:39:49.418 20/12/1995]',-0.121,0.051,0.037,89.005,28.300
'[09:39:49.420 20/12/1995]',-0.121,0.051,0.037,89.005,28.300
'[09:39:49.422 20/12/1995]',-0.121,0.051,0.037,89.005,28.300
'[09:39:49.424 20/12/1995]',-0.121,0.051,0.037,90.190,27.600
'[09:39:49.426 20/12/1995]',-0.121,0.038,0.028,90.190,27.600
'[09:39:49.428 20/12/1995]',-0.101,0.051,0.037,90.190,27.600
'[09:39:49.430 20/12/1995]',-0.101,0.038,0.037,90.190,27.600
'[09:39:49.432 20/12/1995]',-0.101,0.051,0.037,91.374,27.075
'[09:39:49.434 20/12/1995]',-0.101,0.051,0.037,91.374,27.075
'[09:39:49.436 20/12/1995]',-0.101,0.038,0.028,91.374,27.075
'[09:39:49.438 20/12/1995]',-0.101,0.038,0.037,91.374,27.075
'[09:39:49.440 20/12/1995]',-0.101,0.038,0.037,92.559,27.075
'[09:39:49.442 20/12/1995]',-0.101,0.038,0.037,92.559,27.075
'[09:39:49.444 20/12/1995]',-0.101,0.026,0.037,92.559,27.075
'[09:39:49.446 20/12/1995]',-0.101,0.026,0.028,92.559,27.075
'[09:39:49.448 20/12/1995]',-0.101,0.026,0.028,93.744,27.375
'[09:39:49.450 20/12/1995]',-0.101,0.026,0.028,93.744,27.375
'[09:39:49.452 20/12/1995]',-0.101,0.038,0.037,93.744,27.375
'[09:39:49.454 20/12/1995]',-0.121,0.038,0.028,93.744,27.375
'[09:39:49.456 20/12/1995]',-0.101,0.051,0.037,94.834,27.825
'[09:39:49.458 20/12/1995]',-0.121,0.038,0.028,94.834,27.825
'[09:39:49.460 20/12/1995]',-0.121,0.038,0.028,94.834,27.825
'[09:39:49.462 20/12/1995]',-0.121,0.038,0.028,94.834,27.825
'[09:39:49.464 20/12/1995]',-0.101,0.026,0.028,95.829,28.350
'[09:39:49.466 20/12/1995]',-0.101,0.038,0.019,95.829,28.350
'[09:39:49.468 20/12/1995]',-0.101,0.026,0.019,95.829,28.350
'[09:39:49.470 20/12/1995]',-0.101,0.038,0.028,95.829,28.350
'[09:39:49.472 20/12/1995]',-0.101,0.038,0.028,96.967,28.825
'[09:39:49.474 20/12/1995]',-0.101,0.038,0.028,96.967,28.825
'[09:39:49.476 20/12/1995]',-0.101,0.038,0.028,96.967,28.825
'[09:39:49.478 20/12/1995]',-0.121,0.026,0.019,96.967,28.825
'[09:39:49.480 20/12/1995]',-0.101,0.038,0.028,98.009,29.250
'[09:39:49.482 20/12/1995]',-0.101,0.026,0.028,98.009,29.250
'[09:39:49.484 20/12/1995]',-0.101,0.038,0.037,98.009,29.250
'[09:39:49.486 20/12/1995]',-0.101,0.038,0.028,98.009,29.250
'[09:39:49.488 20/12/1995]',-0.101,0.038,0.028,99.100,29.475
'[09:39:49.490 20/12/1995]',-0.101,0.038,0.028,99.100,29.475
'[09:39:49.492 20/12/1995]',-0.101,0.038,0.028,99.100,29.475
'[09:39:49.494 20/12/1995]',-0.101,0.038,0.028,99.100,29.475
'[09:39:49.496 20/12/1995]',-0.101,0.038,0.028,100.237,29.475
'[09:39:49.498 20/12/1995]',-0.101,0.038,0.037,100.237,29.475
'[09:39:49.500 20/12/1995]',-0.101,0.038,0.028,100.237,29.475
'[09:39:49.502 20/12/1995]',-0.101,0.038,0.028,100.237,29.475
'[09:39:49.504 20/12/1995]',-0.101,0.038,0.028,101.232,29.075
'[09:39:49.506 20/12/1995]',-0.101,0.038,0.028,101.232,29.075
'[09:39:49.508 20/12/1995]',-0.101,0.026,0.019,101.232,29.075
'[09:39:49.510 20/12/1995]',-0.101,0.026,0.019,101.232,29.075
'[09:39:49.512 20/12/1995]',-0.101,0.026,0.028,102.133,28.425
'[09:39:49.514 20/12/1995]',-0.101,0.026,0.037,102.133,28.425
'[09:39:49.516 20/12/1995]',-0.101,0.038,0.037,102.133,28.425
'[09:39:49.518 20/12/1995]',-0.101,0.038,0.028,102.133,28.425
'[09:39:49.520 20/12/1995]',-0.101,0.038,0.028,102.844,27.650
'[09:39:49.522 20/12/1995]',-0.101,0.051,0.028,102.844,27.650
'[09:39:49.524 20/12/1995]',-0.101,0.038,0.028,102.844,27.650
'[09:39:49.526 20/12/1995]',-0.101,0.038,0.028,102.844,27.650
'[09:39:49.528 20/12/1995]',-0.101,0.026,0.028,103.412,26.950
'[09:39:49.530 20/12/1995]',-0.080,0.026,0.028,103.412,26.950
'[09:39:49.532 20/12/1995]',-0.080,0.038,0.019,103.412,26.950
'[09:39:49.534 20/12/1995]',-0.080,0.026,0.019,103.412,26.950
'[09:39:49.536 20/12/1995]',-0.080,0.026,0.019,103.791,26.375
'[09:39:49.538 20/12/1995]',-0.101,0.038,0.028,103.791,26.375
'[09:39:49.540 20/12/1995]',-0.101,0.026,0.028,103.791,26.375
'[09:39:49.542 20/12/1995]',-0.101,0.026,0.028,103.791,26.375
'[09:39:49.544 20/12/1995]',-0.101,0.026,0.028,103.981,25.900
'[09:39:49.546 20/12/1995]',-0.080,0.026,0.028,103.981,25.900
'[09:39:49.548 20/12/1995]',-0.080,0.038,0.028,103.981,25.900
'[09:39:49.550 20/12/1995]',-0.080,0.026,0.019,103.981,25.900
'[09:39:49.552 20/12/1995]',-0.080,0.026,0.028,103.886,25.600
'[09:39:49.554 20/12/1995]',-0.080,0.026,0.019,103.886,25.600
'[09:39:49.556 20/12/1995]',-0.080,0.026,0.019,103.886,25.600
'[09:39:49.558 20/12/1995]',-0.080,0.026,0.019,103.886,25.600
'[09:39:49.560 20/12/1995]',-0.060,0.026,0.019,103.460,25.325
'[09:39:49.562 20/12/1995]',-0.080,0.026,0.019,103.460,25.325
'[09:39:49.564 20/12/1995]',-0.060,0.038,0.028,103.460,25.325
'[09:39:49.566 20/12/1995]',-0.080,0.026,0.019,103.460,25.325
'[09:39:49.568 20/12/1995]',-0.060,0.026,0.028,102.607,25.250
'[09:39:49.570 20/12/1995]',-0.060,0.026,0.019,102.607,25.250
'[09:39:49.572 20/12/1995]',-0.060,0.026,0.019,102.607,25.250
'[09:39:49.574 20/12/1995]',-0.060,0.026,0.028,102.607,25.250
'[09:39:49.576 20/12/1995]',-0.060,0.026,0.028,101.659,25.375
'[09:39:49.578 20/12/1995]',-0.080,0.026,0.028,101.659,25.375
'[09:39:49.580 20/12/1995]',-0.080,0.026,0.028,101.659,25.375
'[09:39:49.582 20/12/1995]',-0.060,0.026,0.028,101.659,25.375
'[09:39:49.584 20/12/1995]',-0.060,0.026,0.028,100.521,25.775
'[09:39:49.586 20/12/1995]',-0.060,0.026,0.019,100.521,25.775
'[09:39:49.588 20/12/1995]',-0.060,0.026,0.019,100.521,25.775
'[09:39:49.590 20/12/1995]',-0.060,0.013,0.019,100.521,25.775
'[09:39:49.592 20/12/1995]',-0.060,0.013,0.019,99.147,26.200
'[09:39:49.594 20/12/1995]',-0.060,0.001,0.019,99.147,26.200
'[09:39:49.596 20/12/1995]',-0.080,0.001,0.019,99.147,26.200
'[09:39:49.598 20/12/1995]',-0.080,0.001,0.019,99.147,26.200
'[09:39:49.600 20/12/1995]',-0.080,0.001,0.010,97.725,26.550
'[09:39:49.602 20/12/1995]',-0.080,0.001,0.010,97.725,26.550
'[09:39:49.604 20/12/1995]',-0.080,0.001,0.001,97.725,26.550
'[09:39:49.606 20/12/1995]',-0.101,0.001,0.001,97.725,26.550
'[09:39:49.608 20/12/1995]',-0.101,0.001,0.001,96.114,26.650
'[09:39:49.610 20/12/1995]',-0.101,0.001,0.010,96.114,26.650
'[09:39:49.612 20/12/1995]',-0.101,0.001,0.010,96.114,26.650
'[09:39:49.614 20/12/1995]',-0.101,0.001,0.010,96.114,26.650
'[09:39:49.616 20/12/1995]',-0.101,0.001,0.010,94.502,26.600
'[09:39:49.618 20/12/1995]',-0.101,0.001,0.010,94.502,26.600
'[09:39:49.620 20/12/1995]',-0.101,0.001,0.010,94.502,26.600
'[09:39:49.622 20/12/1995]',-0.101,0.001,0.010,94.502,26.600
'[09:39:49.624 20/12/1995]',-0.101,0.001,0.010,92.844,26.375
'[09:39:49.626 20/12/1995]',-0.080,0.001,0.001,92.844,26.375
'[09:39:49.628 20/12/1995]',-0.080,0.001,0.001,92.844,26.375
'[09:39:49.630 20/12/1995]',-0.080,0.001,0.001,92.844,26.375
'[09:39:49.632 20/12/1995]',-0.080,-0.011,0.001,91.185,25.950
'[09:39:49.634 20/12/1995]',-0.080,-0.011,0.001,91.185,25.950
'[09:39:49.636 20/12/1995]',-0.080,-0.011,0.001,91.185,25.950
'[09:39:49.638 20/12/1995]',-0.080,0.001,0.001,91.185,25.950
'[09:39:49.640 20/12/1995]',-0.080,0.001,0.001,89.621,25.550
'[09:39:49.642 20/12/1995]',-0.101,0.001,0.001,89.621,25.550
'[09:39:49.644 20/12/1995]',-0.101,0.001,0.001,89.621,25.550
'[09:39:49.646 20/12/1995]',-0.101,-0.011,0.001,89.621,25.550
'[09:39:49.648 20/12/1995]',-0.101,0.001,0.001,88.057,25.075
'[09:39:49.650 20/12/1995]',-0.101,0.001,0.001,88.057,25.075
'[09:39:49.652 20/12/1995]',-0.101,0.001,0.001,88.057,25.075
'[09:39:49.654 20/12/1995]',-0.101,0.001,0.001,88.057,25.075
'[09:39:49.656 20/12/1995]',-0.101,0.001,0.001,86.682,24.675
'[09:39:49.658 20/12/1995]',-0.080,0.001,0.001,86.682,24.675
'[09:39:49.660 20/12/1995]',-0.080,-0.011,0.001,86.682,24.675
'[09:39:49.662 20/12/1995]',-0.080,0.001,0.001,86.682,24.675
'[09:39:49.664 20/12/1995]',-0.080,-0.011,0.001,85.355,24.375
'[09:39:49.666 20/12/1995]',-0.080,0.001,0.010,85.355,24.375
'[09:39:49.668 20/12/1995]',-0.060,0.001,0.001,85.355,24.375
'[09:39:49.670 20/12/1995]',-0.080,0.001,0.010,85.355,24.375
'[09:39:49.672 20/12/1995]',-0.080,0.026,0.019,84.171,24.250
'[09:39:49.674 20/12/1995]',-0.080,0.026,0.019,84.171,24.250
'[09:39:49.676 20/12/1995]',-0.080,0.026,0.019,84.171,24.250
'[09:39:49.678 20/12/1995]',-0.080,0.038,0.028,84.171,24.250
'[09:39:49.680 20/12/1995]',-0.080,0.038,0.028,83.081,24.325
'[09:39:49.682 20/12/1995]',-0.080,0.051,0.028,83.081,24.325
'[09:39:49.684 20/12/1995]',-0.080,0.051,0.028,83.081,24.325
'[09:39:49.686 20/12/1995]',-0.080,0.038,0.028,83.081,24.325
'[09:39:49.688 20/12/1995]',-0.101,0.038,0.028,82.133,24.550
'[09:39:49.690 20/12/1995]',-0.101,0.026,0.019,82.133,24.550
'[09:39:49.692 20/12/1995]',-0.080,0.038,0.028,82.133,24.550
'[09:39:49.694 20/12/1995]',-0.080,0.051,0.028,82.133,24.550
'[09:39:49.696 20/12/1995]',-0.080,0.051,0.028,81.280,24.850
'[09:39:49.698 20/12/1995]',-0.080,0.051,0.037,81.280,24.850
'[09:39:49.700 20/12/1995]',-0.080,0.051,0.028,81.280,24.850
'[09:39:49.702 20/12/1995]',-0.080,0.038,0.019,81.280,24.850
'[09:39:49.704 20/12/1995]',-0.080,0.026,0.028,80.569,25.025
'[09:39:49.706 20/12/1995]',-0.080,0.038,0.019,80.569,25.025
'[09:39:49.708 20/12/1995]',-0.080,0.038,0.028,80.569,25.025
'[09:39:49.710 20/12/1995]',-0.080,0.051,0.028,80.569,25.025
'[09:39:49.712 20/12/1995]',-0.080,0.051,0.028,80.000,25.025
'[09:39:49.714 20/12/1995]',-0.080,0.038,0.028,80.000,25.025
'[09:39:49.716 20/12/1995]',-0.080,0.038,0.019,80.000,25.025
'[09:39:49.718 20/12/1995]',-0.080,0.026,0.028,80.000,25.025
'[09:39:49.720 20/12/1995]',-0.060,0.026,0.019,79.431,24.850
'[09:39:49.722 20/12/1995]',-0.080,0.026,0.019,79.431,24.850
'[09:39:49.724 20/12/1995]',-0.080,0.026,0.019,79.431,24.850
'[09:39:49.726 20/12/1995]',-0.080,0.026,0.019,79.431,24.850
'[09:39:49.728 20/12/1995]',-0.080,0.038,0.019,78.957,24.500
'[09:39:49.730 20/12/1995]',-0.080,0.026,0.028,78.957,24.500
'[09:39:49.732 20/12/1995]',-0.101,0.026,0.028,78.957,24.500
'[09:39:49.734 20/12/1995]',-0.121,0.001,0.028,78.957,24.500
'[09:39:49.736 20/12/1995]',-0.162,0.001,0.037,78.436,24.025
'[09:39:49.738 20/12/1995]',-0.183,-0.011,0.037,78.436,24.025
'[09:39:49.740 20/12/1995]',-0.203,-0.024,0.037,78.436,24.025
'[09:39:49.742 20/12/1995]',-0.183,-0.049,0.028,78.436,24.025
'[09:39:49.744 20/12/1995]',-0.121,-0.061,0.010,77.962,23.625
'[09:39:49.746 20/12/1995]',-0.039,-0.074,0.001,77.962,23.625
'[09:39:49.748 20/12/1995]',0.042,-0.099,-0.036,77.962,23.625
'[09:39:49.750 20/12/1995]',0.124,-0.136,-0.073,77.962,23.625
'[09:39:49.752 20/12/1995]',0.247,-0.186,-0.119,77.488,23.200
'[09:39:49.754 20/12/1995]',0.349,-0.223,-0.155,77.488,23.200
'[09:39:49.756 20/12/1995]',0.451,-0.248,-0.192,77.488,23.200
'[09:39:49.758 20/12/1995]',0.554,-0.273,-0.238,77.488,23.200
'[09:39:49.760 20/12/1995]',0.655,-0.298,-0.265,77.062,22.900
'[09:39:49.762 20/12/1995]',0.778,-0.323,-0.311,77.062,22.900
'[09:39:49.764 20/12/1995]',0.880,-0.348,-0.357,77.062,22.900
'[09:39:49.766 20/12/1995]',0.962,-0.360,-0.393,77.062,22.900
'[09:39:49.768 20/12/1995]',0.962,-0.373,-0.412,76.682,22.725
'[09:39:49.770 20/12/1995]',0.921,-0.360,-0.412,76.682,22.725
'[09:39:49.772 20/12/1995]',0.840,-0.336,-0.384,76.682,22.725
'[09:39:49.774 20/12/1995]',0.696,-0.311,-0.348,76.682,22.725
'[09:39:49.776 20/12/1995]',0.574,-0.273,-0.293,76.256,22.900
'[09:39:49.778 20/12/1995]',0.431,-0.211,-0.247,76.256,22.900
'[09:39:49.780 20/12/1995]',0.267,-0.161,-0.192,76.256,22.900
'[09:39:49.782 20/12/1995]',0.124,-0.099,-0.128,76.256,22.900
'[09:39:49.784 20/12/1995]',0.002,-0.024,-0.054,75.782,23.450
'[09:39:49.786 20/12/1995]',-0.101,0.051,0.001,75.782,23.450
'[09:39:49.788 20/12/1995]',-0.183,0.113,0.046,75.782,23.450
'[09:39:49.790 20/12/1995]',-0.244,0.163,0.083,75.782,23.450
'[09:39:49.792 20/12/1995]',-0.305,0.188,0.120,75.166,24.150
'[09:39:49.794 20/12/1995]',-0.305,0.188,0.129,75.166,24.150
'[09:39:49.796 20/12/1995]',-0.305,0.188,0.129,75.166,24.150
'[09:39:49.798 20/12/1995]',-0.285,0.163,0.129,75.166,24.150
'[09:39:49.800 20/12/1995]',-0.265,0.151,0.129,74.408,24.900
'[09:39:49.802 20/12/1995]',-0.224,0.138,0.111,74.408,24.900
'[09:39:49.804 20/12/1995]',-0.183,0.138,0.102,74.408,24.900
'[09:39:49.806 20/12/1995]',-0.142,0.126,0.083,74.408,24.900
'[09:39:49.808 20/12/1995]',-0.121,0.101,0.083,73.460,25.325
'[09:39:49.810 20/12/1995]',-0.080,0.088,0.065,73.460,25.325
'[09:39:49.812 20/12/1995]',-0.060,0.076,0.056,73.460,25.325
'[09:39:49.814 20/12/1995]',-0.060,0.063,0.046,73.460,25.325
'[09:39:49.816 20/12/1995]',-0.039,0.063,0.037,72.275,25.375
'[09:39:49.818 20/12/1995]',-0.039,0.063,0.037,72.275,25.375
'[09:39:49.820 20/12/1995]',-0.039,0.063,0.046,72.275,25.375
'[09:39:49.822 20/12/1995]',-0.039,0.076,0.046,72.275,25.375
'[09:39:49.824 20/12/1995]',-0.019,0.063,0.037,70.948,25.200
'[09:39:49.826 20/12/1995]',-0.019,0.063,0.037,70.948,25.200
'[09:39:49.828 20/12/1995]',-0.019,0.051,0.028,70.948,25.200
'[09:39:49.830 20/12/1995]',-0.019,0.063,0.037,70.948,25.200
'[09:39:49.832 20/12/1995]',-0.019,0.063,0.028,69.479,25.025
'[09:39:49.834 20/12/1995]',-0.019,0.063,0.028,69.479,25.025
'[09:39:49.836 20/12/1995]',-0.019,0.063,0.037,69.479,25.025
'[09:39:49.838 20/12/1995]',-0.019,0.051,0.028,69.479,25.025
'[09:39:49.840 20/12/1995]',0.002,0.051,0.028,67.915,25.025
'[09:39:49.842 20/12/1995]',0.002,0.051,0.028,67.915,25.025
'[09:39:49.844 20/12/1995]',0.002,0.051,0.019,67.915,25.025
'[09:39:49.846 20/12/1995]',0.002,0.051,0.028,67.915,25.025
