'Time and date','MCL1','III','ABP','PLETH','RESP'
'[12:32:49.802 08/02/1996]',0.025,-0.058,58.496,-0.431,-0.764
'[12:32:49.804 08/02/1996]',0.025,-0.046,58.496,-0.431,-0.764
'[12:32:49.806 08/02/1996]',0.025,-0.046,58.496,-0.431,-0.764
'[12:32:49.808 08/02/1996]',0.025,-0.034,58.195,-0.439,-0.761
'[12:32:49.810 08/02/1996]',0.025,-0.034,58.195,-0.439,-0.761
'[12:32:49.812 08/02/1996]',0.025,-0.046,58.195,-0.439,-0.761
'[12:32:49.814 08/02/1996]',0.025,-0.046,58.195,-0.439,-0.761
'[12:32:49.816 08/02/1996]',0.025,-0.046,57.820,-0.445,-0.755
'[12:32:49.818 08/02/1996]',0.026,-0.046,57.820,-0.445,-0.755
'[12:32:49.820 08/02/1996]',0.026,-0.046,57.820,-0.445,-0.755
'[12:32:49.822 08/02/1996]',0.027,-0.046,57.820,-0.445,-0.755
'[12:32:49.824 08/02/1996]',0.024,-0.034,57.444,-0.453,-0.748
'[12:32:49.826 08/02/1996]',0.021,-0.034,57.444,-0.453,-0.748
'[12:32:49.828 08/02/1996]',0.011,-0.034,57.444,-0.453,-0.748
'[12:32:49.830 08/02/1996]',0.001,-0.022,57.444,-0.453,-0.748
'[12:32:49.832 08/02/1996]',-0.017,0.001,57.143,-0.459,-0.739
'[12:32:49.834 08/02/1996]',-0.035,0.036,57.143,-0.459,-0.739
'[12:32:49.836 08/02/1996]',-0.060,0.083,57.143,-0.459,-0.739
'[12:32:49.838 08/02/1996]',-0.085,0.130,57.143,-0.459,-0.739
'[12:32:49.840 08/02/1996]',-0.115,0.200,56.842,-0.466,-0.729
'[12:32:49.842 08/02/1996]',-0.145,0.247,56.842,-0.466,-0.729
'[12:32:49.844 08/02/1996]',-0.181,0.271,56.842,-0.466,-0.729
'[12:32:49.846 08/02/1996]',-0.216,0.247,56.842,-0.466,-0.729
'[12:32:49.848 08/02/1996]',-0.259,0.200,56.617,-0.465,-0.718
'[12:32:49.850 08/02/1996]',-0.302,0.165,56.617,-0.465,-0.718
'[12:32:49.852 08/02/1996]',-0.351,0.118,56.617,-0.465,-0.718
'[12:32:49.854 08/02/1996]',-0.399,0.083,56.617,-0.465,-0.718
'[12:32:49.856 08/02/1996]',-0.450,0.048,56.316,-0.469,-0.708
'[12:32:49.858 08/02/1996]',-0.500,0.036,56.316,-0.469,-0.708
'[12:32:49.860 08/02/1996]',-0.544,0.036,56.316,-0.469,-0.708
'[12:32:49.862 08/02/1996]',-0.587,0.001,56.316,-0.469,-0.708
'[12:32:49.864 08/02/1996]',-0.614,-0.070,56.090,-0.475,-0.698
'[12:32:49.866 08/02/1996]',-0.642,-0.140,56.090,-0.475,-0.698
'[12:32:49.868 08/02/1996]',-0.642,-0.210,56.090,-0.475,-0.698
'[12:32:49.870 08/02/1996]',-0.643,-0.281,56.090,-0.475,-0.698
'[12:32:49.872 08/02/1996]',-0.611,-0.351,55.789,-0.479,-0.689
'[12:32:49.874 08/02/1996]',-0.579,-0.445,55.789,-0.479,-0.689
'[12:32:49.876 08/02/1996]',-0.520,-0.515,55.789,-0.479,-0.689
'[12:32:49.878 08/02/1996]',-0.460,-0.586,55.789,-0.479,-0.689
'[12:32:49.880 08/02/1996]',-0.387,-0.633,55.639,-0.484,-0.679
'[12:32:49.882 08/02/1996]',-0.314,-0.668,55.639,-0.484,-0.679
'[12:32:49.884 08/02/1996]',-0.244,-0.691,55.639,-0.484,-0.679
'[12:32:49.886 08/02/1996]',-0.173,-0.680,55.639,-0.484,-0.679
'[12:32:49.888 08/02/1996]',-0.121,-0.657,55.414,-0.487,-0.670
'[12:32:49.890 08/02/1996]',-0.068,-0.621,55.414,-0.487,-0.670
'[12:32:49.892 08/02/1996]',-0.034,-0.586,55.414,-0.487,-0.670
'[12:32:49.894 08/02/1996]',-0.001,-0.551,55.414,-0.487,-0.670
'[12:32:49.896 08/02/1996]',0.018,-0.515,55.188,-0.491,-0.660
'[12:32:49.898 08/02/1996]',0.036,-0.457,55.188,-0.491,-0.660
'[12:32:49.900 08/02/1996]',0.047,-0.422,55.188,-0.491,-0.660
'[12:32:49.902 08/02/1996]',0.058,-0.398,55.188,-0.491,-0.660
'[12:32:49.904 08/02/1996]',0.064,-0.375,54.962,-0.496,-0.649
'[12:32:49.906 08/02/1996]',0.070,-0.339,54.962,-0.496,-0.649
'[12:32:49.908 08/02/1996]',0.073,-0.304,54.962,-0.496,-0.649
'[12:32:49.910 08/02/1996]',0.077,-0.269,54.962,-0.496,-0.649
'[12:32:49.912 08/02/1996]',0.079,-0.246,54.737,-0.500,-0.639
'[12:32:49.914 08/02/1996]',0.081,-0.210,54.737,-0.500,-0.639
'[12:32:49.916 08/02/1996]',0.082,-0.199,54.737,-0.500,-0.639
'[12:32:49.918 08/02/1996]',0.083,-0.164,54.737,-0.500,-0.639
'[12:32:49.920 08/02/1996]',0.083,-0.128,54.436,-0.503,-0.631
'[12:32:49.922 08/02/1996]',0.084,-0.105,54.436,-0.503,-0.631
'[12:32:49.924 08/02/1996]',0.085,-0.081,54.436,-0.503,-0.631
'[12:32:49.926 08/02/1996]',0.087,-0.058,54.436,-0.503,-0.631
'[12:32:49.928 08/02/1996]',0.089,-0.034,54.211,-0.504,-0.625
'[12:32:49.930 08/02/1996]',0.091,-0.034,54.211,-0.504,-0.625
'[12:32:49.932 08/02/1996]',0.092,-0.034,54.211,-0.504,-0.625
'[12:32:49.934 08/02/1996]',0.093,-0.034,54.211,-0.504,-0.625
'[12:32:49.936 08/02/1996]',0.094,-0.011,53.985,-0.508,-0.620
'[12:32:49.938 08/02/1996]',0.094,0.001,53.985,-0.508,-0.620
'[12:32:49.940 08/02/1996]',0.095,0.001,53.985,-0.508,-0.620
'[12:32:49.942 08/02/1996]',0.096,0.001,53.985,-0.508,-0.620
'[12:32:49.944 08/02/1996]',0.097,0.001,53.684,-0.511,-0.617
'[12:32:49.946 08/02/1996]',0.097,0.012,53.684,-0.511,-0.617
'[12:32:49.948 08/02/1996]',0.097,0.012,53.684,-0.511,-0.617
'[12:32:49.950 08/02/1996]',0.096,0.001,53.684,-0.511,-0.617
'[12:32:49.952 08/02/1996]',0.096,0.012,53.459,-0.513,-0.614
'[12:32:49.954 08/02/1996]',0.096,0.012,53.459,-0.513,-0.614
'[12:32:49.956 08/02/1996]',0.096,0.036,53.459,-0.513,-0.614
'[12:32:49.958 08/02/1996]',0.096,0.036,53.459,-0.513,-0.614
'[12:32:49.960 08/02/1996]',0.096,0.024,53.158,-0.514,-0.612
'[12:32:49.962 08/02/1996]',0.096,0.024,53.158,-0.514,-0.612
'[12:32:49.964 08/02/1996]',0.096,0.024,53.158,-0.514,-0.612
'[12:32:49.966 08/02/1996]',0.096,0.024,53.158,-0.514,-0.612
'[12:32:49.968 08/02/1996]',0.096,0.012,52.857,-0.514,-0.611
'[12:32:49.970 08/02/1996]',0.096,0.024,52.857,-0.514,-0.611
'[12:32:49.972 08/02/1996]',0.096,0.036,52.857,-0.514,-0.611
'[12:32:49.974 08/02/1996]',0.095,0.036,52.857,-0.514,-0.611
'[12:32:49.976 08/02/1996]',0.095,0.036,52.556,-0.516,-0.612
'[12:32:49.978 08/02/1996]',0.094,0.036,52.556,-0.516,-0.612
'[12:32:49.980 08/02/1996]',0.094,0.024,52.556,-0.516,-0.612
'[12:32:49.982 08/02/1996]',0.094,0.024,52.556,-0.516,-0.612
'[12:32:49.984 08/02/1996]',0.094,0.036,52.331,-0.517,-0.615
'[12:32:49.986 08/02/1996]',0.094,0.036,52.331,-0.517,-0.615
'[12:32:49.988 08/02/1996]',0.094,0.036,52.331,-0.517,-0.615
'[12:32:49.990 08/02/1996]',0.093,0.036,52.331,-0.517,-0.615
'[12:32:49.992 08/02/1996]',0.093,0.036,52.105,-0.517,-0.621
'[12:32:49.994 08/02/1996]',0.093,0.036,52.105,-0.517,-0.621
'[12:32:49.996 08/02/1996]',0.094,0.036,52.105,-0.517,-0.621
'[12:32:49.998 08/02/1996]',0.094,0.024,52.105,-0.517,-0.621
'[12:32:50.000 08/02/1996]',0.095,0.024,51.880,-0.517,-0.628
'[12:32:50.002 08/02/1996]',0.096,0.036,51.880,-0.517,-0.628
'[12:32:50.004 08/02/1996]',0.097,0.036,51.880,-0.517,-0.628
'[12:32:50.006 08/02/1996]',0.097,0.048,51.880,-0.517,-0.628
'[12:32:50.008 08/02/1996]',0.096,0.059,51.729,-0.518,-0.637
'[12:32:50.010 08/02/1996]',0.095,0.048,51.729,-0.518,-0.637
'[12:32:50.012 08/02/1996]',0.094,0.059,51.729,-0.518,-0.637
'[12:32:50.014 08/02/1996]',0.092,0.048,51.729,-0.518,-0.637
'[12:32:50.016 08/02/1996]',0.091,0.036,51.729,-0.518,-0.646
'[12:32:50.018 08/02/1996]',0.089,0.036,51.729,-0.518,-0.646
'[12:32:50.020 08/02/1996]',0.087,0.036,51.729,-0.518,-0.646
'[12:32:50.022 08/02/1996]',0.086,0.048,51.729,-0.518,-0.646
'[12:32:50.024 08/02/1996]',0.084,0.048,52.256,-0.517,-0.656
'[12:32:50.026 08/02/1996]',0.082,0.048,52.256,-0.517,-0.656
'[12:32:50.028 08/02/1996]',0.080,0.036,52.256,-0.517,-0.656
'[12:32:50.030 08/02/1996]',0.078,0.036,52.256,-0.517,-0.656
'[12:32:50.032 08/02/1996]',0.076,0.036,53.459,-0.516,-0.667
'[12:32:50.034 08/02/1996]',0.074,0.036,53.459,-0.516,-0.667
'[12:32:50.036 08/02/1996]',0.071,0.048,53.459,-0.516,-0.667
'[12:32:50.038 08/02/1996]',0.069,0.059,53.459,-0.516,-0.667
'[12:32:50.040 08/02/1996]',0.067,0.071,55.789,-0.516,-0.676
'[12:32:50.042 08/02/1996]',0.066,0.071,55.789,-0.516,-0.676
'[12:32:50.044 08/02/1996]',0.065,0.059,55.789,-0.516,-0.676
'[12:32:50.046 08/02/1996]',0.064,0.059,55.789,-0.516,-0.676
'[12:32:50.048 08/02/1996]',0.062,0.048,59.098,-0.515,-0.684
'[12:32:50.050 08/02/1996]',0.061,0.059,59.098,-0.515,-0.684
'[12:32:50.052 08/02/1996]',0.061,0.059,59.098,-0.515,-0.684
'[12:32:50.054 08/02/1996]',0.060,0.071,59.098,-0.515,-0.684
'[12:32:50.056 08/02/1996]',0.061,0.083,63.534,-0.514,-0.689
'[12:32:50.058 08/02/1996]',0.061,0.083,63.534,-0.514,-0.689
'[12:32:50.060 08/02/1996]',0.061,0.083,63.534,-0.514,-0.689
'[12:32:50.062 08/02/1996]',0.061,0.083,63.534,-0.514,-0.689
'[12:32:50.064 08/02/1996]',0.061,0.083,68.872,-0.514,-0.693
'[12:32:50.066 08/02/1996]',0.061,0.083,68.872,-0.514,-0.693
'[12:32:50.068 08/02/1996]',0.061,0.083,68.872,-0.514,-0.693
'[12:32:50.070 08/02/1996]',0.060,0.118,68.872,-0.514,-0.693
'[12:32:50.072 08/02/1996]',0.059,0.106,74.812,-0.512,-0.693
'[12:32:50.074 08/02/1996]',0.058,0.118,74.812,-0.512,-0.693
'[12:32:50.076 08/02/1996]',0.058,0.118,74.812,-0.512,-0.693
'[12:32:50.078 08/02/1996]',0.057,0.118,74.812,-0.512,-0.693
'[12:32:50.080 08/02/1996]',0.057,0.118,81.278,-0.510,-0.691
'[12:32:50.082 08/02/1996]',0.057,0.118,81.278,-0.510,-0.691
'[12:32:50.084 08/02/1996]',0.057,0.118,81.278,-0.510,-0.691
'[12:32:50.086 08/02/1996]',0.056,0.130,81.278,-0.510,-0.691
'[12:32:50.088 08/02/1996]',0.055,0.142,87.669,-0.505,-0.685
'[12:32:50.090 08/02/1996]',0.054,0.154,87.669,-0.505,-0.685
'[12:32:50.092 08/02/1996]',0.053,0.154,87.669,-0.505,-0.685
'[12:32:50.094 08/02/1996]',0.051,0.165,87.669,-0.505,-0.685
'[12:32:50.096 08/02/1996]',0.049,0.165,93.835,-0.498,-0.677
'[12:32:50.098 08/02/1996]',0.046,0.165,93.835,-0.498,-0.677
'[12:32:50.100 08/02/1996]',0.044,0.165,93.835,-0.498,-0.677
'[12:32:50.102 08/02/1996]',0.041,0.188,93.835,-0.498,-0.677
'[12:32:50.104 08/02/1996]',0.038,0.200,99.549,-0.487,-0.668
'[12:32:50.106 08/02/1996]',0.034,0.200,99.549,-0.487,-0.668
'[12:32:50.108 08/02/1996]',0.031,0.212,99.549,-0.487,-0.668
'[12:32:50.110 08/02/1996]',0.028,0.212,99.549,-0.487,-0.668
'[12:32:50.112 08/02/1996]',0.025,0.224,104.812,-0.469,-0.660
'[12:32:50.114 08/02/1996]',0.023,0.224,104.812,-0.469,-0.660
'[12:32:50.116 08/02/1996]',0.021,0.235,104.812,-0.469,-0.660
'[12:32:50.118 08/02/1996]',0.019,0.247,104.812,-0.469,-0.660
'[12:32:50.120 08/02/1996]',0.017,0.259,109.474,-0.445,-0.652
'[12:32:50.122 08/02/1996]',0.016,0.283,109.474,-0.445,-0.652
'[12:32:50.124 08/02/1996]',0.015,0.294,109.474,-0.445,-0.652
'[12:32:50.126 08/02/1996]',0.015,0.294,109.474,-0.445,-0.652
'[12:32:50.128 08/02/1996]',0.014,0.318,113.383,-0.414,-0.645
'[12:32:50.130 08/02/1996]',0.013,0.306,113.383,-0.414,-0.645
'[12:32:50.132 08/02/1996]',0.011,0.318,113.383,-0.414,-0.645
'[12:32:50.134 08/02/1996]',0.010,0.330,113.383,-0.414,-0.645
'[12:32:50.136 08/02/1996]',0.008,0.330,116.541,-0.374,-0.639
'[12:32:50.138 08/02/1996]',0.007,0.341,116.541,-0.374,-0.639
'[12:32:50.140 08/02/1996]',0.006,0.353,116.541,-0.374,-0.639
'[12:32:50.142 08/02/1996]',0.005,0.353,116.541,-0.374,-0.639
'[12:32:50.144 08/02/1996]',0.004,0.364,119.023,-0.329,-0.633
'[12:32:50.146 08/02/1996]',0.003,0.364,119.023,-0.329,-0.633
'[12:32:50.148 08/02/1996]',0.001,0.353,119.023,-0.329,-0.633
'[12:32:50.150 08/02/1996]',-0.001,0.364,119.023,-0.329,-0.633
'[12:32:50.152 08/02/1996]',-0.002,0.364,120.977,-0.276,-0.627
'[12:32:50.154 08/02/1996]',-0.004,0.376,120.977,-0.276,-0.627
'[12:32:50.156 08/02/1996]',-0.004,0.376,120.977,-0.276,-0.627
'[12:32:50.158 08/02/1996]',-0.004,0.376,120.977,-0.276,-0.627
'[12:32:50.160 08/02/1996]',-0.004,0.376,122.406,-0.217,-0.623
'[12:32:50.162 08/02/1996]',-0.004,0.364,122.406,-0.217,-0.623
'[12:32:50.164 08/02/1996]',-0.003,0.364,122.406,-0.217,-0.623
'[12:32:50.166 08/02/1996]',-0.003,0.353,122.406,-0.217,-0.623
'[12:32:50.168 08/02/1996]',-0.001,0.364,123.609,-0.156,-0.619
'[12:32:50.170 08/02/1996]',0.000,0.353,123.609,-0.156,-0.619
'[12:32:50.172 08/02/1996]',0.002,0.353,123.609,-0.156,-0.619
'[12:32:50.174 08/02/1996]',0.004,0.353,123.609,-0.156,-0.619
'[12:32:50.176 08/02/1996]',0.006,0.341,124.511,-0.091,-0.617
'[12:32:50.178 08/02/1996]',0.008,0.330,124.511,-0.091,-0.617
'[12:32:50.180 08/02/1996]',0.010,0.318,124.511,-0.091,-0.617
'[12:32:50.182 08/02/1996]',0.012,0.306,124.511,-0.091,-0.617
'[12:32:50.184 08/02/1996]',0.013,0.294,125.113,-0.028,-0.617
'[12:32:50.186 08/02/1996]',0.014,0.283,125.113,-0.028,-0.617
'[12:32:50.188 08/02/1996]',0.014,0.259,125.113,-0.028,-0.617
'[12:32:50.190 08/02/1996]',0.015,0.247,125.113,-0.028,-0.617
'[12:32:50.192 08/02/1996]',0.014,0.235,125.338,0.035,-0.618
'[12:32:50.194 08/02/1996]',0.014,0.212,125.338,0.035,-0.618
'[12:32:50.196 08/02/1996]',0.014,0.200,125.338,0.035,-0.618
'[12:32:50.198 08/02/1996]',0.014,0.177,125.338,0.035,-0.618
'[12:32:50.200 08/02/1996]',0.014,0.165,125.338,0.097,-0.620
'[12:32:50.202 08/02/1996]',0.014,0.165,125.338,0.097,-0.620
'[12:32:50.204 08/02/1996]',0.014,0.154,125.338,0.097,-0.620
'[12:32:50.206 08/02/1996]',0.015,0.142,125.338,0.097,-0.620
'[12:32:50.208 08/02/1996]',0.016,0.118,124.962,0.154,-0.623
'[12:32:50.210 08/02/1996]',0.018,0.118,124.962,0.154,-0.623
'[12:32:50.212 08/02/1996]',0.020,0.095,124.962,0.154,-0.623
'[12:32:50.214 08/02/1996]',0.023,0.071,124.962,0.154,-0.623
'[12:32:50.216 08/02/1996]',0.025,0.059,124.286,0.208,-0.626
'[12:32:50.218 08/02/1996]',0.027,0.048,124.286,0.208,-0.626
'[12:32:50.220 08/02/1996]',0.030,0.036,124.286,0.208,-0.626
'[12:32:50.222 08/02/1996]',0.033,0.036,124.286,0.208,-0.626
'[12:32:50.224 08/02/1996]',0.037,0.036,123.383,0.257,-0.631
'[12:32:50.226 08/02/1996]',0.041,0.012,123.383,0.257,-0.631
'[12:32:50.228 08/02/1996]',0.044,0.001,123.383,0.257,-0.631
'[12:32:50.230 08/02/1996]',0.047,0.001,123.383,0.257,-0.631
'[12:32:50.232 08/02/1996]',0.049,-0.011,122.105,0.302,-0.635
'[12:32:50.234 08/02/1996]',0.051,-0.022,122.105,0.302,-0.635
'[12:32:50.236 08/02/1996]',0.053,-0.022,122.105,0.302,-0.635
'[12:32:50.238 08/02/1996]',0.055,-0.022,122.105,0.302,-0.635
'[12:32:50.240 08/02/1996]',0.056,-0.034,120.526,0.342,-0.639
'[12:32:50.242 08/02/1996]',0.057,-0.034,120.526,0.342,-0.639
'[12:32:50.244 08/02/1996]',0.058,-0.046,120.526,0.342,-0.639
'[12:32:50.246 08/02/1996]',0.058,-0.058,120.526,0.342,-0.639
'[12:32:50.248 08/02/1996]',0.058,-0.070,118.647,0.377,-0.642
'[12:32:50.250 08/02/1996]',0.057,-0.070,118.647,0.377,-0.642
'[12:32:50.252 08/02/1996]',0.057,-0.070,118.647,0.377,-0.642
'[12:32:50.254 08/02/1996]',0.057,-0.081,118.647,0.377,-0.642
'[12:32:50.256 08/02/1996]',0.057,-0.081,116.316,0.407,-0.644
'[12:32:50.258 08/02/1996]',0.057,-0.081,116.316,0.407,-0.644
'[12:32:50.260 08/02/1996]',0.057,-0.081,116.316,0.407,-0.644
'[12:32:50.262 08/02/1996]',0.057,-0.093,116.316,0.407,-0.644
'[12:32:50.264 08/02/1996]',0.057,-0.105,113.534,0.433,-0.645
'[12:32:50.266 08/02/1996]',0.057,-0.093,113.534,0.433,-0.645
'[12:32:50.268 08/02/1996]',0.057,-0.093,113.534,0.433,-0.645
'[12:32:50.270 08/02/1996]',0.057,-0.093,113.534,0.433,-0.645
'[12:32:50.272 08/02/1996]',0.057,-0.093,110.376,0.454,-0.644
'[12:32:50.274 08/02/1996]',0.057,-0.093,110.376,0.454,-0.644
'[12:32:50.276 08/02/1996]',0.057,-0.093,110.376,0.454,-0.644
'[12:32:50.278 08/02/1996]',0.057,-0.093,110.376,0.454,-0.644
'[12:32:50.280 08/02/1996]',0.057,-0.105,106.767,0.470,-0.642
'[12:32:50.282 08/02/1996]',0.057,-0.105,106.767,0.470,-0.642
'[12:32:50.284 08/02/1996]',0.057,-0.105,106.767,0.470,-0.642
'[12:32:50.286 08/02/1996]',0.057,-0.093,106.767,0.470,-0.642
'[12:32:50.288 08/02/1996]',0.057,-0.093,102.857,0.482,-0.639
'[12:32:50.290 08/02/1996]',0.057,-0.093,102.857,0.482,-0.639
'[12:32:50.292 08/02/1996]',0.057,-0.093,102.857,0.482,-0.639
'[12:32:50.294 08/02/1996]',0.057,-0.105,102.857,0.482,-0.639
'[12:32:50.296 08/02/1996]',0.057,-0.093,98.647,0.491,-0.637
'[12:32:50.298 08/02/1996]',0.057,-0.105,98.647,0.491,-0.637
'[12:32:50.300 08/02/1996]',0.057,-0.093,98.647,0.491,-0.637
'[12:32:50.302 08/02/1996]',0.057,-0.093,98.647,0.491,-0.637
'[12:32:50.304 08/02/1996]',0.057,-0.081,94.286,0.494,-0.636
'[12:32:50.306 08/02/1996]',0.057,-0.070,94.286,0.494,-0.636
'[12:32:50.308 08/02/1996]',0.057,-0.070,94.286,0.494,-0.636
'[12:32:50.310 08/02/1996]',0.057,-0.081,94.286,0.494,-0.636
'[12:32:50.312 08/02/1996]',0.057,-0.081,90.075,0.492,-0.637
'[12:32:50.314 08/02/1996]',0.057,-0.081,90.075,0.492,-0.637
'[12:32:50.316 08/02/1996]',0.057,-0.081,90.075,0.492,-0.637
'[12:32:50.318 08/02/1996]',0.057,-0.081,90.075,0.492,-0.637
'[12:32:50.320 08/02/1996]',0.057,-0.070,86.090,0.486,-0.640
'[12:32:50.322 08/02/1996]',0.057,-0.070,86.090,0.486,-0.640
'[12:32:50.324 08/02/1996]',0.057,-0.046,86.090,0.486,-0.640
'[12:32:50.326 08/02/1996]',0.057,-0.058,86.090,0.486,-0.640
'[12:32:50.328 08/02/1996]',0.057,-0.058,82.556,0.476,-0.642
'[12:32:50.330 08/02/1996]',0.057,-0.046,82.556,0.476,-0.642
'[12:32:50.332 08/02/1996]',0.057,-0.046,82.556,0.476,-0.642
'[12:32:50.334 08/02/1996]',0.057,-0.034,82.556,0.476,-0.642
'[12:32:50.336 08/02/1996]',0.057,-0.034,79.398,0.462,-0.642
'[12:32:50.338 08/02/1996]',0.057,-0.034,79.398,0.462,-0.642
'[12:32:50.340 08/02/1996]',0.057,-0.034,79.398,0.462,-0.642
'[12:32:50.342 08/02/1996]',0.056,-0.034,79.398,0.462,-0.642
'[12:32:50.344 08/02/1996]',0.055,-0.034,76.692,0.443,-0.640
'[12:32:50.346 08/02/1996]',0.054,-0.034,76.692,0.443,-0.640
'[12:32:50.348 08/02/1996]',0.053,-0.034,76.692,0.443,-0.640
'[12:32:50.350 08/02/1996]',0.052,-0.046,76.692,0.443,-0.640
'[12:32:50.352 08/02/1996]',0.051,-0.034,74.286,0.420,-0.637
'[12:32:50.354 08/02/1996]',0.050,-0.034,74.286,0.420,-0.637
'[12:32:50.356 08/02/1996]',0.048,-0.034,74.286,0.420,-0.637
'[12:32:50.358 08/02/1996]',0.046,-0.034,74.286,0.420,-0.637
'[12:32:50.360 08/02/1996]',0.046,-0.034,72.331,0.399,-0.631
'[12:32:50.362 08/02/1996]',0.046,-0.034,72.331,0.399,-0.631
'[12:32:50.364 08/02/1996]',0.046,-0.034,72.331,0.399,-0.631
'[12:32:50.366 08/02/1996]',0.046,-0.034,72.331,0.399,-0.631
'[12:32:50.368 08/02/1996]',0.047,-0.046,70.827,0.368,-0.623
'[12:32:50.370 08/02/1996]',0.047,-0.034,70.827,0.368,-0.623
'[12:32:50.372 08/02/1996]',0.048,-0.034,70.827,0.368,-0.623
'[12:32:50.374 08/02/1996]',0.049,-0.034,70.827,0.368,-0.623
'[12:32:50.376 08/02/1996]',0.050,-0.034,69.624,0.337,-0.613
'[12:32:50.378 08/02/1996]',0.051,-0.034,69.624,0.337,-0.613
'[12:32:50.380 08/02/1996]',0.050,-0.034,69.624,0.337,-0.613
'[12:32:50.382 08/02/1996]',0.049,-0.034,69.624,0.337,-0.613
'[12:32:50.384 08/02/1996]',0.048,-0.034,68.797,0.301,-0.601
'[12:32:50.386 08/02/1996]',0.047,-0.022,68.797,0.301,-0.601
'[12:32:50.388 08/02/1996]',0.046,-0.034,68.797,0.301,-0.601
'[12:32:50.390 08/02/1996]',0.045,-0.034,68.797,0.301,-0.601
'[12:32:50.392 08/02/1996]',0.044,-0.034,68.120,0.264,-0.589
'[12:32:50.394 08/02/1996]',0.043,-0.034,68.120,0.264,-0.589
'[12:32:50.396 08/02/1996]',0.042,-0.034,68.120,0.264,-0.589
'[12:32:50.398 08/02/1996]',0.041,-0.046,68.120,0.264,-0.589
'[12:32:50.400 08/02/1996]',0.041,-0.046,67.744,0.227,-0.577
'[12:32:50.402 08/02/1996]',0.041,-0.046,67.744,0.227,-0.577
'[12:32:50.404 08/02/1996]',0.042,-0.046,67.744,0.227,-0.577
'[12:32:50.406 08/02/1996]',0.042,-0.034,67.744,0.227,-0.577
'[12:32:50.408 08/02/1996]',0.043,-0.034,67.368,0.186,-0.565
'[12:32:50.410 08/02/1996]',0.043,-0.034,67.368,0.186,-0.565
'[12:32:50.412 08/02/1996]',0.043,-0.034,67.368,0.186,-0.565
'[12:32:50.414 08/02/1996]',0.042,-0.046,67.368,0.186,-0.565
'[12:32:50.416 08/02/1996]',0.041,-0.046,67.143,0.146,-0.553
'[12:32:50.418 08/02/1996]',0.039,-0.046,67.143,0.146,-0.553
'[12:32:50.420 08/02/1996]',0.037,-0.034,67.143,0.146,-0.553
'[12:32:50.422 08/02/1996]',0.035,-0.034,67.143,0.146,-0.553
'[12:32:50.424 08/02/1996]',0.035,-0.046,66.917,0.104,-0.541
'[12:32:50.426 08/02/1996]',0.035,-0.046,66.917,0.104,-0.541
'[12:32:50.428 08/02/1996]',0.035,-0.046,66.917,0.104,-0.541
'[12:32:50.430 08/02/1996]',0.035,-0.046,66.917,0.104,-0.541
'[12:32:50.432 08/02/1996]',0.035,-0.058,66.767,0.066,-0.528
'[12:32:50.434 08/02/1996]',0.035,-0.058,66.767,0.066,-0.528
'[12:32:50.436 08/02/1996]',0.035,-0.046,66.767,0.066,-0.528
'[12:32:50.438 08/02/1996]',0.035,-0.034,66.767,0.066,-0.528
'[12:32:50.440 08/02/1996]',0.035,-0.034,66.541,0.028,-0.514
'[12:32:50.442 08/02/1996]',0.035,-0.034,66.541,0.028,-0.514
'[12:32:50.444 08/02/1996]',0.036,-0.046,66.541,0.028,-0.514
'[12:32:50.446 08/02/1996]',0.036,-0.046,66.541,0.028,-0.514
'[12:32:50.448 08/02/1996]',0.038,-0.046,66.391,-0.009,-0.499
'[12:32:50.450 08/02/1996]',0.039,-0.046,66.391,-0.009,-0.499
'[12:32:50.452 08/02/1996]',0.039,-0.046,66.391,-0.009,-0.499
'[12:32:50.454 08/02/1996]',0.039,-0.046,66.391,-0.009,-0.499
'[12:32:50.456 08/02/1996]',0.039,-0.034,66.241,-0.043,-0.485
'[12:32:50.458 08/02/1996]',0.039,-0.034,66.241,-0.043,-0.485
'[12:32:50.460 08/02/1996]',0.039,-0.046,66.241,-0.043,-0.485
'[12:32:50.462 08/02/1996]',0.039,-0.046,66.241,-0.043,-0.485
'[12:32:50.464 08/02/1996]',0.039,-0.058,66.015,-0.075,-0.474
'[12:32:50.466 08/02/1996]',0.039,-0.046,66.015,-0.075,-0.474
'[12:32:50.468 08/02/1996]',0.039,-0.046,66.015,-0.075,-0.474
'[12:32:50.470 08/02/1996]',0.039,-0.046,66.015,-0.075,-0.474
'[12:32:50.472 08/02/1996]',0.039,-0.034,65.714,-0.105,-0.466
'[12:32:50.474 08/02/1996]',0.039,-0.034,65.714,-0.105,-0.466
'[12:32:50.476 08/02/1996]',0.039,-0.034,65.714,-0.105,-0.466
'[12:32:50.478 08/02/1996]',0.039,-0.034,65.714,-0.105,-0.466
'[12:32:50.480 08/02/1996]',0.039,-0.046,65.489,-0.134,-0.460
'[12:32:50.482 08/02/1996]',0.038,-0.058,65.489,-0.134,-0.460
'[12:32:50.484 08/02/1996]',0.037,-0.046,65.489,-0.134,-0.460
'[12:32:50.486 08/02/1996]',0.036,-0.046,65.489,-0.134,-0.460
'[12:32:50.488 08/02/1996]',0.036,-0.046,65.188,-0.160,-0.456
'[12:32:50.490 08/02/1996]',0.035,-0.046,65.188,-0.160,-0.456
'[12:32:50.492 08/02/1996]',0.035,-0.046,65.188,-0.160,-0.456
