'Time and date','V ','ABP ','PAP ','ART ','ART1 '
'[12:14:01.330 02/02/1995]',0.067,79.150,20.087,55.150,73.500
'[12:14:01.332 02/02/1995]',0.067,79.150,20.087,55.150,73.500
'[12:14:01.334 02/02/1995]',0.067,79.150,20.087,55.150,73.500
'[12:14:01.336 02/02/1995]',0.067,79.550,20.800,56.000,72.650
'[12:14:01.338 02/02/1995]',0.067,79.550,20.800,56.000,72.650
'[12:14:01.340 02/02/1995]',0.067,79.550,20.800,56.000,72.650
'[12:14:01.342 02/02/1995]',0.067,79.550,20.800,56.000,72.650
'[12:14:01.344 02/02/1995]',0.067,79.950,21.788,56.600,71.400
'[12:14:01.346 02/02/1995]',0.067,79.950,21.788,56.600,71.400
'[12:14:01.348 02/02/1995]',0.067,79.950,21.788,56.600,71.400
'[12:14:01.350 02/02/1995]',0.045,79.950,21.788,56.600,71.400
'[12:14:01.352 02/02/1995]',0.067,80.600,22.675,56.750,69.800
'[12:14:01.354 02/02/1995]',0.067,80.600,22.675,56.750,69.800
'[12:14:01.356 02/02/1995]',0.067,80.600,22.675,56.750,69.800
'[12:14:01.358 02/02/1995]',0.067,80.600,22.675,56.750,69.800
'[12:14:01.360 02/02/1995]',0.089,81.600,23.312,56.500,68.100
'[12:14:01.362 02/02/1995]',0.111,81.600,23.312,56.500,68.100
'[12:14:01.364 02/02/1995]',0.177,81.600,23.312,56.500,68.100
'[12:14:01.366 02/02/1995]',0.177,81.600,23.312,56.500,68.100
'[12:14:01.368 02/02/1995]',0.155,82.600,23.663,55.800,66.350
'[12:14:01.370 02/02/1995]',0.111,82.600,23.663,55.800,66.350
'[12:14:01.372 02/02/1995]',0.067,82.600,23.663,55.800,66.350
'[12:14:01.374 02/02/1995]',-0.020,82.600,23.663,55.800,66.350
'[12:14:01.376 02/02/1995]',-0.108,82.900,23.788,54.900,64.600
'[12:14:01.378 02/02/1995]',-0.327,82.900,23.788,54.900,64.600
'[12:14:01.380 02/02/1995]',-0.525,82.900,23.788,54.900,64.600
'[12:14:01.382 02/02/1995]',-0.722,82.900,23.788,54.900,64.600
'[12:14:01.384 02/02/1995]',-0.832,81.900,23.613,53.700,62.800
'[12:14:01.386 02/02/1995]',-0.898,81.900,23.613,53.700,62.800
'[12:14:01.388 02/02/1995]',-0.941,81.900,23.613,53.700,62.800
'[12:14:01.390 02/02/1995]',-0.985,81.900,23.613,53.700,62.800
'[12:14:01.392 02/02/1995]',-1.007,79.500,23.312,52.550,60.950
'[12:14:01.394 02/02/1995]',-0.985,79.500,23.312,52.550,60.950
'[12:14:01.396 02/02/1995]',-0.876,79.500,23.312,52.550,60.950
'[12:14:01.398 02/02/1995]',-0.766,79.500,23.312,52.550,60.950
'[12:14:01.400 02/02/1995]',-0.613,75.900,22.850,51.350,59.150
'[12:14:01.402 02/02/1995]',-0.503,75.900,22.850,51.350,59.150
'[12:14:01.404 02/02/1995]',-0.437,75.900,22.850,51.350,59.150
'[12:14:01.406 02/02/1995]',-0.371,75.900,22.850,51.350,59.150
'[12:14:01.408 02/02/1995]',-0.327,71.800,22.312,50.200,57.350
'[12:14:01.410 02/02/1995]',-0.306,71.800,22.312,50.200,57.350
'[12:14:01.412 02/02/1995]',-0.240,71.800,22.312,50.200,57.350
'[12:14:01.414 02/02/1995]',-0.218,71.800,22.312,50.200,57.350
'[12:14:01.416 02/02/1995]',-0.196,67.700,21.788,48.950,55.500
'[12:14:01.418 02/02/1995]',-0.174,67.700,21.788,48.950,55.500
'[12:14:01.420 02/02/1995]',-0.108,67.700,21.788,48.950,55.500
'[12:14:01.422 02/02/1995]',-0.064,67.700,21.788,48.950,55.500
'[12:14:01.424 02/02/1995]',-0.064,64.100,21.375,47.600,53.800
'[12:14:01.426 02/02/1995]',-0.042,64.100,21.375,47.600,53.800
'[12:14:01.428 02/02/1995]',-0.020,64.100,21.375,47.600,53.800
'[12:14:01.430 02/02/1995]',0.002,64.100,21.375,47.600,53.800
'[12:14:01.432 02/02/1995]',0.002,60.850,21.025,46.050,52.250
'[12:14:01.434 02/02/1995]',0.002,60.850,21.025,46.050,52.250
'[12:14:01.436 02/02/1995]',0.002,60.850,21.025,46.050,52.250
'[12:14:01.438 02/02/1995]',0.023,60.850,21.025,46.050,52.250
'[12:14:01.440 02/02/1995]',0.023,58.200,20.738,44.100,50.800
'[12:14:01.442 02/02/1995]',0.023,58.200,20.738,44.100,50.800
'[12:14:01.444 02/02/1995]',0.023,58.200,20.738,44.100,50.800
'[12:14:01.446 02/02/1995]',0.045,58.200,20.738,44.100,50.800
'[12:14:01.448 02/02/1995]',0.045,56.250,20.625,42.050,49.450
'[12:14:01.450 02/02/1995]',0.045,56.250,20.625,42.050,49.450
'[12:14:01.452 02/02/1995]',0.045,56.250,20.625,42.050,49.450
'[12:14:01.454 02/02/1995]',0.045,56.250,20.625,42.050,49.450
'[12:14:01.456 02/02/1995]',0.045,55.000,20.975,40.450,48.100
'[12:14:01.458 02/02/1995]',0.045,55.000,20.975,40.450,48.100
'[12:14:01.460 02/02/1995]',0.045,55.000,20.975,40.450,48.100
'[12:14:01.462 02/02/1995]',0.045,55.000,20.975,40.450,48.100
'[12:14:01.464 02/02/1995]',0.045,54.450,22.137,40.600,46.850
'[12:14:01.466 02/02/1995]',0.023,54.450,22.137,40.600,46.850
'[12:14:01.468 02/02/1995]',0.045,54.450,22.137,40.600,46.850
'[12:14:01.470 02/02/1995]',0.045,54.450,22.137,40.600,46.850
'[12:14:01.472 02/02/1995]',0.045,54.400,23.962,43.700,45.700
'[12:14:01.474 02/02/1995]',0.023,54.400,23.962,43.700,45.700
'[12:14:01.476 02/02/1995]',0.023,54.400,23.962,43.700,45.700
'[12:14:01.478 02/02/1995]',0.045,54.400,23.962,43.700,45.700
'[12:14:01.480 02/02/1995]',0.023,54.550,25.887,50.050,44.550
'[12:14:01.482 02/02/1995]',0.023,54.550,25.887,50.050,44.550
'[12:14:01.484 02/02/1995]',0.045,54.550,25.887,50.050,44.550
'[12:14:01.486 02/02/1995]',0.023,54.550,25.887,50.050,44.550
'[12:14:01.488 02/02/1995]',0.023,54.400,27.587,57.500,43.550
'[12:14:01.490 02/02/1995]',0.045,54.400,27.587,57.500,43.550
'[12:14:01.492 02/02/1995]',0.045,54.400,27.587,57.500,43.550
'[12:14:01.494 02/02/1995]',0.045,54.400,27.587,57.500,43.550
'[12:14:01.496 02/02/1995]',0.045,54.100,29.238,62.600,42.700
'[12:14:01.498 02/02/1995]',0.023,54.100,29.238,62.600,42.700
'[12:14:01.500 02/02/1995]',0.045,54.100,29.238,62.600,42.700
'[12:14:01.502 02/02/1995]',0.023,54.100,29.238,62.600,42.700
'[12:14:01.504 02/02/1995]',0.045,53.900,30.875,63.150,41.850
'[12:14:01.506 02/02/1995]',0.023,53.900,30.875,63.150,41.850
'[12:14:01.508 02/02/1995]',0.023,53.900,30.875,63.150,41.850
'[12:14:01.510 02/02/1995]',0.023,53.900,30.875,63.150,41.850
'[12:14:01.512 02/02/1995]',0.023,53.800,32.450,60.050,41.100
'[12:14:01.514 02/02/1995]',0.023,53.800,32.450,60.050,41.100
'[12:14:01.516 02/02/1995]',0.023,53.800,32.450,60.050,41.100
'[12:14:01.518 02/02/1995]',0.002,53.800,32.450,60.050,41.100
'[12:14:01.520 02/02/1995]',0.023,53.800,33.800,55.650,40.450
'[12:14:01.522 02/02/1995]',0.023,53.800,33.800,55.650,40.450
'[12:14:01.524 02/02/1995]',0.023,53.800,33.800,55.650,40.450
'[12:14:01.526 02/02/1995]',0.023,53.800,33.800,55.650,40.450
'[12:14:01.528 02/02/1995]',0.023,53.350,34.975,51.900,40.000
'[12:14:01.530 02/02/1995]',0.023,53.350,34.975,51.900,40.000
'[12:14:01.532 02/02/1995]',0.023,53.350,34.975,51.900,40.000
'[12:14:01.534 02/02/1995]',0.002,53.350,34.975,51.900,40.000
'[12:14:01.536 02/02/1995]',0.023,52.200,35.913,49.600,39.650
'[12:14:01.538 02/02/1995]',0.002,52.200,35.913,49.600,39.650
'[12:14:01.540 02/02/1995]',0.002,52.200,35.913,49.600,39.650
'[12:14:01.542 02/02/1995]',0.023,52.200,35.913,49.600,39.650
'[12:14:01.544 02/02/1995]',0.023,50.600,36.500,49.150,39.600
'[12:14:01.546 02/02/1995]',0.002,50.600,36.500,49.150,39.600
'[12:14:01.548 02/02/1995]',0.002,50.600,36.500,49.150,39.600
'[12:14:01.550 02/02/1995]',0.023,50.600,36.500,49.150,39.600
'[12:14:01.552 02/02/1995]',0.002,48.950,36.675,50.300,39.800
'[12:14:01.554 02/02/1995]',0.023,48.950,36.675,50.300,39.800
'[12:14:01.556 02/02/1995]',0.002,48.950,36.675,50.300,39.800
'[12:14:01.558 02/02/1995]',0.002,48.950,36.675,50.300,39.800
'[12:14:01.560 02/02/1995]',0.002,47.450,36.438,52.900,40.500
'[12:14:01.562 02/02/1995]',0.002,47.450,36.438,52.900,40.500
'[12:14:01.564 02/02/1995]',0.002,47.450,36.438,52.900,40.500
'[12:14:01.566 02/02/1995]',0.002,47.450,36.438,52.900,40.500
'[12:14:01.568 02/02/1995]',0.002,45.950,35.975,56.700,41.700
'[12:14:01.570 02/02/1995]',0.002,45.950,35.975,56.700,41.700
'[12:14:01.572 02/02/1995]',0.002,45.950,35.975,56.700,41.700
'[12:14:01.574 02/02/1995]',0.002,45.950,35.975,56.700,41.700
'[12:14:01.576 02/02/1995]',0.002,45.150,35.150,61.050,43.450
'[12:14:01.578 02/02/1995]',0.002,45.150,35.150,61.050,43.450
'[12:14:01.580 02/02/1995]',0.002,45.150,35.150,61.050,43.450
'[12:14:01.582 02/02/1995]',0.002,45.150,35.150,61.050,43.450
'[12:14:01.584 02/02/1995]',0.002,45.250,34.275,65.200,45.750
'[12:14:01.586 02/02/1995]',0.002,45.250,34.275,65.200,45.750
'[12:14:01.588 02/02/1995]',0.002,45.250,34.275,65.200,45.750
'[12:14:01.590 02/02/1995]',-0.020,45.250,34.275,65.200,45.750
'[12:14:01.592 02/02/1995]',0.002,46.500,33.450,68.300,48.350
'[12:14:01.594 02/02/1995]',0.002,46.500,33.450,68.300,48.350
'[12:14:01.596 02/02/1995]',0.002,46.500,33.450,68.300,48.350
'[12:14:01.598 02/02/1995]',-0.020,46.500,33.450,68.300,48.350
'[12:14:01.600 02/02/1995]',0.002,48.950,32.812,69.950,51.250
'[12:14:01.602 02/02/1995]',0.002,48.950,32.812,69.950,51.250
'[12:14:01.604 02/02/1995]',0.002,48.950,32.812,69.950,51.250
'[12:14:01.606 02/02/1995]',0.002,48.950,32.812,69.950,51.250
'[12:14:01.608 02/02/1995]',0.002,52.400,32.450,70.250,54.000
'[12:14:01.610 02/02/1995]',0.002,52.400,32.450,70.250,54.000
'[12:14:01.612 02/02/1995]',0.002,52.400,32.450,70.250,54.000
'[12:14:01.614 02/02/1995]',0.002,52.400,32.450,70.250,54.000
'[12:14:01.616 02/02/1995]',0.002,56.600,32.337,69.700,56.350
'[12:14:01.618 02/02/1995]',0.002,56.600,32.337,69.700,56.350
'[12:14:01.620 02/02/1995]',0.023,56.600,32.337,69.700,56.350
'[12:14:01.622 02/02/1995]',0.002,56.600,32.337,69.700,56.350
'[12:14:01.624 02/02/1995]',0.002,60.950,32.450,69.100,58.200
'[12:14:01.626 02/02/1995]',0.002,60.950,32.450,69.100,58.200
'[12:14:01.628 02/02/1995]',0.002,60.950,32.450,69.100,58.200
'[12:14:01.630 02/02/1995]',0.002,60.950,32.450,69.100,58.200
'[12:14:01.632 02/02/1995]',0.002,64.900,32.688,68.900,59.550
'[12:14:01.634 02/02/1995]',0.002,64.900,32.688,68.900,59.550
'[12:14:01.636 02/02/1995]',0.002,64.900,32.688,68.900,59.550
'[12:14:01.638 02/02/1995]',0.002,64.900,32.688,68.900,59.550
'[12:14:01.640 02/02/1995]',0.002,67.900,33.038,69.100,60.450
'[12:14:01.642 02/02/1995]',0.002,67.900,33.038,69.100,60.450
'[12:14:01.644 02/02/1995]',0.002,67.900,33.038,69.100,60.450
'[12:14:01.646 02/02/1995]',0.002,67.900,33.038,69.100,60.450
'[12:14:01.648 02/02/1995]',0.002,69.700,33.450,69.750,61.050
'[12:14:01.650 02/02/1995]',0.002,69.700,33.450,69.750,61.050
'[12:14:01.652 02/02/1995]',0.002,69.700,33.450,69.750,61.050
'[12:14:01.654 02/02/1995]',-0.020,69.700,33.450,69.750,61.050
'[12:14:01.656 02/02/1995]',0.002,70.500,33.862,70.450,61.300
'[12:14:01.658 02/02/1995]',0.002,70.500,33.862,70.450,61.300
'[12:14:01.660 02/02/1995]',0.002,70.500,33.862,70.450,61.300
'[12:14:01.662 02/02/1995]',0.002,70.500,33.862,70.450,61.300
'[12:14:01.664 02/02/1995]',0.002,70.750,34.275,70.950,61.500
'[12:14:01.666 02/02/1995]',0.002,70.750,34.275,70.950,61.500
'[12:14:01.668 02/02/1995]',-0.020,70.750,34.275,70.950,61.500
'[12:14:01.670 02/02/1995]',-0.020,70.750,34.275,70.950,61.500
'[12:14:01.672 02/02/1995]',-0.020,70.650,34.562,71.050,61.500
'[12:14:01.674 02/02/1995]',0.002,70.650,34.562,71.050,61.500
'[12:14:01.676 02/02/1995]',-0.020,70.650,34.562,71.050,61.500
'[12:14:01.678 02/02/1995]',0.002,70.650,34.562,71.050,61.500
'[12:14:01.680 02/02/1995]',-0.020,70.400,34.800,70.800,61.400
'[12:14:01.682 02/02/1995]',-0.020,70.400,34.800,70.800,61.400
'[12:14:01.684 02/02/1995]',-0.020,70.400,34.800,70.800,61.400
'[12:14:01.686 02/02/1995]',-0.020,70.400,34.800,70.800,61.400
'[12:14:01.688 02/02/1995]',-0.020,70.050,34.975,70.300,61.150
'[12:14:01.690 02/02/1995]',-0.020,70.050,34.975,70.300,61.150
'[12:14:01.692 02/02/1995]',0.002,70.050,34.975,70.300,61.150
'[12:14:01.694 02/02/1995]',-0.020,70.050,34.975,70.300,61.150
'[12:14:01.696 02/02/1995]',-0.020,69.700,35.038,69.650,60.850
'[12:14:01.698 02/02/1995]',-0.020,69.700,35.038,69.650,60.850
'[12:14:01.700 02/02/1995]',0.002,69.700,35.038,69.650,60.850
'[12:14:01.702 02/02/1995]',-0.020,69.700,35.038,69.650,60.850
'[12:14:01.704 02/02/1995]',-0.020,69.300,34.913,69.000,60.500
'[12:14:01.706 02/02/1995]',-0.020,69.300,34.913,69.000,60.500
'[12:14:01.708 02/02/1995]',0.002,69.300,34.913,69.000,60.500
'[12:14:01.710 02/02/1995]',0.002,69.300,34.913,69.000,60.500
'[12:14:01.712 02/02/1995]',0.002,69.000,34.625,68.350,60.200
'[12:14:01.714 02/02/1995]',-0.020,69.000,34.625,68.350,60.200
'[12:14:01.716 02/02/1995]',-0.020,69.000,34.625,68.350,60.200
'[12:14:01.718 02/02/1995]',0.002,69.000,34.625,68.350,60.200
'[12:14:01.720 02/02/1995]',-0.020,68.950,34.150,67.700,59.850
'[12:14:01.722 02/02/1995]',-0.020,68.950,34.150,67.700,59.850
'[12:14:01.724 02/02/1995]',-0.020,68.950,34.150,67.700,59.850
'[12:14:01.726 02/02/1995]',-0.020,68.950,34.150,67.700,59.850
'[12:14:01.728 02/02/1995]',-0.020,69.100,33.625,67.050,59.450
'[12:14:01.730 02/02/1995]',0.002,69.100,33.625,67.050,59.450
'[12:14:01.732 02/02/1995]',0.002,69.100,33.625,67.050,59.450
'[12:14:01.734 02/02/1995]',-0.020,69.100,33.625,67.050,59.450
'[12:14:01.736 02/02/1995]',-0.020,69.400,33.038,66.300,58.900
'[12:14:01.738 02/02/1995]',-0.020,69.400,33.038,66.300,58.900
'[12:14:01.740 02/02/1995]',-0.020,69.400,33.038,66.300,58.900
'[12:14:01.742 02/02/1995]',-0.020,69.400,33.038,66.300,58.900
'[12:14:01.744 02/02/1995]',-0.020,69.650,32.400,65.500,58.400
'[12:14:01.746 02/02/1995]',0.002,69.650,32.400,65.500,58.400
'[12:14:01.748 02/02/1995]',-0.020,69.650,32.400,65.500,58.400
'[12:14:01.750 02/02/1995]',-0.020,69.650,32.400,65.500,58.400
'[12:14:01.752 02/02/1995]',-0.020,69.700,31.688,64.500,57.800
'[12:14:01.754 02/02/1995]',-0.020,69.700,31.688,64.500,57.800
'[12:14:01.756 02/02/1995]',-0.020,69.700,31.688,64.500,57.800
'[12:14:01.758 02/02/1995]',-0.020,69.700,31.688,64.500,57.800
'[12:14:01.760 02/02/1995]',0.002,69.450,31.050,63.500,57.300
'[12:14:01.762 02/02/1995]',-0.020,69.450,31.050,63.500,57.300
'[12:14:01.764 02/02/1995]',-0.042,69.450,31.050,63.500,57.300
'[12:14:01.766 02/02/1995]',-0.020,69.450,31.050,63.500,57.300
'[12:14:01.768 02/02/1995]',-0.020,69.050,30.575,62.400,56.700
'[12:14:01.770 02/02/1995]',-0.042,69.050,30.575,62.400,56.700
'[12:14:01.772 02/02/1995]',-0.020,69.050,30.575,62.400,56.700
'[12:14:01.774 02/02/1995]',-0.042,69.050,30.575,62.400,56.700
'[12:14:01.776 02/02/1995]',-0.042,68.350,30.225,61.250,56.250
'[12:14:01.778 02/02/1995]',-0.042,68.350,30.225,61.250,56.250
'[12:14:01.780 02/02/1995]',-0.064,68.350,30.225,61.250,56.250
'[12:14:01.782 02/02/1995]',-0.086,68.350,30.225,61.250,56.250
'[12:14:01.784 02/02/1995]',-0.086,67.500,29.938,60.150,55.750
'[12:14:01.786 02/02/1995]',-0.086,67.500,29.938,60.150,55.750
'[12:14:01.788 02/02/1995]',-0.086,67.500,29.938,60.150,55.750
'[12:14:01.790 02/02/1995]',-0.108,67.500,29.938,60.150,55.750
'[12:14:01.792 02/02/1995]',-0.086,66.400,29.762,59.150,55.400
'[12:14:01.794 02/02/1995]',-0.108,66.400,29.762,59.150,55.400
'[12:14:01.796 02/02/1995]',-0.108,66.400,29.762,59.150,55.400
'[12:14:01.798 02/02/1995]',-0.152,66.400,29.762,59.150,55.400
'[12:14:01.800 02/02/1995]',-0.152,65.200,29.762,58.350,55.150
'[12:14:01.802 02/02/1995]',-0.152,65.200,29.762,58.350,55.150
'[12:14:01.804 02/02/1995]',-0.108,65.200,29.762,58.350,55.150
'[12:14:01.806 02/02/1995]',-0.086,65.200,29.762,58.350,55.150
'[12:14:01.808 02/02/1995]',-0.108,63.900,30.113,57.750,54.950
'[12:14:01.810 02/02/1995]',-0.108,63.900,30.113,57.750,54.950
'[12:14:01.812 02/02/1995]',-0.108,63.900,30.113,57.750,54.950
'[12:14:01.814 02/02/1995]',-0.108,63.900,30.113,57.750,54.950
'[12:14:01.816 02/02/1995]',-0.086,62.600,30.700,57.450,54.700
'[12:14:01.818 02/02/1995]',-0.108,62.600,30.700,57.450,54.700
'[12:14:01.820 02/02/1995]',-0.108,62.600,30.700,57.450,54.700
'[12:14:01.822 02/02/1995]',-0.108,62.600,30.700,57.450,54.700
'[12:14:01.824 02/02/1995]',-0.108,61.400,31.400,57.300,54.550
'[12:14:01.826 02/02/1995]',-0.108,61.400,31.400,57.300,54.550
'[12:14:01.828 02/02/1995]',-0.108,61.400,31.400,57.300,54.550
'[12:14:01.830 02/02/1995]',-0.108,61.400,31.400,57.300,54.550
'[12:14:01.832 02/02/1995]',-0.086,60.400,31.988,57.200,54.350
'[12:14:01.834 02/02/1995]',-0.086,60.400,31.988,57.200,54.350
'[12:14:01.836 02/02/1995]',-0.086,60.400,31.988,57.200,54.350
'[12:14:01.838 02/02/1995]',-0.086,60.400,31.988,57.200,54.350
'[12:14:01.840 02/02/1995]',-0.064,59.700,32.575,57.100,54.150
'[12:14:01.842 02/02/1995]',-0.042,59.700,32.575,57.100,54.150
'[12:14:01.844 02/02/1995]',-0.042,59.700,32.575,57.100,54.150
'[12:14:01.846 02/02/1995]',-0.020,59.700,32.575,57.100,54.150
'[12:14:01.848 02/02/1995]',0.002,59.250,33.038,57.000,53.950
'[12:14:01.850 02/02/1995]',0.002,59.250,33.038,57.000,53.950
'[12:14:01.852 02/02/1995]',0.002,59.250,33.038,57.000,53.950
'[12:14:01.854 02/02/1995]',0.023,59.250,33.038,57.000,53.950
'[12:14:01.856 02/02/1995]',0.023,59.150,33.212,56.800,53.700
'[12:14:01.858 02/02/1995]',0.023,59.150,33.212,56.800,53.700
'[12:14:01.860 02/02/1995]',0.045,59.150,33.212,56.800,53.700
'[12:14:01.862 02/02/1995]',0.045,59.150,33.212,56.800,53.700
'[12:14:01.864 02/02/1995]',0.045,59.200,33.163,56.600,53.450
'[12:14:01.866 02/02/1995]',0.045,59.200,33.163,56.600,53.450
'[12:14:01.868 02/02/1995]',0.045,59.200,33.163,56.600,53.450
'[12:14:01.870 02/02/1995]',0.023,59.200,33.163,56.600,53.450
'[12:14:01.872 02/02/1995]',0.045,59.350,32.812,56.350,53.250
'[12:14:01.874 02/02/1995]',0.045,59.350,32.812,56.350,53.250
'[12:14:01.876 02/02/1995]',0.045,59.350,32.812,56.350,53.250
'[12:14:01.878 02/02/1995]',0.067,59.350,32.812,56.350,53.250
'[12:14:01.880 02/02/1995]',0.067,59.400,32.275,56.100,53.000
'[12:14:01.882 02/02/1995]',0.045,59.400,32.275,56.100,53.000
'[12:14:01.884 02/02/1995]',0.045,59.400,32.275,56.100,53.000
'[12:14:01.886 02/02/1995]',0.045,59.400,32.275,56.100,53.000
'[12:14:01.888 02/02/1995]',0.067,59.250,31.575,55.850,52.700
'[12:14:01.890 02/02/1995]',0.045,59.250,31.575,55.850,52.700
'[12:14:01.892 02/02/1995]',0.067,59.250,31.575,55.850,52.700
'[12:14:01.894 02/02/1995]',0.067,59.250,31.575,55.850,52.700
'[12:14:01.896 02/02/1995]',0.067,59.100,30.750,55.700,52.400
'[12:14:01.898 02/02/1995]',0.067,59.100,30.750,55.700,52.400
'[12:14:01.900 02/02/1995]',0.045,59.100,30.750,55.700,52.400
'[12:14:01.902 02/02/1995]',0.045,59.100,30.750,55.700,52.400
'[12:14:01.904 02/02/1995]',0.045,58.800,29.812,55.600,52.050
'[12:14:01.906 02/02/1995]',0.067,58.800,29.812,55.600,52.050
'[12:14:01.908 02/02/1995]',0.067,58.800,29.812,55.600,52.050
'[12:14:01.910 02/02/1995]',0.067,58.800,29.812,55.600,52.050
'[12:14:01.912 02/02/1995]',0.067,58.500,28.938,55.400,51.700
'[12:14:01.914 02/02/1995]',0.067,58.500,28.938,55.400,51.700
'[12:14:01.916 02/02/1995]',0.067,58.500,28.938,55.400,51.700
'[12:14:01.918 02/02/1995]',0.067,58.500,28.938,55.400,51.700
'[12:14:01.920 02/02/1995]',0.067,58.350,28.238,55.300,51.300
'[12:14:01.922 02/02/1995]',0.067,58.350,28.238,55.300,51.300
'[12:14:01.924 02/02/1995]',0.045,58.350,28.238,55.300,51.300
'[12:14:01.926 02/02/1995]',0.067,58.350,28.238,55.300,51.300
'[12:14:01.928 02/02/1995]',0.067,58.300,27.825,55.100,50.900
'[12:14:01.930 02/02/1995]',0.067,58.300,27.825,55.100,50.900
'[12:14:01.932 02/02/1995]',0.067,58.300,27.825,55.100,50.900
'[12:14:01.934 02/02/1995]',0.067,58.300,27.825,55.100,50.900
'[12:14:01.936 02/02/1995]',0.067,58.200,27.762,55.000,50.500
'[12:14:01.938 02/02/1995]',0.045,58.200,27.762,55.000,50.500
'[12:14:01.940 02/02/1995]',0.067,58.200,27.762,55.000,50.500
'[12:14:01.942 02/02/1995]',0.067,58.200,27.762,55.000,50.500
'[12:14:01.944 02/02/1995]',0.067,58.100,27.887,54.900,50.050
'[12:14:01.946 02/02/1995]',0.067,58.100,27.887,54.900,50.050
'[12:14:01.948 02/02/1995]',0.067,58.100,27.887,54.900,50.050
'[12:14:01.950 02/02/1995]',0.067,58.100,27.887,54.900,50.050
'[12:14:01.952 02/02/1995]',0.067,58.050,28.238,54.750,49.700
'[12:14:01.954 02/02/1995]',0.067,58.050,28.238,54.750,49.700
'[12:14:01.956 02/02/1995]',0.067,58.050,28.238,54.750,49.700
'[12:14:01.958 02/02/1995]',0.067,58.050,28.238,54.750,49.700
'[12:14:01.960 02/02/1995]',0.067,57.850,28.650,54.650,49.350
'[12:14:01.962 02/02/1995]',0.067,57.850,28.650,54.650,49.350
'[12:14:01.964 02/02/1995]',0.067,57.850,28.650,54.650,49.350
'[12:14:01.966 02/02/1995]',0.089,57.850,28.650,54.650,49.350
'[12:14:01.968 02/02/1995]',0.155,57.650,29.175,54.550,49.000
'[12:14:01.970 02/02/1995]',0.177,57.650,29.175,54.550,49.000
'[12:14:01.972 02/02/1995]',0.199,57.650,29.175,54.550,49.000
'[12:14:01.974 02/02/1995]',0.221,57.650,29.175,54.550,49.000
'[12:14:01.976 02/02/1995]',0.199,57.300,29.637,54.350,48.650
'[12:14:01.978 02/02/1995]',0.111,57.300,29.637,54.350,48.650
'[12:14:01.980 02/02/1995]',0.023,57.300,29.637,54.350,48.650
'[12:14:01.982 02/02/1995]',-0.152,57.300,29.637,54.350,48.650
'[12:14:01.984 02/02/1995]',-0.349,56.950,29.938,54.150,48.350
'[12:14:01.986 02/02/1995]',-0.591,56.950,29.938,54.150,48.350
'[12:14:01.988 02/02/1995]',-0.788,56.950,29.938,54.150,48.350
'[12:14:01.990 02/02/1995]',-0.941,56.950,29.938,54.150,48.350
'[12:14:01.992 02/02/1995]',-1.117,56.600,30.050,53.900,48.100
'[12:14:01.994 02/02/1995]',-1.205,56.600,30.050,53.900,48.100
'[12:14:01.996 02/02/1995]',-1.248,56.600,30.050,53.900,48.100
'[12:14:01.998 02/02/1995]',-1.248,56.600,30.050,53.900,48.100
'[12:14:02.000 02/02/1995]',-1.183,56.250,29.938,53.600,47.800
'[12:14:02.002 02/02/1995]',-1.073,56.250,29.938,53.600,47.800
'[12:14:02.004 02/02/1995]',-0.985,56.250,29.938,53.600,47.800
'[12:14:02.006 02/02/1995]',-0.766,56.250,29.938,53.600,47.800
'[12:14:02.008 02/02/1995]',-0.634,55.950,29.700,53.300,47.500
'[12:14:02.010 02/02/1995]',-0.525,55.950,29.700,53.300,47.500
'[12:14:02.012 02/02/1995]',-0.481,55.950,29.700,53.300,47.500
'[12:14:02.014 02/02/1995]',-0.415,55.950,29.700,53.300,47.500
'[12:14:02.016 02/02/1995]',-0.327,55.600,29.238,53.000,47.250
'[12:14:02.018 02/02/1995]',-0.284,55.600,29.238,53.000,47.250
'[12:14:02.020 02/02/1995]',-0.218,55.600,29.238,53.000,47.250
'[12:14:02.022 02/02/1995]',-0.174,55.600,29.238,53.000,47.250
'[12:14:02.024 02/02/1995]',-0.108,55.350,28.650,52.750,47.050
'[12:14:02.026 02/02/1995]',-0.086,55.350,28.650,52.750,47.050
'[12:14:02.028 02/02/1995]',-0.064,55.350,28.650,52.750,47.050
'[12:14:02.030 02/02/1995]',-0.042,55.350,28.650,52.750,47.050
'[12:14:02.032 02/02/1995]',-0.042,55.100,27.938,52.550,46.750
'[12:14:02.034 02/02/1995]',0.002,55.100,27.938,52.550,46.750
'[12:14:02.036 02/02/1995]',0.002,55.100,27.938,52.550,46.750
'[12:14:02.038 02/02/1995]',0.023,55.100,27.938,52.550,46.750
'[12:14:02.040 02/02/1995]',0.045,54.900,27.238,52.350,46.500
'[12:14:02.042 02/02/1995]',0.045,54.900,27.238,52.350,46.500
'[12:14:02.044 02/02/1995]',0.067,54.900,27.238,52.350,46.500
'[12:14:02.046 02/02/1995]',0.045,54.900,27.238,52.350,46.500
