'Time and date','II','V','ABP','PAP','UAP','PLETH','RESP'
'[09:06:46.350 05/12/1995]',-0.092,0.001,38.776,38.950,78.350,-0.298,0.092
'[09:06:46.352 05/12/1995]',-0.082,-0.005,38.626,41.000,78.450,-0.303,0.080
'[09:06:46.354 05/12/1995]',-0.082,-0.011,38.626,41.000,78.450,-0.303,0.080
'[09:06:46.356 05/12/1995]',-0.071,-0.005,38.626,41.000,78.450,-0.303,0.080
'[09:06:46.358 05/12/1995]',-0.082,-0.005,38.626,41.000,78.450,-0.303,0.080
'[09:06:46.360 05/12/1995]',-0.102,0.001,38.476,43.400,78.550,-0.305,0.067
'[09:06:46.362 05/12/1995]',-0.113,0.006,38.476,43.400,78.550,-0.305,0.067
'[09:06:46.364 05/12/1995]',-0.113,0.006,38.476,43.400,78.550,-0.305,0.067
'[09:06:46.366 05/12/1995]',-0.102,0.001,38.476,43.400,78.550,-0.305,0.067
'[09:06:46.368 05/12/1995]',-0.082,-0.005,38.251,45.800,78.750,-0.309,0.054
'[09:06:46.370 05/12/1995]',-0.061,-0.011,38.251,45.800,78.750,-0.309,0.054
'[09:06:46.372 05/12/1995]',-0.061,-0.011,38.251,45.800,78.750,-0.309,0.054
'[09:06:46.374 05/12/1995]',-0.071,-0.011,38.251,45.800,78.750,-0.309,0.054
'[09:06:46.376 05/12/1995]',-0.082,-0.005,38.101,47.925,78.850,-0.311,0.042
'[09:06:46.378 05/12/1995]',-0.082,-0.005,38.101,47.925,78.850,-0.311,0.042
'[09:06:46.380 05/12/1995]',-0.092,-0.005,38.101,47.925,78.850,-0.311,0.042
'[09:06:46.382 05/12/1995]',-0.082,-0.005,38.101,47.925,78.850,-0.311,0.042
'[09:06:46.384 05/12/1995]',-0.082,-0.005,38.026,49.450,79.000,-0.316,0.029
'[09:06:46.386 05/12/1995]',-0.071,-0.011,38.026,49.450,79.000,-0.316,0.029
'[09:06:46.388 05/12/1995]',-0.051,-0.011,38.026,49.450,79.000,-0.316,0.029
'[09:06:46.390 05/12/1995]',-0.061,-0.011,38.026,49.450,79.000,-0.316,0.029
'[09:06:46.392 05/12/1995]',-0.071,-0.005,38.176,50.200,79.150,-0.320,0.017
'[09:06:46.394 05/12/1995]',-0.082,-0.005,38.176,50.200,79.150,-0.320,0.017
'[09:06:46.396 05/12/1995]',-0.092,0.001,38.176,50.200,79.150,-0.320,0.017
'[09:06:46.398 05/12/1995]',-0.082,0.001,38.176,50.200,79.150,-0.320,0.017
'[09:06:46.400 05/12/1995]',-0.082,-0.005,38.701,50.325,79.300,-0.320,0.004
'[09:06:46.402 05/12/1995]',-0.061,-0.011,38.701,50.325,79.300,-0.320,0.004
'[09:06:46.404 05/12/1995]',-0.051,-0.011,38.701,50.325,79.300,-0.320,0.004
'[09:06:46.406 05/12/1995]',-0.061,-0.011,38.701,50.325,79.300,-0.320,0.004
'[09:06:46.408 05/12/1995]',-0.071,-0.011,40.126,50.425,79.450,-0.324,-0.009
'[09:06:46.410 05/12/1995]',-0.082,-0.005,40.126,50.425,79.450,-0.324,-0.009
'[09:06:46.412 05/12/1995]',-0.113,0.001,40.126,50.425,79.450,-0.324,-0.009
'[09:06:46.414 05/12/1995]',-0.102,0.001,40.126,50.425,79.450,-0.324,-0.009
'[09:06:46.416 05/12/1995]',-0.082,-0.011,42.901,50.900,79.550,-0.324,-0.021
'[09:06:46.418 05/12/1995]',-0.082,-0.011,42.901,50.900,79.550,-0.324,-0.021
'[09:06:46.420 05/12/1995]',-0.061,-0.023,42.901,50.900,79.550,-0.324,-0.021
'[09:06:46.422 05/12/1995]',-0.051,-0.023,42.901,50.900,79.550,-0.324,-0.021
'[09:06:46.424 05/12/1995]',-0.051,-0.023,47.251,51.725,79.650,-0.329,-0.035
'[09:06:46.426 05/12/1995]',-0.061,-0.023,47.251,51.725,79.650,-0.329,-0.035
'[09:06:46.428 05/12/1995]',-0.061,-0.023,47.251,51.725,79.650,-0.329,-0.035
'[09:06:46.430 05/12/1995]',-0.071,-0.023,47.251,51.725,79.650,-0.329,-0.035
'[09:06:46.432 05/12/1995]',-0.071,-0.023,52.726,52.375,79.800,-0.329,-0.048
'[09:06:46.434 05/12/1995]',-0.051,-0.023,52.726,52.375,79.800,-0.329,-0.048
'[09:06:46.436 05/12/1995]',-0.040,-0.029,52.726,52.375,79.800,-0.329,-0.048
'[09:06:46.438 05/12/1995]',-0.030,-0.029,52.726,52.375,79.800,-0.329,-0.048
'[09:06:46.440 05/12/1995]',-0.030,-0.035,58.876,52.125,79.900,-0.333,-0.060
'[09:06:46.442 05/12/1995]',-0.040,-0.029,58.876,52.125,79.900,-0.333,-0.060
'[09:06:46.444 05/12/1995]',-0.051,-0.029,58.876,52.125,79.900,-0.333,-0.060
'[09:06:46.446 05/12/1995]',-0.061,-0.029,58.876,52.125,79.900,-0.333,-0.060
'[09:06:46.448 05/12/1995]',-0.061,-0.023,65.027,50.725,80.000,-0.333,-0.073
'[09:06:46.450 05/12/1995]',-0.051,-0.023,65.027,50.725,80.000,-0.333,-0.073
'[09:06:46.452 05/12/1995]',-0.040,-0.035,65.027,50.725,80.000,-0.333,-0.073
'[09:06:46.454 05/12/1995]',-0.020,-0.035,65.027,50.725,80.000,-0.333,-0.073
'[09:06:46.456 05/12/1995]',-0.009,-0.035,70.877,48.975,80.150,-0.333,-0.087
'[09:06:46.458 05/12/1995]',-0.020,-0.035,70.877,48.975,80.150,-0.333,-0.087
'[09:06:46.460 05/12/1995]',-0.040,-0.029,70.877,48.975,80.150,-0.333,-0.087
'[09:06:46.462 05/12/1995]',-0.040,-0.023,70.877,48.975,80.150,-0.333,-0.087
'[09:06:46.464 05/12/1995]',-0.040,-0.029,76.502,48.150,80.250,-0.331,-0.100
'[09:06:46.466 05/12/1995]',-0.040,-0.029,76.502,48.150,80.250,-0.331,-0.100
'[09:06:46.468 05/12/1995]',-0.030,-0.035,76.502,48.150,80.250,-0.331,-0.100
'[09:06:46.470 05/12/1995]',-0.020,-0.035,76.502,48.150,80.250,-0.331,-0.100
'[09:06:46.472 05/12/1995]',-0.020,-0.047,81.902,49.200,80.350,-0.324,-0.113
'[09:06:46.474 05/12/1995]',-0.030,-0.035,81.902,49.200,80.350,-0.324,-0.113
'[09:06:46.476 05/12/1995]',-0.040,-0.035,81.902,49.200,80.350,-0.324,-0.113
'[09:06:46.478 05/12/1995]',-0.040,-0.029,81.902,49.200,80.350,-0.324,-0.113
'[09:06:46.480 05/12/1995]',-0.040,-0.029,87.002,52.075,80.500,-0.314,-0.126
'[09:06:46.482 05/12/1995]',-0.030,-0.035,87.002,52.075,80.500,-0.314,-0.126
'[09:06:46.484 05/12/1995]',-0.030,-0.047,87.002,52.075,80.500,-0.314,-0.126
'[09:06:46.486 05/12/1995]',-0.020,-0.053,87.002,52.075,80.500,-0.314,-0.126
'[09:06:46.488 05/12/1995]',-0.009,-0.053,91.727,55.950,80.600,-0.301,-0.138
'[09:06:46.490 05/12/1995]',-0.020,-0.047,91.727,55.950,80.600,-0.301,-0.138
'[09:06:46.492 05/12/1995]',-0.030,-0.047,91.727,55.950,80.600,-0.301,-0.138
'[09:06:46.494 05/12/1995]',-0.040,-0.035,91.727,55.950,80.600,-0.301,-0.138
'[09:06:46.496 05/12/1995]',-0.040,-0.047,95.852,59.625,80.700,-0.286,-0.150
'[09:06:46.498 05/12/1995]',-0.040,-0.035,95.852,59.625,80.700,-0.286,-0.150
'[09:06:46.500 05/12/1995]',-0.030,-0.047,95.852,59.625,80.700,-0.286,-0.150
'[09:06:46.502 05/12/1995]',0.001,-0.053,95.852,59.625,80.700,-0.286,-0.150
'[09:06:46.504 05/12/1995]',0.001,-0.064,99.152,62.325,80.850,-0.267,-0.161
'[09:06:46.506 05/12/1995]',0.011,-0.064,99.152,62.325,80.850,-0.267,-0.161
'[09:06:46.508 05/12/1995]',0.001,-0.064,99.152,62.325,80.850,-0.267,-0.161
'[09:06:46.510 05/12/1995]',-0.009,-0.053,99.152,62.325,80.850,-0.267,-0.161
'[09:06:46.512 05/12/1995]',-0.030,-0.035,101.703,63.550,80.950,-0.239,-0.171
'[09:06:46.514 05/12/1995]',-0.040,-0.047,101.703,63.550,80.950,-0.239,-0.171
'[09:06:46.516 05/12/1995]',-0.030,-0.047,101.703,63.550,80.950,-0.239,-0.171
'[09:06:46.518 05/12/1995]',0.001,-0.053,101.703,63.550,80.950,-0.239,-0.171
'[09:06:46.520 05/12/1995]',0.001,-0.053,103.428,63.375,81.050,-0.207,-0.180
'[09:06:46.522 05/12/1995]',0.001,-0.053,103.428,63.375,81.050,-0.207,-0.180
'[09:06:46.524 05/12/1995]',0.001,-0.053,103.428,63.375,81.050,-0.207,-0.180
'[09:06:46.526 05/12/1995]',-0.009,-0.047,103.428,63.375,81.050,-0.207,-0.180
'[09:06:46.528 05/12/1995]',-0.020,-0.035,104.553,62.050,81.300,-0.174,-0.189
'[09:06:46.530 05/12/1995]',-0.030,-0.023,104.553,62.050,81.300,-0.174,-0.189
'[09:06:46.532 05/12/1995]',-0.020,-0.029,104.553,62.050,81.300,-0.174,-0.189
'[09:06:46.534 05/12/1995]',-0.009,-0.035,104.553,62.050,81.300,-0.174,-0.189
'[09:06:46.536 05/12/1995]',0.001,-0.035,105.153,60.100,81.600,-0.136,-0.197
'[09:06:46.538 05/12/1995]',0.001,-0.035,105.153,60.100,81.600,-0.136,-0.197
'[09:06:46.540 05/12/1995]',0.001,-0.035,105.153,60.100,81.600,-0.136,-0.197
'[09:06:46.542 05/12/1995]',0.001,-0.029,105.153,60.100,81.600,-0.136,-0.197
'[09:06:46.544 05/12/1995]',-0.020,-0.023,105.228,58.400,81.850,-0.091,-0.204
'[09:06:46.546 05/12/1995]',-0.009,-0.029,105.228,58.400,81.850,-0.091,-0.204
'[09:06:46.548 05/12/1995]',-0.020,-0.023,105.228,58.400,81.850,-0.091,-0.204
'[09:06:46.550 05/12/1995]',-0.009,-0.023,105.228,58.400,81.850,-0.091,-0.204
'[09:06:46.552 05/12/1995]',0.001,-0.035,105.003,57.525,81.950,-0.044,-0.211
'[09:06:46.554 05/12/1995]',0.001,-0.035,105.003,57.525,81.950,-0.044,-0.211
'[09:06:46.556 05/12/1995]',0.001,-0.029,105.003,57.525,81.950,-0.044,-0.211
'[09:06:46.558 05/12/1995]',0.001,-0.029,105.003,57.525,81.950,-0.044,-0.211
'[09:06:46.560 05/12/1995]',0.001,-0.023,104.403,57.400,81.950,0.004,-0.218
'[09:06:46.562 05/12/1995]',-0.009,-0.011,104.403,57.400,81.950,0.004,-0.218
'[09:06:46.564 05/12/1995]',-0.020,-0.023,104.403,57.400,81.950,0.004,-0.218
'[09:06:46.566 05/12/1995]',-0.009,-0.023,104.403,57.400,81.950,0.004,-0.218
'[09:06:46.568 05/12/1995]',-0.009,-0.023,103.653,57.575,82.000,0.055,-0.225
'[09:06:46.570 05/12/1995]',0.001,-0.023,103.653,57.575,82.000,0.055,-0.225
'[09:06:46.572 05/12/1995]',0.001,-0.023,103.653,57.575,82.000,0.055,-0.225
'[09:06:46.574 05/12/1995]',0.001,-0.011,103.653,57.575,82.000,0.055,-0.225
'[09:06:46.576 05/12/1995]',-0.009,-0.005,102.603,57.175,82.050,0.108,-0.231
'[09:06:46.578 05/12/1995]',-0.009,-0.005,102.603,57.175,82.050,0.108,-0.231
'[09:06:46.580 05/12/1995]',-0.020,-0.005,102.603,57.175,82.050,0.108,-0.231
'[09:06:46.582 05/12/1995]',0.001,-0.011,102.603,57.175,82.050,0.108,-0.231
'[09:06:46.584 05/12/1995]',0.001,-0.011,101.403,56.050,82.200,0.165,-0.237
'[09:06:46.586 05/12/1995]',0.011,-0.023,101.403,56.050,82.200,0.165,-0.237
'[09:06:46.588 05/12/1995]',0.021,-0.023,101.403,56.050,82.200,0.165,-0.237
'[09:06:46.590 05/12/1995]',0.011,-0.023,101.403,56.050,82.200,0.165,-0.237
'[09:06:46.592 05/12/1995]',0.001,-0.011,99.977,54.250,82.350,0.218,-0.244
'[09:06:46.594 05/12/1995]',-0.020,-0.011,99.977,54.250,82.350,0.218,-0.244
'[09:06:46.596 05/12/1995]',-0.030,0.001,99.977,54.250,82.350,0.218,-0.244
'[09:06:46.598 05/12/1995]',-0.009,-0.005,99.977,54.250,82.350,0.218,-0.244
'[09:06:46.600 05/12/1995]',0.001,-0.005,98.402,52.200,82.550,0.271,-0.252
'[09:06:46.602 05/12/1995]',0.001,-0.011,98.402,52.200,82.550,0.271,-0.252
'[09:06:46.604 05/12/1995]',0.001,-0.005,98.402,52.200,82.550,0.271,-0.252
'[09:06:46.606 05/12/1995]',0.001,-0.011,98.402,52.200,82.550,0.271,-0.252
'[09:06:46.608 05/12/1995]',0.001,-0.005,96.602,50.325,82.700,0.320,-0.260
'[09:06:46.610 05/12/1995]',-0.020,-0.005,96.602,50.325,82.700,0.320,-0.260
'[09:06:46.612 05/12/1995]',-0.020,-0.005,96.602,50.325,82.700,0.320,-0.260
'[09:06:46.614 05/12/1995]',-0.020,-0.005,96.602,50.325,82.700,0.320,-0.260
'[09:06:46.616 05/12/1995]',0.001,-0.005,94.502,49.100,82.850,0.368,-0.269
'[09:06:46.618 05/12/1995]',0.001,-0.011,94.502,49.100,82.850,0.368,-0.269
'[09:06:46.620 05/12/1995]',0.011,-0.011,94.502,49.100,82.850,0.368,-0.269
'[09:06:46.622 05/12/1995]',0.011,-0.011,94.502,49.100,82.850,0.368,-0.269
'[09:06:46.624 05/12/1995]',0.001,-0.011,92.252,48.375,83.000,0.415,-0.278
'[09:06:46.626 05/12/1995]',0.001,-0.005,92.252,48.375,83.000,0.415,-0.278
'[09:06:46.628 05/12/1995]',-0.020,0.001,92.252,48.375,83.000,0.415,-0.278
'[09:06:46.630 05/12/1995]',-0.030,0.001,92.252,48.375,83.000,0.415,-0.278
'[09:06:46.632 05/12/1995]',-0.030,0.001,89.702,47.850,83.100,0.457,-0.286
'[09:06:46.634 05/12/1995]',-0.009,-0.005,89.702,47.850,83.100,0.457,-0.286
'[09:06:46.636 05/12/1995]',0.001,-0.005,89.702,47.850,83.100,0.457,-0.286
'[09:06:46.638 05/12/1995]',0.001,-0.005,89.702,47.850,83.100,0.457,-0.286
'[09:06:46.640 05/12/1995]',0.001,-0.011,87.002,47.100,83.250,0.497,-0.295
'[09:06:46.642 05/12/1995]',0.001,-0.005,87.002,47.100,83.250,0.497,-0.295
'[09:06:46.644 05/12/1995]',-0.020,-0.005,87.002,47.100,83.250,0.497,-0.295
'[09:06:46.646 05/12/1995]',-0.040,0.001,87.002,47.100,83.250,0.497,-0.295
'[09:06:46.648 05/12/1995]',-0.040,0.001,84.152,46.225,83.300,0.533,-0.304
'[09:06:46.650 05/12/1995]',-0.020,-0.005,84.152,46.225,83.300,0.533,-0.304
'[09:06:46.652 05/12/1995]',0.001,-0.011,84.152,46.225,83.300,0.533,-0.304
'[09:06:46.654 05/12/1995]',0.001,-0.005,84.152,46.225,83.300,0.533,-0.304
'[09:06:46.656 05/12/1995]',0.001,-0.005,81.152,45.800,83.400,0.563,-0.314
'[09:06:46.658 05/12/1995]',0.001,-0.005,81.152,45.800,83.400,0.563,-0.314
'[09:06:46.660 05/12/1995]',-0.009,0.001,81.152,45.800,83.400,0.563,-0.314
'[09:06:46.662 05/12/1995]',-0.030,0.001,81.152,45.800,83.400,0.563,-0.314
'[09:06:46.664 05/12/1995]',-0.040,0.001,78.152,46.325,83.550,0.595,-0.323
'[09:06:46.666 05/12/1995]',-0.030,0.001,78.152,46.325,83.550,0.595,-0.323
'[09:06:46.668 05/12/1995]',-0.009,0.001,78.152,46.325,83.550,0.595,-0.323
'[09:06:46.670 05/12/1995]',0.001,-0.011,78.152,46.325,83.550,0.595,-0.323
'[09:06:46.672 05/12/1995]',0.001,-0.011,75.077,47.925,83.650,0.620,-0.332
'[09:06:46.674 05/12/1995]',0.001,-0.011,75.077,47.925,83.650,0.620,-0.332
'[09:06:46.676 05/12/1995]',-0.009,-0.005,75.077,47.925,83.650,0.620,-0.332
'[09:06:46.678 05/12/1995]',-0.030,0.001,75.077,47.925,83.650,0.620,-0.332
'[09:06:46.680 05/12/1995]',-0.040,0.001,72.077,50.500,83.700,0.639,-0.342
'[09:06:46.682 05/12/1995]',-0.030,0.001,72.077,50.500,83.700,0.639,-0.342
'[09:06:46.684 05/12/1995]',-0.020,-0.005,72.077,50.500,83.700,0.639,-0.342
'[09:06:46.686 05/12/1995]',0.001,-0.005,72.077,50.500,83.700,0.639,-0.342
'[09:06:46.688 05/12/1995]',0.001,-0.005,69.302,53.825,83.750,0.656,-0.351
'[09:06:46.690 05/12/1995]',0.001,0.001,69.302,53.825,83.750,0.656,-0.351
'[09:06:46.692 05/12/1995]',-0.009,0.001,69.302,53.825,83.750,0.656,-0.351
'[09:06:46.694 05/12/1995]',-0.020,-0.005,69.302,53.825,83.750,0.656,-0.351
'[09:06:46.696 05/12/1995]',-0.030,0.001,66.752,57.650,83.750,0.667,-0.359
'[09:06:46.698 05/12/1995]',-0.020,0.001,66.752,57.650,83.750,0.667,-0.359
'[09:06:46.700 05/12/1995]',0.001,-0.011,66.752,57.650,83.750,0.667,-0.359
'[09:06:46.702 05/12/1995]',0.001,-0.011,66.752,57.650,83.750,0.667,-0.359
'[09:06:46.704 05/12/1995]',0.011,-0.023,64.502,61.225,83.750,0.675,-0.367
'[09:06:46.706 05/12/1995]',0.021,-0.023,64.502,61.225,83.750,0.675,-0.367
'[09:06:46.708 05/12/1995]',0.001,-0.011,64.502,61.225,83.750,0.675,-0.367
'[09:06:46.710 05/12/1995]',0.001,-0.005,64.502,61.225,83.750,0.675,-0.367
'[09:06:46.712 05/12/1995]',-0.030,0.001,62.627,63.325,83.750,0.679,-0.375
'[09:06:46.714 05/12/1995]',-0.030,0.001,62.627,63.325,83.750,0.679,-0.375
'[09:06:46.716 05/12/1995]',-0.020,0.001,62.627,63.325,83.750,0.679,-0.375
'[09:06:46.718 05/12/1995]',0.001,-0.005,62.627,63.325,83.750,0.679,-0.375
'[09:06:46.720 05/12/1995]',0.001,-0.005,60.902,62.850,83.750,0.677,-0.383
'[09:06:46.722 05/12/1995]',0.001,-0.005,60.902,62.850,83.750,0.677,-0.383
'[09:06:46.724 05/12/1995]',0.001,-0.011,60.902,62.850,83.750,0.677,-0.383
'[09:06:46.726 05/12/1995]',-0.009,-0.005,60.902,62.850,83.750,0.677,-0.383
'[09:06:46.728 05/12/1995]',-0.009,-0.005,59.326,59.575,83.750,0.671,-0.390
'[09:06:46.730 05/12/1995]',-0.009,0.001,59.326,59.575,83.750,0.671,-0.390
'[09:06:46.732 05/12/1995]',0.001,0.001,59.326,59.575,83.750,0.671,-0.390
'[09:06:46.734 05/12/1995]',0.001,0.001,59.326,59.575,83.750,0.671,-0.390
'[09:06:46.736 05/12/1995]',0.001,-0.005,57.976,53.950,83.700,0.660,-0.397
'[09:06:46.738 05/12/1995]',0.011,-0.005,57.976,53.950,83.700,0.660,-0.397
'[09:06:46.740 05/12/1995]',0.001,-0.005,57.976,53.950,83.700,0.660,-0.397
'[09:06:46.742 05/12/1995]',0.001,0.001,57.976,53.950,83.700,0.660,-0.397
'[09:06:46.744 05/12/1995]',-0.020,0.006,56.701,47.275,83.550,0.647,-0.404
'[09:06:46.746 05/12/1995]',-0.030,0.001,56.701,47.275,83.550,0.647,-0.404
'[09:06:46.748 05/12/1995]',-0.020,0.006,56.701,47.275,83.550,0.647,-0.404
'[09:06:46.750 05/12/1995]',-0.009,0.001,56.701,47.275,83.550,0.647,-0.404
'[09:06:46.752 05/12/1995]',0.001,0.001,55.576,40.875,83.250,0.635,-0.410
'[09:06:46.754 05/12/1995]',0.001,-0.005,55.576,40.875,83.250,0.635,-0.410
'[09:06:46.756 05/12/1995]',0.001,-0.005,55.576,40.875,83.250,0.635,-0.410
'[09:06:46.758 05/12/1995]',-0.020,0.001,55.576,40.875,83.250,0.635,-0.410
'[09:06:46.760 05/12/1995]',-0.020,0.006,54.601,36.150,82.900,0.616,-0.417
'[09:06:46.762 05/12/1995]',-0.020,0.006,54.601,36.150,82.900,0.616,-0.417
'[09:06:46.764 05/12/1995]',-0.009,0.006,54.601,36.150,82.900,0.616,-0.417
'[09:06:46.766 05/12/1995]',0.001,0.001,54.601,36.150,82.900,0.616,-0.417
'[09:06:46.768 05/12/1995]',0.001,0.001,53.776,33.850,82.550,0.593,-0.423
'[09:06:46.770 05/12/1995]',0.001,0.001,53.776,33.850,82.550,0.593,-0.423
'[09:06:46.772 05/12/1995]',0.001,0.001,53.776,33.850,82.550,0.593,-0.423
'[09:06:46.774 05/12/1995]',0.001,0.001,53.776,33.850,82.550,0.593,-0.423
'[09:06:46.776 05/12/1995]',0.001,0.001,53.101,34.025,82.300,0.570,-0.429
'[09:06:46.778 05/12/1995]',-0.020,0.001,53.101,34.025,82.300,0.570,-0.429
'[09:06:46.780 05/12/1995]',-0.009,0.001,53.101,34.025,82.300,0.570,-0.429
'[09:06:46.782 05/12/1995]',0.001,0.006,53.101,34.025,82.300,0.570,-0.429
'[09:06:46.784 05/12/1995]',0.001,-0.005,52.501,36.075,82.100,0.548,-0.435
'[09:06:46.786 05/12/1995]',0.011,-0.005,52.501,36.075,82.100,0.548,-0.435
'[09:06:46.788 05/12/1995]',0.031,-0.011,52.501,36.075,82.100,0.548,-0.435
'[09:06:46.790 05/12/1995]',0.031,-0.011,52.501,36.075,82.100,0.548,-0.435
'[09:06:46.792 05/12/1995]',0.011,-0.005,51.901,38.950,81.950,0.520,-0.441
'[09:06:46.794 05/12/1995]',0.001,0.001,51.901,38.950,81.950,0.520,-0.441
'[09:06:46.796 05/12/1995]',0.001,0.001,51.901,38.950,81.950,0.520,-0.441
'[09:06:46.798 05/12/1995]',0.001,-0.005,51.901,38.950,81.950,0.520,-0.441
'[09:06:46.800 05/12/1995]',0.011,-0.005,51.376,41.650,81.700,0.497,-0.447
'[09:06:46.802 05/12/1995]',0.031,-0.011,51.376,41.650,81.700,0.497,-0.447
'[09:06:46.804 05/12/1995]',0.031,-0.011,51.376,41.650,81.700,0.497,-0.447
'[09:06:46.806 05/12/1995]',0.031,-0.023,51.376,41.650,81.700,0.497,-0.447
'[09:06:46.808 05/12/1995]',0.042,-0.005,50.851,43.400,81.400,0.470,-0.452
'[09:06:46.810 05/12/1995]',0.011,-0.005,50.851,43.400,81.400,0.470,-0.452
'[09:06:46.812 05/12/1995]',0.001,0.001,50.851,43.400,81.400,0.470,-0.452
'[09:06:46.814 05/12/1995]',0.001,0.001,50.851,43.400,81.400,0.470,-0.452
'[09:06:46.816 05/12/1995]',0.001,0.001,50.401,43.750,80.900,0.447,-0.457
'[09:06:46.818 05/12/1995]',0.021,-0.005,50.401,43.750,80.900,0.447,-0.457
'[09:06:46.820 05/12/1995]',0.031,-0.005,50.401,43.750,80.900,0.447,-0.457
'[09:06:46.822 05/12/1995]',0.031,-0.005,50.401,43.750,80.900,0.447,-0.457
'[09:06:46.824 05/12/1995]',0.021,0.001,50.026,42.875,79.900,0.419,-0.463
'[09:06:46.826 05/12/1995]',0.001,0.001,50.026,42.875,79.900,0.419,-0.463
'[09:06:46.828 05/12/1995]',0.001,0.006,50.026,42.875,79.900,0.419,-0.463
'[09:06:46.830 05/12/1995]',0.001,0.001,50.026,42.875,79.900,0.419,-0.463
'[09:06:46.832 05/12/1995]',-0.009,0.006,49.651,41.250,78.350,0.394,-0.469
'[09:06:46.834 05/12/1995]',0.001,0.001,49.651,41.250,78.350,0.394,-0.469
'[09:06:46.836 05/12/1995]',0.021,-0.005,49.651,41.250,78.350,0.394,-0.469
'[09:06:46.838 05/12/1995]',0.011,-0.005,49.651,41.250,78.350,0.394,-0.469
'[09:06:46.840 05/12/1995]',0.011,0.001,49.276,39.250,76.400,0.368,-0.474
'[09:06:46.842 05/12/1995]',0.011,0.001,49.276,39.250,76.400,0.368,-0.474
'[09:06:46.844 05/12/1995]',0.001,0.001,49.276,39.250,76.400,0.368,-0.474
'[09:06:46.846 05/12/1995]',0.001,0.001,49.276,39.250,76.400,0.368,-0.474
'[09:06:46.848 05/12/1995]',0.001,0.001,49.051,37.300,74.150,0.339,-0.481
'[09:06:46.850 05/12/1995]',0.011,-0.005,49.051,37.300,74.150,0.339,-0.481
'[09:06:46.852 05/12/1995]',0.031,-0.005,49.051,37.300,74.150,0.339,-0.481
'[09:06:46.854 05/12/1995]',0.031,-0.005,49.051,37.300,74.150,0.339,-0.481
'[09:06:46.856 05/12/1995]',0.021,-0.005,48.751,35.850,72.100,0.311,-0.487
'[09:06:46.858 05/12/1995]',0.011,0.001,48.751,35.850,72.100,0.311,-0.487
'[09:06:46.860 05/12/1995]',0.001,0.001,48.751,35.850,72.100,0.311,-0.487
'[09:06:46.862 05/12/1995]',0.001,0.006,48.751,35.850,72.100,0.311,-0.487
'[09:06:46.864 05/12/1995]',0.001,0.001,48.526,35.025,70.500,0.281,-0.494
'[09:06:46.866 05/12/1995]',0.001,0.001,48.526,35.025,70.500,0.281,-0.494
'[09:06:46.868 05/12/1995]',0.001,-0.005,48.526,35.025,70.500,0.281,-0.494
'[09:06:46.870 05/12/1995]',0.021,-0.011,48.526,35.025,70.500,0.281,-0.494
'[09:06:46.872 05/12/1995]',0.042,-0.011,48.301,34.900,69.350,0.256,-0.501
'[09:06:46.874 05/12/1995]',0.031,-0.005,48.301,34.900,69.350,0.256,-0.501
'[09:06:46.876 05/12/1995]',0.001,0.001,48.301,34.900,69.350,0.256,-0.501
'[09:06:46.878 05/12/1995]',0.001,0.006,48.301,34.900,69.350,0.256,-0.501
'[09:06:46.880 05/12/1995]',0.001,0.001,48.076,35.325,68.600,0.225,-0.507
'[09:06:46.882 05/12/1995]',0.001,0.006,48.076,35.325,68.600,0.225,-0.507
'[09:06:46.884 05/12/1995]',0.011,0.001,48.076,35.325,68.600,0.225,-0.507
'[09:06:46.886 05/12/1995]',0.021,-0.005,48.076,35.325,68.600,0.225,-0.507
'[09:06:46.888 05/12/1995]',0.042,-0.011,47.926,35.800,68.050,0.199,-0.513
'[09:06:46.890 05/12/1995]',0.031,-0.011,47.926,35.800,68.050,0.199,-0.513
'[09:06:46.892 05/12/1995]',0.001,0.001,47.926,35.800,68.050,0.199,-0.513
'[09:06:46.894 05/12/1995]',0.001,0.006,47.926,35.800,68.050,0.199,-0.513
'[09:06:46.896 05/12/1995]',-0.009,0.006,47.626,36.200,67.550,0.172,-0.519
'[09:06:46.898 05/12/1995]',-0.009,0.001,47.626,36.200,67.550,0.172,-0.519
'[09:06:46.900 05/12/1995]',0.001,-0.005,47.626,36.200,67.550,0.172,-0.519
'[09:06:46.902 05/12/1995]',0.001,-0.011,47.626,36.200,67.550,0.172,-0.519
'[09:06:46.904 05/12/1995]',0.031,-0.011,47.401,36.250,67.000,0.148,-0.525
'[09:06:46.906 05/12/1995]',0.042,-0.023,47.401,36.250,67.000,0.148,-0.525
'[09:06:46.908 05/12/1995]',0.031,-0.011,47.401,36.250,67.000,0.148,-0.525
'[09:06:46.910 05/12/1995]',0.001,-0.005,47.401,36.250,67.000,0.148,-0.525
'[09:06:46.912 05/12/1995]',0.001,0.001,47.326,36.075,66.500,0.120,-0.530
'[09:06:46.914 05/12/1995]',0.001,0.001,47.326,36.075,66.500,0.120,-0.530
'[09:06:46.916 05/12/1995]',0.011,-0.005,47.326,36.075,66.500,0.120,-0.530
'[09:06:46.918 05/12/1995]',0.042,-0.005,47.326,36.075,66.500,0.120,-0.530
'[09:06:46.920 05/12/1995]',0.052,-0.011,47.101,35.675,65.900,0.100,-0.535
'[09:06:46.922 05/12/1995]',0.042,-0.011,47.101,35.675,65.900,0.100,-0.535
'[09:06:46.924 05/12/1995]',0.042,-0.011,47.101,35.675,65.900,0.100,-0.535
