'Time and date','III','II','V','ABP','PLETH','RESP'
'[14:50:11.994 01/03/1996]',-0.183,-0.218,0.770,70.301,-0.517,-0.622
'[14:50:11.996 01/03/1996]',-0.188,-0.218,0.770,70.301,-0.517,-0.622
'[14:50:11.998 01/03/1996]',-0.192,-0.237,0.807,70.301,-0.517,-0.622
'[14:50:12.000 01/03/1996]',-0.194,-0.237,0.843,70.827,-0.513,-0.622
'[14:50:12.002 01/03/1996]',-0.197,-0.237,0.843,70.827,-0.513,-0.622
'[14:50:12.004 01/03/1996]',-0.201,-0.237,0.880,70.827,-0.513,-0.622
'[14:50:12.006 01/03/1996]',-0.205,-0.237,0.880,70.827,-0.513,-0.622
'[14:50:12.008 01/03/1996]',-0.211,-0.237,0.880,72.331,-0.510,-0.623
'[14:50:12.010 01/03/1996]',-0.217,-0.237,0.917,72.331,-0.510,-0.623
'[14:50:12.012 01/03/1996]',-0.223,-0.237,0.953,72.331,-0.510,-0.623
'[14:50:12.014 01/03/1996]',-0.228,-0.255,0.990,72.331,-0.510,-0.623
'[14:50:12.016 01/03/1996]',-0.235,-0.273,1.027,75.489,-0.506,-0.624
'[14:50:12.018 01/03/1996]',-0.242,-0.273,1.027,75.489,-0.506,-0.624
'[14:50:12.020 01/03/1996]',-0.247,-0.273,1.062,75.489,-0.506,-0.624
'[14:50:12.022 01/03/1996]',-0.253,-0.273,1.098,75.489,-0.506,-0.624
'[14:50:12.024 01/03/1996]',-0.259,-0.273,1.098,80.301,-0.502,-0.625
'[14:50:12.026 01/03/1996]',-0.265,-0.273,1.135,80.301,-0.502,-0.625
'[14:50:12.028 01/03/1996]',-0.271,-0.291,1.135,80.301,-0.502,-0.625
'[14:50:12.030 01/03/1996]',-0.277,-0.309,1.172,80.301,-0.502,-0.625
'[14:50:12.032 01/03/1996]',-0.283,-0.328,1.208,86.391,-0.496,-0.625
'[14:50:12.034 01/03/1996]',-0.290,-0.346,1.208,86.391,-0.496,-0.625
'[14:50:12.036 01/03/1996]',-0.296,-0.328,1.208,86.391,-0.496,-0.625
'[14:50:12.038 01/03/1996]',-0.302,-0.328,1.245,86.391,-0.496,-0.625
'[14:50:12.040 01/03/1996]',-0.307,-0.328,1.245,93.308,-0.485,-0.626
'[14:50:12.042 01/03/1996]',-0.313,-0.328,1.282,93.308,-0.485,-0.626
'[14:50:12.044 01/03/1996]',-0.316,-0.346,1.282,93.308,-0.485,-0.626
'[14:50:12.046 01/03/1996]',-0.318,-0.346,1.282,93.308,-0.485,-0.626
'[14:50:12.048 01/03/1996]',-0.318,-0.364,1.318,100.602,-0.469,-0.628
'[14:50:12.050 01/03/1996]',-0.317,-0.364,1.282,100.602,-0.469,-0.628
'[14:50:12.052 01/03/1996]',-0.313,-0.364,1.282,100.602,-0.469,-0.628
'[14:50:12.054 01/03/1996]',-0.310,-0.346,1.282,100.602,-0.469,-0.628
'[14:50:12.056 01/03/1996]',-0.302,-0.346,1.282,108.120,-0.444,-0.629
'[14:50:12.058 01/03/1996]',-0.295,-0.328,1.245,108.120,-0.444,-0.629
'[14:50:12.060 01/03/1996]',-0.286,-0.328,1.208,108.120,-0.444,-0.629
'[14:50:12.062 01/03/1996]',-0.277,-0.328,1.208,108.120,-0.444,-0.629
'[14:50:12.064 01/03/1996]',-0.267,-0.328,1.172,115.639,-0.407,-0.629
'[14:50:12.066 01/03/1996]',-0.257,-0.309,1.135,115.639,-0.407,-0.629
'[14:50:12.068 01/03/1996]',-0.245,-0.273,1.098,115.639,-0.407,-0.629
'[14:50:12.070 01/03/1996]',-0.233,-0.255,1.062,115.639,-0.407,-0.629
'[14:50:12.072 01/03/1996]',-0.220,-0.237,1.027,122.932,-0.359,-0.630
'[14:50:12.074 01/03/1996]',-0.207,-0.218,0.953,122.932,-0.359,-0.630
'[14:50:12.076 01/03/1996]',-0.192,-0.218,0.917,122.932,-0.359,-0.630
'[14:50:12.078 01/03/1996]',-0.177,-0.200,0.880,122.932,-0.359,-0.630
'[14:50:12.080 01/03/1996]',-0.161,-0.200,0.807,129.774,-0.296,-0.630
'[14:50:12.082 01/03/1996]',-0.145,-0.182,0.770,129.774,-0.296,-0.630
'[14:50:12.084 01/03/1996]',-0.130,-0.163,0.733,129.774,-0.296,-0.630
'[14:50:12.086 01/03/1996]',-0.115,-0.127,0.660,129.774,-0.296,-0.630
'[14:50:12.088 01/03/1996]',-0.100,-0.108,0.623,136.090,-0.229,-0.630
'[14:50:12.090 01/03/1996]',-0.085,-0.090,0.550,136.090,-0.229,-0.630
'[14:50:12.092 01/03/1996]',-0.071,-0.072,0.515,136.090,-0.229,-0.630
'[14:50:12.094 01/03/1996]',-0.057,-0.053,0.478,136.090,-0.229,-0.630
'[14:50:12.096 01/03/1996]',-0.044,-0.053,0.442,141.955,-0.140,-0.629
'[14:50:12.098 01/03/1996]',-0.032,-0.053,0.368,141.955,-0.140,-0.629
'[14:50:12.100 01/03/1996]',-0.021,-0.035,0.332,141.955,-0.140,-0.629
'[14:50:12.102 01/03/1996]',-0.010,-0.017,0.295,141.955,-0.140,-0.629
'[14:50:12.104 01/03/1996]',-0.003,0.002,0.258,147.368,-0.040,-0.629
'[14:50:12.106 01/03/1996]',0.003,0.002,0.222,147.368,-0.040,-0.629
'[14:50:12.108 01/03/1996]',0.008,0.002,0.185,147.368,-0.040,-0.629
'[14:50:12.110 01/03/1996]',0.013,0.019,0.185,147.368,-0.040,-0.629
'[14:50:12.112 01/03/1996]',0.016,0.002,0.148,151.955,0.062,-0.628
'[14:50:12.114 01/03/1996]',0.018,0.002,0.112,151.955,0.062,-0.628
'[14:50:12.116 01/03/1996]',0.019,0.002,0.112,151.955,0.062,-0.628
'[14:50:12.118 01/03/1996]',0.020,0.002,0.112,151.955,0.062,-0.628
'[14:50:12.120 01/03/1996]',0.022,0.002,0.075,155.865,0.165,-0.627
'[14:50:12.122 01/03/1996]',0.023,0.019,0.075,155.865,0.165,-0.627
'[14:50:12.124 01/03/1996]',0.024,0.019,0.038,155.865,0.165,-0.627
'[14:50:12.126 01/03/1996]',0.025,0.019,0.038,155.865,0.165,-0.627
'[14:50:12.128 01/03/1996]',0.024,0.002,0.038,159.023,0.262,-0.626
'[14:50:12.130 01/03/1996]',0.023,0.002,0.003,159.023,0.262,-0.626
'[14:50:12.132 01/03/1996]',0.023,0.002,0.003,159.023,0.262,-0.626
'[14:50:12.134 01/03/1996]',0.023,0.002,0.003,159.023,0.262,-0.626
'[14:50:12.136 01/03/1996]',0.023,0.002,0.003,161.429,0.352,-0.625
'[14:50:12.138 01/03/1996]',0.023,0.002,0.003,161.429,0.352,-0.625
'[14:50:12.140 01/03/1996]',0.023,0.019,0.003,161.429,0.352,-0.625
'[14:50:12.142 01/03/1996]',0.023,0.019,0.003,161.429,0.352,-0.625
'[14:50:12.144 01/03/1996]',0.023,0.002,0.003,163.158,0.430,-0.625
'[14:50:12.146 01/03/1996]',0.023,0.002,0.003,163.158,0.430,-0.625
'[14:50:12.148 01/03/1996]',0.023,0.002,0.003,163.158,0.430,-0.625
'[14:50:12.150 01/03/1996]',0.023,0.002,0.003,163.158,0.430,-0.625
'[14:50:12.152 01/03/1996]',0.023,0.002,0.003,164.060,0.496,-0.624
'[14:50:12.154 01/03/1996]',0.023,0.002,0.003,164.060,0.496,-0.624
'[14:50:12.156 01/03/1996]',0.023,0.002,0.003,164.060,0.496,-0.624
'[14:50:12.158 01/03/1996]',0.023,0.002,0.003,164.060,0.496,-0.624
'[14:50:12.160 01/03/1996]',0.023,0.002,0.003,164.135,0.549,-0.623
'[14:50:12.162 01/03/1996]',0.023,0.002,0.003,164.135,0.549,-0.623
'[14:50:12.164 01/03/1996]',0.023,-0.017,0.003,164.135,0.549,-0.623
'[14:50:12.166 01/03/1996]',0.023,-0.017,0.003,164.135,0.549,-0.623
'[14:50:12.168 01/03/1996]',0.023,0.002,0.003,163.233,0.590,-0.623
'[14:50:12.170 01/03/1996]',0.023,0.002,0.003,163.233,0.590,-0.623
'[14:50:12.172 01/03/1996]',0.023,0.002,0.003,163.233,0.590,-0.623
'[14:50:12.174 01/03/1996]',0.023,0.002,0.003,163.233,0.590,-0.623
'[14:50:12.176 01/03/1996]',0.023,0.002,0.003,161.579,0.619,-0.623
'[14:50:12.178 01/03/1996]',0.023,0.002,0.003,161.579,0.619,-0.623
'[14:50:12.180 01/03/1996]',0.023,-0.017,0.003,161.579,0.619,-0.623
'[14:50:12.182 01/03/1996]',0.023,-0.017,0.003,161.579,0.619,-0.623
'[14:50:12.184 01/03/1996]',0.022,-0.017,0.003,159.098,0.636,-0.623
'[14:50:12.186 01/03/1996]',0.022,-0.017,0.003,159.098,0.636,-0.623
'[14:50:12.188 01/03/1996]',0.020,0.002,0.003,159.098,0.636,-0.623
'[14:50:12.190 01/03/1996]',0.018,0.002,0.003,159.098,0.636,-0.623
'[14:50:12.192 01/03/1996]',0.018,0.002,0.003,155.940,0.645,-0.623
'[14:50:12.194 01/03/1996]',0.017,0.002,0.003,155.940,0.645,-0.623
'[14:50:12.196 01/03/1996]',0.018,-0.017,0.003,155.940,0.645,-0.623
'[14:50:12.198 01/03/1996]',0.018,-0.017,0.003,155.940,0.645,-0.623
'[14:50:12.200 01/03/1996]',0.018,-0.035,0.003,152.105,0.646,-0.622
'[14:50:12.202 01/03/1996]',0.018,-0.017,0.003,152.105,0.646,-0.622
'[14:50:12.204 01/03/1996]',0.018,-0.017,0.003,152.105,0.646,-0.622
'[14:50:12.206 01/03/1996]',0.018,0.002,0.003,152.105,0.646,-0.622
'[14:50:12.208 01/03/1996]',0.018,0.002,0.003,147.820,0.640,-0.622
'[14:50:12.210 01/03/1996]',0.018,-0.017,0.003,147.820,0.640,-0.622
'[14:50:12.212 01/03/1996]',0.018,-0.017,0.003,147.820,0.640,-0.622
'[14:50:12.214 01/03/1996]',0.018,-0.017,0.003,147.820,0.640,-0.622
'[14:50:12.216 01/03/1996]',0.018,-0.017,0.003,143.083,0.627,-0.621
'[14:50:12.218 01/03/1996]',0.018,-0.017,0.003,143.083,0.627,-0.621
'[14:50:12.220 01/03/1996]',0.018,-0.017,0.003,143.083,0.627,-0.621
'[14:50:12.222 01/03/1996]',0.017,0.002,0.003,143.083,0.627,-0.621
'[14:50:12.224 01/03/1996]',0.015,0.002,0.003,138.195,0.607,-0.621
'[14:50:12.226 01/03/1996]',0.013,-0.017,0.003,138.195,0.607,-0.621
'[14:50:12.228 01/03/1996]',0.012,-0.017,0.003,138.195,0.607,-0.621
'[14:50:12.230 01/03/1996]',0.010,-0.035,0.003,138.195,0.607,-0.621
'[14:50:12.232 01/03/1996]',0.012,-0.035,0.003,133.083,0.581,-0.621
'[14:50:12.234 01/03/1996]',0.013,-0.035,0.003,133.083,0.581,-0.621
'[14:50:12.236 01/03/1996]',0.015,-0.017,0.003,133.083,0.581,-0.621
'[14:50:12.238 01/03/1996]',0.017,-0.017,0.003,133.083,0.581,-0.621
'[14:50:12.240 01/03/1996]',0.018,0.002,0.003,128.045,0.548,-0.622
'[14:50:12.242 01/03/1996]',0.018,0.002,0.003,128.045,0.548,-0.622
'[14:50:12.244 01/03/1996]',0.018,-0.017,0.003,128.045,0.548,-0.622
'[14:50:12.246 01/03/1996]',0.018,-0.017,0.038,128.045,0.548,-0.622
'[14:50:12.248 01/03/1996]',0.018,-0.017,0.003,123.383,0.514,-0.622
'[14:50:12.250 01/03/1996]',0.018,-0.017,0.003,123.383,0.514,-0.622
'[14:50:12.252 01/03/1996]',0.018,-0.017,0.003,123.383,0.514,-0.622
'[14:50:12.254 01/03/1996]',0.018,0.002,0.003,123.383,0.514,-0.622
'[14:50:12.256 01/03/1996]',0.018,0.002,0.003,119.098,0.474,-0.623
'[14:50:12.258 01/03/1996]',0.018,0.002,0.003,119.098,0.474,-0.623
'[14:50:12.260 01/03/1996]',0.018,0.002,0.003,119.098,0.474,-0.623
'[14:50:12.262 01/03/1996]',0.018,0.002,0.003,119.098,0.474,-0.623
'[14:50:12.264 01/03/1996]',0.018,-0.017,0.003,115.263,0.429,-0.623
'[14:50:12.266 01/03/1996]',0.018,-0.017,0.038,115.263,0.429,-0.623
'[14:50:12.268 01/03/1996]',0.019,-0.017,0.003,115.263,0.429,-0.623
'[14:50:12.270 01/03/1996]',0.020,-0.017,0.003,115.263,0.429,-0.623
'[14:50:12.272 01/03/1996]',0.022,0.002,0.003,112.030,0.384,-0.624
'[14:50:12.274 01/03/1996]',0.023,0.002,0.003,112.030,0.384,-0.624
'[14:50:12.276 01/03/1996]',0.024,0.002,0.003,112.030,0.384,-0.624
'[14:50:12.278 01/03/1996]',0.025,0.002,0.003,112.030,0.384,-0.624
'[14:50:12.280 01/03/1996]',0.024,-0.017,0.003,109.323,0.333,-0.624
'[14:50:12.282 01/03/1996]',0.023,-0.017,0.003,109.323,0.333,-0.624
'[14:50:12.284 01/03/1996]',0.022,-0.017,0.003,109.323,0.333,-0.624
'[14:50:12.286 01/03/1996]',0.022,0.002,0.003,109.323,0.333,-0.624
'[14:50:12.288 01/03/1996]',0.021,0.002,0.003,107.068,0.282,-0.624
'[14:50:12.290 01/03/1996]',0.020,0.002,0.003,107.068,0.282,-0.624
'[14:50:12.292 01/03/1996]',0.020,0.002,0.003,107.068,0.282,-0.624
'[14:50:12.294 01/03/1996]',0.020,0.002,0.003,107.068,0.282,-0.624
'[14:50:12.296 01/03/1996]',0.021,0.002,0.003,105.113,0.230,-0.624
'[14:50:12.298 01/03/1996]',0.022,0.002,0.003,105.113,0.230,-0.624
'[14:50:12.300 01/03/1996]',0.022,0.002,0.003,105.113,0.230,-0.624
'[14:50:12.302 01/03/1996]',0.023,0.002,0.003,105.113,0.230,-0.624
'[14:50:12.304 01/03/1996]',0.023,0.002,0.003,103.459,0.178,-0.623
'[14:50:12.306 01/03/1996]',0.023,0.019,0.003,103.459,0.178,-0.623
'[14:50:12.308 01/03/1996]',0.023,0.002,0.003,103.459,0.178,-0.623
'[14:50:12.310 01/03/1996]',0.023,0.002,0.003,103.459,0.178,-0.623
'[14:50:12.312 01/03/1996]',0.023,0.002,0.003,102.030,0.127,-0.623
'[14:50:12.314 01/03/1996]',0.023,0.002,0.003,102.030,0.127,-0.623
'[14:50:12.316 01/03/1996]',0.023,-0.017,0.003,102.030,0.127,-0.623
'[14:50:12.318 01/03/1996]',0.023,-0.017,0.003,102.030,0.127,-0.623
'[14:50:12.320 01/03/1996]',0.023,0.002,0.003,100.752,0.076,-0.622
'[14:50:12.322 01/03/1996]',0.023,0.002,0.003,100.752,0.076,-0.622
'[14:50:12.324 01/03/1996]',0.023,0.019,0.003,100.752,0.076,-0.622
'[14:50:12.326 01/03/1996]',0.023,0.002,0.003,100.752,0.076,-0.622
'[14:50:12.328 01/03/1996]',0.023,0.002,0.003,99.549,0.030,-0.620
'[14:50:12.330 01/03/1996]',0.023,0.002,0.003,99.549,0.030,-0.620
'[14:50:12.332 01/03/1996]',0.023,0.002,0.003,99.549,0.030,-0.620
'[14:50:12.334 01/03/1996]',0.023,0.002,0.003,99.549,0.030,-0.620
'[14:50:12.336 01/03/1996]',0.023,0.002,0.003,98.496,-0.015,-0.619
'[14:50:12.338 01/03/1996]',0.023,0.002,0.003,98.496,-0.015,-0.619
'[14:50:12.340 01/03/1996]',0.023,0.002,0.003,98.496,-0.015,-0.619
'[14:50:12.342 01/03/1996]',0.023,0.002,0.003,98.496,-0.015,-0.619
'[14:50:12.344 01/03/1996]',0.024,0.002,0.003,97.444,-0.055,-0.617
'[14:50:12.346 01/03/1996]',0.025,0.002,0.003,97.444,-0.055,-0.617
'[14:50:12.348 01/03/1996]',0.027,0.002,0.003,97.444,-0.055,-0.617
'[14:50:12.350 01/03/1996]',0.028,0.002,0.003,97.444,-0.055,-0.617
'[14:50:12.352 01/03/1996]',0.030,0.002,0.003,96.466,-0.092,-0.615
'[14:50:12.354 01/03/1996]',0.032,0.002,0.003,96.466,-0.092,-0.615
'[14:50:12.356 01/03/1996]',0.032,0.019,0.003,96.466,-0.092,-0.615
'[14:50:12.358 01/03/1996]',0.032,0.019,0.003,96.466,-0.092,-0.615
'[14:50:12.360 01/03/1996]',0.034,0.037,0.003,95.489,-0.124,-0.613
'[14:50:12.362 01/03/1996]',0.037,0.019,0.003,95.489,-0.124,-0.613
'[14:50:12.364 01/03/1996]',0.040,0.019,0.003,95.489,-0.124,-0.613
'[14:50:12.366 01/03/1996]',0.043,0.019,0.003,95.489,-0.124,-0.613
'[14:50:12.368 01/03/1996]',0.047,0.037,0.003,94.737,-0.152,-0.612
'[14:50:12.370 01/03/1996]',0.050,0.056,0.003,94.737,-0.152,-0.612
'[14:50:12.372 01/03/1996]',0.052,0.074,0.003,94.737,-0.152,-0.612
'[14:50:12.374 01/03/1996]',0.055,0.074,0.003,94.737,-0.152,-0.612
'[14:50:12.376 01/03/1996]',0.058,0.074,0.003,93.910,-0.179,-0.610
'[14:50:12.378 01/03/1996]',0.060,0.056,0.003,93.910,-0.179,-0.610
'[14:50:12.380 01/03/1996]',0.061,0.056,0.003,93.910,-0.179,-0.610
'[14:50:12.382 01/03/1996]',0.062,0.056,0.003,93.910,-0.179,-0.610
'[14:50:12.384 01/03/1996]',0.064,0.056,0.003,93.083,-0.202,-0.609
'[14:50:12.386 01/03/1996]',0.067,0.074,0.003,93.083,-0.202,-0.609
'[14:50:12.388 01/03/1996]',0.067,0.092,-0.033,93.083,-0.202,-0.609
'[14:50:12.390 01/03/1996]',0.067,0.074,-0.033,93.083,-0.202,-0.609
'[14:50:12.392 01/03/1996]',0.066,0.074,-0.033,92.256,-0.224,-0.607
'[14:50:12.394 01/03/1996]',0.065,0.074,-0.033,92.256,-0.224,-0.607
'[14:50:12.396 01/03/1996]',0.062,0.074,-0.033,92.256,-0.224,-0.607
'[14:50:12.398 01/03/1996]',0.058,0.056,-0.033,92.256,-0.224,-0.607
'[14:50:12.400 01/03/1996]',0.052,0.056,-0.033,91.353,-0.243,-0.606
'[14:50:12.402 01/03/1996]',0.047,0.056,-0.033,91.353,-0.243,-0.606
'[14:50:12.404 01/03/1996]',0.041,0.056,-0.033,91.353,-0.243,-0.606
'[14:50:12.406 01/03/1996]',0.035,0.056,-0.033,91.353,-0.243,-0.606
'[14:50:12.408 01/03/1996]',0.032,0.056,-0.033,90.451,-0.261,-0.604
'[14:50:12.410 01/03/1996]',0.028,0.037,-0.033,90.451,-0.261,-0.604
'[14:50:12.412 01/03/1996]',0.025,0.019,-0.033,90.451,-0.261,-0.604
'[14:50:12.414 01/03/1996]',0.022,0.019,-0.033,90.451,-0.261,-0.604
'[14:50:12.416 01/03/1996]',0.019,0.002,0.003,89.549,-0.279,-0.601
'[14:50:12.418 01/03/1996]',0.017,0.002,0.003,89.549,-0.279,-0.601
'[14:50:12.420 01/03/1996]',0.014,0.002,0.003,89.549,-0.279,-0.601
'[14:50:12.422 01/03/1996]',0.012,0.002,0.003,89.549,-0.279,-0.601
'[14:50:12.424 01/03/1996]',0.010,0.002,0.003,88.571,-0.295,-0.599
'[14:50:12.426 01/03/1996]',0.008,-0.017,0.003,88.571,-0.295,-0.599
'[14:50:12.428 01/03/1996]',0.007,-0.035,0.003,88.571,-0.295,-0.599
'[14:50:12.430 01/03/1996]',0.005,-0.053,0.003,88.571,-0.295,-0.599
'[14:50:12.432 01/03/1996]',0.002,-0.053,0.003,87.669,-0.309,-0.596
'[14:50:12.434 01/03/1996]',-0.002,-0.053,0.003,87.669,-0.309,-0.596
'[14:50:12.436 01/03/1996]',-0.005,-0.035,0.003,87.669,-0.309,-0.596
'[14:50:12.438 01/03/1996]',-0.008,-0.035,0.003,87.669,-0.309,-0.596
'[14:50:12.440 01/03/1996]',-0.011,-0.035,0.003,86.692,-0.325,-0.592
'[14:50:12.442 01/03/1996]',-0.013,-0.035,0.003,86.692,-0.325,-0.592
'[14:50:12.444 01/03/1996]',-0.017,-0.035,0.003,86.692,-0.325,-0.592
'[14:50:12.446 01/03/1996]',-0.020,-0.053,0.003,86.692,-0.325,-0.592
'[14:50:12.448 01/03/1996]',-0.022,-0.072,0.003,85.714,-0.340,-0.588
'[14:50:12.450 01/03/1996]',-0.025,-0.072,0.003,85.714,-0.340,-0.588
'[14:50:12.452 01/03/1996]',-0.026,-0.072,0.003,85.714,-0.340,-0.588
'[14:50:12.454 01/03/1996]',-0.027,-0.072,0.003,85.714,-0.340,-0.588
'[14:50:12.456 01/03/1996]',-0.028,-0.053,0.003,84.812,-0.354,-0.582
'[14:50:12.458 01/03/1996]',-0.030,-0.053,0.003,84.812,-0.354,-0.582
'[14:50:12.460 01/03/1996]',-0.032,-0.053,0.003,84.812,-0.354,-0.582
'[14:50:12.462 01/03/1996]',-0.033,-0.053,0.003,84.812,-0.354,-0.582
'[14:50:12.464 01/03/1996]',-0.034,-0.072,0.003,83.759,-0.368,-0.576
'[14:50:12.466 01/03/1996]',-0.035,-0.090,0.003,83.759,-0.368,-0.576
'[14:50:12.468 01/03/1996]',-0.031,-0.090,0.003,83.759,-0.368,-0.576
'[14:50:12.470 01/03/1996]',-0.027,-0.053,0.003,83.759,-0.368,-0.576
'[14:50:12.472 01/03/1996]',-0.014,-0.053,0.003,82.932,-0.382,-0.568
'[14:50:12.474 01/03/1996]',-0.002,-0.053,0.003,82.932,-0.382,-0.568
'[14:50:12.476 01/03/1996]',0.023,-0.053,0.038,82.932,-0.382,-0.568
'[14:50:12.478 01/03/1996]',0.048,-0.035,0.003,82.932,-0.382,-0.568
'[14:50:12.480 01/03/1996]',0.086,-0.017,-0.070,81.955,-0.395,-0.559
'[14:50:12.482 01/03/1996]',0.123,0.019,-0.290,81.955,-0.395,-0.559
'[14:50:12.484 01/03/1996]',0.168,0.074,-0.510,81.955,-0.395,-0.559
'[14:50:12.486 01/03/1996]',0.213,0.111,-0.802,81.955,-0.395,-0.559
'[14:50:12.488 01/03/1996]',0.260,0.184,-1.093,81.053,-0.409,-0.550
'[14:50:12.490 01/03/1996]',0.307,0.221,-1.350,81.053,-0.409,-0.550
'[14:50:12.492 01/03/1996]',0.353,0.258,-1.568,81.053,-0.409,-0.550
'[14:50:12.494 01/03/1996]',0.400,0.293,-1.788,81.053,-0.409,-0.550
'[14:50:12.496 01/03/1996]',0.446,0.330,-2.045,80.226,-0.421,-0.540
'[14:50:12.498 01/03/1996]',0.492,0.385,-2.263,80.226,-0.421,-0.540
'[14:50:12.500 01/03/1996]',0.532,0.440,-2.483,80.226,-0.421,-0.540
'[14:50:12.502 01/03/1996]',0.573,0.495,-2.702,80.226,-0.421,-0.540
'[14:50:12.504 01/03/1996]',0.607,0.549,-2.885,79.398,-0.433,-0.529
'[14:50:12.506 01/03/1996]',0.640,0.586,-2.995,79.398,-0.433,-0.529
'[14:50:12.508 01/03/1996]',0.666,0.641,-3.032,79.398,-0.433,-0.529
'[14:50:12.510 01/03/1996]',0.692,0.659,-3.068,79.398,-0.433,-0.529
'[14:50:12.512 01/03/1996]',0.709,0.696,-3.068,78.496,-0.445,-0.518
'[14:50:12.514 01/03/1996]',0.727,0.714,-3.032,78.496,-0.445,-0.518
'[14:50:12.516 01/03/1996]',0.736,0.733,-2.995,78.496,-0.445,-0.518
'[14:50:12.518 01/03/1996]',0.745,0.769,-2.922,78.496,-0.445,-0.518
'[14:50:12.520 01/03/1996]',0.747,0.805,-2.848,77.669,-0.456,-0.507
'[14:50:12.522 01/03/1996]',0.748,0.805,-2.775,77.669,-0.456,-0.507
'[14:50:12.524 01/03/1996]',0.742,0.823,-2.665,77.669,-0.456,-0.507
'[14:50:12.526 01/03/1996]',0.735,0.823,-2.557,77.669,-0.456,-0.507
'[14:50:12.528 01/03/1996]',0.723,0.805,-2.447,76.692,-0.466,-0.495
'[14:50:12.530 01/03/1996]',0.712,0.787,-2.300,76.692,-0.466,-0.495
'[14:50:12.532 01/03/1996]',0.695,0.769,-2.190,76.692,-0.466,-0.495
'[14:50:12.534 01/03/1996]',0.678,0.751,-2.117,76.692,-0.466,-0.495
'[14:50:12.536 01/03/1996]',0.657,0.769,-2.008,75.865,-0.476,-0.483
'[14:50:12.538 01/03/1996]',0.637,0.751,-1.898,75.865,-0.476,-0.483
'[14:50:12.540 01/03/1996]',0.613,0.733,-1.788,75.865,-0.476,-0.483
'[14:50:12.542 01/03/1996]',0.590,0.714,-1.678,75.865,-0.476,-0.483
'[14:50:12.544 01/03/1996]',0.563,0.696,-1.568,74.887,-0.484,-0.472
'[14:50:12.546 01/03/1996]',0.537,0.677,-1.460,74.887,-0.484,-0.472
'[14:50:12.548 01/03/1996]',0.506,0.641,-1.313,74.887,-0.484,-0.472
'[14:50:12.550 01/03/1996]',0.475,0.604,-1.203,74.887,-0.484,-0.472
'[14:50:12.552 01/03/1996]',0.438,0.586,-1.093,74.060,-0.492,-0.462
'[14:50:12.554 01/03/1996]',0.402,0.568,-0.985,74.060,-0.492,-0.462
'[14:50:12.556 01/03/1996]',0.357,0.549,-0.875,74.060,-0.492,-0.462
'[14:50:12.558 01/03/1996]',0.313,0.531,-0.765,74.060,-0.492,-0.462
'[14:50:12.560 01/03/1996]',0.263,0.477,-0.618,73.158,-0.499,-0.451
'[14:50:12.562 01/03/1996]',0.213,0.403,-0.510,73.158,-0.499,-0.451
'[14:50:12.564 01/03/1996]',0.162,0.348,-0.400,73.158,-0.499,-0.451
'[14:50:12.566 01/03/1996]',0.110,0.275,-0.290,73.158,-0.499,-0.451
'[14:50:12.568 01/03/1996]',0.061,0.221,-0.180,72.331,-0.508,-0.441
'[14:50:12.570 01/03/1996]',0.012,0.166,-0.070,72.331,-0.508,-0.441
'[14:50:12.572 01/03/1996]',-0.030,0.092,0.003,72.331,-0.508,-0.441
'[14:50:12.574 01/03/1996]',-0.072,0.019,0.075,72.331,-0.508,-0.441
'[14:50:12.576 01/03/1996]',-0.103,-0.035,0.185,71.504,-0.514,-0.431
'[14:50:12.578 01/03/1996]',-0.135,-0.108,0.258,71.504,-0.514,-0.431
'[14:50:12.580 01/03/1996]',-0.158,-0.163,0.332,71.504,-0.514,-0.431
'[14:50:12.582 01/03/1996]',-0.180,-0.200,0.405,71.504,-0.514,-0.431
'[14:50:12.584 01/03/1996]',-0.194,-0.218,0.442,70.752,-0.520,-0.422
'[14:50:12.586 01/03/1996]',-0.208,-0.237,0.515,70.752,-0.520,-0.422
'[14:50:12.588 01/03/1996]',-0.218,-0.237,0.550,70.752,-0.520,-0.422
'[14:50:12.590 01/03/1996]',-0.228,-0.255,0.550,70.752,-0.520,-0.422
'[14:50:12.592 01/03/1996]',-0.234,-0.255,0.587,70.000,-0.527,-0.414
'[14:50:12.594 01/03/1996]',-0.240,-0.273,0.587,70.000,-0.527,-0.414
'[14:50:12.596 01/03/1996]',-0.243,-0.291,0.623,70.000,-0.527,-0.414
'[14:50:12.598 01/03/1996]',-0.247,-0.309,0.623,70.000,-0.527,-0.414
'[14:50:12.600 01/03/1996]',-0.248,-0.309,0.623,69.173,-0.514,-0.406
'[14:50:12.602 01/03/1996]',-0.250,-0.309,0.623,69.173,-0.514,-0.406
'[14:50:12.604 01/03/1996]',-0.249,-0.309,0.623,69.173,-0.514,-0.406
'[14:50:12.606 01/03/1996]',-0.248,-0.309,0.623,69.173,-0.514,-0.406
'[14:50:12.608 01/03/1996]',-0.247,-0.309,0.623,68.496,-0.520,-0.399
'[14:50:12.610 01/03/1996]',-0.245,-0.309,0.623,68.496,-0.520,-0.399
'[14:50:12.612 01/03/1996]',-0.244,-0.309,0.660,68.496,-0.520,-0.399
'[14:50:12.614 01/03/1996]',-0.243,-0.309,0.660,68.496,-0.520,-0.399
'[14:50:12.616 01/03/1996]',-0.245,-0.328,0.660,67.744,-0.527,-0.392
'[14:50:12.618 01/03/1996]',-0.247,-0.309,0.660,67.744,-0.527,-0.392
