'Time and date','III','MCL1'
'[09:33:19.122 04/12/1995]',0.063,0.068
'[09:33:19.124 04/12/1995]',0.065,0.068
'[09:33:19.126 04/12/1995]',0.067,0.035
'[09:33:19.128 04/12/1995]',0.067,0.035
'[09:33:19.130 04/12/1995]',0.067,0.035
'[09:33:19.132 04/12/1995]',0.066,0.003
'[09:33:19.134 04/12/1995]',0.064,0.003
'[09:33:19.136 04/12/1995]',0.061,0.003
'[09:33:19.138 04/12/1995]',0.058,0.003
'[09:33:19.140 04/12/1995]',0.053,0.003
'[09:33:19.142 04/12/1995]',0.048,0.003
'[09:33:19.144 04/12/1995]',0.043,0.003
'[09:33:19.146 04/12/1995]',0.037,0.003
'[09:33:19.148 04/12/1995]',0.032,0.003
'[09:33:19.150 04/12/1995]',0.028,0.003
'[09:33:19.152 04/12/1995]',0.024,0.003
'[09:33:19.154 04/12/1995]',0.020,0.003
'[09:33:19.156 04/12/1995]',0.017,0.003
'[09:33:19.158 04/12/1995]',0.014,0.003
'[09:33:19.160 04/12/1995]',0.012,0.003
'[09:33:19.162 04/12/1995]',0.009,0.003
'[09:33:19.164 04/12/1995]',0.007,0.003
'[09:33:19.166 04/12/1995]',0.005,0.003
'[09:33:19.168 04/12/1995]',0.001,0.003
'[09:33:19.170 04/12/1995]',-0.002,0.003
'[09:33:19.172 04/12/1995]',-0.006,0.003
'[09:33:19.174 04/12/1995]',-0.009,0.003
'[09:33:19.176 04/12/1995]',-0.013,0.003
'[09:33:19.178 04/12/1995]',-0.017,0.003
'[09:33:19.180 04/12/1995]',-0.019,0.003
'[09:33:19.182 04/12/1995]',-0.022,0.003
'[09:33:19.184 04/12/1995]',-0.024,0.003
'[09:33:19.186 04/12/1995]',-0.026,0.003
'[09:33:19.188 04/12/1995]',-0.028,0.003
'[09:33:19.190 04/12/1995]',-0.030,0.003
'[09:33:19.192 04/12/1995]',-0.031,0.003
'[09:33:19.194 04/12/1995]',-0.032,0.003
'[09:33:19.196 04/12/1995]',-0.033,0.003
'[09:33:19.198 04/12/1995]',-0.033,0.003
'[09:33:19.200 04/12/1995]',-0.032,0.003
'[09:33:19.202 04/12/1995]',-0.032,0.003
'[09:33:19.204 04/12/1995]',-0.030,0.003
'[09:33:19.206 04/12/1995]',-0.029,0.003
'[09:33:19.208 04/12/1995]',-0.028,0.003
'[09:33:19.210 04/12/1995]',-0.027,0.003
'[09:33:19.212 04/12/1995]',-0.027,0.003
'[09:33:19.214 04/12/1995]',-0.027,0.003
'[09:33:19.216 04/12/1995]',-0.028,0.003
'[09:33:19.218 04/12/1995]',-0.030,0.003
'[09:33:19.220 04/12/1995]',-0.031,0.003
'[09:33:19.222 04/12/1995]',-0.032,0.003
'[09:33:19.224 04/12/1995]',-0.033,0.003
'[09:33:19.226 04/12/1995]',-0.035,0.003
'[09:33:19.228 04/12/1995]',-0.036,0.003
'[09:33:19.230 04/12/1995]',-0.037,0.003
'[09:33:19.232 04/12/1995]',-0.038,0.003
'[09:33:19.234 04/12/1995]',-0.038,0.003
'[09:33:19.236 04/12/1995]',-0.038,0.003
'[09:33:19.238 04/12/1995]',-0.038,0.003
'[09:33:19.240 04/12/1995]',-0.038,0.003
'[09:33:19.242 04/12/1995]',-0.038,0.003
'[09:33:19.244 04/12/1995]',-0.038,0.003
'[09:33:19.246 04/12/1995]',-0.038,0.003
'[09:33:19.248 04/12/1995]',-0.038,0.003
'[09:33:19.250 04/12/1995]',-0.037,0.003
'[09:33:19.252 04/12/1995]',-0.037,0.003
'[09:33:19.254 04/12/1995]',-0.036,0.003
'[09:33:19.256 04/12/1995]',-0.036,0.003
'[09:33:19.258 04/12/1995]',-0.035,0.003
'[09:33:19.260 04/12/1995]',-0.035,0.003
'[09:33:19.262 04/12/1995]',-0.034,0.003
'[09:33:19.264 04/12/1995]',-0.033,0.003
'[09:33:19.266 04/12/1995]',-0.032,0.003
'[09:33:19.268 04/12/1995]',-0.032,0.003
'[09:33:19.270 04/12/1995]',-0.031,0.003
'[09:33:19.272 04/12/1995]',-0.029,0.003
'[09:33:19.274 04/12/1995]',-0.026,-0.030
'[09:33:19.276 04/12/1995]',-0.020,-0.030
'[09:33:19.278 04/12/1995]',-0.014,0.003
'[09:33:19.280 04/12/1995]',-0.003,0.003
'[09:33:19.282 04/12/1995]',0.008,0.003
'[09:33:19.284 04/12/1995]',0.026,0.003
'[09:33:19.286 04/12/1995]',0.043,-0.030
'[09:33:19.288 04/12/1995]',0.068,0.003
'[09:33:19.290 04/12/1995]',0.093,-0.030
'[09:33:19.292 04/12/1995]',0.124,-0.030
'[09:33:19.294 04/12/1995]',0.155,-0.064
'[09:33:19.296 04/12/1995]',0.187,-0.064
'[09:33:19.298 04/12/1995]',0.220,-0.097
'[09:33:19.300 04/12/1995]',0.250,-0.164
'[09:33:19.302 04/12/1995]',0.281,-0.231
'[09:33:19.304 04/12/1995]',0.304,-0.298
'[09:33:19.306 04/12/1995]',0.328,-0.432
'[09:33:19.308 04/12/1995]',0.341,-0.565
'[09:33:19.310 04/12/1995]',0.355,-0.699
'[09:33:19.312 04/12/1995]',0.357,-0.866
'[09:33:19.314 04/12/1995]',0.359,-0.998
'[09:33:19.316 04/12/1995]',0.353,-1.132
'[09:33:19.318 04/12/1995]',0.347,-1.266
'[09:33:19.320 04/12/1995]',0.337,-1.367
'[09:33:19.322 04/12/1995]',0.327,-1.432
'[09:33:19.324 04/12/1995]',0.316,-1.466
'[09:33:19.326 04/12/1995]',0.305,-1.466
'[09:33:19.328 04/12/1995]',0.297,-1.466
'[09:33:19.330 04/12/1995]',0.288,-1.432
'[09:33:19.332 04/12/1995]',0.287,-1.400
'[09:33:19.334 04/12/1995]',0.286,-1.367
'[09:33:19.336 04/12/1995]',0.294,-1.333
'[09:33:19.338 04/12/1995]',0.301,-1.266
'[09:33:19.340 04/12/1995]',0.320,-1.199
'[09:33:19.342 04/12/1995]',0.338,-1.132
'[09:33:19.344 04/12/1995]',0.363,-1.032
'[09:33:19.346 04/12/1995]',0.389,-0.900
'[09:33:19.348 04/12/1995]',0.412,-0.799
'[09:33:19.350 04/12/1995]',0.435,-0.699
'[09:33:19.352 04/12/1995]',0.445,-0.565
'[09:33:19.354 04/12/1995]',0.455,-0.432
'[09:33:19.356 04/12/1995]',0.444,-0.332
'[09:33:19.358 04/12/1995]',0.434,-0.265
'[09:33:19.360 04/12/1995]',0.401,-0.198
'[09:33:19.362 04/12/1995]',0.369,-0.131
'[09:33:19.364 04/12/1995]',0.323,-0.097
'[09:33:19.366 04/12/1995]',0.277,-0.030
'[09:33:19.368 04/12/1995]',0.228,0.003
'[09:33:19.370 04/12/1995]',0.179,0.035
'[09:33:19.372 04/12/1995]',0.136,0.102
'[09:33:19.374 04/12/1995]',0.093,0.102
'[09:33:19.376 04/12/1995]',0.061,0.135
'[09:33:19.378 04/12/1995]',0.028,0.169
'[09:33:19.380 04/12/1995]',0.004,0.169
'[09:33:19.382 04/12/1995]',-0.019,0.202
'[09:33:19.384 04/12/1995]',-0.036,0.202
'[09:33:19.386 04/12/1995]',-0.053,0.202
'[09:33:19.388 04/12/1995]',-0.066,0.236
'[09:33:19.390 04/12/1995]',-0.079,0.236
'[09:33:19.392 04/12/1995]',-0.089,0.236
'[09:33:19.394 04/12/1995]',-0.098,0.236
'[09:33:19.396 04/12/1995]',-0.104,0.236
'[09:33:19.398 04/12/1995]',-0.109,0.236
'[09:33:19.400 04/12/1995]',-0.112,0.269
'[09:33:19.402 04/12/1995]',-0.114,0.269
'[09:33:19.404 04/12/1995]',-0.113,0.269
'[09:33:19.406 04/12/1995]',-0.113,0.269
'[09:33:19.408 04/12/1995]',-0.111,0.269
'[09:33:19.410 04/12/1995]',-0.109,0.269
'[09:33:19.412 04/12/1995]',-0.107,0.269
'[09:33:19.414 04/12/1995]',-0.105,0.269
'[09:33:19.416 04/12/1995]',-0.103,0.303
'[09:33:19.418 04/12/1995]',-0.102,0.303
'[09:33:19.420 04/12/1995]',-0.100,0.269
'[09:33:19.422 04/12/1995]',-0.099,0.303
'[09:33:19.424 04/12/1995]',-0.097,0.303
'[09:33:19.426 04/12/1995]',-0.095,0.303
'[09:33:19.428 04/12/1995]',-0.093,0.269
'[09:33:19.430 04/12/1995]',-0.091,0.303
'[09:33:19.432 04/12/1995]',-0.089,0.303
'[09:33:19.434 04/12/1995]',-0.087,0.303
'[09:33:19.436 04/12/1995]',-0.086,0.303
'[09:33:19.438 04/12/1995]',-0.084,0.303
'[09:33:19.440 04/12/1995]',-0.082,0.303
'[09:33:19.442 04/12/1995]',-0.080,0.303
'[09:33:19.444 04/12/1995]',-0.078,0.303
'[09:33:19.446 04/12/1995]',-0.076,0.303
'[09:33:19.448 04/12/1995]',-0.074,0.303
'[09:33:19.450 04/12/1995]',-0.071,0.303
'[09:33:19.452 04/12/1995]',-0.069,0.303
'[09:33:19.454 04/12/1995]',-0.066,0.336
'[09:33:19.456 04/12/1995]',-0.064,0.303
'[09:33:19.458 04/12/1995]',-0.061,0.336
'[09:33:19.460 04/12/1995]',-0.060,0.336
'[09:33:19.462 04/12/1995]',-0.058,0.336
'[09:33:19.464 04/12/1995]',-0.056,0.336
'[09:33:19.466 04/12/1995]',-0.055,0.336
'[09:33:19.468 04/12/1995]',-0.053,0.336
'[09:33:19.470 04/12/1995]',-0.052,0.336
'[09:33:19.472 04/12/1995]',-0.050,0.336
'[09:33:19.474 04/12/1995]',-0.048,0.370
'[09:33:19.476 04/12/1995]',-0.045,0.370
'[09:33:19.478 04/12/1995]',-0.043,0.370
'[09:33:19.480 04/12/1995]',-0.040,0.370
'[09:33:19.482 04/12/1995]',-0.038,0.403
'[09:33:19.484 04/12/1995]',-0.035,0.403
'[09:33:19.486 04/12/1995]',-0.033,0.403
'[09:33:19.488 04/12/1995]',-0.031,0.403
'[09:33:19.490 04/12/1995]',-0.028,0.403
'[09:33:19.492 04/12/1995]',-0.027,0.403
'[09:33:19.494 04/12/1995]',-0.025,0.403
'[09:33:19.496 04/12/1995]',-0.024,0.403
'[09:33:19.498 04/12/1995]',-0.023,0.403
'[09:33:19.500 04/12/1995]',-0.022,0.437
'[09:33:19.502 04/12/1995]',-0.021,0.437
'[09:33:19.504 04/12/1995]',-0.019,0.403
'[09:33:19.506 04/12/1995]',-0.017,0.403
'[09:33:19.508 04/12/1995]',-0.015,0.403
'[09:33:19.510 04/12/1995]',-0.013,0.403
'[09:33:19.512 04/12/1995]',-0.011,0.403
'[09:33:19.514 04/12/1995]',-0.009,0.403
'[09:33:19.516 04/12/1995]',-0.008,0.403
'[09:33:19.518 04/12/1995]',-0.006,0.403
'[09:33:19.520 04/12/1995]',-0.005,0.403
'[09:33:19.522 04/12/1995]',-0.004,0.370
'[09:33:19.524 04/12/1995]',-0.003,0.370
'[09:33:19.526 04/12/1995]',-0.002,0.370
'[09:33:19.528 04/12/1995]',-0.001,0.370
'[09:33:19.530 04/12/1995]',0.000,0.370
'[09:33:19.532 04/12/1995]',0.001,0.336
'[09:33:19.534 04/12/1995]',0.002,0.336
'[09:33:19.536 04/12/1995]',0.003,0.336
'[09:33:19.538 04/12/1995]',0.004,0.336
'[09:33:19.540 04/12/1995]',0.005,0.303
'[09:33:19.542 04/12/1995]',0.005,0.303
'[09:33:19.544 04/12/1995]',0.005,0.303
'[09:33:19.546 04/12/1995]',0.005,0.303
'[09:33:19.548 04/12/1995]',0.005,0.269
'[09:33:19.550 04/12/1995]',0.005,0.269
'[09:33:19.552 04/12/1995]',0.005,0.269
'[09:33:19.554 04/12/1995]',0.005,0.236
'[09:33:19.556 04/12/1995]',0.004,0.236
'[09:33:19.558 04/12/1995]',0.002,0.202
'[09:33:19.560 04/12/1995]',0.002,0.202
'[09:33:19.562 04/12/1995]',0.001,0.202
'[09:33:19.564 04/12/1995]',0.001,0.202
'[09:33:19.566 04/12/1995]',0.000,0.169
'[09:33:19.568 04/12/1995]',-0.001,0.169
'[09:33:19.570 04/12/1995]',-0.001,0.135
'[09:33:19.572 04/12/1995]',-0.001,0.135
'[09:33:19.574 04/12/1995]',-0.002,0.102
'[09:33:19.576 04/12/1995]',-0.002,0.102
'[09:33:19.578 04/12/1995]',-0.003,0.102
'[09:33:19.580 04/12/1995]',-0.004,0.102
'[09:33:19.582 04/12/1995]',-0.004,0.102
'[09:33:19.584 04/12/1995]',-0.005,0.068
'[09:33:19.586 04/12/1995]',-0.005,0.068
'[09:33:19.588 04/12/1995]',-0.006,0.068
'[09:33:19.590 04/12/1995]',-0.007,0.035
'[09:33:19.592 04/12/1995]',-0.008,0.035
'[09:33:19.594 04/12/1995]',-0.009,0.035
'[09:33:19.596 04/12/1995]',-0.009,0.035
'[09:33:19.598 04/12/1995]',-0.009,0.035
'[09:33:19.600 04/12/1995]',-0.010,0.035
'[09:33:19.602 04/12/1995]',-0.011,0.035
'[09:33:19.604 04/12/1995]',-0.013,0.035
'[09:33:19.606 04/12/1995]',-0.014,0.003
'[09:33:19.608 04/12/1995]',-0.016,0.003
'[09:33:19.610 04/12/1995]',-0.018,0.003
'[09:33:19.612 04/12/1995]',-0.019,0.003
'[09:33:19.614 04/12/1995]',-0.021,0.003
'[09:33:19.616 04/12/1995]',-0.022,0.003
'[09:33:19.618 04/12/1995]',-0.023,0.003
'[09:33:19.620 04/12/1995]',-0.023,0.003
'[09:33:19.622 04/12/1995]',-0.022,0.003
'[09:33:19.624 04/12/1995]',-0.022,0.003
'[09:33:19.626 04/12/1995]',-0.021,0.003
'[09:33:19.628 04/12/1995]',-0.021,0.003
'[09:33:19.630 04/12/1995]',-0.021,0.003
'[09:33:19.632 04/12/1995]',-0.022,0.003
'[09:33:19.634 04/12/1995]',-0.024,0.003
'[09:33:19.636 04/12/1995]',-0.026,0.003
'[09:33:19.638 04/12/1995]',-0.028,0.003
'[09:33:19.640 04/12/1995]',-0.030,0.003
'[09:33:19.642 04/12/1995]',-0.033,0.003
'[09:33:19.644 04/12/1995]',-0.035,0.003
'[09:33:19.646 04/12/1995]',-0.038,0.003
'[09:33:19.648 04/12/1995]',-0.038,0.003
'[09:33:19.650 04/12/1995]',-0.039,0.003
'[09:33:19.652 04/12/1995]',-0.038,0.003
'[09:33:19.654 04/12/1995]',-0.038,0.003
'[09:33:19.656 04/12/1995]',-0.036,0.003
'[09:33:19.658 04/12/1995]',-0.034,0.003
'[09:33:19.660 04/12/1995]',-0.032,0.003
'[09:33:19.662 04/12/1995]',-0.031,0.003
'[09:33:19.664 04/12/1995]',-0.030,0.003
'[09:33:19.666 04/12/1995]',-0.030,0.003
'[09:33:19.668 04/12/1995]',-0.030,0.003
'[09:33:19.670 04/12/1995]',-0.031,0.003
'[09:33:19.672 04/12/1995]',-0.032,0.003
'[09:33:19.674 04/12/1995]',-0.033,0.003
'[09:33:19.676 04/12/1995]',-0.034,0.003
'[09:33:19.678 04/12/1995]',-0.035,0.003
'[09:33:19.680 04/12/1995]',-0.035,0.035
'[09:33:19.682 04/12/1995]',-0.035,0.003
'[09:33:19.684 04/12/1995]',-0.036,0.003
'[09:33:19.686 04/12/1995]',-0.036,0.035
'[09:33:19.688 04/12/1995]',-0.036,0.035
'[09:33:19.690 04/12/1995]',-0.036,0.035
'[09:33:19.692 04/12/1995]',-0.036,0.035
'[09:33:19.694 04/12/1995]',-0.036,0.003
'[09:33:19.696 04/12/1995]',-0.036,0.003
'[09:33:19.698 04/12/1995]',-0.035,0.035
'[09:33:19.700 04/12/1995]',-0.035,0.035
'[09:33:19.702 04/12/1995]',-0.035,0.035
'[09:33:19.704 04/12/1995]',-0.035,0.035
'[09:33:19.706 04/12/1995]',-0.034,0.003
'[09:33:19.708 04/12/1995]',-0.035,0.035
'[09:33:19.710 04/12/1995]',-0.035,0.035
'[09:33:19.712 04/12/1995]',-0.035,0.035
'[09:33:19.714 04/12/1995]',-0.035,0.035
'[09:33:19.716 04/12/1995]',-0.035,0.035
'[09:33:19.718 04/12/1995]',-0.035,0.035
'[09:33:19.720 04/12/1995]',-0.036,0.035
'[09:33:19.722 04/12/1995]',-0.036,0.035
'[09:33:19.724 04/12/1995]',-0.036,0.003
'[09:33:19.726 04/12/1995]',-0.035,0.035
'[09:33:19.728 04/12/1995]',-0.035,0.035
'[09:33:19.730 04/12/1995]',-0.034,0.035
'[09:33:19.732 04/12/1995]',-0.034,0.003
'[09:33:19.734 04/12/1995]',-0.033,0.035
'[09:33:19.736 04/12/1995]',-0.033,0.035
'[09:33:19.738 04/12/1995]',-0.034,0.035
'[09:33:19.740 04/12/1995]',-0.033,0.003
'[09:33:19.742 04/12/1995]',-0.033,0.003
'[09:33:19.744 04/12/1995]',-0.033,0.003
'[09:33:19.746 04/12/1995]',-0.032,0.003
'[09:33:19.748 04/12/1995]',-0.032,0.003
'[09:33:19.750 04/12/1995]',-0.032,0.003
'[09:33:19.752 04/12/1995]',-0.031,0.003
'[09:33:19.754 04/12/1995]',-0.031,0.003
'[09:33:19.756 04/12/1995]',-0.030,0.003
'[09:33:19.758 04/12/1995]',-0.030,0.003
'[09:33:19.760 04/12/1995]',-0.030,0.003
'[09:33:19.762 04/12/1995]',-0.030,0.003
'[09:33:19.764 04/12/1995]',-0.031,0.003
'[09:33:19.766 04/12/1995]',-0.031,0.003
'[09:33:19.768 04/12/1995]',-0.032,0.003
'[09:33:19.770 04/12/1995]',-0.032,0.003
'[09:33:19.772 04/12/1995]',-0.032,0.003
'[09:33:19.774 04/12/1995]',-0.032,0.003
'[09:33:19.776 04/12/1995]',-0.032,0.003
'[09:33:19.778 04/12/1995]',-0.031,0.003
'[09:33:19.780 04/12/1995]',-0.030,0.003
'[09:33:19.782 04/12/1995]',-0.028,0.003
'[09:33:19.784 04/12/1995]',-0.026,0.003
'[09:33:19.786 04/12/1995]',-0.024,0.003
'[09:33:19.788 04/12/1995]',-0.023,0.003
'[09:33:19.790 04/12/1995]',-0.022,0.003
'[09:33:19.792 04/12/1995]',-0.022,0.003
'[09:33:19.794 04/12/1995]',-0.022,0.003
'[09:33:19.796 04/12/1995]',-0.023,0.003
'[09:33:19.798 04/12/1995]',-0.024,0.003
'[09:33:19.800 04/12/1995]',-0.025,0.003
'[09:33:19.802 04/12/1995]',-0.027,0.003
'[09:33:19.804 04/12/1995]',-0.027,0.003
'[09:33:19.806 04/12/1995]',-0.028,0.003
'[09:33:19.808 04/12/1995]',-0.028,0.003
'[09:33:19.810 04/12/1995]',-0.028,0.003
'[09:33:19.812 04/12/1995]',-0.026,0.003
'[09:33:19.814 04/12/1995]',-0.025,0.003
'[09:33:19.816 04/12/1995]',-0.023,0.003
'[09:33:19.818 04/12/1995]',-0.022,0.003
'[09:33:19.820 04/12/1995]',-0.021,0.003
'[09:33:19.822 04/12/1995]',-0.019,0.003
'[09:33:19.824 04/12/1995]',-0.019,0.003
'[09:33:19.826 04/12/1995]',-0.019,0.003
'[09:33:19.828 04/12/1995]',-0.019,0.003
'[09:33:19.830 04/12/1995]',-0.019,0.003
'[09:33:19.832 04/12/1995]',-0.019,0.003
'[09:33:19.834 04/12/1995]',-0.019,0.003
'[09:33:19.836 04/12/1995]',-0.018,0.003
'[09:33:19.838 04/12/1995]',-0.017,0.003
'[09:33:19.840 04/12/1995]',-0.014,0.003
'[09:33:19.842 04/12/1995]',-0.012,0.003
'[09:33:19.844 04/12/1995]',-0.010,0.003
'[09:33:19.846 04/12/1995]',-0.007,0.003
'[09:33:19.848 04/12/1995]',-0.004,0.003
'[09:33:19.850 04/12/1995]',-0.002,0.003
'[09:33:19.852 04/12/1995]',0.001,0.003
'[09:33:19.854 04/12/1995]',0.003,0.003
'[09:33:19.856 04/12/1995]',0.003,0.003
'[09:33:19.858 04/12/1995]',0.004,0.003
'[09:33:19.860 04/12/1995]',0.003,0.003
'[09:33:19.862 04/12/1995]',0.002,0.003
'[09:33:19.864 04/12/1995]',0.002,0.035
'[09:33:19.866 04/12/1995]',0.002,0.003
'[09:33:19.868 04/12/1995]',0.003,0.035
'[09:33:19.870 04/12/1995]',0.004,0.035
'[09:33:19.872 04/12/1995]',0.008,0.003
'[09:33:19.874 04/12/1995]',0.012,0.003
'[09:33:19.876 04/12/1995]',0.017,0.003
'[09:33:19.878 04/12/1995]',0.022,0.035
'[09:33:19.880 04/12/1995]',0.027,0.035
'[09:33:19.882 04/12/1995]',0.031,0.035
'[09:33:19.884 04/12/1995]',0.035,0.068
'[09:33:19.886 04/12/1995]',0.038,0.035
'[09:33:19.888 04/12/1995]',0.039,0.035
'[09:33:19.890 04/12/1995]',0.041,0.035
'[09:33:19.892 04/12/1995]',0.040,0.035
'[09:33:19.894 04/12/1995]',0.040,0.035
'[09:33:19.896 04/12/1995]',0.038,0.003
'[09:33:19.898 04/12/1995]',0.035,0.003
'[09:33:19.900 04/12/1995]',0.031,0.003
'[09:33:19.902 04/12/1995]',0.027,0.003
'[09:33:19.904 04/12/1995]',0.022,0.003
'[09:33:19.906 04/12/1995]',0.018,0.003
'[09:33:19.908 04/12/1995]',0.016,0.003
'[09:33:19.910 04/12/1995]',0.013,0.003
'[09:33:19.912 04/12/1995]',0.012,0.003
'[09:33:19.914 04/12/1995]',0.011,0.003
'[09:33:19.916 04/12/1995]',0.010,0.003
'[09:33:19.918 04/12/1995]',0.010,0.003
'[09:33:19.920 04/12/1995]',0.010,0.003
'[09:33:19.922 04/12/1995]',0.011,0.003
'[09:33:19.924 04/12/1995]',0.010,0.003
'[09:33:19.926 04/12/1995]',0.009,0.003
'[09:33:19.928 04/12/1995]',0.008,0.003
'[09:33:19.930 04/12/1995]',0.006,0.003
'[09:33:19.932 04/12/1995]',0.004,0.003
'[09:33:19.934 04/12/1995]',0.001,0.003
'[09:33:19.936 04/12/1995]',-0.001,0.003
'[09:33:19.938 04/12/1995]',-0.004,0.003
'[09:33:19.940 04/12/1995]',-0.006,0.003
'[09:33:19.942 04/12/1995]',-0.008,0.003
'[09:33:19.944 04/12/1995]',-0.010,0.003
'[09:33:19.946 04/12/1995]',-0.012,0.003
'[09:33:19.948 04/12/1995]',-0.014,0.003
'[09:33:19.950 04/12/1995]',-0.016,0.003
'[09:33:19.952 04/12/1995]',-0.017,0.003
'[09:33:19.954 04/12/1995]',-0.018,0.003
'[09:33:19.956 04/12/1995]',-0.019,0.003
'[09:33:19.958 04/12/1995]',-0.020,0.003
'[09:33:19.960 04/12/1995]',-0.022,0.003
'[09:33:19.962 04/12/1995]',-0.023,0.003
'[09:33:19.964 04/12/1995]',-0.024,0.003
'[09:33:19.966 04/12/1995]',-0.025,0.003
'[09:33:19.968 04/12/1995]',-0.025,0.003
'[09:33:19.970 04/12/1995]',-0.025,0.003
'[09:33:19.972 04/12/1995]',-0.024,0.003
'[09:33:19.974 04/12/1995]',-0.022,0.003
'[09:33:19.976 04/12/1995]',-0.021,0.003
'[09:33:19.978 04/12/1995]',-0.020,0.003
'[09:33:19.980 04/12/1995]',-0.020,0.003
'[09:33:19.982 04/12/1995]',-0.019,0.003
'[09:33:19.984 04/12/1995]',-0.020,0.003
'[09:33:19.986 04/12/1995]',-0.020,0.003
'[09:33:19.988 04/12/1995]',-0.021,0.003
'[09:33:19.990 04/12/1995]',-0.022,0.003
'[09:33:19.992 04/12/1995]',-0.023,0.003
'[09:33:19.994 04/12/1995]',-0.024,0.003
'[09:33:19.996 04/12/1995]',-0.024,0.003
'[09:33:19.998 04/12/1995]',-0.024,0.003
'[09:33:20.000 04/12/1995]',-0.024,0.003
'[09:33:20.002 04/12/1995]',-0.024,0.003
'[09:33:20.004 04/12/1995]',-0.023,0.003
'[09:33:20.006 04/12/1995]',-0.023,0.003
'[09:33:20.008 04/12/1995]',-0.023,0.003
'[09:33:20.010 04/12/1995]',-0.022,0.003
'[09:33:20.012 04/12/1995]',-0.022,0.003
'[09:33:20.014 04/12/1995]',-0.022,0.003
'[09:33:20.016 04/12/1995]',-0.022,0.003
'[09:33:20.018 04/12/1995]',-0.021,0.003
'[09:33:20.020 04/12/1995]',-0.019,0.003
'[09:33:20.022 04/12/1995]',-0.018,0.003
'[09:33:20.024 04/12/1995]',-0.017,0.003
'[09:33:20.026 04/12/1995]',-0.015,0.003
'[09:33:20.028 04/12/1995]',-0.014,0.003
'[09:33:20.030 04/12/1995]',-0.012,0.003
'[09:33:20.032 04/12/1995]',-0.011,0.003
'[09:33:20.034 04/12/1995]',-0.009,0.003
'[09:33:20.036 04/12/1995]',-0.004,-0.030
'[09:33:20.038 04/12/1995]',0.001,-0.030
'[09:33:20.040 04/12/1995]',0.012,-0.030
'[09:33:20.042 04/12/1995]',0.023,-0.030
'[09:33:20.044 04/12/1995]',0.042,-0.030
'[09:33:20.046 04/12/1995]',0.061,-0.030
'[09:33:20.048 04/12/1995]',0.088,0.003
'[09:33:20.050 04/12/1995]',0.114,-0.030
'[09:33:20.052 04/12/1995]',0.145,-0.030
'[09:33:20.054 04/12/1995]',0.176,-0.064
'[09:33:20.056 04/12/1995]',0.208,-0.097
'[09:33:20.058 04/12/1995]',0.239,-0.164
'[09:33:20.060 04/12/1995]',0.268,-0.198
'[09:33:20.062 04/12/1995]',0.296,-0.298
'[09:33:20.064 04/12/1995]',0.317,-0.365
'[09:33:20.066 04/12/1995]',0.338,-0.498
'[09:33:20.068 04/12/1995]',0.348,-0.665
'[09:33:20.070 04/12/1995]',0.358,-0.799
'[09:33:20.072 04/12/1995]',0.358,-0.965
'[09:33:20.074 04/12/1995]',0.357,-1.132
'[09:33:20.076 04/12/1995]',0.349,-1.266
'[09:33:20.078 04/12/1995]',0.342,-1.367
'[09:33:20.080 04/12/1995]',0.330,-1.466
'[09:33:20.082 04/12/1995]',0.319,-1.533
'[09:33:20.084 04/12/1995]',0.309,-1.533
'[09:33:20.086 04/12/1995]',0.300,-1.533
'[09:33:20.088 04/12/1995]',0.294,-1.499
'[09:33:20.090 04/12/1995]',0.288,-1.466
'[09:33:20.092 04/12/1995]',0.290,-1.466
'[09:33:20.094 04/12/1995]',0.291,-1.400
'[09:33:20.096 04/12/1995]',0.301,-1.367
'[09:33:20.098 04/12/1995]',0.311,-1.300
'[09:33:20.100 04/12/1995]',0.332,-1.199
'[09:33:20.102 04/12/1995]',0.352,-1.132
'[09:33:20.104 04/12/1995]',0.378,-1.032
'[09:33:20.106 04/12/1995]',0.405,-0.900
'[09:33:20.108 04/12/1995]',0.428,-0.799
'[09:33:20.110 04/12/1995]',0.451,-0.665
'[09:33:20.112 04/12/1995]',0.459,-0.531
'[09:33:20.114 04/12/1995]',0.467,-0.399
'[09:33:20.116 04/12/1995]',0.453,-0.298
'[09:33:20.118 04/12/1995]',0.438,-0.231
'[09:33:20.120 04/12/1995]',0.403,-0.164
'[09:33:20.122 04/12/1995]',0.367,-0.131
'[09:33:20.124 04/12/1995]',0.319,-0.064
'[09:33:20.126 04/12/1995]',0.271,0.003
'[09:33:20.128 04/12/1995]',0.222,0.035
'[09:33:20.130 04/12/1995]',0.173,0.068
'[09:33:20.132 04/12/1995]',0.131,0.102
'[09:33:20.134 04/12/1995]',0.089,0.135
'[09:33:20.136 04/12/1995]',0.058,0.135
'[09:33:20.138 04/12/1995]',0.027,0.169
'[09:33:20.140 04/12/1995]',0.005,0.202
'[09:33:20.142 04/12/1995]',-0.017,0.202
'[09:33:20.144 04/12/1995]',-0.033,0.202
'[09:33:20.146 04/12/1995]',-0.048,0.236
'[09:33:20.148 04/12/1995]',-0.059,0.236
'[09:33:20.150 04/12/1995]',-0.070,0.236
'[09:33:20.152 04/12/1995]',-0.077,0.236
'[09:33:20.154 04/12/1995]',-0.084,0.269
'[09:33:20.156 04/12/1995]',-0.089,0.269
'[09:33:20.158 04/12/1995]',-0.093,0.269
'[09:33:20.160 04/12/1995]',-0.094,0.269
'[09:33:20.162 04/12/1995]',-0.096,0.269
