'Time and date','MCL1','II','ABP','PAP','CVP','PLETH'
'[10:39:11.432 09/02/1996]',0.057,-0.040,29.899,30.000,29.988,0.286
'[10:39:11.434 09/02/1996]',0.058,-0.039,29.899,30.000,29.988,0.286
'[10:39:11.436 09/02/1996]',0.059,-0.038,29.899,30.000,29.988,0.286
'[10:39:11.438 09/02/1996]',0.059,-0.037,29.899,30.000,29.988,0.286
'[10:39:11.440 09/02/1996]',0.059,-0.036,30.000,30.000,29.988,0.316
'[10:39:11.442 09/02/1996]',0.058,-0.036,30.000,30.000,29.988,0.316
'[10:39:11.444 09/02/1996]',0.058,-0.035,30.000,30.000,29.988,0.316
'[10:39:11.446 09/02/1996]',0.058,-0.035,30.000,30.000,29.988,0.316
'[10:39:11.448 09/02/1996]',0.058,-0.035,30.000,30.000,29.988,0.338
'[10:39:11.450 09/02/1996]',0.057,-0.036,30.000,30.000,29.988,0.338
'[10:39:11.452 09/02/1996]',0.057,-0.036,30.000,30.000,29.988,0.338
'[10:39:11.454 09/02/1996]',0.056,-0.037,30.000,30.000,29.988,0.338
'[10:39:11.456 09/02/1996]',0.057,-0.037,30.000,30.000,29.988,0.344
'[10:39:11.458 09/02/1996]',0.057,-0.038,30.000,30.000,29.988,0.344
'[10:39:11.460 09/02/1996]',0.058,-0.038,30.000,30.000,29.988,0.344
'[10:39:11.462 09/02/1996]',0.059,-0.039,30.000,30.000,29.988,0.344
'[10:39:11.464 09/02/1996]',0.059,-0.038,30.000,30.000,29.988,0.344
'[10:39:11.466 09/02/1996]',0.058,-0.038,30.000,30.000,29.988,0.344
'[10:39:11.468 09/02/1996]',0.059,-0.037,30.000,30.000,29.988,0.344
'[10:39:11.470 09/02/1996]',0.059,-0.037,30.000,30.000,29.988,0.344
'[10:39:11.472 09/02/1996]',0.059,-0.037,30.000,30.000,29.988,0.330
'[10:39:11.474 09/02/1996]',0.060,-0.037,30.000,30.000,29.988,0.330
'[10:39:11.476 09/02/1996]',0.059,-0.037,30.000,30.000,29.988,0.330
'[10:39:11.478 09/02/1996]',0.059,-0.037,30.000,30.000,29.988,0.330
'[10:39:11.480 09/02/1996]',0.058,-0.037,30.402,30.425,30.400,0.314
'[10:39:11.482 09/02/1996]',0.057,-0.037,30.402,30.425,30.400,0.314
'[10:39:11.484 09/02/1996]',0.056,-0.037,30.402,30.425,30.400,0.314
'[10:39:11.486 09/02/1996]',0.055,-0.038,30.402,30.425,30.400,0.314
'[10:39:11.488 09/02/1996]',0.054,-0.039,33.216,33.228,33.212,0.290
'[10:39:11.490 09/02/1996]',0.054,-0.040,33.216,33.228,33.212,0.290
'[10:39:11.492 09/02/1996]',0.054,-0.041,33.216,33.228,33.212,0.290
'[10:39:11.494 09/02/1996]',0.055,-0.041,33.216,33.228,33.212,0.290
'[10:39:11.496 09/02/1996]',0.055,-0.041,40.302,40.284,40.237,0.258
'[10:39:11.498 09/02/1996]',0.055,-0.040,40.302,40.284,40.237,0.258
'[10:39:11.500 09/02/1996]',0.056,-0.040,40.302,40.284,40.237,0.258
'[10:39:11.502 09/02/1996]',0.056,-0.039,40.302,40.284,40.237,0.258
'[10:39:11.504 09/02/1996]',0.058,-0.038,49.698,49.666,45.288,0.220
'[10:39:11.506 09/02/1996]',0.059,-0.037,49.698,49.666,45.288,0.220
'[10:39:11.508 09/02/1996]',0.060,-0.037,49.698,49.666,45.288,0.220
'[10:39:11.510 09/02/1996]',0.062,-0.037,49.698,49.666,45.288,0.220
'[10:39:11.512 09/02/1996]',0.061,-0.037,56.784,56.647,45.288,0.182
'[10:39:11.514 09/02/1996]',0.061,-0.038,56.784,56.647,45.288,0.182
'[10:39:11.516 09/02/1996]',0.059,-0.040,56.784,56.647,45.288,0.182
'[10:39:11.518 09/02/1996]',0.058,-0.041,56.784,56.647,45.288,0.182
'[10:39:11.520 09/02/1996]',0.057,-0.043,59.598,59.449,45.288,0.138
'[10:39:11.522 09/02/1996]',0.055,-0.044,59.598,59.449,45.288,0.138
'[10:39:11.524 09/02/1996]',0.054,-0.044,59.598,59.449,45.288,0.138
'[10:39:11.526 09/02/1996]',0.054,-0.045,59.598,59.449,45.288,0.138
'[10:39:11.528 09/02/1996]',0.054,-0.044,60.050,59.925,45.288,0.096
'[10:39:11.530 09/02/1996]',0.055,-0.043,60.050,59.925,45.288,0.096
'[10:39:11.532 09/02/1996]',0.056,-0.042,60.050,59.925,45.288,0.096
'[10:39:11.534 09/02/1996]',0.056,-0.040,60.050,59.925,45.288,0.096
'[10:39:11.536 09/02/1996]',0.058,-0.038,60.050,59.925,45.288,0.052
'[10:39:11.538 09/02/1996]',0.059,-0.037,60.050,59.925,45.288,0.052
'[10:39:11.540 09/02/1996]',0.060,-0.036,60.050,59.925,45.288,0.052
'[10:39:11.542 09/02/1996]',0.062,-0.035,60.050,59.925,45.288,0.052
'[10:39:11.544 09/02/1996]',0.062,-0.035,60.050,59.925,45.288,0.006
'[10:39:11.546 09/02/1996]',0.063,-0.034,60.050,59.925,45.288,0.006
'[10:39:11.548 09/02/1996]',0.064,-0.034,60.050,59.925,45.288,0.006
'[10:39:11.550 09/02/1996]',0.065,-0.033,60.050,59.925,45.288,0.006
'[10:39:11.552 09/02/1996]',0.066,-0.033,60.050,59.925,45.288,-0.040
'[10:39:11.554 09/02/1996]',0.066,-0.033,60.050,59.925,45.288,-0.040
'[10:39:11.556 09/02/1996]',0.066,-0.033,60.050,59.925,45.288,-0.040
'[10:39:11.558 09/02/1996]',0.065,-0.032,60.050,59.925,45.288,-0.040
'[10:39:11.560 09/02/1996]',0.065,-0.031,60.050,59.925,45.288,-0.082
'[10:39:11.562 09/02/1996]',0.064,-0.030,60.050,59.925,45.288,-0.082
'[10:39:11.564 09/02/1996]',0.062,-0.029,60.050,59.925,45.288,-0.082
'[10:39:11.566 09/02/1996]',0.061,-0.029,60.050,59.925,45.288,-0.082
'[10:39:11.568 09/02/1996]',0.059,-0.029,60.050,59.925,45.288,-0.126
'[10:39:11.570 09/02/1996]',0.057,-0.030,60.050,59.925,45.288,-0.126
'[10:39:11.572 09/02/1996]',0.054,-0.030,60.050,59.925,45.288,-0.126
'[10:39:11.574 09/02/1996]',0.051,-0.030,60.050,59.925,45.288,-0.126
'[10:39:11.576 09/02/1996]',0.049,-0.030,60.050,59.925,45.288,-0.164
'[10:39:11.578 09/02/1996]',0.047,-0.031,60.050,59.925,45.288,-0.164
'[10:39:11.580 09/02/1996]',0.047,-0.033,60.050,59.925,45.288,-0.164
'[10:39:11.582 09/02/1996]',0.047,-0.034,60.050,59.925,45.288,-0.164
'[10:39:11.584 09/02/1996]',0.047,-0.035,60.050,59.925,45.288,-0.202
'[10:39:11.586 09/02/1996]',0.047,-0.037,60.050,59.925,45.288,-0.202
'[10:39:11.588 09/02/1996]',0.048,-0.037,60.050,59.925,45.288,-0.202
'[10:39:11.590 09/02/1996]',0.048,-0.037,60.050,59.925,45.288,-0.202
'[10:39:11.592 09/02/1996]',0.050,-0.037,60.050,59.925,45.288,-0.236
'[10:39:11.594 09/02/1996]',0.051,-0.037,60.050,59.925,45.288,-0.236
'[10:39:11.596 09/02/1996]',0.053,-0.037,60.050,59.925,45.288,-0.236
'[10:39:11.598 09/02/1996]',0.055,-0.037,60.050,59.925,45.288,-0.236
'[10:39:11.600 09/02/1996]',0.054,-0.037,60.050,59.925,45.288,-0.268
'[10:39:11.602 09/02/1996]',0.054,-0.037,60.050,59.925,45.288,-0.268
'[10:39:11.604 09/02/1996]',0.053,-0.037,60.050,59.925,45.288,-0.268
'[10:39:11.606 09/02/1996]',0.052,-0.038,60.050,59.925,45.288,-0.268
'[10:39:11.608 09/02/1996]',0.051,-0.039,60.050,59.925,45.288,-0.298
'[10:39:11.610 09/02/1996]',0.050,-0.040,60.050,59.925,45.288,-0.298
'[10:39:11.612 09/02/1996]',0.051,-0.041,60.050,59.925,45.288,-0.298
'[10:39:11.614 09/02/1996]',0.051,-0.041,60.050,59.925,45.288,-0.298
'[10:39:11.616 09/02/1996]',0.051,-0.041,60.050,59.925,45.288,-0.324
'[10:39:11.618 09/02/1996]',0.051,-0.040,60.050,59.925,45.288,-0.324
'[10:39:11.620 09/02/1996]',0.051,-0.040,60.050,59.925,45.288,-0.324
'[10:39:11.622 09/02/1996]',0.052,-0.040,60.050,59.925,45.288,-0.324
'[10:39:11.624 09/02/1996]',0.053,-0.040,60.050,59.925,45.288,-0.346
'[10:39:11.626 09/02/1996]',0.054,-0.040,60.050,59.925,45.288,-0.346
'[10:39:11.628 09/02/1996]',0.054,-0.040,60.050,59.925,45.288,-0.346
'[10:39:11.630 09/02/1996]',0.055,-0.040,60.050,59.925,45.288,-0.346
'[10:39:11.632 09/02/1996]',0.055,-0.040,60.050,59.925,45.288,-0.366
'[10:39:11.634 09/02/1996]',0.055,-0.040,60.050,59.925,45.288,-0.366
'[10:39:11.636 09/02/1996]',0.066,-0.032,60.050,59.925,45.288,-0.366
'[10:39:11.638 09/02/1996]',0.076,-0.024,60.050,59.925,45.288,-0.366
'[10:39:11.640 09/02/1996]',0.131,0.019,60.000,59.925,45.288,-0.382
'[10:39:11.642 09/02/1996]',0.186,0.062,60.000,59.925,45.288,-0.382
'[10:39:11.644 09/02/1996]',0.317,0.166,60.000,59.925,45.288,-0.382
'[10:39:11.646 09/02/1996]',0.448,0.269,60.000,59.925,45.288,-0.382
'[10:39:11.648 09/02/1996]',0.648,0.430,60.000,59.925,45.288,-0.398
'[10:39:11.650 09/02/1996]',0.849,0.591,60.000,59.925,45.288,-0.398
'[10:39:11.652 09/02/1996]',1.024,0.775,60.000,59.925,45.288,-0.398
'[10:39:11.654 09/02/1996]',1.024,0.959,60.000,59.925,45.288,-0.398
'[10:39:11.656 09/02/1996]',1.024,1.024,60.000,59.925,45.288,-0.410
'[10:39:11.658 09/02/1996]',1.024,1.024,60.000,59.925,45.288,-0.410
'[10:39:11.660 09/02/1996]',1.024,1.024,60.000,59.925,45.288,-0.410
'[10:39:11.662 09/02/1996]',1.024,1.024,60.000,59.925,45.288,-0.410
'[10:39:11.664 09/02/1996]',1.024,1.024,60.000,59.925,45.288,-0.420
'[10:39:11.666 09/02/1996]',1.024,1.024,60.000,59.925,45.288,-0.420
'[10:39:11.668 09/02/1996]',1.024,1.024,60.000,59.925,45.288,-0.420
'[10:39:11.670 09/02/1996]',1.024,1.024,60.000,59.925,45.288,-0.420
'[10:39:11.672 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.432
'[10:39:11.674 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.432
'[10:39:11.676 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.432
'[10:39:11.678 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.432
'[10:39:11.680 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.438
'[10:39:11.682 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.438
'[10:39:11.684 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.438
'[10:39:11.686 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.438
'[10:39:11.688 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.448
'[10:39:11.690 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.448
'[10:39:11.692 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.448
'[10:39:11.694 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.448
'[10:39:11.696 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.456
'[10:39:11.698 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.456
'[10:39:11.700 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.456
'[10:39:11.702 09/02/1996]',1.024,1.024,60.050,59.925,45.288,-0.456
'[10:39:11.704 09/02/1996]',1.024,1.024,61.005,60.801,45.288,-0.464
'[10:39:11.706 09/02/1996]',1.024,1.024,61.005,60.801,45.288,-0.464
'[10:39:11.708 09/02/1996]',1.024,1.024,61.005,60.801,45.288,-0.464
'[10:39:11.710 09/02/1996]',1.024,1.024,61.005,60.801,45.288,-0.464
'[10:39:11.712 09/02/1996]',1.024,1.024,66.633,66.430,45.288,-0.472
'[10:39:11.714 09/02/1996]',1.024,1.024,66.633,66.430,45.288,-0.472
'[10:39:11.716 09/02/1996]',1.024,1.024,66.633,66.430,45.288,-0.472
'[10:39:11.718 09/02/1996]',1.024,1.024,66.633,66.430,45.288,-0.472
'[10:39:11.720 09/02/1996]',1.024,1.024,80.754,80.492,45.288,-0.478
'[10:39:11.722 09/02/1996]',1.024,1.024,80.754,80.492,45.288,-0.478
'[10:39:11.724 09/02/1996]',1.024,1.024,80.754,80.492,45.288,-0.478
'[10:39:11.726 09/02/1996]',1.024,1.024,80.754,80.492,45.288,-0.478
'[10:39:11.728 09/02/1996]',1.024,1.024,99.598,90.250,45.288,-0.486
'[10:39:11.730 09/02/1996]',1.024,1.024,99.598,90.250,45.288,-0.486
'[10:39:11.732 09/02/1996]',1.024,1.024,99.598,90.250,45.288,-0.486
'[10:39:11.734 09/02/1996]',1.024,1.024,99.598,90.250,45.288,-0.486
'[10:39:11.736 09/02/1996]',1.024,1.024,113.769,90.250,45.288,-0.492
'[10:39:11.738 09/02/1996]',1.024,1.024,113.769,90.250,45.288,-0.492
'[10:39:11.740 09/02/1996]',1.024,1.024,113.769,90.250,45.288,-0.492
'[10:39:11.742 09/02/1996]',1.024,1.024,113.769,90.250,45.288,-0.492
'[10:39:11.744 09/02/1996]',1.024,1.024,119.447,90.250,45.288,-0.496
'[10:39:11.746 09/02/1996]',1.024,1.024,119.447,90.250,45.288,-0.496
'[10:39:11.748 09/02/1996]',1.024,1.024,119.447,90.250,45.288,-0.496
'[10:39:11.750 09/02/1996]',1.024,1.024,119.447,90.250,45.288,-0.496
'[10:39:11.752 09/02/1996]',1.024,1.024,120.352,90.250,45.288,-0.498
'[10:39:11.754 09/02/1996]',1.024,1.024,120.352,90.250,45.288,-0.498
'[10:39:11.756 09/02/1996]',1.024,1.024,120.352,90.250,45.288,-0.498
'[10:39:11.758 09/02/1996]',1.024,1.024,120.352,90.250,45.288,-0.498
'[10:39:11.760 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.494
'[10:39:11.762 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.494
'[10:39:11.764 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.494
'[10:39:11.766 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.494
'[10:39:11.768 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.482
'[10:39:11.770 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.482
'[10:39:11.772 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.482
'[10:39:11.774 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.482
'[10:39:11.776 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.464
'[10:39:11.778 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.464
'[10:39:11.780 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.464
'[10:39:11.782 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.464
'[10:39:11.784 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.438
'[10:39:11.786 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.438
'[10:39:11.788 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.438
'[10:39:11.790 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.438
'[10:39:11.792 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.400
'[10:39:11.794 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.400
'[10:39:11.796 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.400
'[10:39:11.798 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.400
'[10:39:11.800 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.352
'[10:39:11.802 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.352
'[10:39:11.804 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.352
'[10:39:11.806 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.352
'[10:39:11.808 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.292
'[10:39:11.810 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.292
'[10:39:11.812 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.292
'[10:39:11.814 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.292
'[10:39:11.816 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.224
'[10:39:11.818 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.224
'[10:39:11.820 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.224
'[10:39:11.822 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.224
'[10:39:11.824 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.150
'[10:39:11.826 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.150
'[10:39:11.828 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.150
'[10:39:11.830 09/02/1996]',1.024,1.024,120.452,90.250,45.288,-0.150
'[10:39:11.832 09/02/1996]',1.024,1.024,120.352,90.250,45.288,-0.066
'[10:39:11.834 09/02/1996]',1.024,1.024,120.352,90.250,45.288,-0.066
'[10:39:11.836 09/02/1996]',1.024,1.024,120.352,90.250,45.288,-0.066
'[10:39:11.838 09/02/1996]',1.024,1.024,120.352,90.250,45.288,-0.066
'[10:39:11.840 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.014
'[10:39:11.842 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.014
'[10:39:11.844 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.014
'[10:39:11.846 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.014
'[10:39:11.848 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.098
'[10:39:11.850 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.098
'[10:39:11.852 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.098
'[10:39:11.854 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.098
'[10:39:11.856 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.165
'[10:39:11.858 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.165
'[10:39:11.860 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.165
'[10:39:11.862 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.165
'[10:39:11.864 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.233
'[10:39:11.866 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.233
'[10:39:11.868 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.233
'[10:39:11.870 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.233
'[10:39:11.872 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.295
'[10:39:11.874 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.295
'[10:39:11.876 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.295
'[10:39:11.878 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.295
'[10:39:11.880 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.348
'[10:39:11.882 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.348
'[10:39:11.884 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.348
'[10:39:11.886 09/02/1996]',1.024,1.024,120.352,90.250,45.288,0.348
'[10:39:11.888 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.390
'[10:39:11.890 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.390
'[10:39:11.892 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.390
'[10:39:11.894 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.390
'[10:39:11.896 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.419
'[10:39:11.898 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.419
'[10:39:11.900 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.419
'[10:39:11.902 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.419
'[10:39:11.904 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.439
'[10:39:11.906 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.439
'[10:39:11.908 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.439
'[10:39:11.910 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.439
'[10:39:11.912 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.446
'[10:39:11.914 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.446
'[10:39:11.916 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.446
'[10:39:11.918 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.446
'[10:39:11.920 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.448
'[10:39:11.922 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.448
'[10:39:11.924 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.448
'[10:39:11.926 09/02/1996]',1.024,1.024,120.452,90.250,45.288,0.448
'[10:39:11.928 09/02/1996]',1.024,1.024,121.307,90.250,45.288,0.434
'[10:39:11.930 09/02/1996]',1.024,1.024,121.307,90.250,45.288,0.434
'[10:39:11.932 09/02/1996]',1.024,1.024,121.307,90.250,45.288,0.434
'[10:39:11.934 09/02/1996]',1.024,1.024,121.307,90.250,45.288,0.434
'[10:39:11.936 09/02/1996]',1.024,0.976,126.985,90.250,45.288,0.415
'[10:39:11.938 09/02/1996]',1.024,0.812,126.985,90.250,45.288,0.415
'[10:39:11.940 09/02/1996]',0.878,0.626,126.985,90.250,45.288,0.415
'[10:39:11.942 09/02/1996]',0.648,0.440,126.985,90.250,45.288,0.415
'[10:39:11.944 09/02/1996]',0.453,0.281,141.055,90.250,45.288,0.392
'[10:39:11.946 09/02/1996]',0.258,0.122,141.055,90.250,45.288,0.392
'[10:39:11.948 09/02/1996]',0.137,0.021,141.055,90.250,45.288,0.392
'[10:39:11.950 09/02/1996]',0.016,-0.079,141.055,90.250,45.288,0.392
'[10:39:11.952 09/02/1996]',-0.033,-0.120,159.899,90.250,45.288,0.360
'[10:39:11.954 09/02/1996]',-0.082,-0.162,159.899,90.250,45.288,0.360
'[10:39:11.956 09/02/1996]',-0.092,-0.172,159.899,90.250,45.288,0.360
'[10:39:11.958 09/02/1996]',-0.102,-0.181,159.899,90.250,45.288,0.360
'[10:39:11.960 09/02/1996]',-0.104,-0.184,173.970,90.250,45.288,0.321
'[10:39:11.962 09/02/1996]',-0.107,-0.187,173.970,90.250,45.288,0.321
'[10:39:11.964 09/02/1996]',-0.109,-0.190,173.970,90.250,45.288,0.321
'[10:39:11.966 09/02/1996]',-0.111,-0.192,173.970,90.250,45.288,0.321
'[10:39:11.968 09/02/1996]',-0.113,-0.193,179.598,90.250,45.288,0.276
'[10:39:11.970 09/02/1996]',-0.114,-0.194,179.598,90.250,45.288,0.276
'[10:39:11.972 09/02/1996]',-0.114,-0.194,179.598,90.250,45.288,0.276
'[10:39:11.974 09/02/1996]',-0.114,-0.194,179.598,90.250,45.288,0.276
'[10:39:11.976 09/02/1996]',-0.114,-0.194,180.553,90.250,45.288,0.233
'[10:39:11.978 09/02/1996]',-0.114,-0.194,180.553,90.250,45.288,0.233
'[10:39:11.980 09/02/1996]',-0.114,-0.194,180.553,90.250,45.288,0.233
'[10:39:11.982 09/02/1996]',-0.113,-0.194,180.553,90.250,45.288,0.233
'[10:39:11.984 09/02/1996]',-0.112,-0.194,180.603,90.250,45.288,0.184
'[10:39:11.986 09/02/1996]',-0.111,-0.194,180.603,90.250,45.288,0.184
'[10:39:11.988 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,0.184
'[10:39:11.990 09/02/1996]',-0.109,-0.194,180.603,90.250,45.288,0.184
'[10:39:11.992 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,0.133
'[10:39:11.994 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,0.133
'[10:39:11.996 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,0.133
'[10:39:11.998 09/02/1996]',-0.109,-0.194,180.603,90.250,45.288,0.133
'[10:39:12.000 09/02/1996]',-0.108,-0.194,180.603,90.250,45.288,0.086
'[10:39:12.002 09/02/1996]',-0.108,-0.194,180.603,90.250,45.288,0.086
'[10:39:12.004 09/02/1996]',-0.108,-0.194,180.603,90.250,45.288,0.086
'[10:39:12.006 09/02/1996]',-0.108,-0.194,180.603,90.250,45.288,0.086
'[10:39:12.008 09/02/1996]',-0.107,-0.194,180.603,90.250,45.288,0.033
'[10:39:12.010 09/02/1996]',-0.107,-0.194,180.603,90.250,45.288,0.033
'[10:39:12.012 09/02/1996]',-0.106,-0.194,180.603,90.250,45.288,0.033
'[10:39:12.014 09/02/1996]',-0.106,-0.194,180.603,90.250,45.288,0.033
'[10:39:12.016 09/02/1996]',-0.106,-0.194,180.603,90.250,45.288,-0.013
'[10:39:12.018 09/02/1996]',-0.106,-0.194,180.603,90.250,45.288,-0.013
'[10:39:12.020 09/02/1996]',-0.106,-0.194,180.603,90.250,45.288,-0.013
'[10:39:12.022 09/02/1996]',-0.106,-0.194,180.603,90.250,45.288,-0.013
'[10:39:12.024 09/02/1996]',-0.106,-0.194,180.603,90.250,45.288,-0.059
'[10:39:12.026 09/02/1996]',-0.107,-0.194,180.603,90.250,45.288,-0.059
'[10:39:12.028 09/02/1996]',-0.108,-0.194,180.603,90.250,45.288,-0.059
'[10:39:12.030 09/02/1996]',-0.109,-0.194,180.603,90.250,45.288,-0.059
'[10:39:12.032 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,-0.102
'[10:39:12.034 09/02/1996]',-0.111,-0.194,180.603,90.250,45.288,-0.102
'[10:39:12.036 09/02/1996]',-0.111,-0.194,180.603,90.250,45.288,-0.102
'[10:39:12.038 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,-0.102
'[10:39:12.040 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,-0.143
'[10:39:12.042 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,-0.143
'[10:39:12.044 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,-0.143
'[10:39:12.046 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,-0.143
'[10:39:12.048 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,-0.180
'[10:39:12.050 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,-0.180
'[10:39:12.052 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,-0.180
'[10:39:12.054 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,-0.180
'[10:39:12.056 09/02/1996]',-0.110,-0.194,180.603,90.250,45.288,-0.213
'[10:39:12.058 09/02/1996]',-0.110,-0.193,180.603,90.250,45.288,-0.213
'[10:39:12.060 09/02/1996]',-0.109,-0.192,180.603,90.250,45.288,-0.213
'[10:39:12.062 09/02/1996]',-0.108,-0.191,180.603,90.250,45.288,-0.213
'[10:39:12.064 09/02/1996]',-0.106,-0.190,180.603,90.250,45.288,-0.244
'[10:39:12.066 09/02/1996]',-0.104,-0.189,180.603,90.250,45.288,-0.244
'[10:39:12.068 09/02/1996]',-0.102,-0.189,180.603,90.250,45.288,-0.244
'[10:39:12.070 09/02/1996]',-0.100,-0.188,180.603,90.250,45.288,-0.244
'[10:39:12.072 09/02/1996]',-0.098,-0.187,180.603,90.250,45.288,-0.272
'[10:39:12.074 09/02/1996]',-0.096,-0.186,180.603,90.250,45.288,-0.272
